city_id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_lg_agri_predicted,beta_lg_agri_predicted_2,beta_agri_gdp_percent,beta_emp_agri,beta_agri_inter,beta_nonagri_inter,beta_urban_pop_percent,beta_ln_pop,se_Intercept,se_lg_agri_predicted,se_lg_agri_predicted_2,se_agri_gdp_percent,se_emp_agri,se_agri_inter,se_nonagri_inter,se_urban_pop_percent,se_ln_pop,t_Intercept,t_lg_agri_predicted,t_lg_agri_predicted_2,t_agri_gdp_percent,t_emp_agri,t_agri_inter,t_nonagri_inter,t_urban_pop_percent,t_ln_pop,p_Intercept,p_lg_agri_predicted,p_lg_agri_predicted_2,p_agri_gdp_percent,p_emp_agri,p_agri_inter,p_nonagri_inter,p_urban_pop_percent,p_ln_pop,sumW_Intercept,sumW_lg_agri_predicted,sumW_lg_agri_predicted_2,sumW_agri_gdp_percent,sumW_emp_agri,sumW_agri_inter,sumW_nonagri_inter,sumW_urban_pop_percent,sumW_ln_pop
110000.0,116.41263249984608,40.185628119783296,-0.6594228904786542,-0.009111133636380497,-0.7704226323376282,0.11099974185897399,0.19335393284954916,0.07782872606615351,0.09128367959062508,-0.05755454195483874,-0.30121155487092904,-0.11255236623214697,0.1084402937446603,0.16294693439219976,0.2022965248735124,0.04911766364252505,0.06455145695144875,0.08984767106391145,0.08063179596059461,0.0685974478041655,0.05897977802382873,0.07507846342290037,0.07972527558082616,0.09109826570438383,0.09332849036703758,1.2056850416976805,1.0159827017184693,-0.7137946174852176,-4.3910023552310395,-1.9083212925398618,1.444359524699382,2.0438553922212885,2.2206407916696214,0.5262879904020474,0.22880012326699287,0.3103796749127606,0.47585719003683824,1.5201602694104438e-05,0.057214580742342445,0.14958376975243942,0.041759003784597064,0.02705192391932812,0.599040582539941,241.7566448594668,41.952191664786206,131.823924376395,241.7566448594668,241.7566448594668,236.96559016417888,241.7566448594668,73.98198582590298,100.05387067783789
120000.0,117.3415756481972,39.2837646740712,-1.1931431104772297,-0.7254547834731223,-0.4874338780719639,-0.7057092324052657,0.18325952867830486,0.07712255010279898,0.10974298486938658,-0.05529412864318575,-0.2998533951624284,-0.11143844040795672,0.10919882113185174,0.16257262427495345,0.19865033765356013,0.07926103507148073,0.06451659908285635,0.09151809280497238,0.0809891044349193,0.06859753349510028,0.058892632909332374,0.0748181766458624,0.08003487714966001,0.09249981588737968,0.09308834322519696,1.1953908172337673,1.1991397712280998,-0.6827354003848586,-4.371197911712759,-1.8922305711738305,1.4595226190651982,2.0312722411124993,2.1475754924249877,0.8514603689930805,0.2327900970738356,0.23133132474181703,0.49525160010713243,1.6565199100140334e-05,0.059332749989344846,0.14536969472963135,0.0430260362905264,0.0324732233246721,0.39512924657733584,247.12119653729178,42.41928320567538,138.38539110072492,247.12119653729178,247.12119653729178,242.89342957962052,247.12119653729178,76.73831374601008,104.57264085602282
130100.0,114.43949416657743,38.13054051655683,0.4160568064321474,0.7521089979160005,-0.4449814657021273,0.8610382721342746,0.19344362776550938,0.07401902700427004,0.09413351189842581,-0.08308552735813256,-0.3053742095347141,-0.1132609419855817,0.10580863336729279,0.16184819836978886,0.1952716927454423,0.03531775938339564,0.0646002228574706,0.08658848117323537,0.08015074107436818,0.06850784638082888,0.05912966016773244,0.0755592325549745,0.07934626098337608,0.09243510055318212,0.09220199383328335,1.1458014187904653,1.087136656319162,-1.0366158346688439,-4.457507069148937,-1.9154674940511356,1.4003402336082462,2.0397709528328987,2.1125275093209166,0.3830476751647699,0.2527050333878844,0.277767428117088,0.30067162807975406,1.1366199224368628e-05,0.05629432483076682,0.16234812555061703,0.042166753949567176,0.035389739958325714,0.7019302923019202,248.9906386809414,44.0816554102037,136.81277099785532,248.9906386809414,248.9906386809414,244.02303843821585,248.9906386809414,75.16815436684715,101.70085132518986
130200.0,118.33229627195922,39.70886701147708,-0.5719944666066616,-0.24711843782221193,-0.4595200452890085,-0.11247442131765312,0.18240164739897557,0.07803830520068343,0.10730548812642944,-0.04847214682005798,-0.29826259301950275,-0.11084669357752033,0.11020809919844189,0.16273418581794127,0.1889321782086199,0.08516012501581094,0.06452043897043253,0.09320845858454667,0.08104005894038505,0.06864853286156011,0.05887296431045108,0.07471657453706831,0.08025235266048553,0.09064607264573415,0.09320916401529265,1.2095129302583585,1.1512419554615396,-0.5981257597025592,-4.34477738396818,-1.8828114886996257,1.4750154150036088,2.0277808739938408,2.084284213250039,0.9136454115374201,0.2273290050010173,0.25046362920142334,0.5501650546263243,1.8567579333768855e-05,0.06060272632205644,0.14115892750035222,0.04338332343944611,0.03790072555176313,0.36156821767003877,245.04710399243328,41.39755866398697,138.24087610092343,245.04710399243328,245.04710399243328,240.97865886987051,245.04710399243328,76.48004630192732,104.56824231886053
130300.0,119.18741760446576,40.08525060996532,-0.5001730656706791,-0.3152386394150738,-0.12735803193451076,-0.3728150337361683,0.18190564543698717,0.07877750196773856,0.10333912182032401,-0.04379454372454063,-0.296988780025614,-0.11035378203820609,0.11099036053638493,0.1628501086856391,0.17777347210006944,0.08858729911574023,0.06453297492207898,0.09524388382660065,0.08109447924839831,0.0686979315766938,0.05887445176430617,0.07467269047316497,0.08043194548291774,0.08893065873576714,0.09264576585211619,1.2207325334506782,1.0849948329329095,-0.5400434669590114,-4.32311094685665,-1.8743916712802464,1.4863581294994508,2.024694388627283,1.9990122037471256,0.9561937159345825,0.2230561889863651,0.27871354538906445,0.5895302038574588,2.0380522925002966e-05,0.06175705021421092,0.13813628223103286,0.04370127107477791,0.046424323174417255,0.3396722081968906,242.81799442770838,40.3656611833909,137.80387658315627,242.81799442770838,242.81799442770838,238.5341060977687,242.81799442770838,76.83050220097776,105.88242692801008
130400.0,114.54296048972056,36.55244944706739,-1.4497322548743263,-1.1034832207383904,-0.547932458432212,-0.9017997964421143,0.18464418234573043,0.07204615669106684,0.12218849680274897,-0.0904918378789154,-0.3054115907477583,-0.11236709139694755,0.10545491464967563,0.1610999674464996,0.18191579762024987,0.06444411801190149,0.06462323438500818,0.0860553508910525,0.08134670990318985,0.06850979564920553,0.05910452224364904,0.0755901998990383,0.0795672697589483,0.09230076487844732,0.0921974967547586,1.1148646052259603,1.419882616682856,-1.1124216085273653,-4.457925875470043,-1.9011589491195275,1.395087124925268,2.0247014624802047,1.9709023848265865,0.6989790426015587,0.2657172501984516,0.15658299786991475,0.26676418564740306,1.1345280124911283e-05,0.05814949317860174,0.16392493213328477,0.04370054012298355,0.04956788480255686,0.48505597399934974,255.93918996009285,48.355152546564476,140.06795085169006,255.93918996009285,255.93918996009285,250.69001254356863,255.93918996009285,79.51410635562769,104.20636236999053
130500.0,114.81665778855394,37.21224773717422,-1.1227653891222025,-0.9488020160275775,-0.3365555749363038,-0.7862098141858986,0.18541714939062737,0.0730908583133379,0.11673260453403611,-0.08452273050514712,-0.30475099391284005,-0.11249509472698142,0.10596739896423948,0.16146588458875036,0.18894073608101333,0.061662974943552135,0.06459102669174248,0.08655179809086222,0.08083368372046768,0.06850738170488521,0.05906791385421301,0.07543142313502392,0.07955797465178557,0.0930465751842264,0.09230892359938025,1.1315946201344724,1.3487022466187246,-1.0456374943573845,-4.448440245835705,-1.9045042796776837,1.4048177080598823,2.029537394528513,2.030603874531894,0.668006651352244,0.25862405779950987,0.1783546399298898,0.2964914226239393,1.1828254562925485e-05,0.057711246604950375,0.1610132367290028,0.04320325736939722,0.0430942392151714,0.5045948599812293,253.9111709340412,46.85654334833892,140.7128987284902,253.9111709340412,253.9111709340412,248.86059755225685,253.9111709340412,77.8670438405825,104.14334299804943
130600.0,115.17113226463086,39.02158613910221,-0.7590212305587446,-0.4934769753725569,-0.40673023196897573,-0.35229099858976887,0.19345488692256285,0.07566944799736539,0.09158850278928651,-0.07255470948147924,-0.3037356988078841,-0.11308538866202057,0.10689152853637018,0.16236452715623798,0.20403648452231482,0.04179076425953237,0.0645652327378004,0.08804210928011129,0.08026766519701073,0.06853122153277584,0.059055128212717425,0.07530475319832441,0.0794672796333693,0.0934991888337966,0.09287575045996534,1.1719844378887199,1.040280651362999,-0.9039095544064893,-4.432077701440343,-1.9149122537620336,1.4194526108446046,2.043162014672251,2.1822273226884183,0.44996421619814025,0.24204616748831662,0.29896879318360287,0.36670074620887916,1.270805833686286e-05,0.05636537989211022,0.156708151803773,0.041827986558309445,0.029795433597760115,0.6530307821575725,246.10766063303086,42.7790533773568,135.09846607104765,246.10766063303086,246.10766063303086,241.50982387361555,246.10766063303086,73.35468649358181,100.5865140072742
130700.0,115.03184198506784,40.864916449920976,0.021860545546017206,0.22132369414773478,-0.3678764537619615,0.38973699930797867,0.20398385968559862,0.07806037053629514,0.06757915359901433,-0.06763467892484938,-0.30368741468001514,-0.11405281377089359,0.10700032050940847,0.16322208494129856,0.2106355334616834,0.011971326509038593,0.06461284293462338,0.08905936172124079,0.07949404378641514,0.06859615543432716,0.059151774412792464,0.0755292535403319,0.0792792084189257,0.09415000819561442,0.0945603556346516,1.2081246852932666,0.7588102170610616,-0.8508144221040064,-4.427178356529915,-1.9281385030814553,1.4166738779203123,2.058825866156527,2.237233299269059,0.12659984650746922,0.22786174477771834,0.44850608515770884,0.3954875054718343,1.298347145406113e-05,0.054693045492191686,0.15751874454676407,0.040293045850814516,0.02593633988778079,0.8993339861398153,234.99404601340788,38.38581901675669,126.36854140927669,234.99404601340788,234.99404601340788,229.01314170078092,234.99404601340788,66.7859247491518,92.46655924719654
130800.0,117.54702240629614,41.34722393828569,0.7101748198526785,0.6953542231781864,0.08167971746166196,0.6284951023910166,0.1943989637122716,0.07974223692026587,0.09015911411159722,-0.048871761703075216,-0.29908603924597355,-0.11206597236815781,0.10969561877436598,0.1634124664039813,0.1900127696562252,0.049758607933993934,0.0645814765982798,0.09274915751504663,0.08009536574691929,0.06868984452309622,0.05897147406235514,0.07503424782925278,0.07996182350871854,0.08956067677520597,0.09396037513944464,1.2347540056461004,0.9720747500802988,-0.6101696552269626,-4.3541522232651015,-1.9003420577491708,1.4619406730642293,2.0436310633431694,2.121609354662988,0.529570128473287,0.21779787843238813,0.3317231770067811,0.5421681084375136,1.7831918465329727e-05,0.05825692890661773,0.1447062041232549,0.0417813112311596,0.03461322164015734,0.5967650107513431,236.1743440512194,38.76210332734952,131.42560270726025,236.1743440512194,236.1743440512194,230.40725259177384,236.1743440512194,71.68213443897116,97.78086329259439
