city_id,x_coor,y_coor,y,ols_residual,gwr_yhat,gwr_residual,localR2,influ,CooksD,beta_Intercept,beta_lg_nonagri_predicted,beta_lg_nonagri_predicted_2,beta_nonagri_gdp_percent,beta_emp_nonagri,beta_agri_inter,beta_nonagri_inter,beta_urban_pop_percent,beta_ln_pop,se_Intercept,se_lg_nonagri_predicted,se_lg_nonagri_predicted_2,se_nonagri_gdp_percent,se_emp_nonagri,se_agri_inter,se_nonagri_inter,se_urban_pop_percent,se_ln_pop,t_Intercept,t_lg_nonagri_predicted,t_lg_nonagri_predicted_2,t_nonagri_gdp_percent,t_emp_nonagri,t_agri_inter,t_nonagri_inter,t_urban_pop_percent,t_ln_pop,p_Intercept,p_lg_nonagri_predicted,p_lg_nonagri_predicted_2,p_nonagri_gdp_percent,p_emp_nonagri,p_agri_inter,p_nonagri_inter,p_urban_pop_percent,p_ln_pop,sumW
110000.0,116.41263249984608,40.185628119783296,-0.6594228904786542,-0.037233678817022886,-0.5895741813268561,-0.06984870915179808,0.11574267202582261,0.11019430185270632,5.235348071359845e-05,-0.006221920543309806,-0.10973582443147438,-0.06282926284085871,0.29406066176124745,0.09802125840940137,0.1228074631145187,0.16455103274476662,0.08753227533789368,0.06832789525939738,0.055531688028252826,0.09257739186483233,0.07831141803059744,0.10528237488074202,0.06014478585754214,0.08215032463840084,0.08321169656870613,0.05883054102035248,0.06757445457844963,-0.11204270506137473,-1.1853414988369324,-0.8023001552124925,2.7930663807151284,1.6297548825192056,1.4949114766749545,1.9774988316564408,1.4878713304304274,1.0111497856053437,0.9108574603475414,0.23673273665596087,0.42295499941958226,0.005524864285223818,0.1041045410590769,0.13589028216305832,0.04881452596238805,0.1377368560759187,0.31268331656717285,241.7566448594668
120000.0,117.3415756481972,39.2837646740712,-1.1931431104772297,-0.7989834017722248,-0.35017539014400767,-0.842967720333222,0.11430636157653272,0.03915492959746795,0.0023236013666475225,-0.003871850402908068,-0.11152793447701778,-0.06102027178659636,0.29443452254382346,0.09760094492053073,0.12549747141014578,0.1667935658910914,0.08560129194954012,0.07277145419438377,0.05541278676589802,0.09249104527221301,0.07824281991943603,0.10512912293191796,0.060038420430970914,0.08225919580736782,0.0839795705128981,0.05882732362125408,0.06749050743892962,-0.06987286922178171,-1.2058241330150046,-0.7798833407260481,2.800694178096591,1.6256414512561548,1.525634552810753,1.9861207299872319,1.4551281051074831,1.0782472521818383,0.9443370415374566,0.22874654934559902,0.43601683726438845,0.005398953058467738,0.10497764444616135,0.1280558115629652,0.04784442565770914,0.14658149480879948,0.28170857132702326,247.12119653729178
130100.0,114.43949416657743,38.13054051655683,0.4160568064321474,0.5698687091250141,-0.15047451513478324,0.5665313215669306,0.11630191485340391,0.015903749482707827,0.0004063799216415488,-0.005244677747660393,-0.10742233733742075,-0.06807478829584152,0.2961231037205848,0.0941581765403674,0.11548427719596731,0.15933470960984727,0.0866790223323762,0.06462479358599724,0.05529666711654498,0.09197046081276174,0.0777155296671635,0.10447817702191915,0.06028817199816765,0.08186508169209929,0.08245962317386944,0.058743832365432416,0.06711763787592874,-0.09484618189748302,-1.1680091236697916,-0.875948328312103,2.8343058058761805,1.5618018165027325,1.4106658762072986,1.932275500142459,1.4755425181177342,0.9628585813085424,0.9244943951271549,0.24364369804761046,0.3816933475037798,0.0048745605649768604,0.1192902372824085,0.15928226219067826,0.05417857371483591,0.1410173410112698,0.33632137853803645,248.9906386809414
130200.0,118.33229627195922,39.70886701147708,-0.5719944666066616,-0.38472567193849894,-0.21879774615434808,-0.35319672045231354,0.11373682532345494,0.021272737861081276,0.00021359612091885127,-0.003566703880441681,-0.11267266550091656,-0.05893410005970477,0.29392452142690206,0.09859396906927964,0.12843033028171474,0.16905827005806215,0.08519573129697816,0.07498284986167311,0.05549355737812715,0.09277042452769148,0.07848134124130086,0.10542744833758218,0.06004333232481775,0.08255795054311273,0.0844998461332988,0.058930499911571274,0.06766620380732247,-0.06427239573304958,-1.2145321752546725,-0.7509313567731263,2.787931663543122,1.6420469226443606,1.5556385476726065,2.0006932295636624,1.445698431624022,1.1081285138321721,0.948792130603032,0.22541031051756047,0.45322748579463834,0.005611115418459179,0.10152996750831234,0.12074965665890605,0.04624179817456082,0.14920793747164193,0.26861087088527275,245.04710399243328
130300.0,119.18741760446576,40.08525060996532,-0.5001730656706791,-0.47841713519060575,0.02030930591779459,-0.5204823715884737,0.11328251725253596,0.013566623571240041,0.0002912113697983515,-0.0033442826546760617,-0.11358619321509328,-0.05724816110711287,0.2935147698236773,0.0993875974882734,0.1307814516865289,0.17090176005833935,0.08484491701340127,0.0767133884922375,0.05557230265098993,0.09303339325964684,0.07870086998595281,0.10570220448981038,0.06007491059760747,0.08285061236424185,0.08494164408869366,0.05903814669040465,0.06782920035720846,-0.06017894697794187,-1.2209185243634577,-0.7274145904274121,2.776808404709969,1.6543944302137936,1.5785212438933514,2.011990253919368,1.4371202649420387,1.1309788127862674,0.9520494306324321,0.22298584691380136,0.46748620847595346,0.00580215901935726,0.09899530727278467,0.11540106674023301,0.04503085289550152,0.1516284142401668,0.25888278833382333,242.81799442770838
130400.0,114.54296048972056,36.55244944706739,-1.4497322548743263,-1.3028546660410845,-0.15179860595509065,-1.2979336489192357,0.11509073087184378,0.016621905236288943,0.0022325682532454904,-0.0023452353858625175,-0.10871331787523972,-0.06785612553266356,0.29735261887666786,0.09242783908751577,0.11588703165770768,0.15993498652132088,0.08423711735526257,0.06786113780195847,0.0551544015233469,0.09183368419562922,0.07750319817808199,0.10421012936853499,0.06026128140446161,0.08217593864250307,0.08312001224649135,0.058793782832006244,0.06695095704618277,-0.04252127339047959,-1.183806561039766,-0.8755267798981405,2.8533945853295326,1.533784827228593,1.4102307022236866,1.9241453676286246,1.43275552784138,1.0135947385359683,0.9661087914456019,0.23733908735012896,0.3819222317180645,0.004597783555521532,0.12603783203900967,0.15941057847477552,0.055193502473219754,0.15287147541072618,0.311516503239466,255.93918996009285
130500.0,114.81665778855394,37.21224773717422,-1.1227653891222025,-1.081685384928328,-0.06223183383099319,-1.0605335552912092,0.1152746699332836,0.009953403449298962,0.0008805807462034837,-0.0031835851126525224,-0.10873509252866295,-0.06714470687906807,0.296723446590939,0.09343756016921903,0.11686874838370945,0.16054016052326348,0.08503141712587181,0.0677345433854128,0.055192205537824966,0.09187588612833847,0.07760205436308149,0.10432293552720003,0.06021263431825098,0.08200392525270962,0.08301944042883808,0.05874767054953354,0.06702045995620519,-0.05768178824581871,-1.1834997964185554,-0.8652439349725719,2.844278155052247,1.5517932611179126,1.4251604179136266,1.9337658709091634,1.4474006599832232,1.010654707975359,0.9540369057526326,0.23746040146443556,0.387531575251568,0.004728132467547037,0.12166728085305545,0.15505308134557075,0.05399422978990303,0.14873116639730483,0.31291993576729443,253.9111709340412
130600.0,115.17113226463086,39.02158613910221,-0.7590212305587446,-0.6517451597507207,-0.140106065879327,-0.6189151646794175,0.11617728832222339,0.0146082892456139,0.00044432813867002335,-0.005854100003912009,-0.10822387662815573,-0.0660769336060482,0.2951960407057208,0.09581567911497106,0.11828031155903904,0.161261481908313,0.0872790438931338,0.06584815030991184,0.055379368022298744,0.09215455046797877,0.07793054497841749,0.10476202213410156,0.060205522162989744,0.0818513770759975,0.08265672237811894,0.05873570038841689,0.06728262407728686,-0.10570904315041714,-1.1743736590170946,-0.8478951818487591,2.8177772315987992,1.5914765900638932,1.4450619621123533,1.9509784233956327,1.4859624268708962,0.9786798777983562,0.9158772372807882,0.24108959778047515,0.3971090495358185,0.005126355219046154,0.11245690562634354,0.14938650461430614,0.051903058604835746,0.13824088008669658,0.32845292725102493,246.10766063303086
130700.0,115.03184198506784,40.864916449920976,0.021860545546017206,0.13231522240193183,-0.17428375784218564,0.19614430338820285,0.11766921309595788,0.02043534188231981,6.317236131099883e-05,-0.009271228124595247,-0.10691898110109088,-0.0661834246553478,0.2937093054327562,0.09784020280621539,0.11801688642745096,0.16066326574571738,0.08986911182438978,0.06170871519260506,0.05568462412975295,0.09261178010106424,0.07834324355431975,0.10538792666777641,0.060364593047023726,0.08199515429619796,0.0821354702992709,0.05884606615849345,0.0676787644903928,-0.1664952986481868,-1.1544857574750604,-0.844787905793805,2.7869350381912508,1.6208210453766887,1.4393153771151974,1.9560765301558583,1.5271897968904191,0.9117884414300264,0.8678688407282824,0.2491338950340776,0.3988394603357539,0.005627997117548711,0.10600822758087905,0.15100618408586314,0.05129690681548024,0.12766880254083324,0.3625436640339962,234.99404601340788
130800.0,117.54702240629614,41.34722393828569,0.7101748198526785,0.6627852137017599,0.026110239540140634,0.6840645803125378,0.11543929204208844,0.006419609294412763,0.0002346155543077129,-0.0066518583128594,-0.11100983798878854,-0.05999351567590376,0.2931091670272373,0.09993867337570769,0.12668945558869543,0.16745581087719888,0.0876733394682714,0.07018448442681934,0.055725269255118365,0.09311551681757091,0.07874507498541104,0.10589267106929845,0.06018544656310645,0.08265550895506096,0.08378159445475229,0.05901515515543761,0.06791745699959163,-0.11936879627097409,-1.1921733539456763,-0.7618700685346818,2.767983506955079,1.660512284658695,1.5327406145133693,1.9987183577371077,1.4856072010206898,1.0333791565140804,0.9050555962309244,0.23404727618091783,0.44668006171604957,0.005957897865643834,0.09775838315018824,0.1262949771539452,0.0464562913133618,0.1383348307466155,0.3021809195590868,236.1743440512194
