"Sgnyea","Prvcnm_id","Prvcnm_en","Pi0101"
"1982","620000","Gansu","101.1000"
"1982","140000","Shanxi","102.5000"
"1982","340000","Anhui",""
"1982","440000","Guangdong",""
"1982","460000","Hainan","103.8000"
"1982","410000","Henan","101.4000"
"1982","230000","Heilongjiang","103.0000"
"1982","350000","Fujian","103.4000"
"1982","650000","Xinjiang","100.6000"
"1982","520000","Guizhou","101.7000"
"1982","370000","Shandong","100.9000"
"1982","640000","Ningxia","102.9000"
"1982","210000","Liaoning",""
"1982","110000","Beijing","101.8000"
"1982","630000","Qinghai",""
"1982","150000","Inner Mongolia",""
"1982","510000","Sichuan",""
"1982","320000","Jiangsu","100.9000"
"1982","430000","Hunan","101.6000"
"1982","220000","Jilin","104.2000"
"1982","330000","Zhejiang",""
"1982","530000","Yunnan","101.8000"
"1982","450000","Guangxi","103.3000"
"1982","130000","Hebei",""
"1982","120000","Tianjin","100.5000"
"1982","310000","Shanghai","100.3000"
"1982","360000","Jiangxi",""
"1982","420000","Hubei","100.9000"
"1983","510000","Sichuan",""
"1983","530000","Yunnan","101.0000"
"1983","350000","Fujian","101.3000"
"1983","620000","Gansu","100.4000"
"1983","320000","Jiangsu","100.4000"
"1983","360000","Jiangxi",""
"1983","610000","Shaanxi","101.5000"
"1983","410000","Henan","101.6000"
"1983","220000","Jilin","104.5000"
"1983","150000","Inner Mongolia",""
"1983","440000","Guangdong",""
"1983","630000","Qinghai",""
"1983","230000","Heilongjiang","102.5000"
"1983","140000","Shanxi","101.4000"
"1983","330000","Zhejiang",""
"1983","340000","Anhui",""
"1983","520000","Guizhou","100.7000"
"1983","210000","Liaoning",""
"1983","110000","Beijing","100.5000"
"1983","130000","Hebei",""
"1983","460000","Hainan","100.8000"
"1983","640000","Ningxia","101.6000"
"1983","430000","Hunan","102.7000"
"1983","120000","Tianjin","100.5000"
"1983","310000","Shanghai","100.2000"
"1983","450000","Guangxi","102.7000"
"1983","650000","Xinjiang","102.0000"
"1983","370000","Shandong","102.4000"
"1983","420000","Hubei","101.7000"
"1984","460000","Hainan","102.7000"
"1984","620000","Gansu","102.5000"
"1984","110000","Beijing","102.2000"
"1984","360000","Jiangxi","102.1000"
"1984","630000","Qinghai",""
"1984","230000","Heilongjiang","104.3000"
"1984","120000","Tianjin","101.8000"
"1984","140000","Shanxi","102.6000"
"1984","510000","Sichuan",""
"1984","420000","Hubei","102.2000"
"1984","130000","Hebei","102.5000"
"1984","220000","Jilin","103.5000"
"1984","350000","Fujian","102.1000"
"1984","370000","Shandong","101.5000"
"1984","430000","Hunan","103.1000"
"1984","150000","Inner Mongolia","104.0000"
"1984","310000","Shanghai","102.2000"
"1984","340000","Anhui","102.1000"
"1984","450000","Guangxi","103.3000"
"1984","640000","Ningxia","102.7000"
"1984","520000","Guizhou","101.9000"
"1984","320000","Jiangsu","103.0000"
"1984","330000","Zhejiang","103.0000"
"1984","530000","Yunnan","101.9000"
"1984","610000","Shaanxi","103.0000"
"1984","440000","Guangdong","101.3000"
"1984","650000","Xinjiang","102.4000"
"1984","210000","Liaoning",""
"1984","410000","Henan","100.8000"
"1985","140000","Shanxi","108.5000"
"1985","330000","Zhejiang","114.8000"
"1985","450000","Guangxi","113.0000"
"1985","510000","Sichuan","107.6000"
"1985","650000","Xinjiang","107.8000"
"1985","520000","Guizhou","107.7000"
"1985","150000","Inner Mongolia","109.3000"
"1985","310000","Shanghai","115.2000"
"1985","350000","Fujian","111.3000"
"1985","610000","Shaanxi","107.0000"
"1985","620000","Gansu","109.2000"
"1985","640000","Ningxia","108.6000"
"1985","320000","Jiangsu","109.5000"
"1985","340000","Anhui","107.1000"
"1985","460000","Hainan","113.1000"
"1985","360000","Jiangxi","109.0000"
"1985","130000","Hebei","106.8000"
"1985","220000","Jilin","110.3000"
"1985","530000","Yunnan","108.2000"
"1985","420000","Hubei","108.4000"
"1985","230000","Heilongjiang","111.8000"
"1985","210000","Liaoning","110.7000"
"1985","430000","Hunan","110.9000"
"1985","120000","Tianjin","113.1000"
"1985","370000","Shandong","108.7000"
"1985","110000","Beijing","117.6000"
"1985","410000","Henan","104.6000"
"1985","630000","Qinghai",""
"1985","440000","Guangdong","114.8000"
"1986","150000","Inner Mongolia","105.2000"
"1986","120000","Tianjin","106.8000"
"1986","440000","Guangdong","104.9000"
"1986","420000","Hubei","105.5000"
"1986","430000","Hunan","105.3000"
"1986","310000","Shanghai","106.3000"
"1986","530000","Yunnan","106.1000"
"1986","110000","Beijing","106.8000"
"1986","130000","Hebei","105.7000"
"1986","460000","Hainan","104.1000"
"1986","640000","Ningxia","105.8000"
"1986","650000","Xinjiang","107.3000"
"1986","520000","Guizhou","105.4000"
"1986","360000","Jiangxi","106.6000"
"1986","630000","Qinghai",""
"1986","220000","Jilin","106.0000"
"1986","340000","Anhui","106.2000"
"1986","610000","Shaanxi","106.0000"
"1986","210000","Liaoning","106.7000"
"1986","230000","Heilongjiang","106.2000"
"1986","140000","Shanxi","105.6000"
"1986","620000","Gansu","106.6000"
"1986","350000","Fujian","106.5000"
"1986","450000","Guangxi","106.2000"
"1986","370000","Shandong","104.5000"
"1986","320000","Jiangsu","107.1000"
"1986","330000","Zhejiang","106.2000"
"1986","510000","Sichuan","104.8000"
"1986","410000","Henan","105.5000"
"1987","150000","Inner Mongolia","107.8000"
"1987","530000","Yunnan","107.0000"
"1987","610000","Shaanxi","108.6000"
"1987","650000","Xinjiang","107.2000"
"1987","210000","Liaoning","108.6000"
"1987","340000","Anhui","109.1000"
"1987","620000","Gansu","107.6000"
"1987","410000","Henan","106.3000"
"1987","630000","Qinghai",""
"1987","220000","Jilin","107.6000"
"1987","330000","Zhejiang","108.8000"
"1987","420000","Hubei","107.5000"
"1987","130000","Hebei","107.8000"
"1987","140000","Shanxi","107.4000"
"1987","640000","Ningxia","107.3000"
"1987","110000","Beijing","108.6000"
"1987","230000","Heilongjiang","109.4000"
"1987","320000","Jiangsu","109.2000"
"1987","430000","Hunan","109.8000"
"1987","310000","Shanghai","108.1000"
"1987","360000","Jiangxi","106.6000"
"1987","120000","Tianjin","106.8000"
"1987","450000","Guangxi","108.2000"
"1987","510000","Sichuan","107.6000"
"1987","350000","Fujian","109.4000"
"1987","440000","Guangdong","111.2000"
"1987","460000","Hainan","109.8000"
"1987","520000","Guizhou","107.1000"
"1987","370000","Shandong","108.2000"
"1988","130000","Hebei","118.0000"
"1988","140000","Shanxi","120.9000"
"1988","210000","Liaoning","119.3000"
"1988","340000","Anhui","120.9000"
"1988","620000","Gansu","119.1000"
"1988","150000","Inner Mongolia","116.3000"
"1988","120000","Tianjin","116.9000"
"1988","350000","Fujian","126.5000"
"1988","440000","Guangdong","129.4000"
"1988","460000","Hainan","128.1000"
"1988","530000","Yunnan","119.8000"
"1988","360000","Jiangxi","121.8000"
"1988","330000","Zhejiang","121.5000"
"1988","450000","Guangxi","120.8000"
"1988","370000","Shandong","118.7000"
"1988","410000","Henan","119.4000"
"1988","430000","Hunan","125.6000"
"1988","420000","Hubei","119.0000"
"1988","230000","Heilongjiang","118.0000"
"1988","610000","Shaanxi","119.1000"
"1988","110000","Beijing","120.4000"
"1988","310000","Shanghai","120.1000"
"1988","510000","Sichuan","119.9000"
"1988","640000","Ningxia","117.1000"
"1988","520000","Guizhou","119.8000"
"1988","320000","Jiangsu","121.9000"
"1988","630000","Qinghai",""
"1988","220000","Jilin","120.3000"
"1988","650000","Xinjiang","114.7000"
"1989","330000","Zhejiang","118.2000"
"1989","350000","Fujian","118.9000"
"1989","340000","Anhui","117.2000"
"1989","440000","Guangdong","122.1000"
"1989","620000","Gansu","117.9000"
"1989","360000","Jiangxi","118.5000"
"1989","140000","Shanxi","119.5000"
"1989","120000","Tianjin","114.7000"
"1989","310000","Shanghai","115.9000"
"1989","460000","Hainan","128.4000"
"1989","610000","Shaanxi","118.3000"
"1989","370000","Shandong","117.3000"
"1989","410000","Henan","118.7000"
"1989","430000","Hunan","118.2000"
"1989","520000","Guizhou","118.3000"
"1989","320000","Jiangsu","117.1000"
"1989","630000","Qinghai",""
"1989","230000","Heilongjiang","114.6000"
"1989","150000","Inner Mongolia","115.3000"
"1989","450000","Guangxi","121.1000"
"1989","510000","Sichuan","119.8000"
"1989","220000","Jilin","117.2000"
"1989","650000","Xinjiang","116.0000"
"1989","210000","Liaoning","118.2000"
"1989","420000","Hubei","116.3000"
"1989","530000","Yunnan","118.6000"
"1989","130000","Hebei","118.7000"
"1989","640000","Ningxia","117.2000"
"1989","110000","Beijing","117.2000"
"1990","230000","Heilongjiang","105.7000"
"1990","120000","Tianjin","103.0000"
"1990","310000","Shanghai","106.3000"
"1990","350000","Fujian","99.3000"
"1990","650000","Xinjiang","105.0000"
"1990","370000","Shandong","103.4000"
"1990","320000","Jiangsu","103.2000"
"1990","130000","Hebei","100.6000"
"1990","520000","Guizhou","101.8000"
"1990","410000","Henan","100.7000"
"1990","150000","Inner Mongolia","120.3000"
"1990","330000","Zhejiang","102.1000"
"1990","340000","Anhui","102.7000"
"1990","450000","Guangxi","101.1000"
"1990","610000","Shaanxi","101.3000"
"1990","510000","Sichuan","103.8000"
"1990","210000","Liaoning","103.3000"
"1990","420000","Hubei","104.2000"
"1990","630000","Qinghai",""
"1990","430000","Hunan","100.4000"
"1990","220000","Jilin","104.9000"
"1990","140000","Shanxi","102.2000"
"1990","440000","Guangdong","97.5000"
"1990","530000","Yunnan","102.8000"
"1990","620000","Gansu","103.2000"
"1990","110000","Beijing","105.4000"
"1990","460000","Hainan","102.1000"
"1990","540000","Tibet","105.0000"
"1990","640000","Ningxia","107.1000"
"1990","360000","Jiangxi","102.1000"
"1991","120000","Tianjin","110.2000"
"1991","530000","Yunnan","103.1000"
"1991","540000","Tibet","109.2000"
"1991","210000","Liaoning","105.6000"
"1991","420000","Hubei","104.9000"
"1991","330000","Zhejiang","103.5000"
"1991","110000","Beijing","111.9000"
"1991","410000","Henan","102.3000"
"1991","150000","Inner Mongolia","104.6000"
"1991","310000","Shanghai","110.5000"
"1991","610000","Shaanxi","106.0000"
"1991","320000","Jiangsu","104.9000"
"1991","140000","Shanxi","104.8000"
"1991","350000","Fujian","103.5000"
"1991","460000","Hainan","103.9000"
"1991","650000","Xinjiang","108.6000"
"1991","520000","Guizhou","104.4000"
"1991","220000","Jilin","106.8000"
"1991","640000","Ningxia","106.3000"
"1991","510000","Sichuan","103.0000"
"1991","620000","Gansu","104.9000"
"1991","430000","Hunan","104.4000"
"1991","230000","Heilongjiang","107.4000"
"1991","340000","Anhui","106.1000"
"1991","440000","Guangdong","101.2000"
"1991","450000","Guangxi","102.8000"
"1991","360000","Jiangxi","102.8000"
"1991","630000","Qinghai",""
"1991","130000","Hebei","103.4000"
"1991","370000","Shandong","104.9000"
"1992","330000","Zhejiang","107.5000"
"1992","350000","Fujian","105.9000"
"1992","440000","Guangdong","107.3000"
"1992","210000","Liaoning","106.7000"
"1992","360000","Jiangxi","105.7000"
"1992","130000","Hebei","106.1000"
"1992","220000","Jilin","108.0000"
"1992","140000","Shanxi","107.3000"
"1992","640000","Ningxia","108.3000"
"1992","650000","Xinjiang","108.6000"
"1992","520000","Guizhou","107.8000"
"1992","450000","Guangxi","105.9000"
"1992","370000","Shandong","106.8000"
"1992","610000","Shaanxi","109.7000"
"1992","310000","Shanghai","110.0000"
"1992","510000","Sichuan","107.4000"
"1992","620000","Gansu","107.2000"
"1992","110000","Beijing","109.9000"
"1992","420000","Hubei","109.6000"
"1992","430000","Hunan","110.7000"
"1992","340000","Anhui","108.2000"
"1992","460000","Hainan","108.7000"
"1992","410000","Henan","105.4000"
"1992","230000","Heilongjiang","109.2000"
"1992","120000","Tianjin","111.4000"
"1992","530000","Yunnan","108.9000"
"1992","320000","Jiangsu","106.6000"
"1992","630000","Qinghai",""
"1992","150000","Inner Mongolia","107.4000"
"1992","540000","Tibet","108.8000"
"1993","130000","Hebei","113.8000"
"1993","140000","Shanxi","115.1000"
"1993","510000","Sichuan","116.8000"
"1993","540000","Tibet","113.4000"
"1993","630000","Qinghai",""
"1993","330000","Zhejiang","119.8000"
"1993","340000","Anhui","114.7000"
"1993","520000","Guizhou","116.0000"
"1993","220000","Jilin","112.6000"
"1993","310000","Shanghai","120.2000"
"1993","450000","Guangxi","122.0000"
"1993","320000","Jiangsu","118.2000"
"1993","640000","Ningxia","114.3000"
"1993","360000","Jiangxi","114.6000"
"1993","230000","Heilongjiang","114.8000"
"1993","150000","Inner Mongolia","114.1000"
"1993","120000","Tianjin","117.6000"
"1993","410000","Henan","110.4000"
"1993","430000","Hunan","116.8000"
"1993","460000","Hainan","123.3000"
"1993","610000","Shaanxi","111.8000"
"1993","620000","Gansu","115.4000"
"1993","370000","Shandong","112.7000"
"1993","210000","Liaoning","115.2000"
"1993","350000","Fujian","115.4000"
"1993","440000","Guangdong","121.6000"
"1993","530000","Yunnan","121.3000"
"1993","650000","Xinjiang","113.0000"
"1993","110000","Beijing","119.0000"
"1993","420000","Hubei","118.4000"
"1994","620000","Gansu","123.7000"
"1994","230000","Heilongjiang","121.9000"
"1994","340000","Anhui","126.9000"
"1994","450000","Guangxi","126.0000"
"1994","110000","Beijing","124.9000"
"1994","220000","Jilin","120.6000"
"1994","330000","Zhejiang","124.8000"
"1994","540000","Tibet","128.3000"
"1994","370000","Shandong","123.4000"
"1994","410000","Henan","125.2000"
"1994","630000","Qinghai",""
"1994","130000","Hebei","122.6000"
"1994","440000","Guangdong","121.7000"
"1994","510000","Sichuan","124.6000"
"1994","640000","Ningxia","123.1000"
"1994","350000","Fujian","125.3000"
"1994","610000","Shaanxi","126.7000"
"1994","210000","Liaoning","124.3000"
"1994","460000","Hainan","126.7000"
"1994","530000","Yunnan","119.2000"
"1994","320000","Jiangsu","123.2000"
"1994","420000","Hubei","125.3000"
"1994","430000","Hunan","125.3000"
"1994","150000","Inner Mongolia","122.9000"
"1994","120000","Tianjin","124.0000"
"1994","650000","Xinjiang","126.7000"
"1994","520000","Guizhou","122.8000"
"1994","140000","Shanxi","125.2000"
"1994","310000","Shanghai","123.9000"
"1994","360000","Jiangxi","126.9000"
"1995","350000","Fujian","115.2000"
"1995","510000","Sichuan","118.5000"
"1995","210000","Liaoning","116.1000"
"1995","410000","Henan","116.5000"
"1995","150000","Inner Mongolia","117.5000"
"1995","120000","Tianjin","115.3000"
"1995","310000","Shanghai","118.7000"
"1995","530000","Yunnan","121.3000"
"1995","640000","Ningxia","117.1000"
"1995","320000","Jiangsu","115.8000"
"1995","420000","Hubei","120.0000"
"1995","140000","Shanxi","116.9000"
"1995","430000","Hunan","119.0000"
"1995","130000","Hebei","115.2000"
"1995","340000","Anhui","114.8000"
"1995","630000","Qinghai","118.0000"
"1995","220000","Jilin","115.2000"
"1995","650000","Xinjiang","119.7000"
"1995","110000","Beijing","117.3000"
"1995","450000","Guangxi","118.4000"
"1995","360000","Jiangxi","116.9000"
"1995","230000","Heilongjiang","116.1000"
"1995","440000","Guangdong","114.0000"
"1995","460000","Hainan","113.5000"
"1995","330000","Zhejiang","116.6000"
"1995","610000","Shaanxi","119.0000"
"1995","520000","Guizhou","121.4000"
"1995","620000","Gansu","119.8000"
"1995","370000","Shandong","117.6000"
"1996","330000","Zhejiang","107.9000"
"1996","630000","Qinghai","110.8000"
"1996","120000","Tianjin","109.0000"
"1996","440000","Guangdong","107.0000"
"1996","450000","Guangxi","106.5000"
"1996","110000","Beijing","111.6000"
"1996","410000","Henan","110.5000"
"1996","430000","Hunan","107.7000"
"1996","610000","Shaanxi","109.7000"
"1996","350000","Fujian","105.9000"
"1996","510000","Sichuan","109.3000"
"1996","460000","Hainan","104.3000"
"1996","420000","Hubei","109.4000"
"1996","130000","Hebei","107.1000"
"1996","150000","Inner Mongolia","107.6000"
"1996","530000","Yunnan","108.7000"
"1996","320000","Jiangsu","109.3000"
"1996","210000","Liaoning","107.9000"
"1996","220000","Jilin","107.2000"
"1996","340000","Anhui","109.9000"
"1996","650000","Xinjiang","110.5000"
"1996","520000","Guizhou","109.1000"
"1996","370000","Shandong","109.6000"
"1996","360000","Jiangxi","108.4000"
"1996","230000","Heilongjiang","107.1000"
"1996","140000","Shanxi","107.9000"
"1996","310000","Shanghai","109.2000"
"1996","640000","Ningxia","106.8000"
"1996","620000","Gansu","110.2000"
"1997","450000","Guangxi","100.8000"
"1997","210000","Liaoning","103.1000"
"1997","230000","Heilongjiang","104.4000"
"1997","150000","Inner Mongolia","104.5000"
"1997","340000","Anhui","101.3000"
"1997","310000","Shanghai","102.8000"
"1997","530000","Yunnan","104.3000"
"1997","610000","Shaanxi","104.8000"
"1997","630000","Qinghai","104.8000"
"1997","140000","Shanxi","103.1000"
"1997","350000","Fujian","101.7000"
"1997","650000","Xinjiang","103.7000"
"1997","520000","Guizhou","103.4000"
"1997","420000","Hubei","103.2000"
"1997","430000","Hunan","102.8000"
"1997","220000","Jilin","103.7000"
"1997","500000","Chongqing","103.1000"
"1997","620000","Gansu","102.9000"
"1997","370000","Shandong","102.8000"
"1997","360000","Jiangxi","102.0000"
"1997","640000","Ningxia","103.8000"
"1997","130000","Hebei","103.5000"
"1997","120000","Tianjin","103.1000"
"1997","330000","Zhejiang","102.8000"
"1997","440000","Guangdong","101.9000"
"1997","510000","Sichuan","105.1000"
"1997","460000","Hainan","100.8000"
"1997","320000","Jiangsu","101.7000"
"1997","110000","Beijing","105.3000"
"1997","410000","Henan","103.5000"
"1998","220000","Jilin","99.2000"
"1998","150000","Inner Mongolia","99.3000"
"1998","450000","Guangxi","97.0000"
"1998","500000","Chongqing","96.4000"
"1998","620000","Gansu","99.0000"
"1998","420000","Hubei","98.4000"
"1998","630000","Qinghai","100.7000"
"1998","530000","Yunnan","101.7000"
"1998","520000","Guizhou","100.1000"
"1998","370000","Shandong","99.4000"
"1998","330000","Zhejiang","99.7000"
"1998","350000","Fujian","99.7000"
"1998","460000","Hainan","97.3000"
"1998","210000","Liaoning","99.3000"
"1998","230000","Heilongjiang","100.4000"
"1998","340000","Anhui","100.0000"
"1998","640000","Ningxia","100.0000"
"1998","110000","Beijing","102.4000"
"1998","360000","Jiangxi","101.0000"
"1998","310000","Shanghai","100.0000"
"1998","510000","Sichuan","99.6000"
"1998","610000","Shaanxi","98.4000"
"1998","650000","Xinjiang","100.2000"
"1998","320000","Jiangsu","99.4000"
"1998","410000","Henan","97.5000"
"1998","130000","Hebei","98.4000"
"1998","120000","Tianjin","99.5000"
"1998","140000","Shanxi","98.6000"
"1998","440000","Guangdong","98.2000"
"1998","430000","Hunan","100.2000"
"1999","230000","Heilongjiang","96.8000"
"1999","120000","Tianjin","98.9000"
"1999","510000","Sichuan","98.5000"
"1999","530000","Yunnan","99.7000"
"1999","520000","Guizhou","99.2000"
"1999","410000","Henan","96.9000"
"1999","440000","Guangdong","98.2000"
"1999","500000","Chongqing","99.3000"
"1999","460000","Hainan","98.3000"
"1999","610000","Shaanxi","97.8000"
"1999","150000","Inner Mongolia","99.8000"
"1999","330000","Zhejiang","98.8000"
"1999","640000","Ningxia","98.7000"
"1999","340000","Anhui","97.8000"
"1999","620000","Gansu","97.6000"
"1999","320000","Jiangsu","98.7000"
"1999","420000","Hubei","97.8000"
"1999","140000","Shanxi","99.6000"
"1999","210000","Liaoning","98.6000"
"1999","360000","Jiangxi","98.6000"
"1999","430000","Hunan","100.5000"
"1999","220000","Jilin","98.0000"
"1999","450000","Guangxi","97.7000"
"1999","650000","Xinjiang","97.4000"
"1999","130000","Hebei","98.1000"
"1999","540000","Tibet","100.0000"
"1999","370000","Shandong","99.3000"
"1999","110000","Beijing","100.6000"
"1999","310000","Shanghai","101.5000"
"1999","350000","Fujian","99.1000"
"1999","630000","Qinghai","99.5000"
"2000","220000","Jilin","98.6000"
"2000","310000","Shanghai","102.5000"
"2000","340000","Anhui","100.7000"
"2000","440000","Guangdong","101.4000"
"2000","510000","Sichuan","100.1000"
"2000","140000","Shanxi","103.9000"
"2000","150000","Inner Mongolia","101.3000"
"2000","530000","Yunnan","97.9000"
"2000","330000","Zhejiang","101.0000"
"2000","540000","Tibet","99.9000"
"2000","610000","Shaanxi","99.5000"
"2000","210000","Liaoning","99.9000"
"2000","630000","Qinghai","99.5000"
"2000","230000","Heilongjiang","98.3000"
"2000","350000","Fujian","102.1000"
"2000","620000","Gansu","99.5000"
"2000","320000","Jiangsu","100.1000"
"2000","360000","Jiangxi","100.3000"
"2000","500000","Chongqing","96.7000"
"2000","420000","Hubei","99.0000"
"2000","120000","Tianjin","99.6000"
"2000","640000","Ningxia","99.6000"
"2000","130000","Hebei","99.7000"
"2000","450000","Guangxi","99.7000"
"2000","460000","Hainan","101.1000"
"2000","650000","Xinjiang","99.4000"
"2000","520000","Guizhou","99.5000"
"2000","370000","Shandong","100.2000"
"2000","110000","Beijing","103.5000"
"2000","410000","Henan","99.2000"
"2000","430000","Hunan","101.4000"
"2001","140000","Shanxi","99.8000"
"2001","130000","Hebei","100.5000"
"2001","640000","Ningxia","101.6000"
"2001","650000","Xinjiang","104.0000"
"2001","620000","Gansu","104.0000"
"2001","360000","Jiangxi","99.5000"
"2001","420000","Hubei","100.3000"
"2001","450000","Guangxi","100.6000"
"2001","460000","Hainan","98.5000"
"2001","520000","Guizhou","101.8000"
"2001","210000","Liaoning","100.0000"
"2001","330000","Zhejiang","99.8000"
"2001","350000","Fujian","98.7000"
"2001","340000","Anhui","100.5000"
"2001","510000","Sichuan","102.1000"
"2001","500000","Chongqing","101.7000"
"2001","370000","Shandong","101.8000"
"2001","320000","Jiangsu","100.8000"
"2001","410000","Henan","100.7000"
"2001","230000","Heilongjiang","100.8000"
"2001","440000","Guangdong","99.3000"
"2001","430000","Hunan","99.1000"
"2001","120000","Tianjin","101.2000"
"2001","310000","Shanghai","100.0000"
"2001","540000","Tibet","100.1000"
"2001","630000","Qinghai","102.6000"
"2001","220000","Jilin","101.3000"
"2001","150000","Inner Mongolia","100.6000"
"2001","530000","Yunnan","99.1000"
"2001","610000","Shaanxi","101.0000"
"2001","110000","Beijing","103.1000"
"2002","150000","Inner Mongolia","100.2000"
"2002","340000","Anhui","99.0000"
"2002","650000","Xinjiang","99.4000"
"2002","220000","Jilin","99.5000"
"2002","640000","Ningxia","99.4000"
"2002","620000","Gansu","100.0000"
"2002","210000","Liaoning","98.9000"
"2002","110000","Beijing","98.2000"
"2002","310000","Shanghai","100.5000"
"2002","350000","Fujian","99.5000"
"2002","450000","Guangxi","99.1000"
"2002","530000","Yunnan","99.8000"
"2002","360000","Jiangxi","100.1000"
"2002","130000","Hebei","99.0000"
"2002","230000","Heilongjiang","99.3000"
"2002","140000","Shanxi","98.4000"
"2002","120000","Tianjin","99.6000"
"2002","330000","Zhejiang","99.1000"
"2002","500000","Chongqing","99.6000"
"2002","460000","Hainan","99.5000"
"2002","420000","Hubei","99.6000"
"2002","430000","Hunan","99.5000"
"2002","510000","Sichuan","99.7000"
"2002","540000","Tibet","100.4000"
"2002","320000","Jiangsu","99.2000"
"2002","630000","Qinghai","102.3000"
"2002","520000","Guizhou","99.0000"
"2002","370000","Shandong","99.3000"
"2002","410000","Henan","100.1000"
"2002","440000","Guangdong","98.6000"
"2002","610000","Shaanxi","98.9000"
"2003","150000","Inner Mongolia","102.1507"
"2003","310000","Shanghai","100.0664"
"2003","230000","Heilongjiang","100.9216"
"2003","410000","Henan","101.5676"
"2003","440000","Guangdong","100.6291"
"2003","620000","Gansu","101.0661"
"2003","420000","Hubei","102.2354"
"2003","430000","Hunan","102.4493"
"2003","330000","Zhejiang","101.8634"
"2003","450000","Guangxi","101.0621"
"2003","510000","Sichuan","101.6635"
"2003","500000","Chongqing","100.5802"
"2003","460000","Hainan","100.1250"
"2003","210000","Liaoning","101.6858"
"2003","110000","Beijing","100.2295"
"2003","130000","Hebei","102.1746"
"2003","320000","Jiangsu","101.0165"
"2003","220000","Jilin","101.1692"
"2003","340000","Anhui","101.7414"
"2003","540000","Tibet","100.8668"
"2003","610000","Shaanxi","101.6506"
"2003","520000","Guizhou","101.2386"
"2003","360000","Jiangxi","100.7746"
"2003","140000","Shanxi","101.8238"
"2003","120000","Tianjin","101.0269"
"2003","350000","Fujian","100.8495"
"2003","530000","Yunnan","101.2309"
"2003","640000","Ningxia","101.6547"
"2003","650000","Xinjiang","100.4113"
"2003","370000","Shandong","101.1161"
"2003","630000","Qinghai","102.0022"
"2004","350000","Fujian","104.0477"
"2004","340000","Anhui","104.4983"
"2004","520000","Guizhou","103.9815"
"2004","650000","Xinjiang","102.7117"
"2004","420000","Hubei","104.9232"
"2004","330000","Zhejiang","103.8633"
"2004","450000","Guangxi","104.3948"
"2004","320000","Jiangsu","104.0555"
"2004","360000","Jiangxi","103.5224"
"2004","410000","Henan","105.3989"
"2004","430000","Hunan","105.0679"
"2004","140000","Shanxi","104.1397"
"2004","210000","Liaoning","103.4642"
"2004","220000","Jilin","104.0912"
"2004","440000","Guangdong","102.9700"
"2004","460000","Hainan","104.4052"
"2004","370000","Shandong","103.6416"
"2004","110000","Beijing","100.9521"
"2004","310000","Shanghai","102.1517"
"2004","530000","Yunnan","106.0187"
"2004","610000","Shaanxi","103.0534"
"2004","150000","Inner Mongolia","102.9370"
"2004","120000","Tianjin","102.2548"
"2004","500000","Chongqing","103.6744"
"2004","640000","Ningxia","103.6913"
"2004","130000","Hebei","104.2504"
"2004","230000","Heilongjiang","103.8412"
"2004","510000","Sichuan","104.8878"
"2004","540000","Tibet","102.6811"
"2004","620000","Gansu","102.3288"
"2004","630000","Qinghai","103.1521"
"2005","350000","Fujian","102.2169"
"2005","440000","Guangdong","102.2501"
"2005","450000","Guangxi","102.4445"
"2005","210000","Liaoning","101.3568"
"2005","140000","Shanxi","102.3003"
"2005","150000","Inner Mongolia","102.4380"
"2005","340000","Anhui","101.3519"
"2005","420000","Hubei","102.9009"
"2005","310000","Shanghai","100.9558"
"2005","620000","Gansu","101.7497"
"2005","320000","Jiangsu","102.1131"
"2005","430000","Hunan","102.3235"
"2005","220000","Jilin","101.5025"
"2005","120000","Tianjin","101.5492"
"2005","630000","Qinghai","100.7592"
"2005","330000","Zhejiang","101.3217"
"2005","500000","Chongqing","100.7623"
"2005","530000","Yunnan","101.4267"
"2005","540000","Tibet","101.4712"
"2005","640000","Ningxia","101.4968"
"2005","230000","Heilongjiang","101.1833"
"2005","460000","Hainan","101.4568"
"2005","650000","Xinjiang","100.7294"
"2005","370000","Shandong","101.6765"
"2005","110000","Beijing","101.4506"
"2005","130000","Hebei","101.7985"
"2005","510000","Sichuan","101.6605"
"2005","610000","Shaanxi","101.1694"
"2005","410000","Henan","102.0757"
"2005","520000","Guizhou","101.0104"
"2005","360000","Jiangxi","101.7206"
"2006","130000","Hebei","101.6929"
"2006","230000","Heilongjiang","101.9323"
"2006","220000","Jilin","101.3607"
"2006","210000","Liaoning","101.2221"
"2006","410000","Henan","101.2944"
"2006","630000","Qinghai","101.5903"
"2006","350000","Fujian","100.8028"
"2006","340000","Anhui","101.2230"
"2006","460000","Hainan","101.5318"
"2006","540000","Tibet","102.0331"
"2006","640000","Ningxia","101.9355"
"2006","620000","Gansu","101.2759"
"2006","360000","Jiangxi","101.1738"
"2006","140000","Shanxi","102.0324"
"2006","120000","Tianjin","101.5120"
"2006","310000","Shanghai","101.2145"
"2006","530000","Yunnan","101.8692"
"2006","610000","Shaanxi","101.4791"
"2006","650000","Xinjiang","101.3119"
"2006","510000","Sichuan","102.3150"
"2006","520000","Guizhou","101.7127"
"2006","370000","Shandong","101.0101"
"2006","110000","Beijing","100.8865"
"2006","330000","Zhejiang","101.0585"
"2006","320000","Jiangsu","101.6184"
"2006","420000","Hubei","101.5839"
"2006","150000","Inner Mongolia","101.4753"
"2006","440000","Guangdong","101.7860"
