"Sgnyea","Ctnm_en","Ctnm_id","Cttyp_en","Prvcnm_id","Prvcnm_en","Eect01","Eect02","Eect03","Eect04","Eect05","Eect06","Eect08","Eect09","Eect10","Eect11","Eect12","Eect13"
"2006","Wuhan(city)","420100","City (Prefectural level)","420000","Hubei (province)","818.8000","","3.6100","964.0200","153.8900","131.7300","3.5200","43.0200","53.4700","146.2400","3017343.0000","20632.8200"
"2006","Huangshi(city)","420200","City (Sub-provincial level)","420000","Hubei (province)","254.4000","","6.0400","555.0100","30.3700","24.1205","3.7500","63.4800","32.7600","29.8900","413112.0000","13821.0800"
"2006","Shiyan(city)","420300","City (Sub-provincial level)","420000","Hubei (province)","346.5000","","6.0600","146.3300","28.5200","21.3000","1.4000","50.0700","48.5300","27.1300","469718.0000","17313.6000"
"2006","Yichang(city)","420500","City (Sub-provincial level)","420000","Hubei (province)","400.2000","","2.4000","190.1500","41.7300","28.0081","3.0400","53.6100","43.3500","39.7700","506350.0000","12731.9600"
"2006","Xiangyang","420600","City (Sub-provincial level)","420000","Hubei (province)","578.8000","","6.6800","293.4500","41.1600","29.4115","5.1000","40.2600","54.6400","40.4600","456378.0000","11279.7300"
"2006","Ezhou(city)","420700","City (Sub-provincial level)","420000","Hubei (province)","106.7000","","4.0600","707.7100","15.3600","7.0000","1.5000","61.7800","36.7200","15.1900","174705.0000","11501.3200"
"2006","Jingmen(city)","420800","City (Sub-provincial level)","420000","Hubei (province)","294.9000","","3.9800","237.7400","22.2900","18.1502","15.7500","38.6700","45.5800","20.5000","266255.0000","12988.0500"
"2006","Xiaogan(city)","420900","City (Sub-provincial level)","420000","Hubei (province)","514.6000","","5.4300","577.6100","40.4700","44.2507","5.6800","52.5800","41.7300","38.4800","409049.0000","10630.1700"
"2006","Jingzhou(city)","421000","City (Sub-provincial level)","420000","Hubei (province)","647.1000","","5.8800","455.5400","36.3500","31.5800","11.4700","36.5300","51.9900","34.1600","385313.0000","11279.6500"
"2006","Huanggang(city)","421100","City (Sub-provincial level)","420000","Hubei (province)","728.9000","","4.2900","417.8300","32.7900","26.4758","6.9500","27.6000","65.4500","30.7000","316062.0000","10295.1800"
"2006","Xianning(city)","421200","City (Sub-provincial level)","420000","Hubei (province)","281.8000","","7.0400","285.7300","20.0800","14.3623","3.3900","45.8200","50.8000","19.4200","216238.0000","11134.8100"
"2006","Suizhou(city)","421300","City (Sub-provincial level)","420000","Hubei (province)","251.6000","","4.4000","261.1400","11.2300","8.4600","3.4700","39.8900","56.6300","10.9500","121537.0000","11099.2700"
"2006","Changsha(city)","430100","City (Sub-provincial level)","430000","Hunan (province)","628.8000","","4.4400","533.8900","77.1000","46.5667","0.3400","42.1000","57.5600","72.9200","1795041.0000","24616.5800"
"2006","Zhuzhou(city)","430200","City (Sub-provincial level)","430000","Hunan (province)","379.0000","","5.5500","334.6600","30.2000","38.7391","1.2300","55.0000","43.7700","26.3700","494991.0000","18770.9900"
"2006","Xiangtan(city) ","430300","City (Sub-provincial level)","430000","Hunan (province)","291.6400","","4.7500","581.5400","26.1600","17.3470","0.1100","60.9700","38.9100","24.7500","408591.0000","16508.7300"
"2006","Hengyang(city)","430400","City (Sub-provincial level)","430000","Hunan (province)","726.5000","","5.0900","474.5300","43.5300","36.2620","0.6700","43.2300","56.1000","39.7700","618692.0000","15556.7500"
"2006","Shaoyang(city)","430500","City (Sub-provincial level)","430000","Hunan (province)","746.3900","","5.1000","358.3200","31.2200","25.6952","3.1100","36.8700","60.0300","28.2300","380531.0000","13479.6700"
"2006","Yueyang(city)","430600","City (Sub-provincial level)","430000","Hunan (province)","540.2600","","5.0300","357.0600","30.4000","27.1000","12.6300","35.3900","51.9700","28.2400","436604.0000","15460.4800"
"2006","Changde(city)","430700","City (Sub-provincial level)","430000","Hunan (province)","608.5000","","3.0200","334.1100","29.6900","20.2198","0.8800","42.4700","56.6500","27.3100","436438.0000","15980.8900"
"2006","Zhangjiajie(city)","430800","City (Sub-provincial level)","430000","Hunan (province)","161.4500","","5.6400","169.6600","7.2200","4.9537","3.3200","21.0500","75.6200","6.9400","114095.0000","16440.1900"
"2006","Yiyang(city)","430900","City (Sub-provincial level)","430000","Hunan (province)","463.0000","","3.3800","381.2600","21.8700","10.0249","2.6100","33.0100","64.3800","20.3000","307512.0000","15148.3700"
"2006","Chenzhou(city)","431000","City (Sub-provincial level)","430000","Hunan (province)","463.0200","","5.1200","238.8200","24.3400","28.4442","1.8500","32.4200","65.7400","22.6900","390531.0000","17211.5900"
"2006","Yongzhou(city)","431100","City (Sub-provincial level)","430000","Hunan (province)","577.5000","","4.1100","257.3400","25.2000","15.7843","1.6300","30.0400","68.3300","23.9900","374745.0000","15620.8800"
"2006","Huaihua(city)","431200","City (Sub-provincial level)","430000","Hunan (province)","500.0000","","6.6200","181.0000","24.1000","17.2605","1.9900","27.8000","70.2100","22.1900","342379.0000","15429.4300"
"2006","Loudi(city)","431300","City (Sub-provincial level)","430000","Hunan (province)","412.0400","","6.5400","507.6300","22.3600","24.0300","0.8100","44.7700","54.4300","21.0600","343783.0000","16323.9800"
"2006","Guangzhou(city)","440100","City (Prefectural level)","440000","Guangdong (province)","760.7200","681.3900","3.5100","1023.2400","207.1600","151.5208","0.3900","43.9300","55.6800","198.5200","7299497.0000","36769.5800"
"2006","Shaoguan(city)","440200","City (Sub-provincial level)","440000","Guangdong (province)","320.3200","156.3900","6.4000","174.2300","27.1900","8.0834","1.7300","47.9200","50.3500","26.6200","533298.0000","20033.7300"
"2006","Shenzhen","440300","City (Prefectural level)","440000","Guangdong (province)","200.8900","200.8900","12.2400","1007.8300","186.2100","267.3979","0.2500","55.3500","44.4100","179.3500","6296600.0000","35107.8900"
"2006","Zhuhai","440400","City (Sub-provincial level)","440000","Guangdong (province)","92.6300","92.6300","5.8500","548.8200","52.0500","38.4006","1.4600","70.3600","28.1800","49.8100","1184151.0000","23773.3600"
"2006","Shantou","440500","City (Sub-provincial level)","440000","Guangdong (province)","495.3500","490.8400","5.1800","2399.9500","30.7800","42.6988","0.1600","38.9500","60.8800","29.9100","566919.0000","18954.1600"
"2006","Foshan(city)","440600","City (Sub-provincial level)","440000","Guangdong (province)","358.0600","358.0600","4.0400","932.8100","52.5600","105.7429","0.1000","53.3100","46.5900","50.7000","1277168.0000","25190.6900"
"2006","Jiangmen(city)","440700","City (Sub-provincial level)","440000","Guangdong (province)","387.3400","219.3300","3.5500","405.9700","37.7300","39.3638","0.4200","57.5700","42.0100","36.5200","608376.0000","16658.7100"
"2006","Zhan jiang(city)","440800","City (Sub-provincial level)","440000","Guangdong (province)","736.5200","273.2600","8.1300","590.5900","39.3800","23.3289","6.7800","32.6100","60.6100","37.3100","632300.0000","16947.2000"
"2006","Maoming(city)","440900","City (Sub-provincial level)","440000","Guangdong (province)","701.5900","266.5200","19.8900","612.3100","31.3800","22.7465","4.3300","30.5000","65.1700","30.5600","524117.0000","17150.4300"
"2006","Zhaoqing(city)","441200","City (Sub-provincial level)","440000","Guangdong (province)","404.6500","110.9700","14.4500","272.3800","26.3000","12.8281","0.7200","44.9400","54.3300","25.8900","476772.0000","18415.3000"
"2006","Huizhou(city)","441300","City (Sub-provincial level)","440000","Guangdong (province)","306.4100","170.8600","8.5300","274.6100","67.2900","52.2877","0.1900","74.9000","24.9100","66.9000","1168338.0000","17463.9500"
"2006","Meizhou(city)","441400","City (Sub-provincial level)","440000","Guangdong (province)","500.9400","130.6100","4.9200","316.3300","22.6900","10.6661","1.1900","29.9300","68.8800","22.8000","359944.0000","15787.0200"
"2006","Shanwei(city)","441500","City (Sub-provincial level)","440000","Guangdong (province)","323.2300","161.8900","19.8900","613.2200","13.1300","6.0838","6.7800","32.0600","61.1600","12.6200","188554.0000","14940.8600"
"2006","Heyuan(city)","441600","City (Sub-provincial level)","440000","Guangdong (province)","341.2500","85.5800","9.5300","215.6300","21.2500","11.0851","0.9400","49.3200","49.7400","20.5300","356356.0000","17357.8200"
"2006","Yangjiang(city)","441700","City (Sub-provincial level)","440000","Guangdong (province)","267.7300","104.1100","8.7300","342.6500","17.4000","10.5662","3.5600","39.2000","57.2400","16.6900","255564.0000","15312.4000"
"2006","Qingyuan(city)","441800","City (Sub-provincial level)","440000","Guangdong (province)","398.0300","113.1800","7.2400","207.8200","25.0500","20.3424","1.3600","50.9800","47.6600","24.0200","487379.0000","20290.5500"
"2006","Dongguan(city)","441900","City (Sub-provincial level)","440000","Guangdong (province)","168.3100","70.7500","5.7700","682.8000","20.8000","45.3507","0.2900","40.9600","58.7500","19.5500","608670.0000","31134.0200"
"2006","Zhongshan(city) ","442000","City (Sub-provincial level)","440000","Guangdong (province)","142.2600","73.7900","3.7300","790.3300","25.3200","85.4315","0.0400","64.5300","35.4300","24.0200","599377.0000","24953.2500"
"2006","Chaozhou(city)","445100","City (Sub-provincial level)","440000","Guangdong (province)","251.7100","74.0800","5.7500","809.3600","12.3400","14.1625","0.2400","41.2500","58.5100","12.6400","182189.0000","14413.6900"
"2006","Jieyang(city)","445200","City (Sub-provincial level)","440000","Guangdong (province)","623.9500","215.0600","15.2400","1190.7400","20.4200","52.8598","3.0900","29.3800","67.5300","20.2500","249932.0000","12342.3200"
"2006","Yunfu(city)","445300","City (Sub-provincial level)","440000","Guangdong (province)","266.8200","99.2300","6.7800","343.0000","15.8300","12.3300","0.6900","50.1600","49.1500","15.6800","242774.0000","15483.0400"
"2006","Nanning(city)","450100","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","671.8900","181.7500","11.1300","303.8600","61.9900","38.6510","5.3900","30.0900","64.5300","57.0000","1177159.0000","20651.9100"
"2006","Liuzhou(city)","450200","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","360.5100","125.1700","9.4200","193.6500","37.7200","23.3158","2.4100","46.1000","51.4800","35.3300","831690.0000","23540.6200"
"2006","Guilin(city)","450300","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","499.2900","178.5900","6.8800","179.5400","31.4300","20.5915","2.7700","32.7100","64.5200","30.4400","536152.0000","17613.4000"
"2006","Wuzhou(city)","450400","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","308.2200","61.2900","6.9100","244.8500","15.1700","11.6817","1.8500","35.0000","63.1500","14.5900","222702.0000","15264.0200"
"2006","Beihai(city)","450500","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","152.0600","46.6800","12.5200","455.6800","9.7000","14.9139","5.6900","25.4300","68.8800","8.8700","133868.0000","15095.7900"
"2006","Fangchenggang(city)","450600","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","82.2100","21.8600","18.8500","133.0000","6.3200","3.4710","13.6100","25.1600","61.2300","5.6700","90778.0000","16010.2300"
"2006","Qinzhou(city)","450700","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","348.5600","39.1500","15.9700","321.4600","11.8500","7.2393","5.9100","24.9800","69.1100","10.8900","140702.0000","12920.2900"
"2006","Guigang(city)","450800","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","478.8900","52.3300","15.1300","451.5300","14.4200","10.2618","1.8000","26.7000","71.5000","13.0200","180255.0000","13844.4700"
"2006","Yulin(city)","450900","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","609.3100","70.1300","7.3700","474.6100","23.9600","12.9242","4.1300","27.9200","67.9500","15.4900","365000.0000","23563.5900"
"2006","Baise(city)","451000","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","378.8000","48.3400","7.7900","104.6400","17.5500","9.9795","4.4400","29.4000","66.1500","18.6000","303376.0000","16310.5400"
"2006","Hezhou(city)","451100","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","214.5000","30.1900","12.6100","180.9400","7.9500","11.9454","4.6500","22.2600","73.0800","7.6000","112275.0000","14773.0300"
"2006","Hechi(city)","451200","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","389.1600","57.2900","6.5900","116.1400","17.0900","16.8680","4.3900","28.7900","66.8200","16.2600","261263.0000","16067.8400"
"2006","Laibin(city)","451300","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","247.6200","37.3000","7.4000","184.6400","10.4900","12.6614","9.8200","26.8800","63.3000","10.0100","182619.0000","18243.6600"
"2006","Chongzuo(city)","451400","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","233.2000","39.1800","7.0600","134.4000","12.9200","5.3417","13.9300","28.5600","57.5100","1.3600","161412.0000","118685.2900"
"2006","Haikou(city)","460100","City (Sub-provincial level)","460000","Hainan (province)","150.8600","89.7700","","766.5600","88.1700","30.4015","25.9000","18.8800","55.2100","26.0900","557936.0000","21385.0500"
"2006","Sanya(city)","460200","City (Sub-provincial level)","460000","Hainan (province)","52.4200","26.1200","","273.7300","6.4500","3.6781","14.2600","13.1800","72.5600","4.9300","91158.0000","18490.4700"
"2006","Chongqing","500000","Municipality","500000","Chongqing (city)","3198.8700","845.4300","6.8100","390.0600","219.7400","304.8100","0.9700","47.4200","51.6100","209.9400","4034057.0000","19215.2900"
"2006","Chengdu(city)","510100","City (Prefectural level)","510000","Sichuan (province)","1103.4000","571.5000","1.9000","890.5600","139.2500","96.3200","0.2300","49.0800","50.6900","133.3400","3008605.0000","22563.4100"
"2006","Zigong(city)","510300","City (Sub-provincial level)","510000","Sichuan (province)","319.9000","94.1000","1.4000","731.6500","19.3600","8.0900","1.1900","49.1200","49.6900","18.5000","289217.0000","15633.3500"
"2006","Panzhihua(city)","510400","City (Sub-provincial level)","510000","Sichuan (province)","109.0000","58.8000","6.0000","146.5200","18.2000","9.5690","0.9300","69.7300","29.3400","17.8500","382496.0000","21428.3500"
"2006","Luzhou(city)","510500","City (Sub-provincial level)","510000","Sichuan (province)","484.1000","83.9000","2.5000","395.2800","23.7400","9.3884","1.3100","48.0600","50.6300","22.7700","350782.0000","15405.4500"
"2006","Deyang(city)","510600","City (Sub-provincial level)","510000","Sichuan (province)","383.8000","82.9000","-0.2000","644.6100","22.1000","12.4727","0.6800","51.5800","47.7400","21.4500","473339.0000","22067.0900"
"2006","Mianyang(city)","510700","City (Sub-provincial level)","510000","Sichuan (province)","533.3000","129.6000","1.4000","262.8900","31.5600","18.2727","0.9800","47.0500","51.9600","30.5100","505433.0000","16566.1400"
"2006","Guangyuan(city)","510800","City (Sub-provincial level)","510000","Sichuan (province)","306.2000","61.8000","0.9000","187.5700","14.4100","8.7188","1.6700","32.8200","65.5100","13.8500","188900.0000","13638.9900"
"2006","Suining(city)","510900","City (Sub-provincial level)","510000","Sichuan (province)","377.4000","74.3000","1.4000","708.7100","18.2000","8.1427","0.9900","53.5700","45.4400","15.4300","203940.0000","13217.1100"
"2006","Neijiang(city)","511000","City (Sub-provincial level)","510000","Sichuan (province)","422.1000","81.1000","3.4000","783.7500","23.4000","6.1629","1.1500","55.5100","43.3300","22.2800","314712.0000","14125.3100"
"2006","Leshan(city)","511100","City (Sub-provincial level)","510000","Sichuan (province)","350.1000","89.0000","1.5000","272.9800","29.3400","39.8318","2.9000","54.2900","42.8100","28.3100","385869.0000","13630.1300"
"2006","Nanchong(city)","511300","City (Sub-provincial level)","510000","Sichuan (province)","734.0000","146.4000","1.1000","588.1600","24.7900","19.8698","2.9400","34.7700","62.2800","24.1900","310391.0000","12831.3800"
"2006","Meishan(city)","511400","City (Sub-provincial level)","510000","Sichuan (province)","342.0000","80.9000","1.3000","475.9300","12.0900","7.3123","2.1500","36.8900","60.9600","11.5700","164001.0000","14174.6800"
"2006","Yibin(city) ","511500","City (Sub-provincial level)","510000","Sichuan (province)","523.2000","91.8000","4.0000","393.8600","30.6000","17.4225","0.8200","52.8100","46.3700","28.6900","446673.0000","15568.9400"
"2006","Guang'an(city) ","511600","City (Sub-provincial level)","510000","Sichuan (province)","457.5000","66.7000","2.1000","721.2200","10.7300","11.2787","2.8000","22.6500","74.5600","10.8800","159385.0000","14649.3600"
"2006","Dazhou(city)","511700","City (Sub-provincial level)","510000","Sichuan (province)","649.6000","111.6000","3.2000","389.5500","25.2000","21.6785","3.3700","35.2800","61.3500","24.1200","340017.0000","14096.8900"
"2006","Ya’an(city)","511800","City (Sub-provincial level)","510000","Sichuan (province)","152.6000","33.8000","4.4000","100.3700","8.9500","11.0374","1.6800","31.4000","66.9300","8.5400","126121.0000","14768.2700"
"2006","Bazhong","511900","City (Sub-provincial level)","510000","Sichuan (province)","370.5000","58.5000","3.9000","301.1500","12.9800","10.4212","4.7000","31.5100","63.7900","12.2700","160539.0000","13083.8600"
"2006","Ziyang(city)","512000","City (Sub-provincial level)","510000","Sichuan (province)","489.4000","65.7000","0.9000","614.6700","14.0400","7.2592","2.7100","34.4000","62.8900","13.4100","200308.0000","14937.2100"
"2006","Guiyang(city)","520100","City (Sub-provincial level)","520000","Guizhou (province)","354.5200","175.5000","","441.2700","60.5600","24.3461","0.2800","49.3200","50.4000","58.6500","1086325.0000","18522.1700"
"2006","Liupanshui(city)","520200","City (Sub-provincial level)","520000","Guizhou (province)","300.4300","66.7600","","301.4900","17.9900","7.4325","1.1700","59.0900","39.7400","17.4800","332579.0000","19026.2600"
"2006","Zunyi(city)","520300","City (Sub-provincial level)","520000","Guizhou (province)","732.3400","111.2800","","238.0500","30.8000","25.6475","1.5600","35.1600","63.2800","28.2600","506992.0000","17940.2700"
"2006","Anshun(city)","520400","City (Sub-provincial level)","520000","Guizhou (province)","260.9800","40.5300","","281.7100","11.7800","6.1421","3.9000","28.4400","67.6600","11.7200","188062.0000","16046.2500"
"2006","Kunming(city)","530100","City (Sub-provincial level)","530000","Yunnan (province)","615.2000","252.7000","6.4700","244.7800","80.4500","63.8436","1.0100","39.9100","59.0800","75.8300","1578136.0000","20811.5000"
"2006","Qujing(city)","530300","City (Sub-provincial level)","530000","Yunnan (province)","570.0000","66.3000","7.8700","205.8200","23.6400","27.8954","2.3700","36.3400","61.2900","23.4500","461294.0000","19671.3900"
"2006","Yuxi(city)","530400","City (Sub-provincial level)","530000","Yunnan (province)","224.6000","38.1000","5.5000","137.8000","13.5400","34.9546","2.8800","29.2500","67.8700","12.9100","264230.0000","20467.0800"
"2006","Baoshan(city)","530500","City (Sub-provincial level)","530000","Yunnan (province)","244.8000","24.1000","6.3900","124.4100","10.0300","8.0401","5.1800","28.2200","66.6000","10.0000","160531.0000","16053.1000"
"2006","Zhaotong(city)","530600","City (Sub-provincial level)","530000","Yunnan (province)","511.8000","37.6000","9.5600","239.2200","15.5800","7.7708","2.6900","23.2900","74.0200","15.0000","243280.0000","16218.6700"
"2006","Lijiang(city)","530700","City (Sub-provincial level)","530000","Yunnan (province)","121.3000","16.9000","4.3500","54.3900","5.6700","4.1012","8.9900","11.6400","79.3700","5.3100","95420.0000","17969.8700"
"2006","Lincang(city)","530900","City (Sub-provincial level)","530000","Yunnan (province)","236.6000","23.5000","7.0100","90.1600","9.7400","5.1898","11.2900","26.8000","61.9100","9.6500","156500.0000","16217.6200"
"2006","Xi'an(city)","610100","City (Prefectural level)","610000","Shaanxi (province)","753.1126","343.7842","4.5200","745.0600","125.1000","64.5000","1.1800","44.4200","54.4000","120.3500","2464254.0000","20475.7300"
"2006","Tongchuan(city)","610200","City (Sub-provincial level)","610000","Shaanxi (province)","84.5500","39.9587","4.4200","293.3700","9.3000","2.5056","1.0800","58.0600","40.8600","9.1000","138638.0000","15234.9500"
"2006","Baoji(city)","610300","City (Sub-provincial level)","610000","Shaanxi (province)","371.7772","92.3582","4.1400","204.5900","31.0300","14.2000","2.1900","47.4400","50.3700","30.2500","453118.0000","14979.1100"
"2006","Xianyang(city)","610400","City (Sub-provincial level)","610000","Shaanxi (province)","499.6862","106.1376","4.4700","490.0800","36.5900","16.9267","1.7800","43.6500","54.5800","36.1200","465858.0000","12897.5100"
"2006","Weinan(city)","610500","City (Sub-provincial level)","610000","Shaanxi (province)","541.5660","149.5105","4.4400","412.3400","33.9100","18.3878","3.0100","39.9000","57.0900","32.8700","446209.0000","13574.9600"
"2006","Yanan(city)","610600","City (Sub-provincial level)","610000","Shaanxi (province)","215.0835","56.5903","4.6100","58.0700","20.2700","8.2923","3.0600","34.2400","62.7000","19.3000","355201.0000","18404.2000"
"2006","Hanzhong(city)","610700","City (Sub-provincial level)","610000","Shaanxi (province)","378.1669","74.5433","2.4500","138.9600","23.4900","34.8531","2.5100","36.7400","60.7500","22.1900","309686.0000","13956.1100"
"2006","Yulin city","610800","City (Sub-provincial level)","610000","Shaanxi (province)","340.2896","59.3750","5.0300","81.0600","20.2600","9.1476","3.8500","22.7000","73.4500","19.4100","299592.0000","15434.9300"
"2006","Ankang(city)","610900","City (Sub-provincial level)","610000","Shaanxi (province)","297.1519","45.8132","1.9300","126.2900","12.0000","7.7250","1.5800","17.0800","81.3300","11.5700","155955.0000","13479.2600"
"2006","Shangluo(city)","611000","City (Sub-provincial level)","610000","Shaanxi (province)","242.7401","36.9005","3.0700","125.8200","11.2600","2.3865","2.8400","23.5300","73.6200","11.0600","124412.0000","11248.8200"
"2006","Lanzhou(city)","620100","City (Sub-provincial level)","620000","Gansu (province)","","185.6900","4.7300","239.6900","56.7100","23.0900","0.2600","49.1600","50.5700","51.2300","978650.0000","19103.0600"
"2006","Jiayuguan(city)","620200","City (Sub-provincial level)","620000","Gansu (province)","","15.5800","6.0800","60.0000","4.2500","1.7089","0.2400","78.1200","21.6500","4.2900","120156.0000","28008.3900"
"2006","Jinchang(city)","620300","City (Sub-provincial level)","620000","Gansu (province)","","21.3000","5.5200","52.6400","7.8500","3.2410","5.8600","68.4100","25.7300","7.6800","186631.0000","24300.9100"
"2006","Baiyin(city)","620400","City (Sub-provincial level)","620000","Gansu (province)","","42.6500","6.6700","82.4900","16.3800","4.0595","3.1700","54.2700","42.5500","16.1200","249615.0000","15484.8000"
"2006","Tianshui(city)","620500","City (Sub-provincial level)","620000","Gansu (province)","","90.3300","6.6500","245.3800","17.6700","16.9000","0.9600","34.8600","64.1800","16.9200","2319488.0000","137085.5800"
"2006","Wuwei(city)","620600","City (Sub-provincial level)","620000","Gansu (province)","","30.7900","6.2900","56.3300","9.5900","8.0120","8.0300","18.6700","73.3100","9.5100","123361.0000","12971.7100"
"2006","Zhangye(city)","620700","City (Sub-provincial level)","620000","Gansu (province)","","32.0600","5.2600","30.3300","9.1700","5.1148","10.8000","26.2800","62.9200","8.7700","120365.0000","13724.6300"
"2006","Pingliang(city)","620800","City (Sub-provincial level)","620000","Gansu (province)","","33.4300","5.8700","201.8600","11.3700","4.3350","3.2500","34.5600","62.1800","12.1000","181830.0000","15027.2700"
"2006","Jiuquan(city)","620900","City (Sub-provincial level)","620000","Gansu (province)","","33.8900","5.3600","4.7000","9.6800","7.5430","7.3300","37.6000","55.0600","9.3900","203059.0000","21625.0300"
"2006","Qingyang(city)","621000","City (Sub-provincial level)","620000","Gansu (province)","","29.9300","7.4100","92.8600","9.8000","4.0982","2.2400","17.5500","80.2000","9.6200","133945.0000","13923.6000"
"2006","Dingxi(city)","621100","City (Sub-provincial level)","620000","Gansu (province)","","28.8400","5.9200","144.1300","9.6100","4.0200","3.7500","20.2900","75.9600","9.4800","135892.0000","14334.6000"
"2006","Longnan(city)","621200","City (Sub-provincial level)","620000","Gansu (province)","","38.1500","5.9500","98.2000","10.6400","13.9700","4.4200","22.5600","73.0300","10.6200","155964.0000","14685.8800"
"2006","Xining(city)","630100","City (Sub-provincial level)","630000","Qinghai (province)","186.7779","85.8382","","277.5300","22.2200","31.3412","2.0700","37.4000","60.5300","21.0900","443496.0000","21028.7300"
"2006","Yin chuan(city)","640100","City (Sub-provincial level)","640000","Ningxia Hui Autonomous Region","","","","157.7800","29.5100","21.4446","4.1700","50.8000","45.0400","29.3400","681466.0000","23226.5200"
"2006","Shizuishan(city)","640200","City (Sub-provincial level)","640000","Ningxia Hui Autonomous Region","","","","137.5000","8.2000","6.7179","6.4600","50.9800","42.5600","7.9900","151801.0000","18998.8700"
"2006","Wuzhong(city)","640300","City (Sub-provincial level)","640000","Ningxia Hui Autonomous Region","","","","62.6000","8.1800","4.8208","8.9200","31.4200","59.6600","7.9100","152797.0000","19316.9400"
"2006","Gu Yuan(city)","640400","City (Sub-provincial level)","640000","Ningxia Hui Autonomous Region","","","","134.0000","5.9200","6.4104","4.5600","13.3400","82.0900","5.7800","95157.0000","16463.1500"
"2006","Zhongwei(city)","640500","City (Sub-provincial level)","640000","Ningxia Hui Autonomous Region","","","","61.9300","4.9200","1.9205","5.6900","29.0700","65.2400","4.7400","79016.0000","16670.0400"
"2006","Urumqi(city)","650100","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","201.8400","158.7400","3.8700","185.1700","44.7500","50.9555","2.8600","36.1100","61.0300","44.9000","1063090.0000","23676.8400"
"2006","Karamay(city) ","650200","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","26.2200","25.7200","4.4700","33.8500","14.8600","4.4009","0.0700","76.0400","23.8900","13.0600","339103.0000","25965.0100"
"2006","Chaohu (city)","341400","City (Sub-provincial level)","340000","Anhui (province)","452.6217","71.9262","","481.8200","17.4000","9.5346","4.1400","35.2900","60.5700","16.1900","252385.0000","15588.9400"
"2006","Bijie(city)","520500","City (Sub-provincial level)","520000","Guizhou (province)","740.8200","53.5900","","","","","","","","","",""
"2006","Tongren(city)","520600","City (Sub-provincial level)","520000","Guizhou (province)","394.6600","44.2500","","","","","","","","","",""
"2006","Buyi and Miao Autonomous Prefecture of Southwest Guizhou Province","522300","City (Sub-provincial level)","520000","Guizhou (province)","315.7500","30.7300","","","","","","","","","",""
"2006","Qiandongnan Miao & Dong Autonomous Prefecture","522600","City (Sub-provincial level)","520000","Guizhou (province)","434.8100","51.2200","","","","","","","","","",""
"2006","Qiannan Buyi & Miao Autonomous Prefecture","522700","City (Sub-provincial level)","520000","Guizhou (province)","387.6000","52.9700","","","","","","","","","",""
"2006","Haidong Prefecture","630200","City (Sub-provincial level)","630000","Qinghai (province)","150.9943","17.0268","","","","","","","","","",""
"2006","Haibei Tibetan Autonomous Prefecture","632200","City (Sub-provincial level)","630000","Qinghai (province)","27.3773","6.2719","","","","","","","","","",""
"2006","Huangnan Tibetan Autonomous Prefecture","632300","City (Sub-provincial level)","630000","Qinghai (province)","22.4549","4.1912","","","","","","","","","",""
"2006","Hainan(province)","632500","City (Sub-provincial level)","630000","Qinghai (province)","40.6057","9.2177","","","","","","","","","",""
"2006","Guoluo Tibetan Autonomous Prefecture","632600","City (Sub-provincial level)","630000","Qinghai (province)","15.0468","2.9225","","","","","","","","","",""
"2006","Yushu Tibetan Autonomous Prefecture","632700","City (Sub-provincial level)","630000","Qinghai (province)","30.2781","4.6781","","","","","","","","","",""
"2006","Haixi Mongolian-Tibetan Autonomous Prefecture","632800","City (Sub-provincial level)","630000","Qinghai (province)","36.8114","22.5767","","","","","","","","","",""
"2006","Xinganmeng","152200","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","","","","","","","","","","","139815.0000","12351.0000"
"2006","Xilin Gol League","152500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","","","","","","","","","","","179465.0000","17608.0000"
"2006","Alashan League","152900","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","","","","","","","","","","","78641.0000","21661.0000"
"2006","Yanbian Korean Autonomous Prefecture","222400","City (Sub-provincial level)","220000","Jilin (province)","217.7900","141.8700","0.8000","","","17.2848","","","","","",""
"2006","Daxinganling Region","232700","City (Sub-provincial level)","230000","Heilongjiang (province)","53.2881","46.2900","0.9700","","","7.9342","","","","9.5290","97808.2000","10627.0000"
"2006","Enshi Tujia and Miao Autonomous Prefecture","422800","City (Sub-provincial level)","420000","Hubei (province)","387.9000","","","","","","","","","","",""
