"Sgnyea","Ctnm_en","Ctnm_id","Cttyp_en","Prvcnm_id","Prvcnm_en","Eect01","Eect02","Eect03","Eect04","Eect05","Eect06","Eect08","Eect09","Eect10","Eect11","Eect12","Eect13"
"1999","Wuhai(city)","150300","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","40.2426","32.6000","16.1700","239.0000","9.9100","1.9362","8.2000","64.8000","27.0000","10.0000","59433.0000","5997.0000"
"1999","Chifeng(city)","150400","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","446.3427","84.4100","6.6100","50.0000","177.7500","32.2062","66.3000","13.9000","19.7000","34.0000","194794.0000","5815.0000"
"1999","Tongliao(city)","150500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","307.2198","70.0400","7.5300","52.0000","26.9200","17.8777","22.6000","23.5000","53.9000","26.0000","143659.0000","5481.0000"
"1999","Shenyang(city)","210100","City (Prefectural level)","210000","Liaoning (province)","677.1000","426.5000","-0.1000","522.0000","394.4900","43.9256","22.6000","35.0000","42.4000","135.0000","1152811.0000","8511.0000"
"1999","Dalian(city)","210200","City (Prefectural level)","210000","Liaoning (province)","545.3000","269.7000","","434.0000","98.3200","42.6690","2.5000","46.6000","51.0000","94.0000","965922.0000","10259.0000"
"1999","Anshan(city)","210300","City (Sub-provincial level)","210000","Liaoning (province)","340.3000","171.4000","2.2000","368.0000","63.0100","8.4667","1.6000","65.5000","32.9000","63.0000","451302.0000","7122.0000"
"1999","Fushun(city) ","210400","City (Sub-provincial level)","210000","Liaoning (province)","226.9000","148.7000","-0.4000","210.0000","45.1300","12.0742","2.6000","64.3000","33.1000","46.0000","330499.0000","7189.0000"
"1999","Benxi(city)","210500","City (Sub-provincial level)","210000","Liaoning (province)","156.7000","101.9000","1.7000","186.0000","46.2300","10.9474","0.9000","68.7000","30.3000","32.0000","240212.0000","7400.0000"
"1999","Dandong(city)","210600","City (Sub-provincial level)","210000","Liaoning (province)","240.5000","97.9000","1.3000","161.0000","126.2700","7.7421","31.5000","38.3000","30.1000","25.0000","159880.0000","6462.0000"
"1999","Jinzhou","210700","City (Sub-provincial level)","210000","Liaoning (province)","305.4000","107.0000","2.6000","297.0000","37.3700","11.0852","8.1000","40.3000","51.7000","34.0000","226568.0000","6729.0000"
"1999","Yingkou(city)","210800","City (Sub-provincial level)","210000","Liaoning (province)","224.3000","87.1000","2.8000","415.0000","22.3800","13.1776","2.6000","41.6000","55.8000","22.0000","147911.0000","6663.0000"
"1999","Fuxin(city)","210900","City (Sub-provincial level)","210000","Liaoning (province)","191.4000","84.7000","1.2000","185.0000","38.7500","12.0253","1.4000","64.3000","34.2000","26.0000","139755.0000","5406.0000"
"1999","Liaoyang(city) ","211000","City (Sub-provincial level)","210000","Liaoning (province)","179.2000","75.2000","3.2000","379.0000","23.5200","14.3891","2.1000","58.2000","39.7000","24.0000","181463.0000","7653.0000"
"1999","Panjin(city)","211100","City (Sub-provincial level)","210000","Liaoning (province)","120.8000","60.0000","7.3000","297.0000","59.0600","3.3900","28.5000","37.3000","34.2000","42.0000","361920.0000","8601.0000"
"1999","Tieling(city)","211200","City (Sub-provincial level)","210000","Liaoning (province)","297.0000","89.1000","2.7000","229.0000","29.2000","7.7082","6.8000","43.4000","49.8000","38.0000","169389.0000","4473.0000"
"1999","Chaoyang (city)","211300","City (Sub-provincial level)","210000","Liaoning (province)","332.2000","84.6000","6.1000","169.0000","29.6200","4.8859","7.7000","43.1000","49.2000","29.0000","173901.0000","5913.0000"
"1999","Huludao(city)","211400","City (Sub-provincial level)","210000","Liaoning (province)","266.2000","73.2000","3.7000","256.0000","27.2000","15.5138","3.6000","56.2000","40.2000","27.0000","192376.0000","7088.0000"
"1999","Changchun(city)","220100","City (Prefectural level)","220000","Jilin (province)","691.2300","","2.0300","366.0000","104.0000","39.3533","2.0000","45.8000","52.2000","103.0000","884447.0000","8618.0000"
"1999","Jilin(province)","220200","City (Sub-provincial level)","220000","Jilin (province)","430.0100","","1.9200","159.0000","58.5200","22.5668","2.6000","57.0000","40.4000","59.0000","429070.0000","7274.0000"
"1999","Siping(city)","220300","City (Sub-provincial level)","220000","Jilin (province)","322.2900","","3.1200","229.0000","32.1200","11.8969","10.0000","32.2000","57.8000","32.0000","165610.0000","5228.0000"
"1999","Liaoyuan(city)","220400","City (Sub-provincial level)","220000","Jilin (province)","124.2100","","4.1600","242.0000","13.7800","3.8350","3.3000","51.5000","45.1000","14.0000","75742.0000","5517.0000"
"1999","Tonghua(city)","220500","City (Sub-provincial level)","220000","Jilin (province)","225.9600","","2.4500","149.0000","25.1800","3.3875","3.9000","47.9000","48.2000","26.0000","159109.0000","6210.0000"
"1999","Baishan(city)","220600","City (Sub-provincial level)","220000","Jilin (province)","132.3400","","3.5700","74.0000","23.4500","5.1429","3.5000","64.4000","32.1000","23.0000","130230.0000","5778.0000"
"1999","Songyuan(city)","220700","City (Sub-provincial level)","220000","Jilin (province)","272.0300","","10.6000","129.0000","24.3300","17.1721","11.5000","42.0000","46.5000","24.0000","169047.0000","7190.0000"
"1999","Baicheng(city)","220800","City (Sub-provincial level)","220000","Jilin (province)","199.4700","","5.7700","78.0000","21.5700","7.3803","15.9000","32.0000","52.1000","23.0000","113382.0000","5008.0000"
"1999","Harbin(city)","230100","City (Prefectural level)","230000","Heilongjiang (province)","927.1000","","2.3800","175.0000","215.1500","42.0386","2.1000","54.4000","43.5000","173.0000","1309151.0000","7577.0000"
"1999","Qiqihaer(city)","230200","City (Sub-provincial level)","230000","Heilongjiang (province)","553.7000","","3.7600","131.0000","61.7300","28.6421","13.3000","41.4000","45.3000","60.0000","358565.0000","6022.0000"
"1999","Jixi(city)","230300","City (Sub-provincial level)","230000","Heilongjiang (province)","194.9000","","3.8500","86.0000","34.2600","10.4790","18.0000","48.1000","33.9000","31.0000","163747.0000","5304.0000"
"1999","Hegang(city)","230400","City (Sub-provincial level)","230000","Heilongjiang (province)","110.7000","","2.9400","76.0000","31.0800","6.2814","36.6000","38.4000","25.0000","28.0000","157740.0000","5552.0000"
"1999","Shuangyashan(city)","230500","City (Sub-provincial level)","230000","Heilongjiang (province)","148.3000","","7.5400","66.0000","30.9600","6.9213","31.8000","34.0000","34.1000","22.0000","122022.0000","5492.0000"
"1999","Daqing(city)","230600","City (Sub-provincial level)","230000","Heilongjiang (province)","245.8000","","3.5400","116.0000","54.7700","19.2126","3.9000","53.6000","42.6000","54.0000","707379.0000","13109.0000"
"1999","Yichun(city)","230700","City (Sub-provincial level)","230000","Heilongjiang (province)","131.3000","","3.6100","40.0000","33.2400","8.1660","3.3000","78.7000","18.0000","31.0000","130278.0000","4189.0000"
"1999","Kiamusze(city)","230800","City (Sub-provincial level)","230000","Heilongjiang (province)","237.8000","","3.8400","73.0000","36.8100","10.4153","26.8000","32.1000","41.2000","36.0000","204141.0000","5655.0000"
"1999","Qitaihe(city)","230900","City (Sub-provincial level)","230000","Heilongjiang (province)","84.9000","","7.2200","136.0000","13.4700","7.4492","5.6000","65.4000","29.0000","13.0000","76024.0000","5958.0000"
"1999","Mudanjiang(city)","231000","City (Sub-provincial level)","230000","Heilongjiang (province)","267.5000","","5.0300","80.0000","37.8700","22.7851","4.8000","54.2000","41.1000","37.0000","222488.0000","6021.0000"
"1999","Heihe(city)","231100","City (Sub-provincial level)","230000","Heilongjiang (province)","168.4000","","4.5900","24.0000","32.3300","10.9274","35.1000","23.6000","41.4000","25.0000","120925.0000","4839.0000"
"1999","Shanghai","310000","Municipality","310000","Shanghai (city)","1313.1200","986.1600","-2.2700","2071.0000","733.7600","8.5430","12.6000","44.3000","43.1000","337.0000","5605445.0000","16641.0000"
"1999","Nanjing(city)","320100","City (Prefectural level)","320000","Jiangsu (province)","537.4400","287.0300","2.0000","815.0000","114.4700","9.6181","1.2000","47.9000","50.8000","114.0000","1357861.0000","11931.0000"
"1999","Wuxi(city)","320200","City (Sub-provincial level)","320000","Jiangsu (province)","433.4000","176.4500","1.4600","932.0000","63.4700","3.8008","1.3000","50.6000","48.1000","61.0000","658690.0000","10721.0000"
"1999","Xuzhou(city)","320300","City (Sub-provincial level)","320000","Jiangsu (province)","877.5300","193.1700","4.2600","779.0000","76.4900","12.0401","2.9000","45.6000","51.5000","74.0000","624029.0000","8447.0000"
"1999","Changzhou(city)","320400","City (Sub-provincial level)","320000","Jiangsu (province)","339.7100","138.7500","3.4200","776.0000","45.6900","7.8162","1.9000","52.6000","45.5000","46.0000","479067.0000","10515.0000"
"1999","Suzhou(city)","320500","City (Sub-provincial level)","320000","Jiangsu (province)","576.2300","206.4500","-0.2200","679.0000","79.0500","9.1452","2.4000","49.8000","47.8000","78.0000","823530.0000","10582.0000"
"1999","Nantong(city)","320600","City (Sub-provincial level)","320000","Jiangsu (province)","785.9900","248.4600","0.3000","982.0000","66.5600","4.8185","3.2000","48.4000","48.4000","66.0000","551663.0000","8311.0000"
"1999","Lianyungang(city)","320700","City (Sub-provincial level)","320000","Jiangsu (province)","448.1500","87.2000","8.2100","602.0000","35.8200","5.5726","9.3000","39.0000","51.7000","35.0000","248034.0000","7083.0000"
"1999","Huaian(city)","320800","City (Sub-provincial level)","320000","Jiangsu (province)","","","","499.0000","39.6500","7.4177","7.2000","38.3000","54.6000","39.0000","275476.0000","7076.0000"
"1999","Yancheng(city)","320900","City (Sub-provincial level)","320000","Jiangsu (province)","793.6000","171.1300","2.5800","530.0000","61.6000","12.0175","6.9000","42.5000","50.6000","61.0000","422366.0000","6977.0000"
"1999","Yangzhou(city)","321000","City (Sub-provincial level)","320000","Jiangsu (province)","447.3900","113.8600","2.0300","674.0000","49.1600","4.1642","0.9000","51.1000","48.1000","50.0000","427603.0000","8637.0000"
"1999","Zhenjiang(city)","321100","City (Sub-provincial level)","320000","Jiangsu (province)","266.1700","97.0600","2.5000","693.0000","36.3000","1.9108","2.2000","47.3000","50.5000","36.0000","335504.0000","9294.0000"
"1999","Taizhou city","321200","City (Sub-provincial level)","320000","Jiangsu (province)","501.2600","101.2500","1.8800","866.0000","42.2100","2.9381","2.0000","49.2000","48.8000","42.0000","297968.0000","7042.0000"
"1999","Suqian(city)","321300","City (Sub-provincial level)","320000","Jiangsu (province)","499.7300","110.2400","6.0700","584.0000","23.7400","11.4378","7.7000","33.9000","58.4000","23.0000","145338.0000","6190.0000"
"1999","Hangzhou(city)","330100","City (Prefectural level)","330000","Zhejiang (province)","616.0500","219.0500","3.6200","371.0000","98.0600","27.1468","1.2000","44.2000","54.6000","97.0000","1180947.0000","12187.0000"
"1999","Ningbo(city)","330200","City (Prefectural level)","330000","Zhejiang (province)","538.4100","137.1200","3.7800","575.0000","63.5900","18.6949","1.5000","47.2000","51.3000","62.0000","824034.0000","13259.0000"
"1999","Wenzhou(city)","330300","City (Sub-provincial level)","330000","Zhejiang (province)","721.6300","127.1700","10.0800","612.0000","51.0700","22.0301","0.8000","46.4000","52.8000","48.0000","537212.0000","11145.0000"
"1999","Jiaxing(city)","330400","City (Sub-provincial level)","330000","Zhejiang (province)","330.1800","76.1700","1.1900","843.0000","32.0900","8.3322","1.9000","47.9000","50.2000","32.0000","318680.0000","9956.0000"
"1999","Huzhou(city)","330500","City (Sub-provincial level)","330000","Zhejiang (province)","255.0700","60.5600","1.3700","438.0000","20.0700","9.4828","1.2000","45.7000","53.1000","20.0000","182984.0000","9014.0000"
"1999","Shaoxing(city)","330600","City (Sub-provincial level)","330000","Zhejiang (province)","431.7000","77.3100","3.8400","523.0000","39.0900","8.5734","0.7000","53.3000","46.0000","38.0000","390594.0000","10212.0000"
"1999","Jinhua(city)","330700","City (Sub-provincial level)","330000","Zhejiang (province)","444.3300","70.8900","4.1900","407.0000","29.5900","24.1361","1.3000","41.9000","56.8000","29.0000","294596.0000","10201.0000"
"1999","Quzhou(city)","330800","City (Sub-provincial level)","330000","Zhejiang (province)","241.3500","37.8400","4.7600","273.0000","15.9900","7.4995","3.3000","48.0000","48.7000","16.0000","142449.0000","9033.0000"
"1999","Zhoushan(city)","330900","City (Sub-provincial level)","330000","Zhejiang (province)","98.4200","27.1500","0.6900","683.0000","12.1200","2.9912","1.3000","38.0000","60.7000","12.0000","124255.0000","10389.0000"
"1999","Taizhou(city)","331000","City (Sub-provincial level)","330000","Zhejiang (province)","542.9800","81.5700","6.7000","577.0000","32.9200","13.2138","1.6000","43.7000","54.6000","30.0000","343236.0000","11343.0000"
"1999","Hefei(city)","340100","City (Sub-provincial level)","340000","Anhui (province)","429.9500","136.9100","","592.0000","46.5100","9.6000","1.1000","39.9000","59.0000","47.0000","369577.0000","7818.0000"
"1999","Wuhu(city)","340200","City (Sub-provincial level)","340000","Anhui (province)","216.4000","69.9900","","652.0000","26.8900","9.7129","0.7000","47.0000","52.3000","26.0000","209737.0000","8061.0000"
"1999","Bengbu(city)","340300","City (Sub-provincial level)","340000","Anhui (province)","330.0400","78.4400","","566.0000","26.3500","7.3821","2.8000","38.1000","59.1000","26.0000","169396.0000","6448.0000"
"1999","Huainan(city)","340400","City (Sub-provincial level)","340000","Anhui (province)","202.8200","91.3800","","956.0000","33.3100","11.8223","2.0000","67.9000","30.1000","33.0000","198760.0000","6021.0000"
"1999","Ma’Anshan(city)","340500","City (Sub-provincial level)","340000","Anhui (province)","118.1400","49.7800","","701.0000","19.1200","3.1991","0.5000","68.7000","30.8000","19.0000","163186.0000","8548.0000"
"1999","Huaibei(city)","340600","City (Sub-provincial level)","340000","Anhui (province)","189.8700","71.6300","","697.0000","27.8000","7.9000","0.7000","72.4000","26.9000","28.0000","188699.0000","6749.0000"
"1999","Tongling(city)","340700","City (Sub-provincial level)","340000","Anhui (province)","68.5000","34.6600","","615.0000","15.0300","2.4107","3.3000","64.7000","31.9000","15.0000","106501.0000","7153.0000"
"1999","Anqing(city)","340800","City (Sub-provincial level)","340000","Anhui (province)","598.0300","87.7300","","388.0000","34.2200","9.6712","7.5000","32.3000","60.2000","33.0000","195235.0000","5881.0000"
"1999","Huangshan(city)","341000","City (Sub-provincial level)","340000","Anhui (province)","146.4900","28.1800","","149.0000","12.1200","3.3592","3.0000","32.3000","64.8000","12.0000","76280.0000","6263.0000"
"1999","Fuyang city","341200","City (Sub-provincial level)","340000","Anhui (province)","1249.5600","121.4300","","784.0000","43.3400","25.5898","3.2000","23.9000","72.9000","41.0000","235616.0000","5733.0000"
"1999","Suzhou","341300","City (Sub-provincial level)","340000","Anhui (province)","570.7800","65.9300","","583.0000","23.9400","11.6000","4.7000","27.8000","67.5000","23.0000","120081.0000","5180.0000"
"1999","Liuan","341500","City (Sub-provincial level)","340000","Anhui (province)","655.6500","93.5700","","365.0000","25.1800","21.4500","5.0000","27.3000","67.7000","29.0000","142609.0000","4936.0000"
"1999","Fuzhou city","350100","City (Sub-provincial level)","350000","Fujian (province)","583.1200","159.3800","8.5000","487.0000","72.1900","21.2443","1.6000","46.4000","52.0000","70.0000","680607.0000","9780.0000"
"1999","Xiamen","350200","City (Prefectural level)","350000","Fujian (province)","128.9900","62.7500","3.0400","824.0000","49.2400","10.4400","0.9000","65.2000","33.9000","47.0000","657484.0000","14010.0000"
"1999","Putian(city)","350300","City (Sub-provincial level)","350000","Fujian (province)","294.3900","32.2300","10.7500","722.0000","20.7300","3.2325","1.2000","55.6000","43.2000","20.0000","165597.0000","8321.0000"
"1999","Sanming(city)","350400","City (Sub-provincial level)","350000","Fujian (province)","266.0700","64.6100","6.1900","116.0000","26.6800","5.5495","2.8000","47.8000","49.4000","27.0000","228365.0000","8531.0000"
"1999","Quanzhou(city)","350500","City (Sub-provincial level)","350000","Fujian (province)","658.0500","90.9800","6.6100","606.0000","60.3800","6.4879","0.9000","63.3000","35.8000","58.0000","521855.0000","9043.0000"
"1999","Zhangzhou(city)","350600","City (Sub-provincial level)","350000","Fujian (province)","445.4900","74.4400","8.3700","353.0000","31.9000","14.1933","12.3000","39.5000","48.2000","32.0000","232795.0000","7362.0000"
"1999","Nanping(city)","350700","City (Sub-provincial level)","350000","Fujian (province)","302.1000","79.2400","6.9500","115.0000","25.2900","14.0286","5.5000","39.9000","54.6000","25.0000","180976.0000","7207.0000"
"1999","Longyan(city)","350800","City (Sub-provincial level)","350000","Fujian (province)","283.9300","55.8000","5.4000","149.0000","21.2700","5.2845","3.4000","38.9000","57.7000","21.0000","170607.0000","8194.0000"
"1999","Nanchang(city) ","360100","City (Sub-provincial level)","360000","Jiangxi (province)","422.6585","169.1573","9.6000","571.0000","65.1900","11.3000","6.1000","45.4000","48.6000","62.0000","479555.0000","7725.0000"
"1999","Jingdezhen(city)","360200","City (Sub-provincial level)","360000","Jiangxi (province)","149.9165","50.4309","9.8700","271.0000","77.7800","4.9900","38.4000","33.5000","28.1000","17.0000","91733.0000","5526.0000"
"1999","Pingxiang(city)","360300","City (Sub-provincial level)","360000","Jiangxi (province)","178.7974","53.2709","8.1600","452.0000","13.7300","4.0000","1.4000","49.6000","49.0000","14.0000","90647.0000","6675.0000"
"1999","Jiujiang (city)","360400","City (Sub-provincial level)","360000","Jiangxi (province)","454.7871","92.9079","9.8900","238.0000","37.0200","7.8175","8.6000","42.9000","48.5000","36.0000","215575.0000","5998.0000"
"1999","Xinyu(city)","360500","City (Sub-provincial level)","360000","Jiangxi (province)","108.2126","32.3288","8.0000","331.0000","12.6600","2.9900","2.7000","63.7000","33.6000","12.0000","89301.0000","7173.0000"
"1999","Yingtan(city)","360600","City (Sub-provincial level)","360000","Jiangxi (province)","105.2646","26.7697","9.0700","293.0000","9.5100","3.0175","7.2000","44.6000","48.3000","9.0000","68826.0000","7530.0000"
"1999","Ganzhou(city)","360700","City (Sub-provincial level)","360000","Jiangxi (province)","798.7571","126.9608","10.1700","199.0000","36.3100","16.5500","3.2000","32.1000","64.7000","42.0000","232455.0000","5578.0000"
"1999","Jinan(city)","370100","City (Prefectural level)","370000","Shandong (province)","557.6300","227.8145","3.7800","684.0000","84.7500","19.5087","0.8000","44.4000","54.9000","83.0000","756696.0000","9083.0000"
"1999","Qingdao(city)","370200","City (Prefectural level)","370000","Shandong (province)","702.9700","259.5968","2.7400","644.0000","104.8300","32.4200","0.7000","55.6000","43.7000","104.0000","961704.0000","9290.0000"
"1999","Zibo(city)","370300","City (Sub-provincial level)","370000","Shandong (province)","405.7200","172.6218","4.9300","683.0000","53.0600","10.6300","0.5000","61.8000","37.7000","53.0000","429903.0000","8151.0000"
"1999","Zaozhuang(city)","370400","City (Sub-provincial level)","370000","Shandong (province)","355.8000","114.9675","5.3600","782.0000","36.3400","9.7404","0.5000","53.4000","46.1000","36.0000","226416.0000","6333.0000"
"1999","Dongying(city)","370500","City (Sub-provincial level)","370000","Shandong (province)","170.6400","71.4400","6.4200","215.0000","31.9200","2.5870","2.3000","69.2000","28.5000","32.0000","424755.0000","13269.0000"
"1999","Yantai(city)","370600","City (Sub-provincial level)","370000","Shandong (province)","644.7900","195.6499","0.7400","469.0000","69.9300","12.9787","1.8000","51.7000","46.5000","69.0000","532622.0000","7746.0000"
"1999","Weifang(city)","370700","City (Sub-provincial level)","370000","Shandong (province)","840.0400","205.7832","4.3100","530.0000","69.2800","19.6453","1.3000","50.9000","47.8000","68.0000","461417.0000","6783.0000"
"1999","Ji’ning(city)","370800","City (Sub-provincial level)","370000","Shandong (province)","784.5600","177.1494","5.5000","695.0000","61.9300","34.7002","0.3000","50.7000","49.0000","60.0000","455850.0000","7543.0000"
"1999","Tai’an(city)","370900","City (Sub-provincial level)","370000","Shandong (province)","538.5900","154.1757","5.0200","694.0000","54.0200","4.6427","1.3000","54.0000","44.8000","54.0000","316617.0000","5898.0000"
"1999","Weihai(city)","371000","City (Sub-provincial level)","370000","Shandong (province)","246.2200","83.2771","-0.1100","453.0000","37.7300","3.5910","1.2000","54.8000","44.0000","34.0000","241576.0000","7070.0000"
"1999","Rizhao(city)","371100","City (Sub-provincial level)","370000","Shandong (province)","275.3300","66.1691","5.5100","519.0000","18.2700","7.8203","1.1000","40.7000","58.2000","18.0000","115275.0000","6404.0000"
"1999","Laiwu(city)","371200","City (Sub-provincial level)","370000","Shandong (province)","122.5100","38.8542","6.1000","545.0000","14.4500","1.8200","1.0000","65.3000","33.8000","14.0000","113840.0000","7972.0000"
"1999","Linyi(city)","371300","City (Sub-provincial level)","370000","Shandong (province)","994.2800","172.3141","6.3800","579.0000","52.3000","23.1142","2.3000","39.5000","58.3000","50.0000","322036.0000","6390.0000"
"1999","Dezhou(city)","371400","City (Sub-provincial level)","370000","Shandong (province)","531.2400","101.9501","4.3200","513.0000","35.0700","13.3800","0.9000","41.3000","57.9000","33.0000","191176.0000","5722.0000"
"1999","Liaocheng(city)","371500","City (Sub-provincial level)","370000","Shandong (province)","553.8800","86.1153","4.4200","645.0000","35.8300","15.8431","1.2000","40.1000","58.7000","32.0000","201206.0000","6241.0000"
"1999","Zheng zhou(city)","410100","City (Sub-provincial level)","410000","Henan (province)","632.0000","211.0000","","826.0000","87.1500","14.4395","0.5000","46.8000","52.7000","85.0000","696848.0000","8231.0000"
"1999","Kaifeng(city) ","410200","City (Sub-provincial level)","410000","Henan (province)","464.0000","88.0000","","720.0000","37.0400","8.4792","0.8000","42.7000","56.6000","34.0000","183185.0000","5404.0000"
"1999","Luoyang(city)","410300","City (Sub-provincial level)","410000","Henan (province)","614.0000","150.0000","","405.0000","60.7500","12.8247","0.7000","53.8000","45.5000","59.0000","405541.0000","6881.0000"
"1999","Pingdingshan(city)","410400","City (Sub-provincial level)","410000","Henan (province)","476.0000","112.0000","","609.0000","49.2100","8.1073","0.7000","57.8000","41.5000","48.0000","322555.0000","6680.0000"
"1999","Anyang(city)","410500","City (Sub-provincial level)","410000","Henan (province)","513.0000","91.0000","","691.0000","39.7800","5.4402","0.8000","52.0000","47.2000","39.0000","254791.0000","6548.0000"
"1999","Hebi(city)","410600","City (Sub-provincial level)","410000","Henan (province)","138.0000","40.0000","","640.0000","17.2800","1.5107","1.7000","62.0000","36.3000","17.0000","89212.0000","5285.0000"
"1999","Xinxiang(city)","410700","City (Sub-provincial level)","410000","Henan (province)","533.0000","106.0000","","653.0000","48.6500","7.1000","0.8000","49.8000","49.4000","46.0000","257488.0000","5577.0000"
"1999","Jiaozuo(city)","410800","City (Sub-provincial level)","410000","Henan (province)","325.0000","100.0000","","798.0000","36.8100","3.9375","1.4000","57.4000","41.2000","38.0000","195767.0000","5099.0000"
"1999","Puyang(city) ","410900","City (Sub-provincial level)","410000","Henan (province)","344.0000","58.0000","","822.0000","32.7200","4.4573","0.8000","56.4000","42.8000","32.0000","249310.0000","7750.0000"
"1999","Xuchang(city) ","411000","City (Sub-provincial level)","410000","Henan (province)","437.0000","70.0000","","876.0000","27.6900","9.4882","1.3000","40.3000","58.4000","27.0000","150005.0000","5568.0000"
"1999","Luohe(city)","411100","City (Sub-provincial level)","410000","Henan (province)","248.0000","54.0000","","967.0000","20.7500","12.7950","1.4000","46.8000","51.8000","20.0000","103287.0000","5046.0000"
"1999","Sanmenxia(city)","411200","City (Sub-provincial level)","410000","Henan (province)","219.0000","58.0000","","205.0000","24.8200","2.8971","1.1000","57.8000","41.1000","24.0000","139174.0000","5739.0000"
"1999","Nanyang(city)","411300","City (Sub-provincial level)","410000","Henan (province)","1045.0000","142.0000","","751.0000","67.9200","3.0527","1.7000","43.2000","55.1000","66.0000","379414.0000","5760.0000"
"1999","Shangqiu(city)","411400","City (Sub-provincial level)","410000","Henan (province)","793.0000","81.0000","","393.0000","40.4400","11.2313","1.5000","30.4000","68.1000","39.0000","194020.0000","4986.0000"
"1999","Xinyang(city)","411500","City (Sub-provincial level)","410000","Henan (province)","773.0000","107.0000","","409.0000","40.0500","7.8413","3.3000","31.1000","65.6000","39.0000","204369.0000","5289.0000"
"1999","Wuhan(city)","420100","City (Prefectural level)","420000","Hubei (province)","740.2000","434.4600","2.1700","874.0000","149.9900","54.1500","5.1000","42.2000","52.7000","149.0000","1314766.0000","8812.0000"
"1999","Huangshi(city)","420200","City (Sub-provincial level)","420000","Hubei (province)","249.3600","86.9600","6.3000","539.0000","29.2400","6.7812","5.1000","55.8000","39.2000","29.0000","190067.0000","6570.0000"
"1999","Shiyan(city)","420300","City (Sub-provincial level)","420000","Hubei (province)","341.1500","85.0200","1.1700","144.0000","35.2300","5.3348","1.8000","54.0000","44.3000","35.0000","254886.0000","7289.0000"
"1999","Yichang(city)","420500","City (Sub-provincial level)","420000","Hubei (province)","399.3100","116.6800","0.6700","189.0000","42.6300","10.2096","4.3000","45.1000","50.6000","43.0000","305899.0000","7157.0000"
"1999","Xiangyang","420600","City (Sub-provincial level)","420000","Hubei (province)","577.0300","155.7800","5.8700","292.0000","56.8200","29.4217","4.9000","41.6000","53.5000","55.0000","318668.0000","5748.0000"
"1999","Ezhou(city)","420700","City (Sub-provincial level)","420000","Hubei (province)","104.3800","30.5900","5.1700","691.0000","14.1100","2.9800","2.1000","56.8000","41.2000","14.0000","89063.0000","6417.0000"
"1999","Jingmen(city)","420800","City (Sub-provincial level)","420000","Hubei (province)","300.0600","81.4700","4.3600","242.0000","28.2900","7.8580","14.7000","37.6000","47.6000","28.0000","186391.0000","6638.0000"
"1999","Xiaogan(city)","420900","City (Sub-provincial level)","420000","Hubei (province)","597.7200","99.4900","3.9200","517.0000","40.4800","24.9971","8.1000","36.7000","55.2000","39.0000","223234.0000","5746.0000"
"1999","Jingzhou(city)","421000","City (Sub-provincial level)","420000","Hubei (province)","642.1000","160.9000","3.6900","452.0000","52.2500","28.3200","17.6000","30.3000","52.0000","52.0000","300862.0000","5817.0000"
"1999","Huanggang(city)","421100","City (Sub-provincial level)","420000","Hubei (province)","730.0600","127.7500","4.9400","418.0000","38.3600","32.8000","8.6000","24.7000","66.8000","37.0000","215440.0000","5890.0000"
"1999","Xianning(city)","421200","City (Sub-provincial level)","420000","Hubei (province)","276.2500","75.9900","2.9700","280.0000","22.0200","8.6312","6.8000","34.7000","58.5000","22.0000","119175.0000","5512.0000"
"1999","Changsha(city)","430100","City (Sub-provincial level)","430000","Hunan (province)","582.4700","180.9800","3.9300","493.0000","72.0600","24.1463","3.2000","38.5000","58.3000","70.0000","596986.0000","8581.0000"
"1999","Zhuzhou(city)","430200","City (Sub-provincial level)","430000","Hunan (province)","370.0900","92.5000","3.8700","328.0000","35.7300","8.5739","1.9000","54.5000","43.5000","34.0000","288761.0000","8380.0000"
"1999","Xiangtan(city) ","430300","City (Sub-provincial level)","430000","Hunan (province)","278.5400","74.7700","4.7300","555.0000","27.3200","9.4434","0.6000","56.5000","42.9000","27.0000","200128.0000","7507.0000"
"1999","Hengyang(city)","430400","City (Sub-provincial level)","430000","Hunan (province)","702.1200","141.0600","5.0200","459.0000","45.9400","16.9500","1.7000","44.4000","53.8000","44.0000","299979.0000","6847.0000"
"1999","Shaoyang(city)","430500","City (Sub-provincial level)","430000","Hunan (province)","721.1400","95.4900","5.5900","346.0000","34.1300","18.4979","5.4000","31.2000","63.4000","33.0000","207033.0000","6274.0000"
"1999","Yueyang(city)","430600","City (Sub-provincial level)","430000","Hunan (province)","519.2200","100.0600","4.5700","346.0000","44.9500","36.7190","22.5000","33.6000","43.8000","44.0000","291445.0000","6678.0000"
"1999","Changde(city)","430700","City (Sub-provincial level)","430000","Hunan (province)","596.5600","119.0600","3.2400","328.0000","36.9200","15.8967","17.8000","27.3000","54.9000","37.0000","255053.0000","6986.0000"
"1999","Zhangjiajie(city)","430800","City (Sub-provincial level)","430000","Hunan (province)","155.2000","24.6600","4.7800","163.0000","8.7700","4.3247","4.6000","25.4000","70.0000","8.0000","59968.0000","7088.0000"
"1999","Yiyang(city)","430900","City (Sub-provincial level)","430000","Hunan (province)","449.2400","79.3200","3.1600","370.0000","29.7300","12.7048","22.5000","25.4000","52.1000","29.0000","158360.0000","5472.0000"
