year,city_id,emp_nonagri,emp_agri
2003,532300,95.87130776447529,4.12869223552471
2003,532500,95.87130776447529,4.12869223552471
2003,532600,95.87130776447529,4.12869223552471
2003,532800,95.87130776447529,4.12869223552471
2003,532900,95.87130776447529,4.12869223552471
2003,533100,95.87130776447529,4.12869223552471
2003,533300,95.87130776447529,4.12869223552471
2003,533400,95.87130776447529,4.12869223552471
2003,652100,95.82613550902593,4.173864490974069
2003,652200,95.82613550902593,4.173864490974069
2003,652300,95.82613550902593,4.173864490974069
2003,652800,95.82613550902593,4.173864490974069
2003,652900,95.82613550902593,4.173864490974069
2003,653000,95.82613550902593,4.173864490974069
2003,653100,95.82613550902593,4.173864490974069
2003,653200,95.82613550902593,4.173864490974069
2003,654000,95.82613550902593,4.173864490974069
2003,654200,95.82613550902593,4.173864490974069
2003,654300,95.82613550902593,4.173864490974069
2003,652101,95.82613550902593,4.173864490974069
2003,110000,91.08,8.920000000000002
2003,120000,99.5,.5
2003,130100,99.40000000000001,.5999999999999943
2003,130200,94.8,5.200000000000003
2003,130300,99.13,.8700000000000045
2003,130400,99.16,.8400000000000034
2003,130500,98.61,1.390000000000001
2003,130600,99.34,.6599999999999966
2003,130700,98.09999999999999,1.900000000000006
2003,130800,96.24000000000001,3.759999999999991
2003,130900,96.84,3.159999999999997
2003,131000,99.11,.8900000000000006
2003,131100,99.37,.6299999999999955
2003,140100,99.44,.5600000000000023
2003,140200,98.74000000000001,1.259999999999991
2003,140300,99.86,.1400000000000006
2003,140400,98.80000000000001,1.199999999999989
2003,140500,99.18000000000001,.8199999999999932
2003,140600,97.94,2.060000000000002
2003,140700,99.09,.9099999999999966
2003,140800,98.40000000000001,1.599999999999994
2003,140900,97.21000000000001,2.789999999999992
2003,141000,98.44,1.560000000000002
2003,141100,98.81999999999999,1.180000000000007
2003,150100,98.66,1.340000000000003
2003,150200,97.2,2.799999999999997
2003,150300,97.61999999999999,2.38000000000001
2003,150400,87.03999999999999,12.96000000000001
2003,150500,74.18000000000001,25.81999999999999
2003,150600,96.19,3.810000000000002
2003,150700,95.06469727913837,4.935302720861628
2003,150800,82.41,17.59
2003,150900,95.23999999999999,4.760000000000005
2003,210100,99.01000000000001,.9899999999999949
2003,210200,98.12,1.879999999999995
2003,210300,97.91,2.090000000000003
2003,210400,97.52000000000001,2.47999999999999
2003,210500,98.95,1.049999999999997
2003,210600,97.68000000000001,2.319999999999993
2003,210700,92.8,7.200000000000003
2003,210800,98.59999999999999,1.400000000000006
2003,210900,97.08000000000001,2.919999999999987
2003,211000,97.16,2.840000000000003
2003,211100,59.58,40.42
2003,211200,93.21000000000001,6.789999999999992
2003,211300,96,4
2003,211400,98.14,1.859999999999999
2003,220100,97.92,2.079999999999998
2003,220200,95.49000000000001,4.509999999999991
2003,220300,92.56999999999999,7.430000000000007
2003,220400,97.24000000000001,2.759999999999991
2003,220500,96.3,3.700000000000003
2003,220600,81.74000000000001,18.25999999999999
2003,220700,87.80000000000001,12.19999999999999
2003,220800,85.47,14.53
2003,230100,94.56999999999999,5.430000000000007
2003,230200,82.48999999999999,17.51000000000001
2003,230300,78.21000000000001,21.78999999999999
2003,230400,68.61,31.39
2003,230500,62.63,37.37
2003,230600,97.13,2.870000000000005
2003,230700,53.17,46.83
2003,230800,79.87,20.13
2003,230900,94.82000000000001,5.179999999999993
2003,231000,79.09999999999999,20.90000000000001
2003,231100,63.98,36.02
2003,231200,93.56999999999999,6.430000000000007
2003,310000,99.50999999999999,.4900000000000091
2003,320100,99.02,.980000000000004
2003,320200,98.88,1.120000000000005
2003,320300,96.98,3.019999999999996
2003,320400,98.90000000000001,1.099999999999994
2003,320500,98.46000000000001,1.539999999999992
2003,320600,97.22999999999999,2.77000000000001
2003,320700,91.93000000000001,8.069999999999993
2003,320800,91.8,8.200000000000003
2003,320900,92.22999999999999,7.77000000000001
2003,321000,98.88,1.120000000000005
2003,321100,98.15000000000001,1.849999999999994
2003,321200,97.83000000000001,2.169999999999987
2003,321300,93.69999999999999,6.300000000000011
2003,330100,99.56999999999999,.4300000000000068
2003,330200,99.66,.3400000000000034
2003,330300,99.71000000000001,.289999999999992
2003,330400,98.86,1.140000000000001
2003,330500,99.47,.5300000000000011
2003,330600,99.67,.3299999999999983
2003,330700,99.21000000000001,.789999999999992
2003,330800,98.87,1.129999999999995
2003,330900,99.80000000000001,.1999999999999886
2003,331000,98.21000000000001,1.789999999999992
2003,331100,96.88,3.120000000000005
2003,340100,99.09999999999999,.9000000000000057
2003,340200,99.31,.6899999999999977
2003,340300,96.73,3.269999999999996
2003,340400,98.06999999999999,1.930000000000007
2003,340500,99.64,.3599999999999994
2003,340600,99.42,.5799999999999983
2003,340700,96.48,3.519999999999996
2003,340800,92.31,7.689999999999998
2003,341000,96.81,3.189999999999998
2003,341100,94.19,5.810000000000002
2003,341200,96.97,3.030000000000001
2003,341300,94.21000000000001,5.789999999999992
2003,341500,94.66000000000001,5.339999999999989
2003,341600,97.22,2.780000000000001
2003,341700,94.58,5.420000000000002
2003,341800,92.80000000000001,7.199999999999989
2003,350100,98.78,1.219999999999999
2003,350200,99.16,.8400000000000034
2003,350300,99.53,.4699999999999989
2003,350400,96.84999999999999,3.150000000000006
2003,350500,99.48,.519999999999996
2003,350600,91.73999999999999,8.260000000000005
2003,350700,95.5,4.5
2003,350800,96.52,3.480000000000004
2003,350900,98.35999999999999,1.640000000000015
2003,360100,95.73999999999999,4.260000000000005
2003,360200,93.14,6.859999999999999
2003,360300,98.75999999999999,1.240000000000009
