"Sgnyea","Ctnm_en","Ctnm_id","Cttyp_en","Prvcnm_id","Prvcnm_en.x","Gdpct01","Gdpct02","Gdpct03","Gdpct04","GDP_PerCapita","GDPYoY","GDP_PrimInd","GDP_SecInd","GDP_TerInd","Prvcnm_en.y","Pi0101","rel_cpi_2010","city_rgdp","city_rgdppc"
2005,"Anyang(city)",410500,"City (Sub-provincial level)",410000,"Henan (province)",557.4577,NA,NA,NA,10472,14.8,884380,3205215,1484982,"Henan",109.266958835997,85.004603239397,655.797073047964,12319.3328371969
2005,"Hebi(city)",410600,"City (Sub-provincial level)",410000,"Henan (province)",186.2357,NA,NA,NA,12976,16.1,326757,1104823,430777,"Henan",109.266958835997,85.004603239397,219.088958600874,15265.0556622868
2005,"Xinxiang(city)",410700,"City (Sub-provincial level)",410000,"Henan (province)",544.1633,NA,NA,NA,9876,14.3,890248,2804105,1747280,"Henan",109.266958835997,85.004603239397,640.157449435394,11618.1943372953
2005,"Jiaozuo(city)",410800,"City (Sub-provincial level)",410000,"Henan (province)",583.974,NA,NA,NA,17145,16.8,584293,3619400,1636047,"Henan",109.266958835997,85.004603239397,686.991030774373,20169.4959409608
2005,"Puyang(city)",410900,"City (Sub-provincial level)",410000,"Henan (province)",383.9824,NA,NA,NA,10754,15,624632,2410211,804981,"Henan",109.266958835997,85.004603239397,451.719536786257,12651.0795770832
2005,"Xuchang(city)",411000,"City (Sub-provincial level)",410000,"Henan (province)",605.4744,NA,NA,NA,13468,13.5,995555,3702862,1356327,"Henan",109.266958835997,85.004603239397,712.284249236259,15843.8478467693
2005,"Luohe(city)",411100,"City (Sub-provincial level)",410000,"Henan (province)",322.1361,NA,NA,NA,12759,15.8,577638,2006312,637411,"Henan",109.266958835997,85.004603239397,378.963124023735,15009.7753695374
2005,"Sanmenxia(city)",411200,"City (Sub-provincial level)",410000,"Henan (province)",335.1823,NA,NA,NA,15124,14.8,330981,2022630,998212,"Henan",109.266958835997,85.004603239397,394.31076344893,17791.9776384422
2005,"Nanyang(city)",411300,"City (Sub-provincial level)",410000,"Henan (province)",1053.4299,NA,NA,NA,9826,13.5,2757621,5279889,2496789,"Henan",109.266958835997,85.004603239397,1239.26218093536,11559.3739933439
2005,"Shangqiu(city)",411400,"City (Sub-provincial level)",410000,"Henan (province)",560.7773,NA,NA,NA,6879,14.5,1881285,2209447,1517041,"Henan",109.266958835997,85.004603239397,659.70227332359,8092.50292084393
2005,"Xinyang(city)",411500,"City (Sub-provincial level)",410000,"Henan (province)",508.5635,NA,NA,NA,6476,13,1504174,1934750,1646711,"Henan",109.266958835997,85.004603239397,598.277599823319,7618.41094859504
2005,"Zhoukou(city)",411600,"City (Sub-provincial level)",410000,"Henan (province)",595.4976,NA,NA,NA,5579,12.2,2052910,2365311,1536755,"Henan",109.266958835997,85.004603239397,700.547473085558,6563.17397810558
2005,"Zhumadian(city)",411700,"City (Sub-provincial level)",410000,"Henan (province)",500.3555,NA,NA,NA,6010,12.3,1701860,1926505,1375190,"Henan",109.266958835997,85.004603239397,588.621652160245,7070.2053429673
2005,"Harbin(city)",230100,"City (Prefectural level)",230000,"Heilongjiang (province)",1830.4514,16.3845,35.292,48.3235,18821,NA,2999104,6460032,8845378.0998,"Heilongjiang",104.334025318191,84.7240763024698,2160.4855194469,22214.4646733096
2005,"Qiqihaer(city)",230200,"City (Sub-provincial level)",230000,"Heilongjiang (province)",422.4396,25.8983,27.0009,47.1009,8003,NA,1094045,1140623,1989728,"Heilongjiang",104.334025318191,84.7240763024698,498.606321173531,9445.9572169649
2005,"Jixi(city)",230300,"City (Sub-provincial level)",230000,"Heilongjiang (province)",204.6355,31.6131,28.2776,40.1092,10616,NA,646917,578661,820777,"Heilongjiang",104.334025318191,84.7240763024698,241.531697872326,12530.0864444957
2005,"Hegang(city)",230400,"City (Sub-provincial level)",230000,"Heilongjiang (province)",112.5788,24.3117,40.1692,35.5192,10246,NA,273698,452219.6015,399870.4947,"Heilongjiang",104.334025318191,84.7240763024698,132.876987171967,12093.374690119
2005,"Shuangyashan(city)",230500,"City (Sub-provincial level)",230000,"Heilongjiang (province)",146.6204,29.6552,40.3908,29.954,9728,NA,434805,592212,439187,"Heilongjiang",104.334025318191,84.7240763024698,173.056357057888,11481.9782339916
2005,"Daqing(city)",230600,"City (Sub-provincial level)",230000,"Heilongjiang (province)",1400.7195,3.0251,85.9237,11.0512,53199,NA,423729,12035498.7422,1547967.2933,"Heilongjiang",104.334025318191,84.7240763024698,1653.27208171542,62790.8881651026
2005,"Yichun(city)",230700,"City (Sub-provincial level)",230000,"Heilongjiang (province)",115.9296,24.8819,37.7425,37.3756,8974,NA,288455,437547,433294,"Heilongjiang",104.334025318191,84.7240763024698,136.831943243765,10592.0304966941
2005,"Kiamusze(city)",230800,"City (Sub-provincial level)",230000,"Heilongjiang (province)",241.5433,31.0912,19.918,49.0096,9812,NA,750988,481107,1183793,"Heilongjiang",104.334025318191,84.7240763024698,285.094049462017,11581.1236052555
2005,"Qitaihe(city)",230900,"City (Sub-provincial level)",230000,"Heilongjiang (province)",100.2149,13.0696,49.1277,37.8027,11351,NA,130977,492333.1504,378839.1595,"Heilongjiang",104.334025318191,84.7240763024698,118.283850793754,13397.6084430549
2005,"Mudanjiang(city)",231000,"City (Sub-provincial level)",230000,"Heilongjiang (province)",302.8103,15.7257,34.9853,49.289,11285,NA,476190,1059390,1492523.1306,"Heilongjiang",104.334025318191,84.7240763024698,357.40761447661,13319.7085084904
2005,"Heihe(city)",231100,"City (Sub-provincial level)",230000,"Heilongjiang (province)",120.496,38.153,15.6989,46.1482,6911,NA,459728,189165,556067,"Heilongjiang",104.334025318191,84.7240763024698,142.221674473998,8157.0673905341
2005,"Suihua(city)",231200,"City (Sub-provincial level)",230000,"Heilongjiang (province)",350.7883,36.0476,22.2413,41.7111,6244,NA,1264507,780200,1463176,"Heilongjiang",104.334025318191,84.7240763024698,414.036145696845,7369.80593061712
2005,"Daxinganling Region",232700,"City (Sub-provincial level)",230000,"Heilongjiang (province)",46.0839,38.9703,14.2861,46.7436,8600,NA,179590,65836,215412.6552,"Heilongjiang",104.334025318191,84.7240763024698,54.3929211284379,10150.597534162
2005,"Wuhan(city)",420100,"City (Prefectural level)",420000,"Hubei (province)",2238,4.9,45.53,49.57,NA,14.7,1095700,10190000,11094300,"Hubei",109.166017553368,86.2102286882968,2595.97965815837,NA
2005,"Huangshi(city)",420200,"City (Sub-provincial level)",420000,"Hubei (province)",343.21,8.9,51.3,39.8,NA,12.6,305600,1760600,1365900,"Hubei",109.166017553368,86.2102286882968,398.108212009176,NA
2005,"Shiyan(city)",420300,"City (Sub-provincial level)",420000,"Hubei (province)",306.63,11.67,47.19,41.14,NA,2.7,357800,1447100,1261400,"Hubei",109.166017553368,86.2102286882968,355.677052091645,NA
2005,"Yichang(city)",420500,"City (Sub-provincial level)",420000,"Hubei (province)",608.06,13.98,50.98,35.04,NA,13,849800,3100000,2130800,"Hubei",109.166017553368,86.2102286882968,705.322337327873,NA
2005,"Xiangyang",420600,"City (Sub-provincial level)",420000,"Hubei (province)",571.47,20.85,39.98,39.17,NA,12.2,1191500,2284600,2238600,"Hubei",109.166017553368,86.2102286882968,662.879577858698,NA
2005,"Ezhou(city)",420700,"City (Sub-provincial level)",420000,"Hubei (province)",146.97,16.13,47.37,36.5,NA,12.1,237000,695900,536800,"Hubei",109.166017553368,86.2102286882968,170.478610527049,NA
2005,"Jingmen(city)",420800,"City (Sub-provincial level)",420000,"Hubei (province)",310.29,25.16,36.25,38.59,NA,11.1,780700,1124700,1197500,"Hubei",109.166017553368,86.2102286882968,359.922487993727,NA
2005,"Xiaogan(city)",420900,"City (Sub-provincial level)",420000,"Hubei (province)",359.73,26.23,37.58,36.19,NA,10.5,945000,1348600,1303700,"Hubei",109.166017553368,86.2102286882968,417.27067132677,NA
2005,"Jingzhou(city)",421000,"City (Sub-provincial level)",420000,"Hubei (province)",393.04,29.75,31.64,38.61,NA,8.1,1169300,1243700,1517400,"Hubei",109.166017553368,86.2102286882968,455.908777856375,NA
2005,"Huanggang(city)",421100,"City (Sub-provincial level)",420000,"Hubei (province)",348.56,33.14,30.94,35.91,NA,9.3,1155300,1078600,1251700,"Hubei",109.166017553368,86.2102286882968,404.313972139268,NA
2005,"Xianning(city)",421200,"City (Sub-provincial level)",420000,"Hubei (province)",203.83,26.3,38.53,35.17,NA,12,536100,785300,716900,"Hubei",109.166017553368,86.2102286882968,236.433661180707,NA
2005,"Suizhou(city)",421300,"City (Sub-provincial level)",420000,"Hubei (province)",193.07,27.02,41.81,31.18,NA,11,521600,807200,601900,"Hubei",109.166017553368,86.2102286882968,223.952543610651,NA
2005,"Enshi Tujia and Miao Autonomous Prefecture",422800,"City (Sub-provincial level)",420000,"Hubei (province)",173.56,NA,NA,NA,NA,8,708800,411600,615200,"Hubei",109.166017553368,86.2102286882968,201.321818351192,NA
2005,"Naqu Region",542400,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",28.6706,NA,NA,NA,NA,12.3875,63738.1836,37431.9173,185535.5753,"Tibet",105.515152381442,86.5333925273892,33.1324118500558,NA
2005,"Ali Areas",542500,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",9.6121,NA,NA,NA,NA,15.7546,22940.2464,14865.7775,58315.3641,"Tibet",105.515152381442,86.5333925273892,11.1079662073316,NA
2005,"Linzhi District",540400,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",24.503,NA,NA,NA,NA,11.1589,41336.4109,82294.6892,121398.4871,"Tibet",105.515152381442,86.5333925273892,28.3162364080946,NA
2005,"Wuxi(city)",320200,"City (Sub-provincial level)",320000,"Jiangsu (province)",2804.68,1.7,60.5,37.8,62323,15.1,481900,16959500,10605400,"Jiangsu",107.434829799681,86.6227807971956,3237.80877753904,71947.5863351846
2005,"Xuzhou(city)",320300,"City (Sub-provincial level)",320000,"Jiangsu (province)",1212.15,14,50.6,35.3,13160,14.3,1699600,6139200,4282700,"Jiangsu",107.434829799681,86.6227807971956,1399.34320838525,15192.3083961143
2005,"Changzhou(city)",320400,"City (Sub-provincial level)",320000,"Jiangsu (province)",1303.36,4.3,61.1,34.6,37207,15.2,565600,7961200,4506800,"Jiangsu",107.434829799681,86.6227807971956,1504.63883519449,42952.9041408984
2005,"Suzhou(city)",320500,"City (Sub-provincial level)",320000,"Jiangsu (province)",4026.52,2.2,66.6,31.2,66766,15.3,886600,26815400,12563200,"Jiangsu",107.434829799681,86.6227807971956,4648.33841969012,77076.7220649669
2005,"Nantong(city)",320600,"City (Sub-provincial level)",320000,"Jiangsu (province)",1472.08,10.9,56.1,33,19060,15.4,1600300,8258500,4862000,"Jiangsu",107.434829799681,86.6227807971956,1699.41438782309,22003.4496983236
2005,"Lianyungang(city)",320700,"City (Sub-provincial level)",320000,"Jiangsu (province)",455.97,20.5,44.2,35.3,9691,14.2,933600,2015200,1610900,"Jiangsu",107.434829799681,86.6227807971956,526.385779587859,11187.588196561
2005,"Huaian(city)",320800,"City (Sub-provincial level)",320000,"Jiangsu (province)",561.81,21.3,45.5,33.1,10683,14.3,1199000,2557500,1861600,"Jiangsu",107.434829799681,86.6227807971956,648.570727965118,12332.7834799156
2005,"Yancheng(city)",320900,"City (Sub-provincial level)",320000,"Jiangsu (province)",1004.9,22.7,44,33.3,12585,14.3,2284800,4421800,3342400,"Jiangsu",107.434829799681,86.6227807971956,1160.08743976104,14528.5107268312
2005,"Yangzhou(city)",321000,"City (Sub-provincial level)",320000,"Jiangsu (province)",922.02,9.7,56.3,34,20251,15,892900,5191700,3135600,"Jiangsu",107.434829799681,86.6227807971956,1064.40822092593,23378.3766967865
2005,"Shijiazhuang(city)",130100,"City (Sub-provincial level)",130000,"Hebei (province)",1786.78,13.87,48.45,37.69,NA,13.7,2477600,8656600,6733500,"Hebei",107.561901106124,86.403312087538,2067.95313377542,NA
2005,"Chengde(city)",130800,"City (Sub-provincial level)",130000,"Hebei (province)",360.29,18.25,50.94,30.81,NA,16.6,657400,1835400,1110100,"Hebei",107.561901106124,86.403312087538,416.986329916356,NA
2005,"Zhangjiakou(city)",130700,"City (Sub-provincial level)",130000,"Hebei (province)",415.79,16.2,44.72,39.08,NA,13.1,673600,1859300,1625000,"Hebei",107.561901106124,86.403312087538,481.219978672519,NA
2005,"Qinhuangdao(city)",130300,"City (Sub-provincial level)",130000,"Hebei (province)",491.15,10.44,38.76,50.8,NA,12.1,512700,1903500,2495200,"Hebei",107.561901106124,86.403312087538,568.438857416021,NA
2005,"Tangshan(city)",130200,"City (Sub-provincial level)",130000,"Hebei (province)",2027.64,11.65,57.29,31.06,NA,15.1,2361900,11617300,6297200,"Hebei",107.561901106124,86.403312087538,2346.71559574676,NA
2005,"Langfang(city)",131000,"City (Sub-provincial level)",130000,"Hebei (province)",621.23,16.22,54.09,29.69,NA,13.1,1007500,3360400,1844300,"Hebei",107.561901106124,86.403312087538,718.988641743978,NA
2005,"Baoding(city)",130600,"City (Sub-provincial level)",130000,"Hebei (province)",1072.14,18.29,48.8,32.91,NA,13.4,1961300,5232000,3528200,"Hebei",107.561901106124,86.403312087538,1240.85521040418,NA
2005,"Cangzhou(city)",130900,"City (Sub-provincial level)",130000,"Hebei (province)",1130.8,11.97,53.4,34.63,NA,17,1354000,6037900,3916100,"Hebei",107.561901106124,86.403312087538,1308.7461263688,NA
2005,"Hengshui(city)",131100,"City (Sub-provincial level)",130000,"Hebei (province)",519.69,17.43,52.97,29.6,NA,14.1,905600,2752900,1538400,"Hebei",107.561901106124,86.403312087538,601.469998596217,NA
2005,"Xingtai (city)",130500,"City (Sub-provincial level)",130000,"Hebei (province)",680.75,18.26,57.3,24.44,NA,13,1243300,3900700,1663500,"Hebei",107.561901106124,86.403312087538,787.87488992356,NA
2005,"Handan (city)",130400,"City (Sub-provincial level)",130000,"Hebei (province)",1157.29,13.66,50.3,36.04,NA,16.3,1580800,5820900,4171200,"Hebei",107.561901106124,86.403312087538,1339.40467331566,NA
2005,"Hohhot(city)",150100,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",743.6618,NA,NA,NA,29049.2891,28.6,471723,2777567,4187328,"Inner Mongolia",109.98895918014,86.5561172036971,859.167236268121,33561.220210048
2005,"Baotou(city)",150200,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",848.6991,NA,NA,NA,35086.159,28.6,310448,4499789,3676754,"Inner Mongolia",109.98895918014,86.5561172036971,980.518913530642,40535.7358133682
2005,"Hulunbeier(city)",150700,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",324.0831,NA,NA,NA,11971,24.4,886469,982538,1371823.9492,"Inner Mongolia",109.98895918014,86.5561172036971,374.419637190192,13830.3338767242
2005,"Xinganmeng",152200,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",120.4207,NA,NA,NA,7513,21.9,405583,341770,456854,"Inner Mongolia",109.98895918014,86.5561172036971,139.124424581809,8679.91800316003
2005,"Tongliao(city)",150500,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",329.3183,NA,NA,NA,10616,23.2,890766,1119572,1282845,"Inner Mongolia",109.98895918014,86.5561172036971,380.467967648084,12264.875485365
2005,"Chifeng(city)",150400,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",347.5633,NA,NA,NA,7894.1424,21.6,922190,1281355,1272088,"Inner Mongolia",109.98895918014,86.5561172036971,401.546778238748,9120.25938204032
2005,"Xilin Gol League",152500,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",169.2189,NA,NA,NA,17092.8182,23.1,331025,820106,541058,"Inner Mongolia",109.98895918014,86.5561172036971,195.501953491939,19747.6720908986
2005,"Wulanchabu(city)",150900,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",230.2063,NA,NA,NA,10591.5022,20.5,552969,923428,825666,"Inner Mongolia",109.98895918014,86.5561172036971,265.961907069195,12236.5726908411
2005,"Bayannao’er(city)",150800,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",217.0292,NA,NA,NA,12560,24,657252,825890,687149.8688,"Inner Mongolia",109.98895918014,86.5561172036971,250.738141926184,14510.8172660309
2005,"Wuhai(city)",150300,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",125.4528,NA,NA,NA,27272,27.7,18877,791429,444222,"Inner Mongolia",109.98895918014,86.5561172036971,144.938109578974,31507.8828407002
2005,"Alashan League",152900,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",64.6313,NA,NA,NA,30587.4586,22.4,41911,380198,224204,"Inner Mongolia",109.98895918014,86.5561172036971,74.6698235641737,35338.297959943
2005,"Urumqi(city)",650100,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",562.5007,1.5,37.1,61.4,25507,13.6,82332,2087519,3455156,"Xinjiang",106.749257349039,82.3938605805992,682.697346666687,30957.4036466571
2005,"Karamay(city)",650200,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",385.7256,0.4,88.5,11.1,88562,8.8,15886,3412237,429133,"Xinjiang",106.749257349039,82.3938605805992,468.148472813306,107486.163866987
2005,"Turpan Prefecture",652100,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",119.7738,10.4,66,23.6,20580,12.4,124661,790079,282998,"Xinjiang",106.749257349039,82.3938605805992,145.36738436092,24977.5891734898
2005,"Kumul Prefecture",652200,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",68.5715,16,31.9,52.1,12865,11.4,109923,218817,356975,"Xinjiang",106.749257349039,82.3938605805992,83.2240406224467,15614.0274400848
2005,"Changji Hui Autonomous Prefecture",652300,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",251.6925,31.5,37.3,31.2,15169,14,793241,939488,784196,"Xinjiang",106.749257349039,82.3938605805992,305.474823277384,18410.3522921606
2005,"Yili Kazakstan Autonomous Prefecture",654000,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",373.0401,33,28.8,38.2,8759,NA,1231731,1075559,1423111,"Xinjiang",106.749257349039,82.3938605805992,452.752301410959,10630.6464320018
2005,"Tacheng Prefecture",654200,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",143.968,41,25.4,33.6,11113,11.7,589909,366241,483530,"Xinjiang",106.749257349039,82.3938605805992,174.731465409571,13487.6554171522
2005,"Altay Prefeture",654300,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",60.5144,31.1,30.2,38.7,10822,9.2,187896,182849,234399,"Xinjiang",106.749257349039,82.3938605805992,73.4452780505456,13134.4737626582
2005,"Bortala Mongol Autonomous Prefecture",652700,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",55.4598,30.9,13.5,55.6,12188,9.7,171561,74641,308396,"Xinjiang",106.749257349039,82.3938605805992,67.310597669772,14792.3642782553
2005,"Bayinguoleng Inner Mongolia Autonomous Prefecture",652800,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",325.6885,15.2,66,18.8,27302,14,496392,2150004,610489,"Xinjiang",106.749257349039,82.3938605805992,395.28248549709,33135.9640240339
2005,"Aksu Prefecture",652900,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",170.4286,39.6,24.5,35.9,7620,13,674296,418108,611882,"Xinjiang",106.749257349039,82.3938605805992,206.846236842226,9248.26188056326
2005,"Kizilsu Kirgiz Autonomous Prefecture",653000,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",17.4718,30.2,15.8,54,3654,7.8,52755,27566,94397,"Xinjiang",106.749257349039,82.3938605805992,21.2052207250427,4434.796445089
2005,"Hotan Prefecture",653200,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",48.7832,45.2,16.2,38.6,2712,12.5,220546,79094,188192,"Xinjiang",106.749257349039,82.3938605805992,59.2073240120595,3291.50737796425
2005,"Ordos(city)",150600,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",594.8228,NA,NA,NA,40169.0134,37,406369,3124529.3186,2417329.1854,"Inner Mongolia",109.98895918014,86.5561172036971,687.210585706117,46408.0583761262
2005,"Shenyang(city)",210100,"City (Prefectural level)",210000,"Liaoning (province)",2084.13,6.1,43.5,50.5,29935,16,1263300,9062900,10515200,"Liaoning",105.357409637757,87.1204180808109,2392.2405859747,34360.4870814933
2005,"Dalian(city)",210200,"City (Prefectural level)",210000,"Liaoning (province)",2152.23,8.5,46.3,45.2,38196,14.2,1833300,9960600,9728400,"Liaoning",105.357409637757,87.1204180808109,2470.40825493243,43842.764809244
2005,"Anshan(city)",210300,"City (Sub-provincial level)",210000,"Liaoning (province)",1018.01,5.5,55,39.5,29338,16.2,560000,5600800,4019300,"Liaoning",105.357409637757,87.1204180808109,1168.50908481146,33675.228661996
2005,"Fushun(city)",210400,"City (Sub-provincial level)",210000,"Liaoning (province)",390.24,7.4,54.3,38.3,17372,13.8,287800,2119200,1495400,"Liaoning",105.357409637757,87.1204180808109,447.931734714613,19940.2165217873
2005,"Benxi(city)",210500,"City (Sub-provincial level)",210000,"Liaoning (province)",343.29,6.4,59.2,34.4,21922,15.1,221000,2031400,1180500,"Liaoning",105.357409637757,87.1204180808109,394.040808759173,25162.8728177884
2005,"Dandong(city)",210600,"City (Sub-provincial level)",210000,"Liaoning (province)",326.32,16.2,41.1,42.7,13502,16.4,528400,1341800,1393000,"Liaoning",105.357409637757,87.1204180808109,374.562022529911,15498.0890788149
2005,"Jinzhou",210700,"City (Sub-provincial level)",210000,"Liaoning (province)",381.94,23.1,36.7,40.3,12397,16,880400,1400700,1538200,"Liaoning",105.357409637757,87.1204180808109,438.404691361468,14229.7296926431
2005,"Yingkou(city)",210800,"City (Sub-provincial level)",210000,"Liaoning (province)",379.59,10.8,51.4,37.8,16487,20.4,410100,1950200,1435600,"Liaoning",105.357409637757,87.1204180808109,435.707275472325,18924.3811763013
2005,"Fuxin(city)",210900,"City (Sub-provincial level)",210000,"Liaoning (province)",142.59,24.9,34.3,40.8,7398,13.5,355200,488600,582200,"Liaoning",105.357409637757,87.1204180808109,163.670013460836,8491.69478633331
2005,"Liaoyang(city)",211000,"City (Sub-provincial level)",210000,"Liaoning (province)",330.06,7.7,61.4,30.9,18135,17,254700,2025400,1020500,"Liaoning",105.357409637757,87.1204180808109,378.854931221569,20816.0158083475
2005,"Panjin(city)",211100,"City (Sub-provincial level)",210000,"Liaoning (province)",441.32,10.6,72.2,17.1,34641,6.4,468600,3187900,756700,"Liaoning",105.357409637757,87.1204180808109,506.563225615655,39762.2058790716
2005,"Tieling(city)",211200,"City (Sub-provincial level)",210000,"Liaoning (province)",264.23,26.4,40.5,33.1,8764,18.1,697000,1071000,874300,"Liaoning",105.357409637757,87.1204180808109,303.292851229096,10059.6395116822
2005,"Chaoyang (city)",211300,"City (Sub-provincial level)",210000,"Liaoning (province)",212.14,26.3,38.7,35,6280,16.6,557500,821700,742100,"Liaoning",105.357409637757,87.1204180808109,243.502045413997,7208.41352503017
2005,"Huludao(city)",211400,"City (Sub-provincial level)",210000,"Liaoning (province)",299.52,14.9,47.6,37.6,10960,13.8,445700,1424400,1125100,"Liaoning",105.357409637757,87.1204180808109,343.80000302819,12580.2885723456
2005,"Zhenjiang(city)",321100,"City (Sub-provincial level)",320000,"Jiangsu (province)",871.67,4.4,60.6,35,32597,15,386900,5281600,3048200,"Jiangsu",107.434829799681,86.6227807971956,1006.28263371132,37630.9784793417
2005,"Taizhou city",321200,"City (Sub-provincial level)",320000,"Jiangsu (province)",822.26,10.9,58,31.1,16366,15,898900,4766500,2557200,"Jiangsu",107.434829799681,86.6227807971956,949.242211382137,18893.413313891
2005,"Suqian(city)",321300,"City (Sub-provincial level)",320000,"Jiangsu (province)",375.93,26.5,43.4,30.1,7188,14.7,996500,1632500,1130300,"Jiangsu",107.434829799681,86.6227807971956,433.98514402365,8298.04808140345
2005,"Ningbo(city)",330200,"City (Prefectural level)",330000,"Zhejiang (province)",2449.31,5.4,54.77,39.83,44156,12.6,1322600,13414600,9755900,"Zhejiang",107.079990139878,88.4484482102489,2769.19499387688,49922.8656844693
2005,"Jiaxing(city)",330400,"City (Sub-provincial level)",330000,"Zhejiang (province)",1159.66,7.28,58.8,33.91,34706,13.2,844500,6819300,3932800,"Zhejiang",107.079990139878,88.4484482102489,1311.11401439559,39238.6759771083
2005,"Huzhou(city)",330500,"City (Sub-provincial level)",330000,"Zhejiang (province)",644.25,9.78,54.83,35.39,25030,14.4,630000,3532700,2279800,"Zhejiang",107.079990139878,88.4484482102489,728.39039354152,28298.9701984389
2005,"Shaoxing(city)",330600,"City (Sub-provincial level)",330000,"Zhejiang (province)",1447.47,6.43,60.31,33.26,33283,13.7,930700,8730000,4814000,"Zhejiang",107.079990139878,88.4484482102489,1636.51260060465,37629.8292095342
2005,"Zhoushan(city)",330900,"City (Sub-provincial level)",330000,"Zhejiang (province)",280.16,14.22,39.71,46.06,28936,18,398400,1112600,1290500,"Zhejiang",107.079990139878,88.4484482102489,316.749480255479,32715.1019441481
2005,"Wenzhou(city)",330300,"City (Sub-provincial level)",330000,"Zhejiang (province)",1596.35,4.06,54.3,41.63,21335,13,648900,8668800,6645800,"Zhejiang",107.079990139878,88.4484482102489,1804.83663908422,24121.3954927564
2005,"Jinhua(city)",330700,"City (Sub-provincial level)",330000,"Zhejiang (province)",1063.54,6.17,53.14,40.69,23482,12.7,656600,5651500,4327200,"Zhejiang",107.079990139878,88.4484482102489,1202.44054194358,26548.7981701855
2005,"Quzhou(city)",330800,"City (Sub-provincial level)",330000,"Zhejiang (province)",329.11,14.97,46.28,38.75,13401,13.9,492700,1523100,1275300,"Zhejiang",107.079990139878,88.4484482102489,372.092452337524,15151.1985469149
2005,"Taizhou(city)",331000,"City (Sub-provincial level)",330000,"Zhejiang (province)",1251.77,8.2,52.58,39.22,22438,13.9,1026400,6581400,4909900,"Zhejiang",107.079990139878,88.4484482102489,1415.25377248501,25368.4495929913
2005,"Lishui(city)",331100,"City (Sub-provincial level)",330000,"Zhejiang (province)",305.99,14.33,44.82,40.85,12189,13.8,438400,1371500,1250000,"Zhejiang",107.079990139878,88.4484482102489,345.952932122266,13780.9088193676
2005,"Fuyang city",341200,"City (Sub-provincial level)",340000,"Anhui (province)",324.61,24.8716,37.0722,38.0561,3761.4137,11.6,1047000,953700,1245400,"Anhui",107.961660664606,86.487038193389,375.327918241526,4349.10684718941
2005,"Lhasa(city)",540100,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",86.7767,NA,NA,NA,NA,14.0458,62857.0779,200858.2795,604051.5592,"Tibet",105.515152381442,86.5333925273892,100.281171771387,NA
2005,"Changdu Region",540300,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",32.4847,NA,NA,NA,NA,9.2079,108144.0489,79713.2295,136989.3433,"Tibet",105.515152381442,86.5333925273892,37.5400744743921,NA
2005,"Shannan Region",540500,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",24.472,NA,NA,NA,NA,10.6518,29455.0219,78904.0473,136361.4146,"Tibet",105.515152381442,86.5333925273892,28.2804120874542,NA
2005,"Rikaze(city)",540200,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",44.0653,NA,NA,NA,NA,11.4442,140673.5109,101293.5318,198685.9251,"Tibet",105.515152381442,86.5333925273892,50.9228850423871,NA
2005,"Xining(city)",630100,"City (Sub-provincial level)",630000,"Qinghai (province)",237.56,4.8,45.7,49.5,11397,14.2,115000,1085800,1174800,"Qinghai",110.718042436037,77.5312172488531,306.405611094045,14699.8852906164
