"Sgnyea","Ctnm_en","Ctnm_id","Cttyp_en","Prvcnm_id","Prvcnm_en.x","Gdpct01","Gdpct02","Gdpct03","Gdpct04","GDP_PerCapita","GDPYoY","GDP_PrimInd","GDP_SecInd","GDP_TerInd","Prvcnm_en.y","Pi0101","rel_cpi_2010","city_rgdp","city_rgdppc"
2010,"Tianjin",120000,"Municipality",120000,"Tianjin (city)",9343.77,1.4096,52.8427,45.7977,73938.3173,17.6,1317100,49375000,42745600,"Tianjin",120.418849898333,100,9343.77,73938.3173
2010,"Changchun(city)",220100,"City (Prefectural level)",220000,"Jilin (province)",3329.0329,7.59,51.66,40.74,43936,15.3,NA,NA,NA,"Jilin",123.095078520079,100,3329.0329,43936
2010,"Jilin(province)",220200,"City (Sub-provincial level)",220000,"Jilin (province)",1800.6376,10.8,49.76,39.44,41479,12.5,NA,NA,NA,"Jilin",123.095078520079,100,1800.6376,41479
2010,"Siping(city)",220300,"City (Sub-provincial level)",220000,"Jilin (province)",779.5527,27.13,42.75,30.12,22942,14.2,NA,NA,NA,"Jilin",123.095078520079,100,779.5527,22942
2010,"Liaoyuan(city)",220400,"City (Sub-provincial level)",220000,"Jilin (province)",410.1426,10.43,56.18,33.39,33137,14.1,NA,NA,NA,"Jilin",123.095078520079,100,410.1426,33137
2010,"Tonghua(city)",220500,"City (Sub-provincial level)",220000,"Jilin (province)",627.0844,10.38,52.12,37.5,27690,17.15,NA,NA,NA,"Jilin",123.095078520079,100,627.0844,27690
2010,"Baishan(city)",220600,"City (Sub-provincial level)",220000,"Jilin (province)",433.167,10.17,60.09,29.74,33524,17.2,NA,NA,NA,"Jilin",123.095078520079,100,433.167,33524
2010,"Songyuan(city)",220700,"City (Sub-provincial level)",220000,"Jilin (province)",1102.8462,17.32,51.51,31.17,38136,12.66,NA,NA,NA,"Jilin",123.095078520079,100,1102.8462,38136
2010,"Baicheng(city)",220800,"City (Sub-provincial level)",220000,"Jilin (province)",445.1802,18.74,45.26,36,21973,19.3,NA,NA,NA,"Jilin",123.095078520079,100,445.1802,21973
2010,"Shanghai",310000,"Municipality",310000,"Shanghai (city)",17915.41,0.6,41.5,57.9,79396,10.2,1144500,74348900,103660700,"Shanghai",120.556004091687,100,17915.41,79396
2010,"Nanjing(city)",320100,"City (Prefectural level)",320000,"Jiangsu (province)",5130.65,2.8,45.4,51.9,65273,13.1,1422900,23278600,26604900,"Jiangsu",124.026068905836,100,5130.65,65273
2010,"Hangzhou(city)",330100,"City (Prefectural level)",330000,"Zhejiang (province)",5949.17,3.5,47.81,48.69,86691,12,2084100,28440700,28966900,"Zhejiang",121.064860160508,100,5949.17,86691
2010,"Nanchang(city)",360100,"City (Sub-provincial level)",360000,"Jiangxi (province)",2200.1059,5.48,53.27,41.25,43769,14,NA,NA,NA,"Jiangxi",122.06625103737,100,2200.1059,43769
2010,"Jingdezhen(city)",360200,"City (Sub-provincial level)",360000,"Jiangxi (province)",461.5001,8.25,60.78,30.97,29155,15.1,NA,NA,NA,"Jiangxi",122.06625103737,100,461.5001,29155
2010,"Pingxiang(city)",360300,"City (Sub-provincial level)",360000,"Jiangxi (province)",520.39,8.13,63.31,28.56,28106,13.7,NA,NA,NA,"Jiangxi",122.06625103737,100,520.39,28106
2010,"Jiujiang (city)",360400,"City (Sub-provincial level)",360000,"Jiangxi (province)",1032.0647,9.5,56.17,34.33,21862,14.3,NA,NA,NA,"Jiangxi",122.06625103737,100,1032.0647,21862
2010,"Xinyu(city)",360500,"City (Sub-provincial level)",360000,"Jiangxi (province)",631.2212,6,63.9,30.1,55492,15.6,NA,NA,NA,"Jiangxi",122.06625103737,100,631.2212,55492
2010,"Yingtan(city)",360600,"City (Sub-provincial level)",360000,"Jiangxi (province)",344.8865,9.51,62.78,27.71,30769,14.1,NA,NA,NA,"Jiangxi",122.06625103737,100,344.8865,30769
2010,"Ganzhou(city)",360700,"City (Sub-provincial level)",360000,"Jiangxi (province)",1119.7412,18.92,44.36,36.72,13322,13.8,NA,NA,NA,"Jiangxi",122.06625103737,100,1119.7412,13322
2010,"Ji'an(city)",360800,"City (Sub-provincial level)",360000,"Jiangxi (province)",720.5251,19.85,50.48,29.67,14969,14.2,NA,NA,NA,"Jiangxi",122.06625103737,100,720.5251,14969
2010,"Yichun city",360900,"City (Sub-provincial level)",360000,"Jiangxi (province)",870.0005,18.96,56.58,24.47,16075,14.1,NA,NA,NA,"Jiangxi",122.06625103737,100,870.0005,16075
2010,"Fu zhou(city)",361000,"City (Sub-provincial level)",360000,"Jiangxi (province)",630.0124,19.02,49.91,31.06,16083,15.01,NA,NA,NA,"Jiangxi",122.06625103737,100,630.0124,16083
2010,"Shangrao(city)",361100,"City (Sub-provincial level)",360000,"Jiangxi (province)",901.0029,16.86,50.96,32.18,13741,14.8,NA,NA,NA,"Jiangxi",122.06625103737,100,901.0029,13741
2010,"Jinan(city)",370100,"City (Prefectural level)",370000,"Shandong (province)",3910.5271,5.5,41.87,52.62,57966,12.65,NA,NA,NA,"Shandong",123.400622384061,100,3910.5271,57966
2010,"Qingdao(city)",370200,"City (Prefectural level)",370000,"Shandong (province)",5666.19,4.89,48.69,46.43,65827,12.9,NA,NA,NA,"Shandong",123.400622384061,100,5666.19,65827
2010,"Zibo(city)",370300,"City (Sub-provincial level)",370000,"Shandong (province)",2866.75,3.67,61.62,34.7,63397,13.71,NA,NA,NA,"Shandong",123.400622384061,100,2866.75,63397
2010,"Zaozhuang(city)",370400,"City (Sub-provincial level)",370000,"Shandong (province)",1362.0361,8.63,60.08,31.28,36839,12.6,NA,NA,NA,"Shandong",123.400622384061,100,1362.0361,36839
2010,"Dongying(city)",370500,"City (Sub-provincial level)",370000,"Shandong (province)",2359.94,3.7,72.55,23.74,116448,13.4,NA,NA,NA,"Shandong",123.400622384061,100,2359.94,116448
2010,"Yantai(city)",370600,"City (Sub-provincial level)",370000,"Shandong (province)",4358.46,7.67,58.89,33.44,62254,14.1,NA,NA,NA,"Shandong",123.400622384061,100,4358.46,62254
2010,"Weifang(city)",370700,"City (Sub-provincial level)",370000,"Shandong (province)",3090.92,10.69,55.66,33.65,34273,13.3,NA,NA,NA,"Shandong",123.400622384061,100,3090.92,34273
2010,"Ji’ning(city)",370800,"City (Sub-provincial level)",370000,"Shandong (province)",2542.82,12.6,53.35,34.05,31561,12.9,NA,NA,NA,"Shandong",123.400622384061,100,2542.82,31561
2010,"Tai’an(city)",370900,"City (Sub-provincial level)",370000,"Shandong (province)",2051.68,9.52,53.59,36.89,37390,13.7,NA,NA,NA,"Shandong",123.400622384061,100,2051.68,37390
2010,"Weihai(city)",371000,"City (Sub-provincial level)",370000,"Shandong (province)",1944.7,7.92,55.9,36.19,76778,12.73,NA,NA,NA,"Shandong",123.400622384061,100,1944.7,76778
2010,"Rizhao(city)",371100,"City (Sub-provincial level)",370000,"Shandong (province)",1025.08,9.78,54.78,35.44,36883,12.5,NA,NA,NA,"Shandong",123.400622384061,100,1025.08,36883
2010,"Laiwu(city)",371200,"City (Sub-provincial level)",370000,"Shandong (province)",546.33,7.07,60.44,32.5,42397,12,NA,NA,NA,"Shandong",123.400622384061,100,546.33,42397
2010,"Linyi(city)",371300,"City (Sub-provincial level)",370000,"Shandong (province)",2399.99,11,50.26,38.74,23886,12.9,NA,NA,NA,"Shandong",123.400622384061,100,2399.99,23886
2010,"Dezhou(city)",371400,"City (Sub-provincial level)",370000,"Shandong (province)",1657.82,12.7,54.26,33.04,29772,12.9,NA,NA,NA,"Shandong",123.400622384061,100,1657.82,29772
2010,"Liaocheng(city)",371500,"City (Sub-provincial level)",370000,"Shandong (province)",1622.38,13.66,56.96,29.38,28464,13.2,NA,NA,NA,"Shandong",123.400622384061,100,1622.38,28464
2010,"Binzhou(city)",371600,"City (Sub-provincial level)",370000,"Shandong (province)",1551.5164,10.02,54.61,35.37,41661,13.49,NA,NA,NA,"Shandong",123.400622384061,100,1551.5164,41661
2010,"Heze(city)",371700,"City (Sub-provincial level)",370000,"Shandong (province)",1227.09,17.94,52.85,29.2,14841,14.3,NA,NA,NA,"Shandong",123.400622384061,100,1227.09,14841
2010,"Changsha(city)",430100,"City (Sub-provincial level)",430000,"Hunan (province)",4547.0573,4.44,53.6,41.96,66443,15.5,NA,NA,NA,"Hunan",128.476382709658,100,4547.0573,66443
2010,"Zhuzhou(city)",430200,"City (Sub-provincial level)",430000,"Hunan (province)",1275.4805,9.71,57.77,32.52,33604,15.4,NA,NA,NA,"Hunan",128.476382709658,100,1275.4805,33604
2010,"Xiangtan(city)",430300,"City (Sub-provincial level)",430000,"Hunan (province)",894.005,10.74,55.86,33.4,32321,15.2,NA,NA,NA,"Hunan",128.476382709658,100,894.005,32321
2010,"Hengyang(city)",430400,"City (Sub-provincial level)",430000,"Hunan (province)",1420.3377,18.62,45.46,35.92,20419,15.1,NA,NA,NA,"Hunan",128.476382709658,100,1420.3377,20419
2010,"Shaoyang(city)",430500,"City (Sub-provincial level)",430000,"Hunan (province)",727.2893,23.89,38.23,37.89,10468,14.6,NA,NA,NA,"Hunan",128.476382709658,100,727.2893,10468
2010,"Yueyang(city)",430600,"City (Sub-provincial level)",430000,"Hunan (province)",1539.3576,14,54.19,31.8,28110,14.78,NA,NA,NA,"Hunan",128.476382709658,100,1539.3576,28110
2010,"Changde(city)",430700,"City (Sub-provincial level)",430000,"Hunan (province)",1491.5686,18.78,45.94,35.28,26551,15.2,NA,NA,NA,"Hunan",128.476382709658,100,1491.5686,26551
2010,"Zhangjiajie(city)",430800,"City (Sub-provincial level)",430000,"Hunan (province)",242.4785,12.88,24.77,62.35,16238,15.22,NA,NA,NA,"Hunan",128.476382709658,100,242.4785,16238
2010,"Yiyang(city)",430900,"City (Sub-provincial level)",430000,"Hunan (province)",712.2748,22.8,40.49,36.71,16839,14.7,NA,NA,NA,"Hunan",128.476382709658,100,712.2748,16839
2010,"Chenzhou(city)",431000,"City (Sub-provincial level)",430000,"Hunan (province)",1081.7632,11.72,54.95,33.33,24015,15.17,NA,NA,NA,"Hunan",128.476382709658,100,1081.7632,24015
2010,"Yongzhou(city)",431100,"City (Sub-provincial level)",430000,"Hunan (province)",767.0148,24.84,36.33,38.83,14874,14.35,NA,NA,NA,"Hunan",128.476382709658,100,767.0148,14874
2010,"Huaihua(city)",431200,"City (Sub-provincial level)",430000,"Hunan (province)",674.9227,14.44,42.8,42.76,14371,14.8,NA,NA,NA,"Hunan",128.476382709658,100,674.9227,14371
2010,"Loudi(city)",431300,"City (Sub-provincial level)",430000,"Hunan (province)",678.7067,14.7,53.76,31.54,17569,14.3,NA,NA,NA,"Hunan",128.476382709658,100,678.7067,17569
2010,"Guangzhou(city)",440100,"City (Prefectural level)",440000,"Guangdong (province)",10748.2828,1.75,37.24,61.01,103625,13.2,NA,NA,NA,"Guangdong",118.037167813506,100,10748.2828,103625
2010,"Shaoguan(city)",440200,"City (Sub-provincial level)",440000,"Guangdong (province)",683.1033,14.04,41.78,44.18,22995,12.5,NA,NA,NA,"Guangdong",118.037167813506,100,683.1033,22995
2010,"Shenzhen",440300,"City (Prefectural level)",440000,"Guangdong (province)",9581.5101,0.07,47.21,52.72,106880,12.2,NA,NA,NA,"Guangdong",118.037167813506,100,9581.5101,106880
2010,"Zhuhai",440400,"City (Sub-provincial level)",440000,"Guangdong (province)",1208.5958,2.68,54.77,42.55,80697,12.9,NA,NA,NA,"Guangdong",118.037167813506,100,1208.5958,80697
2010,"Shantou",440500,"City (Sub-provincial level)",440000,"Guangdong (province)",1208.9743,5.34,56.1,38.56,23600,13.9,NA,NA,NA,"Guangdong",118.037167813506,100,1208.9743,23600
2010,"Foshan(city)",440600,"City (Sub-provincial level)",440000,"Guangdong (province)",5651.5223,1.86,62.68,35.45,93983,14.3,NA,NA,NA,"Guangdong",118.037167813506,100,5651.5223,93983
2010,"Jiangmen(city)",440700,"City (Sub-provincial level)",440000,"Guangdong (province)",1570.4191,7.45,55.54,37.01,37313,14.5,NA,NA,NA,"Guangdong",118.037167813506,100,1570.4191,37313
2010,"Zhan jiang(city)",440800,"City (Sub-provincial level)",440000,"Guangdong (province)",1405.063,20.59,41.11,38.3,20081,14.2,NA,NA,NA,"Guangdong",118.037167813506,100,1405.063,20081
2010,"Maoming(city)",440900,"City (Sub-provincial level)",440000,"Guangdong (province)",1492.0857,18.4,39.59,42.01,23961,13,NA,NA,NA,"Guangdong",118.037167813506,100,1492.0857,23961
2010,"Zhaoqing(city)",441200,"City (Sub-provincial level)",440000,"Guangdong (province)",1085.868,17.52,42.06,40.42,27836,17.5,NA,NA,NA,"Guangdong",118.037167813506,100,1085.868,27836
2010,"Huizhou(city)",441300,"City (Sub-provincial level)",440000,"Guangdong (province)",1729.9543,5.92,58.94,35.15,43397,17.99,NA,NA,NA,"Guangdong",118.037167813506,100,1729.9543,43397
2010,"Meizhou(city)",441400,"City (Sub-provincial level)",440000,"Guangdong (province)",612.8522,20.27,41.19,38.54,14736,14.1,NA,NA,NA,"Guangdong",118.037167813506,100,612.8522,14736
2010,"Shanwei(city)",441500,"City (Sub-provincial level)",440000,"Guangdong (province)",465.0789,16.68,45.73,37.59,15787,18.1,NA,NA,NA,"Guangdong",118.037167813506,100,465.0789,15787
2010,"Heyuan(city)",441600,"City (Sub-provincial level)",440000,"Guangdong (province)",475.1396,12.72,51.45,35.83,16301,13.3,NA,NA,NA,"Guangdong",118.037167813506,100,475.1396,16301
2010,"Yangjiang(city)",441700,"City (Sub-provincial level)",440000,"Guangdong (province)",639.8389,21.92,42.45,35.62,26694,16.8,NA,NA,NA,"Guangdong",118.037167813506,100,639.8389,26694
2010,"Qingyuan(city)",441800,"City (Sub-provincial level)",440000,"Guangdong (province)",1088.1841,11.03,56.64,32.33,28326,17.8,NA,NA,NA,"Guangdong",118.037167813506,100,1088.1841,28326
2010,"Dongguan(city)",441900,"City (Sub-provincial level)",440000,"Guangdong (province)",4246.4527,0.39,50.89,48.72,66351,10.3,NA,NA,NA,"Guangdong",118.037167813506,100,4246.4527,66351
2010,"Zhongshan(city)",442000,"City (Sub-provincial level)",440000,"Guangdong (province)",1850.6521,2.74,58.04,39.22,73348,13.9,NA,NA,NA,"Guangdong",118.037167813506,100,1850.6521,73348
2010,"Chaozhou(city)",445100,"City (Sub-provincial level)",440000,"Guangdong (province)",559.2431,7.21,55.31,37.47,21663,14.1,NA,NA,NA,"Guangdong",118.037167813506,100,559.2431,21663
2010,"Jieyang(city)",445200,"City (Sub-provincial level)",440000,"Guangdong (province)",1009.5114,10.98,57.36,31.66,17373,19.6,NA,NA,NA,"Guangdong",118.037167813506,100,1009.5114,17373
2010,"Yunfu(city)",445300,"City (Sub-provincial level)",440000,"Guangdong (province)",400.9741,25.12,41.18,33.7,16391,13.8,NA,NA,NA,"Guangdong",118.037167813506,100,400.9741,16391
2010,"Haikou(city)",460100,"City (Sub-provincial level)",460000,"Hainan (province)",617.1948,7.5,24.1,68.4,38731,18.2,459936,1488138,4223874,"Hainan",124.783494147007,100,617.1948,38731
2010,"Sanya(city)",460200,"City (Sub-provincial level)",460000,"Hainan (province)",242.2143,15.9,20.7,63.4,42977,19.9,383811,502189,1536143,"Hainan",124.783494147007,100,242.2143,42977
2010,"Chongqing",5e+05,"Municipality",5e+05,"Chongqing (city)",8065.26,8.1,44.9,47,28084,17.2,6494800,36241200,37916600,"Chongqing",118.311606629,100,8065.26,28084
2010,"Shangluo(city)",611000,"City (Sub-provincial level)",610000,"Shaanxi (province)",264.074,20.3,41.21,38.49,11264,12.7,576900,918040,1145800,"Shaanxi",124.937327476977,100,264.074,11264
2010,"Yin chuan(city)",640100,"City (Sub-provincial level)",640000,"Ningxia Hui Autonomous Region",792.614,NA,NA,NA,NA,NA,402858.1061,4002447.7064,3520834.0648,"Ningxia",131.519184143768,100,792.614,NA
2010,"Shizuishan(city)",640200,"City (Sub-provincial level)",640000,"Ningxia Hui Autonomous Region",298.5969,NA,NA,NA,NA,NA,179877.09,1870482.98,935608.8175,"Ningxia",131.519184143768,100,298.5969,NA
2010,"Wuzhong(city)",640300,"City (Sub-provincial level)",640000,"Ningxia Hui Autonomous Region",217.1604,NA,NA,NA,NA,NA,371847.8,1106439.4105,693316.9702,"Ningxia",131.519184143768,100,217.1604,NA
2010,"Gu Yuan(city)",640400,"City (Sub-provincial level)",640000,"Ningxia Hui Autonomous Region",105.8014,NA,NA,NA,NA,NA,308622,226822,522570,"Ningxia",131.519184143768,100,105.8014,NA
2010,"Zhongwei(city)",640500,"City (Sub-provincial level)",640000,"Ningxia Hui Autonomous Region",173.1892,NA,NA,NA,NA,NA,329697.8855,706621.641,695572.2859,"Ningxia",131.519184143768,100,173.1892,NA
2010,"Ordos(city)",150600,"City (Sub-provincial level)",150000,"Inner Mongolia Autonomous Region",2643.23,NA,NA,NA,138109,19,708100,15514300,10209800,"Inner Mongolia",127.072427384071,100,2643.23,138109
2010,"Shenyang(city)",210100,"City (Prefectural level)",210000,"Liaoning (province)",5017.54,4.6,50.4,45,62357,14.13,2327500,25299300,22548600,"Liaoning",120.933085445056,100,5017.54,62357
2010,"Dalian(city)",210200,"City (Prefectural level)",210000,"Liaoning (province)",5158.16,6.7,50.9,42.4,77704,15.2,3451000,26244900,21885700,"Liaoning",120.933085445056,100,5158.16,77704
2010,"Anshan(city)",210300,"City (Sub-provincial level)",210000,"Liaoning (province)",2125.01,4.4,54.3,41.3,58426,16,930100,11543700,8776300,"Liaoning",120.933085445056,100,2125.01,58426
2010,"Fushun(city)",210400,"City (Sub-provincial level)",210000,"Liaoning (province)",895.16,6.1,58.7,35.2,41810,17.02,548200,5254600,3148800,"Liaoning",120.933085445056,100,895.16,41810
2010,"Benxi(city)",210500,"City (Sub-provincial level)",210000,"Liaoning (province)",860.37,5,62.3,32.7,50612,16,433500,5360100,2810100,"Liaoning",120.933085445056,100,860.37,50612
2010,"Dandong(city)",210600,"City (Sub-provincial level)",210000,"Liaoning (province)",728.89,13.7,51.2,35.1,29893,15.8,1000900,3731900,2556100,"Liaoning",120.933085445056,100,728.89,29893
2010,"Jinzhou",210700,"City (Sub-provincial level)",210000,"Liaoning (province)",912.63,16.6,47.6,35.8,29264,16.2,1513100,4345500,3267700,"Liaoning",120.933085445056,100,912.63,29264
2010,"Yingkou(city)",210800,"City (Sub-provincial level)",210000,"Liaoning (province)",1002.45,7.7,55.3,37,41452,17.8,772300,5546700,3705500,"Liaoning",120.933085445056,100,1002.45,41452
2010,"Fuxin(city)",210900,"City (Sub-provincial level)",210000,"Liaoning (province)",378.87,24.5,41.8,33.7,20819,17.5,926600,1584600,1277500,"Liaoning",120.933085445056,100,378.87,20819
2010,"Liaoyang(city)",211000,"City (Sub-provincial level)",210000,"Liaoning (province)",735.43,6.2,63.2,30.6,39686,16,458600,4651400,2244300,"Liaoning",120.933085445056,100,735.43,39686
2010,"Panjin(city)",211100,"City (Sub-provincial level)",210000,"Liaoning (province)",926.32,8.8,66.6,24.6,66976,16.4,815200,6164900,2283100,"Liaoning",120.933085445056,100,926.32,66976
2010,"Tieling(city)",211200,"City (Sub-provincial level)",210000,"Liaoning (province)",722.13,19.7,52.8,27.5,26556,16,1421800,3810300,1989200,"Liaoning",120.933085445056,100,722.13,26556
2010,"Chaoyang (city)",211300,"City (Sub-provincial level)",210000,"Liaoning (province)",656.41,20.7,50.7,28.6,21536,16.6,1358000,3325500,1880600,"Liaoning",120.933085445056,100,656.41,21536
2010,"Huludao(city)",211400,"City (Sub-provincial level)",210000,"Liaoning (province)",531.45,13.5,46.5,40,20302,15.5,716300,2470200,2128000,"Liaoning",120.933085445056,100,531.45,20302
2010,"Zhenjiang(city)",321100,"City (Sub-provincial level)",320000,"Jiangsu (province)",1987.64,4.1,56.4,39.5,64284,13.3,815300,11206300,7854800,"Jiangsu",124.026068905836,100,1987.64,64284
2010,"Taizhou city",321200,"City (Sub-provincial level)",320000,"Jiangsu (province)",2048.72,7.4,55,37.6,44118,13.5,1516500,11258500,7712200,"Jiangsu",124.026068905836,100,2048.72,44118
2010,"Suqian(city)",321300,"City (Sub-provincial level)",320000,"Jiangsu (province)",1064.09,17.6,45,37.4,22525,13.7,1870900,4791400,3978600,"Jiangsu",124.026068905836,100,1064.09,22525
2010,"Ningbo(city)",330200,"City (Prefectural level)",330000,"Zhejiang (province)",5163,4.24,55.6,40.15,90175,12.5,2191300,28706900,20731800,"Zhejiang",121.064860160508,100,5163,90175
2010,"Jiaxing(city)",330400,"City (Sub-provincial level)",330000,"Zhejiang (province)",2300.2,5.52,58.24,36.24,67534,13.7,1270000,13395700,8336300,"Zhejiang",121.064860160508,100,2300.2,67534
2010,"Huzhou(city)",330500,"City (Sub-provincial level)",330000,"Zhejiang (province)",1301.73,8.01,54.93,37.07,50149,12.1,1042200,7150100,4825000,"Zhejiang",121.064860160508,100,1301.73,50149
2010,"Shaoxing(city)",330600,"City (Sub-provincial level)",330000,"Zhejiang (province)",2795.2,5.35,56.05,38.6,63770,11,1496700,15666100,10789300,"Zhejiang",121.064860160508,100,2795.2,63770
2010,"Zhoushan(city)",330900,"City (Sub-provincial level)",330000,"Zhejiang (province)",644.32,9.63,45.52,44.85,66581,11.3,620200,2932900,2890000,"Zhejiang",121.064860160508,100,644.32,66581
2010,"Wenzhou(city)",330300,"City (Sub-provincial level)",330000,"Zhejiang (province)",2925.04,3.2,52.43,44.37,37359,11.1,936900,15334600,12978900,"Zhejiang",121.064860160508,100,2925.04,37359
2010,"Jinhua(city)",330700,"City (Sub-provincial level)",330000,"Zhejiang (province)",2110.04,5.12,51.47,43.41,45031,12.6,1080300,10860200,9020500,"Zhejiang",121.064860160508,100,2110.04,45031
2010,"Quzhou(city)",330800,"City (Sub-provincial level)",330000,"Zhejiang (province)",755.48,8.56,54.86,36.58,30153,13.5,646800,4144600,2763400,"Zhejiang",121.064860160508,100,755.48,30153
2010,"Taizhou(city)",331000,"City (Sub-provincial level)",330000,"Zhejiang (province)",2426.45,6.61,51.69,41.69,41777,13.2,1604200,12543300,10117000,"Zhejiang",121.064860160508,100,2426.45,41777
2010,"Lishui(city)",331100,"City (Sub-provincial level)",330000,"Zhejiang (province)",663.29,9.49,49.54,40.97,24913,12.9,629300,3286000,2589700,"Zhejiang",121.064860160508,100,663.29,24913
2010,"Fuyang city",341200,"City (Sub-provincial level)",340000,"Anhui (province)",721.5098,27.3,39.1898,33.4595,9527.8845,13.6,1973379,2827584.6083,2414134.5868,"Anhui",124.829873839821,100,721.5098,9527.8845
2010,"Lhasa(city)",540100,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",178.91,NA,NA,NA,NA,13,91400,557600,1140100,"Tibet",121.93576294613,100,178.91,NA
2010,"Changdu Region",540300,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",67.07,NA,NA,NA,NA,12.1,150100,263000,257600,"Tibet",121.93576294613,100,67.07,NA
2010,"Shannan Region",540500,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",53.05,NA,NA,NA,NA,12.3,39800,246700,244000,"Tibet",121.93576294613,100,53.05,NA
2010,"Rikaze(city)",540200,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",86.4,NA,NA,NA,NA,11.7,206700,216000,441300,"Tibet",121.93576294613,100,86.4,NA
2010,"Naqu Region",542400,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",51.15,NA,NA,NA,NA,11.3,97200,141900,272400,"Tibet",121.93576294613,100,51.15,NA
2010,"Ali Areas",542500,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",18.48,NA,NA,NA,NA,11.5,36500,47100,101200,"Tibet",121.93576294613,100,18.48,NA
2010,"Linzhi District",540400,"City (Sub-provincial level)",540000,"Tibet Autonomous Region",53.69,NA,NA,NA,NA,13,59600,168000,309300,"Tibet",121.93576294613,100,53.69,NA
2010,"Xining(city)",630100,"City (Sub-provincial level)",630000,"Qinghai (province)",628.28,3.9,51,45.1,28428,18.2,244700,3207600,2830500,"Qinghai",142.804468141735,100,628.28,28428
2010,"Haidong Prefecture",630200,"City (Sub-provincial level)",630000,"Qinghai (province)",173.31,20.7,38.9,40.5,10790,15.2,358300,673700,701100,"Qinghai",142.804468141735,100,173.31,10790
2010,"Haibei Tibetan Autonomous Prefecture",632200,"City (Sub-provincial level)",630000,"Qinghai (province)",54.53,19.1,50.4,30.5,19358,19.5,104200,274900,166200,"Qinghai",142.804468141735,100,54.53,19358
2010,"Huangnan Tibetan Autonomous Prefecture",632300,"City (Sub-provincial level)",630000,"Qinghai (province)",43.68,29.3,40.3,30.4,17888,12.64,128100,176200,132500,"Qinghai",142.804468141735,100,43.68,17888
2010,"Hainan(province)",632500,"City (Sub-provincial level)",630000,"Qinghai (province)",69.89,26.8,44.2,29,15690,17.7,187300,308600,203000,"Qinghai",142.804468141735,100,69.89,15690
2010,"Guoluo Tibetan Autonomous Prefecture",632600,"City (Sub-provincial level)",630000,"Qinghai (province)",20.43,21.5,41.7,36.8,11243,17.4,44000,85200,75100,"Qinghai",142.804468141735,100,20.43,11243
2010,"Yushu Tibetan Autonomous Prefecture",632700,"City (Sub-provincial level)",630000,"Qinghai (province)",31.86,56.4,22.9,20.7,8531,20.4,179800,72800,66000,"Qinghai",142.804468141735,100,31.86,8531
2010,"Haixi Mongolian-Tibetan Autonomous Prefecture",632800,"City (Sub-provincial level)",630000,"Qinghai (province)",365.49,2.8,79.1,18.1,78180,18.3,102800,2889700,662400,"Qinghai",142.804468141735,100,365.49,78180
2010,"Guiyang(city)",520100,"City (Sub-provincial level)",520000,"Guizhou (province)",1121.82,5.1,40.7,54.2,26209,14.3,571000,4569500,6077700,"Guizhou",126.151737362394,100,1121.82,26209
2010,"Liupanshui(city)",520200,"City (Sub-provincial level)",520000,"Guizhou (province)",500.63,5.8,60.6,33.6,17462,15.8,292200,3032200,1681900,"Guizhou",126.151737362394,100,500.63,17462
2010,"Zunyi(city)",520300,"City (Sub-provincial level)",520000,"Guizhou (province)",908.76,15.4,41.8,42.8,14650,14.7,1402200,3796900,3888500,"Guizhou",126.151737362394,100,908.76,14650
2010,"Anshun(city)",520400,"City (Sub-provincial level)",520000,"Guizhou (province)",232.9,17.3,38,44.7,10014,12.1,403000,886000,1040000,"Guizhou",126.151737362394,100,232.9,10014
2010,"Tongren(city)",520600,"City (Sub-provincial level)",520000,"Guizhou (province)",293.62,32.5,26.3,41.2,9304,12.9,954300,772200,1209700,"Guizhou",126.151737362394,100,293.62,9304
2010,"Buyi and Miao Autonomous Prefecture of Southwest Guizhou Province",522300,"City (Sub-provincial level)",520000,"Guizhou (province)",307.13,18.2,36.1,45.7,10839,12.1,557900,1109400,1404000,"Guizhou",126.151737362394,100,307.13,10839
2010,"Bijie(city)",520500,"City (Sub-provincial level)",520000,"Guizhou (province)",600.8539,20.6984,43.2269,36.0747,9113,14.6,1243670,2597307,2167562,"Guizhou",126.151737362394,100,600.8539,9113
2010,"Qiandongnan Miao & Dong Autonomous Prefecture",522600,"City (Sub-provincial level)",520000,"Guizhou (province)",312.57,24.0202,30.1085,45.8713,8839,14.2,750800,941100,1433800,"Guizhou",126.151737362394,100,312.57,8839
2010,"Qiannan Buyi & Miao Autonomous Prefecture",522700,"City (Sub-provincial level)",520000,"Guizhou (province)",356.6846,19.7,39.9,40.4,10861,14.2,701255,1424820,1440771,"Guizhou",126.151737362394,100,356.6846,10861
2010,"Urumqi(city)",650100,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",1338.5172,1.5,44.9,53.6,43039,12.3,199424,6004066,7181682,"Xinjiang",129.559722771595,100,1338.5172,43039
2010,"Karamay(city)",650200,"City (Sub-provincial level)",650000,"Xinjiang Uygur Autonomous Region",711.3532,0.5,89.7,9.8,121387,17.4,35171,6384205,694156,"Xinjiang",129.559722771595,100,711.3532,121387
