province,province_id,city,city_id,year,urban_anpp,agriculture_anpp,overall_anpp
河北省,130000,衡水市,131100,2001,165.90822964578263,193.69723356202593,193.3266069007444
河北省,130000,廊坊市,131000,2001,168.3015476110844,193.7645086373277,193.18152375791723
河北省,130000,秦皇岛市,130300,2001,260.6663751413254,352.0397370755813,346.8380447637135
河北省,130000,石家庄市,130100,2001,204.75712863032496,227.1616726272422,229.07965057285094
河北省,130000,唐山市,130200,2001,218.27980730548353,269.5894228670854,265.5781291218847
河北省,130000,邢台市,130500,2001,175.32144786086909,208.03032173565154,207.59296180389288
河北省,130000,张家口市,130700,2001,182.41236263736263,222.9985896395491,223.6407418459947
河南省,410000,安阳市,410500,2001,238.50226691414477,241.84757171955002,244.3016765369488
河南省,410000,鹤壁市,410600,2001,190.90239370934393,228.09445507457417,226.96516222733976
河南省,410000,焦作市,410800,2001,229.13474818185026,276.95091638267587,268.446973368686
河南省,410000,开封市,410200,2001,219.43571428571425,261.29592092356194,260.908146386897
河南省,410000,洛阳市,410300,2001,258.5014411868597,318.41156881690625,330.91161311636796
河南省,410000,漯河市,411100,2001,238.0827272727274,298.4862978306712,297.58219133783865
河南省,410000,南阳市,411300,2001,264.12830609212483,316.93627339148463,342.45289520351037
河南省,410000,平顶山市,410400,2001,216.06440115513226,305.0833003114405,297.8051826408294
河南省,410000,濮阳市,410900,2001,218.1833962755567,247.25658118994798,247.06427051053168
河南省,410000,三门峡市,411200,2001,231.8586682427108,332.29388232525594,332.46120445534564
河南省,410000,商丘市,411400,2001,261.57277338762555,312.2127250910224,311.83419081791754
河南省,410000,新乡市,410700,2001,221.8710960232784,251.11103989175226,246.09146307277535
河南省,410000,信阳市,411500,2001,261.7438608433515,307.6206743700508,314.42023466549887
河南省,410000,许昌市,411000,2001,243.52840165119773,289.45288991473836,288.5191749607971
河南省,410000,郑州市,410100,2001,219.31093207008817,258.61610969370264,254.86296051581326
河南省,410000,周口市,411600,2001,227.42238537050073,290.4977832965843,290.20060340463976
河南省,410000,驻马店市,411700,2001,239.5498168498169,317.96142805338076,316.14289352982723
黑龙江省,230000,大庆市,230600,2001,118.48954789833822,187.07981032002172,186.52602134981063
黑龙江省,230000,哈尔滨市,230100,2001,211.3436781609196,305.0217563662977,379.780068681721
黑龙江省,230000,鹤岗市,230400,2001,207.5964285714286,307.1830430208219,362.5469513449556
黑龙江省,230000,黑河市,231100,2001,183.348,319.99425734468406,370.59876721702426
黑龙江省,230000,鸡西市,230300,2001,236.68750000000006,396.4290012545143,449.0417481016403
黑龙江省,230000,佳木斯市,230800,2001,213.45773229905927,332.8025148214349,353.02774786026424
黑龙江省,230000,牡丹江市,231000,2001,279.2852760736197,427.1174129021847,555.2260688079035
黑龙江省,230000,七台河市,230900,2001,222.77222222222224,340.9843421091788,394.9297535736279
黑龙江省,230000,齐齐哈尔市,230200,2001,146.28009049773763,216.49372138126273,217.65794714079684
黑龙江省,230000,双鸭山市,230500,2001,218.476,351.2170813438161,421.51500713454294
黑龙江省,230000,绥化市,231200,2001,167.44072041806646,238.74524437949395,259.73775918877385
黑龙江省,230000,伊春市,230700,2001,223.815,339.4442626712074,405.6466162740261
湖北省,420000,鄂州市,420700,2001,299.195016934801,410.694886039907,382.01984921655657
湖北省,420000,黄冈市,421100,2001,318.73963413515344,440.3325746880283,452.0239631859622
湖北省,420000,黄石市,420200,2001,334.4147855887095,492.89782305707473,510.76087026419634
湖北省,420000,荆门市,420800,2001,279.3946058091286,358.74356509965185,341.4885252440444
湖北省,420000,荆州市,421000,2001,276.99365840807053,382.688595098134,378.6827885431446
湖北省,420000,十堰市,420300,2001,361.59564529355976,492.32503019753756,497.9330468589596
湖北省,420000,随州市,421300,2001,258.7093167701864,329.699090592002,330.37033769389456
湖北省,420000,武汉市,420100,2001,265.70897668503596,365.6287014050112,339.3356315101658
湖北省,420000,咸宁市,421200,2001,338.0424731182796,463.2613983740416,516.7685210343479
湖北省,420000,襄阳市,420600,2001,263.92374995990883,335.4937446301601,382.2335307460405
湖北省,420000,孝感市,420900,2001,267.4963682006085,314.8685372378592,310.75086902407713
湖北省,420000,宜昌市,420500,2001,337.7325791855204,442.80295388787766,550.5696328502256
湖南省,430000,常德市,430700,2001,284.93920454545446,442.5392748109352,489.69007495628557
湖南省,430000,郴州市,431000,2001,400.0964601769911,679.5796653544216,743.3508651790502
湖南省,430000,衡阳市,430400,2001,341.0542857142857,502.73938853392673,540.2360995668593
湖南省,430000,怀化市,431200,2001,410.7134615384615,575.0547475982792,651.0815577696095
湖南省,430000,娄底市,431300,2001,342.09384615384624,548.4942509323785,567.2334725822769
湖南省,430000,邵阳市,430500,2001,359.1282051282051,610.4494608023484,665.0912034400365
湖南省,430000,湘潭市,430300,2001,363.7133550488599,463.75162018789604,509.03666660369464
湖南省,430000,益阳市,430900,2001,286.9935219944171,423.6736032148922,471.2151654755173
湖南省,430000,永州市,431100,2001,313.4045454545454,589.183075843557,673.1017080608892
湖南省,430000,岳阳市,430600,2001,278.5127359565695,439.4714180100446,490.4181353329697
湖南省,430000,张家界市,430800,2001,335.93809523809523,600.1037202462236,641.7027317165837
湖南省,430000,长沙市,430100,2001,380.4436247723133,454.1820706221045,539.0516905105595
湖南省,430000,株洲市,430200,2001,365.82302631578955,560.3620111473487,641.1005196373296
吉林省,220000,白城市,220800,2001,106.30434782608695,140.03426227599823,139.973331815494
吉林省,220000,白山市,220600,2001,328.8132805576889,517.0577479440967,629.7967579943768
吉林省,220000,吉林市,220200,2001,251.16739726027393,379.63707545897375,467.8599201087186
吉林省,220000,辽源市,220400,2001,253.46941767909513,380.35091768641985,386.5007699779908
吉林省,220000,四平市,220300,2001,222.87402462059532,272.78445274086425,274.49903893645165
吉林省,220000,松原市,220700,2001,149.12989690721645,203.746377327886,203.21697107392413
吉林省,220000,通化市,220500,2001,337.3756042187545,438.51333024052633,555.885575587239
吉林省,220000,长春市,220100,2001,221.09140186915886,263.436145774196,263.9592020806287
江苏省,320000,常州市,320400,2001,406.14790171990177,494.5804080096405,457.4843658125946
江苏省,320000,淮安市,320800,2001,339.7873544984238,432.9090452652121,425.3742883767624
江苏省,320000,连云港市,320700,2001,332.007601964946,434.67396152418104,428.2456571781931
江苏省,320000,南京市,320100,2001,329.32630565484584,445.41040322805935,424.19768296370137
江苏省,320000,南通市,320600,2001,415.8642558943157,612.1097474084899,598.8049955122856
江苏省,320000,苏州市,320500,2001,418.4368006219598,554.2505420195894,476.651885466804
江苏省,320000,宿迁市,321300,2001,393.9796502900945,452.75508929574926,446.1790616102877
江苏省,320000,泰州市,321200,2001,384.9507795712678,498.8779474803552,477.589069621324
江苏省,320000,无锡市,320200,2001,424.22459568959545,522.3589653136362,482.3600595608349
江苏省,320000,徐州市,320300,2001,283.12049965906505,379.7334619511437,373.18133331915766
江苏省,320000,盐城市,320900,2001,395.2257485029941,518.1793464164838,505.3577182935588
江苏省,320000,扬州市,321000,2001,368.0001468739048,443.41601112251084,427.830252261796
江苏省,320000,镇江市,321100,2001,382.7695389787023,487.5333544886401,469.8435962208779
江西省,360000,抚州市,361000,2001,424.4799228224917,573.6000529289656,672.6829365383121
江西省,360000,赣州市,360700,2001,439.4070460704606,636.1513987258713,837.3071502479362
江西省,360000,吉安市,360800,2001,397.6526618745047,558.7389444776717,667.0931334084601
江西省,360000,景德镇市,360200,2001,406.3528662420382,568.4259842207933,598.6974946893396
江西省,360000,九江市,360400,2001,361.08262540626987,546.9801669846928,586.3841711332067
江西省,360000,南昌市,360100,2001,368.90017571202685,482.56981537011774,479.786562908708
江西省,360000,萍乡市,360300,2001,363.2921052631579,576.4441136581655,624.051101909403
江西省,360000,上饶市,361100,2001,388.6507894736842,524.0990757029214,625.0812475083508
江西省,360000,新余市,360500,2001,428.31983122362874,528.201763847973,579.033754923637
江西省,360000,宜春市,360900,2001,413.52753613781977,521.2783239245197,603.1582086438154
江西省,360000,鹰潭市,360600,2001,378.6581967213114,536.708372894941,605.8798829223902
辽宁省,210000,鞍山市,210300,2001,273.6832266763261,406.843184565929,430.3129118811359
辽宁省,210000,本溪市,210500,2001,301.8757005380012,474.1220515373279,553.0095684301125
辽宁省,210000,朝阳市,211300,2001,225.04139534883726,289.06591163665314,288.83761870278954
辽宁省,210000,大连市,210200,2001,332.26775133107714,469.93649230283467,472.4904143423485
辽宁省,210000,丹东市,210600,2001,319.6463993513673,482.74728035649764,540.4071788194796
辽宁省,210000,抚顺市,210400,2001,247.29720477845612,430.67434713381897,511.0084390825339
辽宁省,210000,阜新市,210900,2001,176.77207207207206,257.1494387504111,256.9551478393476
辽宁省,210000,葫芦岛市,211400,2001,253.91631586694135,366.15589302913185,363.8440816553495
辽宁省,210000,锦州市,210700,2001,209.1736337169001,304.7800936312571,302.706996413332
辽宁省,210000,辽阳市,211000,2001,296.00968438517936,348.10571786950436,391.20799798960167
辽宁省,210000,盘锦市,211100,2001,231.17922897938683,317.62343058250406,310.4364701766665
辽宁省,210000,沈阳市,210100,2001,241.1897300119002,282.51783022594714,282.60849781390283
辽宁省,210000,铁岭市,211200,2001,223.90993704134425,310.1494894728318,334.4500370492365
辽宁省,210000,营口市,210800,2001,263.31879263846713,432.6283685255024,435.3782187650036
青海省,630000,海东市,630200,2001,238.09506114769522,269.85290112001945,276.6189203176749
青海省,630000,西宁市,630100,2001,239.0372549019608,301.9684000962899,302.09789362176383
山东省,370000,滨州市,371600,2001,218.8718700545884,244.8382869081333,242.2976200122457
山东省,370000,德州市,371400,2001,180.68386448243027,226.8207938546104,226.4163638905971
山东省,370000,东营市,370500,2001,176.0588929865425,267.3631998950641,259.1478499108349
山东省,370000,菏泽市,371700,2001,261.2414572864322,291.4879701172291,291.0746770199128
山东省,370000,济南市,370100,2001,247.6179526338737,279.77272646412763,278.2737831896943
山东省,370000,济宁市,370800,2001,274.7784520584468,307.9911485485208,304.8223133434883
山东省,370000,聊城市,371500,2001,206.55383154338332,238.12514452044041,237.75667081587946
山东省,370000,临沂市,371300,2001,314.0063351048228,354.1330697729547,352.25146210209334
山东省,370000,青岛市,370200,2001,312.5468740934633,433.5935728843186,428.69815606737535
山东省,370000,日照市,371100,2001,320.1169442688775,410.884784827784,409.21947101161345
山东省,370000,泰安市,370900,2001,257.3974306269271,306.6530591116714,304.2358901167862
山东省,370000,威海市,371000,2001,284.24114254072265,506.166239704242,505.52118931461223
山东省,370000,潍坊市,370700,2001,292.4215593891166,369.9219974023415,366.387711699528
山东省,370000,烟台市,370600,2001,347.26468610174726,437.16233262342877,434.94637385695705
山东省,370000,枣庄市,370400,2001,278.6661533402535,319.4329257054783,317.0714482686386
山东省,370000,淄博市,370300,2001,241.26251709333056,309.08189618264,303.94587510117486
山西省,140000,大同市,140200,2001,152.3345945945946,188.7324047048288,188.73040988523258
山西省,140000,晋城市,140500,2001,212.46604554865428,288.26091358147175,272.8131973779241
山西省,140000,晋中市,140700,2001,216.71141837072818,259.59255026196433,265.8742361839634
山西省,140000,临汾市,141000,2001,188.4255671851953,219.27001914082697,222.76465425535085
山西省,140000,吕梁市,141100,2001,196.92191174868128,189.2987491419804,205.46256918391296
山西省,140000,朔州市,140600,2001,134.29157894736844,163.78325217551296,163.7618785935099
山西省,140000,太原市,140100,2001,184.25091441849094,219.34879174362715,225.04137387943888
山西省,140000,忻州市,140900,2001,197.52638297872338,219.87209849009506,223.91401762519556
山西省,140000,阳泉市,140300,2001,185.87769937115908,256.11664353090663,256.05740779134294
山西省,140000,运城市,140800,2001,192.62014490604415,244.36026984858734,241.67070119830356
山西省,140000,长治市,140400,2001,213.72704714640193,295.2475136109213,297.11727503611723
陕西省,610000,安康市,610900,2001,384.7854322325888,486.87238755032934,506.2326472462132
陕西省,610000,宝鸡市,610300,2001,331.44225941422616,392.6990928844802,446.34192488402255
陕西省,610000,汉中市,610700,2001,308.11756756756756,445.3291097264546,487.6048563257432
陕西省,610000,商洛市,611000,2001,376.4862068965517,452.11010209824883,435.31468389898373
陕西省,610000,铜川市,610200,2001,201.69775268460089,306.3277083403714,287.7326424781009
陕西省,610000,渭南市,610500,2001,206.47777958371012,266.79472378174887,257.56812753973867
陕西省,610000,西安市,610100,2001,247.34839822572695,364.2826279384421,368.96344596686004
陕西省,610000,咸阳市,610400,2001,234.79285650183974,314.5872606846545,304.884214409265
陕西省,610000,延安市,610600,2001,160.9438596491228,198.39953928413948,211.0564367686812
陕西省,610000,榆林市,610800,2001,91.95455855855856,114.8022199862649,114.70263650122354
四川省,510000,巴中市,511900,2001,345.9102564102564,410.0484440776886,470.8954718322816
四川省,510000,成都市,510100,2001,337.53560176998604,402.07147665107465,476.14306078787064
四川省,510000,达州市,511700,2001,282.381560283688,405.1756912545497,455.84240960808927
四川省,510000,德阳市,510600,2001,319.53086678429645,386.3480686913443,428.5208528674472
四川省,510000,广安市,511600,2001,285.979775280899,363.2887122822996,363.78499525529776
四川省,510000,广元市,510800,2001,235.84884673420996,398.9509229072547,491.10568784096284
四川省,510000,乐山市,511100,2001,267.22857142857146,444.18690660870277,613.8835718634951
四川省,510000,泸州市,510500,2001,276.68382352941177,417.42737407271807,540.0238419084707
四川省,510000,眉山市,511400,2001,259.7091915287277,395.77004865481683,466.6023440202811
四川省,510000,绵阳市,510700,2001,292.7868421052632,363.9306072018677,535.8242823650849
四川省,510000,南充市,511300,2001,244.99553114204141,317.59578707628987,321.3162275123392
四川省,510000,内江市,511000,2001,264.47258064516126,355.92879240155975,352.750412298874
四川省,510000,攀枝花市,510400,2001,295.9426229508196,631.4947418375895,763.1214420896155
四川省,510000,遂宁市,510900,2001,230.82491479913256,328.0332808833343,318.78977078163194
四川省,510000,雅安市,511800,2001,443.5612244897961,506.8572321741298,747.3922264261561
四川省,510000,宜宾市,511500,2001,258.95296264969056,403.8028046134345,463.83287170302316
四川省,510000,资阳市,512000,2001,277.4304347826087,337.29409304609595,331.9815000774614
四川省,510000,自贡市,510300,2001,239.6056338028169,357.0792733018588,352.2493967795605
云南省,530000,保山市,530500,2001,635.7116588156123,855.2264237156537,1078.5690995964737
云南省,530000,昆明市,530100,2001,526.6929936305734,689.2051296565984,848.2538151432782
云南省,530000,丽江市,530700,2001,540.1620575743277,639.5041515344404,866.3687049530682
云南省,530000,临沧市,530900,2001,558.2184653997849,859.8780593078094,1102.0251631660078
云南省,530000,普洱市,530800,2001,572.4380952380953,860.1474841987363,1247.9660181050874
云南省,530000,曲靖市,530300,2001,446.6916666666667,667.6919065759784,764.4724017681102
云南省,530000,玉溪市,530400,2001,588.4544117647058,769.1638054934989,930.7080397552891
云南省,530000,昭通市,530600,2001,357.89755457081895,621.5627343948661,694.5813613170477
浙江省,330000,杭州市,330100,2001,394.4606936700512,526.9303790869969,653.0561337904113
浙江省,330000,湖州市,330500,2001,390.00579108636754,523.6814902762458,554.7395771846341
浙江省,330000,嘉兴市,330400,2001,442.5945937607622,578.8475646570594,557.2657803006332
浙江省,330000,金华市,330700,2001,401.5152343260914,567.8958609707115,676.0489263974442
浙江省,330000,丽水市,331100,2001,466.2619565217392,689.8905500666723,833.1248215515055
浙江省,330000,宁波市,330200,2001,491.08007382504053,630.2713219276342,696.3732695290049
浙江省,330000,衢州市,330800,2001,419.24774774774795,615.2056093471705,718.4994126432774
浙江省,330000,绍兴市,330600,2001,389.2457475760181,592.1020558818008,636.722212530403
浙江省,330000,台州市,331000,2001,548.413727560718,682.4670990641685,783.4364499041213
浙江省,330000,温州市,330300,2001,474.1334630350194,672.0655536363255,825.4062601798079
浙江省,330000,舟山市,330900,2001,431.79629380678676,705.6530084052574,667.3513370425899
甘肃省,620000,甘南藏族自治州,623000,2001,0,353.630116398024,391.14634207593497
甘肃省,620000,临夏回族自治州,622900,2001,199.56960352422905,283.3117194185365,286.31517475476943
贵州省,520000,黔东南苗族侗族自治州,522600,2001,445.4948717948719,699.7409506560952,799.3572312233739
贵州省,520000,黔南布依族苗族自治州,522700,2001,489.2085714285715,756.024721941522,884.2456261382307
贵州省,520000,黔西南布依族苗族自治州,522300,2001,525.575,739.6180896633217,853.5564252778189
湖北省,420000,恩施土家族苗族自治州,422800,2001,478.2724137931034,625.8093987199928,688.8491338591009
湖南省,430000,湘西土家族苗族自治州,433100,2001,404.88863636363635,649.1415466106791,666.3353590415342
吉林省,220000,延边朝鲜族自治州,222400,2001,281.2244071701505,467.5649801388076,635.2209708538268
青海省,630000,果洛藏族自治州,632600,2001,0,174.70533960443808,172.84589971560695
青海省,630000,海北藏族自治州,632200,2001,0,220.25647442581626,211.53311191379532
青海省,630000,海南藏族自治州,632500,2001,0,198.13393734016032,190.43891018585325
青海省,630000,海西蒙古族藏族自治州,632800,2001,0,73.0990362614838,65.65510628113819
青海省,630000,黄南藏族自治州,632300,2001,0,297.22238621279513,297.0693469509593
青海省,630000,玉树藏族自治州,632700,2001,0,108.93932976786269,102.18132777613836
四川省,510000,阿坝藏族羌族自治州,513200,2001,0,335.3924329803392,421.8895196251173
四川省,510000,甘孜藏族自治州,513300,2001,0,251.73043538833534,308.37841652351847
四川省,510000,凉山彝族自治州,513400,2001,467.52000000000004,572.146382145324,753.8797978263142
云南省,530000,楚雄彝族自治州,532300,2001,531.3125000000001,706.9949788377749,896.6641362755342
云南省,530000,大理白族自治州,532900,2001,568.5020408163265,784.7263074254453,978.27210059473
云南省,530000,德宏傣族景颇族自治州,533100,2001,584.4246708417573,832.5175977151092,1364.6571982489431
云南省,530000,迪庆藏族自治州,533400,2001,432.40853825136617,370.84590591704927,702.6289678509611
云南省,530000,红河哈尼族彝族自治州,532500,2001,564.3738095238094,758.7111787259583,1033.412982440868
云南省,530000,怒江傈僳族自治州,533300,2001,0,536.564312922789,902.3688324046476
云南省,530000,文山壮族苗族自治州,532600,2001,537.3537037037038,729.0207687154311,954.6971431689664
云南省,530000,西双版纳傣族自治州,532800,2001,0,899.4991320145338,1566.6764284521096
海南省,460000,白沙黎族自治县,469025,2001,608.05,683.8298730034153,1122.4504619902523
海南省,460000,保亭黎族苗族自治县,469029,2001,641.0666666666667,739.9537003773315,1034.1968554215555
海南省,460000,昌江黎族自治县,469026,2001,580.2875,671.0699866033299,928.364840570583
海南省,460000,澄迈县,469023,2001,425.12034368070954,623.5204039342733,781.584607879643
海南省,460000,定安县,469021,2001,423.51303501945523,667.403693769681,787.7613046993745
海南省,460000,东方市,469007,2001,454.2452631578946,687.8528861453527,892.1495507609943
海南省,460000,乐东黎族自治县,469027,2001,537.788888888889,729.7894054616924,968.3725954367663
海南省,460000,临高县,469024,2001,415.2625000000001,636.054001434357,725.2832942922298
海南省,460000,陵水黎族自治县,469028,2001,572.9681818181818,733.0807916629509,868.8632816447592
海南省,460000,琼海市,469002,2001,477.8733333333334,730.4508120076416,852.6717019493531
海南省,460000,琼中黎族苗族自治县,469030,2001,0,719.6360475044632,1133.190020043589
海南省,460000,屯昌县,469022,2001,505.1333333333333,710.5374184170865,877.829261324587
海南省,460000,万宁市,469006,2001,549.8363636363637,723.510786006976,918.5049468394832
海南省,460000,文昌市,469005,2001,0,683.7832505042403,724.3400559366305
海南省,460000,五指山市,469001,2001,0,768.364178247858,1210.379402258748
河南省,410000,济源市,419001,2001,233.77573872849152,272.17010130347325,231.13340166877404
湖北省,420000,潜江市,429005,2001,299.05625000000003,362.8634742533234,358.1697335744162
湖北省,420000,神农架林区,429021,2001,0,585.7281524926688,665.6949747907325
湖北省,420000,天门市,429006,2001,292.1659997240238,348.87120780256697,346.1750662067267
湖北省,420000,仙桃市,429004,2001,299.0839648250812,340.8275259914891,319.33807165091537
北京市,110000,北京市,110000,2001,179.9025658809403,216.84516474865492,191.0951976858842
上海市,310000,上海市,310000,2001,478.58322614955745,619.8809687974986,563.666682339535
天津市,120000,天津市,120000,2001,174.6741436544215,213.8504238145592,206.24167982521243
重庆市,500000,重庆市,500000,2001,340.4779273412289,439.6042136654466,550.3676935434902
内蒙古自治区,150000,阿拉善盟,152900,2001,0,85.48693298468226,77.56770807886772
内蒙古自治区,150000,锡林郭勒盟,152500,2001,0,150.53684264556153,148.45368767202348
内蒙古自治区,150000,兴安盟,152200,2001,125.72666666666669,217.40516428298932,233.7255296290503
西藏自治区,540000,阿里地区,542500,2001,0,53.42188195690417,46.70159266422832
新疆维吾尔自治区,650000,阿克苏地区,652900,2001,0,120.29247912018585,107.85348984961762
新疆维吾尔自治区,650000,阿勒泰地区,654300,2001,0,172.0443537522429,168.28867616583352
新疆维吾尔自治区,650000,和田地区,653200,2001,0,116.90224420642323,107.37216748840045
新疆维吾尔自治区,650000,喀什地区,653100,2001,0,124.48669722696872,113.52376938361598
新疆维吾尔自治区,650000,塔城地区,654200,2001,0,161.51391491478137,150.64980536884485
广西壮族自治区,450000,百色市,451000,2001,514.8101694915255,742.0565907394653,976.2646761583966
广西壮族自治区,450000,北海市,450500,2001,428.6301216089806,573.7852085436283,598.2588980803198
广西壮族自治区,450000,崇左市,451400,2001,429.7909090909091,680.1080051938616,936.1093171579103
广西壮族自治区,450000,防城港市,450600,2001,307.7809523809524,679.2250488952924,1057.7621061317013
广西壮族自治区,450000,贵港市,450800,2001,382.91607142857146,593.9586559147069,837.3922040183596
广西壮族自治区,450000,桂林市,450300,2001,470.2305389221557,667.2673884788983,780.0290599092868
广西壮族自治区,450000,河池市,451200,2001,462.75135135135145,749.1233211950353,884.9944398279912
广西壮族自治区,450000,贺州市,451100,2001,490.24857142857155,620.4927275656756,971.4092219942731
