city_id,x_coor,y_coor,y,ols_residual,gwr_yhat,gwr_residual,localR2,influ,CooksD,beta_Intercept,beta_lg_nonagri_predicted,beta_lg_nonagri_predicted_2,beta_emp_nonagri,beta_urban_pop_percent,beta_nonagri_inter,se_Intercept,se_lg_nonagri_predicted,se_lg_nonagri_predicted_2,se_emp_nonagri,se_urban_pop_percent,se_nonagri_inter,t_Intercept,t_lg_nonagri_predicted,t_lg_nonagri_predicted_2,t_emp_nonagri,t_urban_pop_percent,t_nonagri_inter,p_Intercept,p_lg_nonagri_predicted,p_lg_nonagri_predicted_2,p_emp_nonagri,p_urban_pop_percent,p_nonagri_inter,sumW
330900.0,122.18181000000001,30.117689000000002,0.8568178235637487,0.7853777275961835,-0.13363529709280256,0.9904531206565512,0.08545123010239085,0.03028806418893297,0.0017176570909404744,-0.3032009031038089,1.4651122992657408,-1.1825211084964624,0.1796051247373817,0.024387094465657,0.02724525862685584,0.11936734592195844,1.172053804762245,1.0583000455412963,0.11013399522380159,0.09467416196958359,0.08243675627614049,-2.5400657169846066,1.2500384310965515,-1.1173779246051434,1.6307873365749503,0.2575897579478122,0.3304989164735171,0.01153985835889698,0.21216857001079945,0.26464314778534964,0.10388630803975028,0.7968836014250681,0.7412321070214005,103.39994421501122
331000.0,121.13713999999999,28.757309000000003,-0.23368015021235858,-0.2583836072532061,0.08983376123038433,-0.3235139114427429,0.08272391461126324,0.020558512789602593,0.000121927931558915,-0.29679147768277503,1.3545843039463803,-1.0815011549298192,0.1856613202016174,0.007544044715581236,0.060375416393665435,0.11951099779357637,1.1512043355193178,1.038897672035463,0.12225543351945023,0.09794830438709039,0.08509876854173153,-2.4833821419130295,1.176667132108494,-1.0410083534125987,1.518634508560142,0.07702067700699823,0.7094746190605329,0.013508796630217566,0.24017388101272635,0.2986314417499211,0.12980906586893978,0.938653630408923,0.4785294517677501,103.53616060472858
331100.0,119.51203000000001,28.199279999999998,-1.2309735440543526,-1.3115814522823108,-0.1575295023330925,-1.07344404172126,0.0804992371295975,0.014562711790515763,0.0009393461795610381,-0.2728665006327359,1.188963564298203,-0.9404884218416469,0.18901144403836984,-0.010309058337446664,0.07649294294472411,0.11330571587729807,1.0838241505743509,0.9811709476339587,0.1317548256411319,0.09885658849287814,0.08782068557236289,-2.4082324401730153,1.0970078159525563,-0.9585367607037127,1.434569421792497,-0.10428296681702053,0.8710128194307377,0.016576230525232796,0.27343540778339814,0.3384917753054407,0.15235394252757442,0.9170079537625637,0.3843784329572798,110.3698414200284
340100.0,117.35508999999999,31.762622999999998,-0.19743575095290028,-0.25181248918744387,0.09930202216931283,-0.2967377731222131,0.08126685667600607,0.018161804571496243,9.01794124101268e-05,-0.25219911589470284,1.3011925600599128,-1.0943377944473056,0.20447082777693393,0.022813522018899926,0.007163366253944963,0.11165600657578625,1.039024045831702,0.941748340081273,0.12384374735781768,0.09598184046537918,0.08184774865580001,-2.258715170182298,1.2523218931072517,-1.1620278453082955,1.6510387656969314,0.23768581544473305,0.08752062667074158,0.024551530232944967,0.21133671218237446,0.24606134734938223,0.09967907506330241,0.8122718422756267,0.9303106140136408,119.82267792209996
340200.0,118.13484,31.162369,-1.025392041676364,-1.120392485888203,0.050871981982221204,-1.0762640236585852,0.0814612406390761,0.01633717864252994,0.0010631750424197196,-0.2743978884483667,1.3703567861192876,-1.1384755355890377,0.2034186441815322,0.023515743078169185,0.021183565569896617,0.11633082069289744,1.0873185090117305,0.9825453802298078,0.1251664383025897,0.0965634576886666,0.08289730498993521,-2.358772050381658,1.2603085248358477,-1.1587002071321728,1.6251852089117362,0.2435263156585285,0.2555398582917572,0.018916210300048336,0.20844584330428945,0.24741367835270567,0.10507484362116576,0.8077485599172621,0.7984648822047169,117.03433268197894
340300.0,117.32473,33.109291,-0.10963829480659898,-0.13369747154973077,-0.12076780950599318,0.011129514699394202,0.08168124739998958,0.017635162015804298,1.2304638892114953e-07,-0.22127306056758167,1.2037969302831617,-1.0265487120395402,0.19047795311780302,0.03721810843321892,-0.024747487780930208,0.10953186871291175,1.0400539741365957,0.9461074710420897,0.11199691067979374,0.0962447360303002,0.08162247205852237,-2.020170596628356,1.157436979443781,-1.0850233651668013,1.700742921939977,0.3867027950650906,-0.30319453891553966,0.04417085043032326,0.24792841240797503,0.2787009272602923,0.08993049275020516,0.6992247289098831,0.7619320815015931,119.21541339866732
340400.0,116.76803000000001,32.472553000000005,0.806604802329357,0.7576218796396016,-0.08604322302659398,0.892648025355951,0.0810012634120761,0.02532654413780515,0.0011547839413650269,-0.22814837027844964,1.2217980787675633,-1.041096479442335,0.19861726992807155,0.02580742473736125,-0.010423058188962237,0.10841430623761647,1.0112287041567805,0.9196131276942939,0.11989615725325085,0.0969484590712297,0.08114623541591273,-2.104412030072919,1.2082312079801645,-1.1321026724059833,1.6565774456686038,0.2661973690412149,-0.1284478341544638,0.036096218637272616,0.22782083501129324,0.2584107359712004,0.09855250722620797,0.7902529494326246,0.8978725859945831,119.59370687787327
340500.0,118.3652,31.638605,-0.19062037174646365,-0.260390769015996,0.005730090970449964,-0.19635046271691362,0.08216450561357484,0.019342241035761848,4.215201053765809e-05,-0.26826641488741326,1.367529915891602,-1.1407664880909962,0.20032930558047313,0.030039826549755132,0.008807265427053915,0.11590498554238715,1.091759257726516,0.9872779509837629,0.11992270057723761,0.09533012564683535,0.08187644886451233,-2.3145373223769274,1.2525929193761562,-1.1554663881172382,1.6704869438080132,0.3151136783459422,0.10756775054604553,0.02124985778317161,0.2112381356696145,0.24873288205568547,0.09576831168839409,0.7528739046050344,0.9144037504841992,117.71597421523748
340600.0,116.74326,33.728390000000005,0.23807190302191955,0.20141781407657813,-0.04934229513151389,0.28741419815343344,0.08107568820238024,0.048306478816551826,0.0002395025686202903,-0.18877406490793364,1.066915584468205,-0.9197302067958749,0.17866178950652656,0.03490664893917676,-0.0402598049886278,0.10445963550793035,1.0011917642983428,0.9149970485484762,0.10628625243669829,0.09772966107160115,0.08161841082175943,-1.8071484166111447,1.0656455861039997,-1.0051728672293614,1.6809491859065548,0.3571755857579674,-0.49326867042962025,0.07164700326545208,0.28736058034955136,0.31554786164939436,0.09371610224630181,0.7211879734212343,0.6221498611718691,119.10966730215898
340700.0,117.55564,30.884622999999998,-1.032040861632229,-1.046500949215776,-0.23980535988130053,-0.7922355017509284,0.08044233102201959,0.028065688999863333,0.0010136617615450784,-0.27148195646361956,1.3406541256980726,-1.1129722225334082,0.20578383513876142,0.015451182119835125,0.03041844858035761,0.11472806056222964,1.0634673151898422,0.9615874200217728,0.13092273973503027,0.09766189078781383,0.08460041474368027,-2.3663082521678733,1.2606444096109801,-1.1574321786657813,1.5717959733751354,0.15821096637792223,0.35955436710941063,0.018541914049115354,0.20832489934458034,0.24793037004125207,0.11695324373449133,0.8743870394125646,0.7194096922881953,117.33080811824449
