province,province_id,city,city_id,year,agriculture_population,urban_population,total_population
福建省,350000,漳州市,350600,2003,1151482.0392156863,1776396.4666666668,4741874.450980392
甘肃省,620000,白银市,620400,2003,1361839.294117647,414589.9725490196,1808962.5372549018
甘肃省,620000,定西市,621100,2003,2661299.435294118,261726.0,2925786.6862745103
甘肃省,620000,嘉峪关市,620200,2003,13163.866666666665,94620.0,164589.3294117647
甘肃省,620000,金昌市,620300,2003,266761.2470588235,167294.57647058825,475043.7843137255
甘肃省,620000,酒泉市,620900,2003,472455.56470588234,210704.0,1018565.443137255
甘肃省,620000,兰州市,620100,2003,1082968.8784313723,2145364.941176471,3235671.505882353
甘肃省,620000,陇南市,621200,2003,1945774.262745098,116480.0,2652281.525490196
甘肃省,620000,平凉市,620800,2003,1960757.9843137257,154136.25490196078,2129648.494117647
甘肃省,620000,庆阳市,621000,2003,2404151.6,72428.76470588235,2511347.14117647
甘肃省,620000,天水市,620500,2003,2725103.2666666666,545854.0,3336742.4078431367
甘肃省,620000,武威市,620600,2003,1402273.517647059,251959.77647058823,1871110.7450980393
甘肃省,620000,张掖市,620700,2003,1064931.305882353,154544.09411764707,1291572.2039215686
广东省,440000,潮州市,445100,2003,276560.9254901961,1442405.239215686,2435549.4117647056
广东省,440000,东莞市,441900,2003,59036.109803921565,5934418.6196078425,6590494.270588233
广东省,440000,佛山市,440600,2003,42508.07058823529,4332142.48627451,5382334.176470587
广东省,440000,广州市,440100,2003,147972.7411764706,8059529.588235296,1.0306827176470593E7
广东省,440000,河源市,441600,2003,263321.09411764704,258261.0,2325984.894117647
广东省,440000,惠州市,441300,2003,384856.6,1170522.8156862746,3392849.388235294
广东省,440000,江门市,440700,2003,713426.8823529412,1563820.6823529413,4168441.905882353
广东省,440000,揭阳市,445200,2003,565281.6156862745,3012195.478431372,5442786.219607843
广东省,440000,茂名市,440900,2003,808909.8352941176,1065691.9215686275,5414867.7764705885
广东省,440000,梅州市,441400,2003,404753.8078431373,670448.7294117647,3938161.6901960787
广东省,440000,清远市,441800,2003,362941.8666666667,457394.8,3248262.6039215685
广东省,440000,汕头市,440500,2003,223966.71764705883,4029239.462745098,4868196.439215688
广东省,440000,汕尾市,441500,2003,602058.7019607843,757910.580392157,2541989.8000000003
广东省,440000,韶关市,440200,2003,470907.9137254902,748532.7333333333,2821918.756862745
广东省,440000,深圳市,440300,2003,9439.078431372549,6751283.388235293,7256192.623529412
广东省,440000,阳江市,441700,2003,468032.3803921569,406972.8588235294,2246934.1411764706
广东省,440000,云浮市,445300,2003,405828.6784313725,321230.09411764704,2220346.0235294113
广东省,440000,湛江市,440800,2003,2157105.2901960784,1567349.9803921566,6293490.764705883
广东省,440000,肇庆市,441200,2003,479150.09803921566,814424.8862745098,3502390.2392156865
广东省,440000,中山市,442000,2003,32147.0,1671543.462745098,2514510.4000000004
广东省,440000,珠海市,440400,2003,55782.933333333334,855887.9647058825,1317930.764705883
贵州省,520000,安顺市,520400,2003,1459766.7098039216,251488.62352941177,2391290.458823529
贵州省,520000,毕节市,520500,2003,3769307.5960784312,114863.0,6595887.196078431
贵州省,520000,贵阳市,520100,2003,605973.1529411766,1551235.7333333334,3892910.8196078427
贵州省,520000,六盘水市,520200,2003,543416.9137254901,349709.0,2839692.5686274515
贵州省,520000,铜仁市,520600,2003,299143.92941176466,115786.0705882353,3458225.509803922
贵州省,520000,遵义市,520300,2003,1518561.3568627452,615879.5294117647,6781161.666666666
海南省,460000,儋州市,460400,2003,185311.98431372552,71378.37254901961,853849.5803921565
海南省,460000,海口市,460100,2003,69941.63529411766,884374.0117647059,1575069.6274509802
海南省,460000,三沙市,460300,2003,0.0,0.0,0.0
海南省,460000,三亚市,460200,2003,106221.61960784314,308426.0,501413.6666666667
河北省,130000,保定市,130600,2003,7635050.435294115,3404043.6980392155,1.1059777360784309E7
河北省,130000,沧州市,130900,2003,5761964.482352943,1064792.337254902,6843001.94117647
河北省,130000,承德市,130800,2003,2870101.3529411764,432304.0,3434712.1999999997
河北省,130000,邯郸市,130400,2003,5654419.9647058835,2926990.054901961,8644664.101960786
河北省,130000,衡水市,131100,2003,3600895.3333333344,765306.8196078432,4371309.152941177
河北省,130000,廊坊市,131000,2003,3221795.1372549017,732408.4431372549,3954203.5803921567
河北省,130000,秦皇岛市,130300,2003,1764962.325490196,1064283.262745098,2845384.9019607836
河北省,130000,石家庄市,130100,2003,5564127.682352942,3740473.8,9357623.298039218
河北省,130000,唐山市,130200,2003,4404293.996078432,2903929.235294118,7395894.909803921
河北省,130000,邢台市,130500,2003,5524503.231372549,1338578.105882353,6870965.968627452
河北省,130000,张家口市,130700,2003,3217675.207843137,1112375.0,4334415.690196078
河南省,410000,安阳市,410500,2003,3679125.105882353,1596369.231372549,5341509.909803922
河南省,410000,鹤壁市,410600,2003,1048572.2980392155,420345.9882352942,1470699.4705882354
河南省,410000,焦作市,410800,2003,1990489.454901961,1276171.262745098,3334566.63137255
河南省,410000,开封市,410200,2003,3629425.301960786,1039900.2117647058,4717067.003921569
河南省,410000,洛阳市,410300,2003,4081244.717647058,1915313.0156862745,6559877.537254902
河南省,410000,漯河市,411100,2003,1584662.2941176475,731814.0196078431,2344098.313725491
河南省,410000,南阳市,411300,2003,8098251.658823529,1224958.7568627452,9909705.160784313
河南省,410000,平顶山市,410400,2003,3548386.7607843145,1316181.6941176474,4983691.537254903
河南省,410000,濮阳市,410900,2003,3151197.4313725475,421206.5725490196,3574158.8196078422
河南省,410000,三门峡市,411200,2003,1429329.7215686275,472735.5921568627,2247897.4627450984
河南省,410000,商丘市,411400,2003,7174788.588235295,814978.5411764706,8022142.905882354
河南省,410000,新乡市,410700,2003,4175432.933333334,1439294.0901960784,5643045.419607844
河南省,410000,信阳市,411500,2003,5273148.101960785,574237.8235294118,6823519.854901961
河南省,410000,许昌市,411000,2003,3389316.7882352946,864638.4705882354,4298196.4627450975
河南省,410000,郑州市,410100,2003,3638708.5843137265,3021170.258823529,6870445.109803921
河南省,410000,周口市,411600,2003,8888985.439215684,1044451.7333333334,1.0053003172549019E7
河南省,410000,驻马店市,411700,2003,7021044.02352941,742882.8470588236,7800927.874509804
黑龙江省,230000,大庆市,230600,2003,1818090.0,886807.537254902,2720039.48627451
黑龙江省,230000,哈尔滨市,230100,2003,5448975.309803921,4109623.0,9763420.396078436
黑龙江省,230000,鹤岗市,230400,2003,549164.662745098,561554.6078431372,1139002.6156862746
黑龙江省,230000,黑河市,231100,2003,1246900.0156862747,366498.27843137254,1747856.1450980399
黑龙江省,230000,鸡西市,230300,2003,1144199.9176470586,759369.0,2012757.6078431376
黑龙江省,230000,佳木斯市,230800,2003,1509415.5372549018,886157.368627451,2453637.7490196084
黑龙江省,230000,牡丹江市,231000,2003,1409877.2039215686,1195904.6470588236,2777817.811764707
黑龙江省,230000,七台河市,230900,2003,392306.1960784313,422733.0,837469.6588235294
黑龙江省,230000,齐齐哈尔市,230200,2003,4127227.1254901947,1475505.819607843,5609895.878431371
黑龙江省,230000,双鸭山市,230500,2003,992314.3058823528,420318.0,1496893.7960784314
黑龙江省,230000,绥化市,231200,2003,4210646.31372549,912333.9764705882,5181665.325490197
黑龙江省,230000,伊春市,230700,2003,384403.74117647053,646268.2862745097,1295169.5294117646
湖北省,420000,鄂州市,420700,2003,366913.0117647059,236319.90588235293,1010183.6509803922
湖北省,420000,黄冈市,421100,2003,4260206.717647059,612371.9450980392,7341475.74509804
湖北省,420000,黄石市,420200,2003,571525.1725490196,821436.9607843136,2534093.419607843
湖北省,420000,荆门市,420800,2003,2070518.4901960783,313496.09803921566,3057587.8980392157
湖北省,420000,荆州市,421000,2003,3734983.2117647063,1365525.0117647059,6554373.137254903
湖北省,420000,十堰市,420300,2003,633731.5882352941,635514.5058823529,3553054.3294117646
湖北省,420000,随州市,421300,2003,1611953.5686274506,232878.0,2579711.984313725
湖北省,420000,武汉市,420100,2003,2062241.9411764706,4779921.529411765,8712175.474509805
湖北省,420000,咸宁市,421200,2003,918547.4235294117,382651.2078431372,2813182.7725490197
湖北省,420000,襄阳市,420600,2003,3292589.3921568627,1396339.894117647,5852122.1098039225
湖北省,420000,孝感市,420900,2003,4071243.874509804,484855.0156862745,5148243.929411766
湖北省,420000,宜昌市,420500,2003,963207.0352941175,903746.2470588235,4273850.478431372
湖南省,430000,常德市,430700,2003,2780169.768627451,661871.0,5929232.992156863
湖南省,430000,郴州市,431000,2003,533577.9294117647,469165.0,4497037.619607844
湖南省,430000,衡阳市,430400,2003,2322403.807843137,839200.3725490196,6998128.16470588
湖南省,430000,怀化市,431200,2003,640810.7333333334,469436.0705882353,4789198.458823532
湖南省,430000,娄底市,431300,2003,1919731.6627450981,442512.5450980392,3881754.607843137
湖南省,430000,邵阳市,430500,2003,3764140.639215686,778594.9960784314,7263514.835294116
湖南省,430000,湘潭市,430300,2003,411699.27058823535,747234.7803921569,2648093.1960784327
湖南省,430000,益阳市,430900,2003,1605546.0156862743,439786.2,4476681.447058824
湖南省,430000,永州市,431100,2003,1378508.0392156863,344161.5294117647,5574080.145098039
湖南省,430000,岳阳市,430600,2003,1843351.8352941177,779191.9333333333,5191818.36862745
湖南省,430000,张家界市,430800,2003,117327.87450980392,53064.0,1529289.0705882348
湖南省,430000,长沙市,430100,2003,707496.9215686275,2588191.0,6599214.913725488
湖南省,430000,株洲市,430200,2003,296937.3333333333,554639.0,3598642.4705882357
吉林省,220000,白城市,220800,2003,1489209.3686274511,607325.6509803921,2097832.078431372
吉林省,220000,白山市,220600,2003,308493.50980392157,568794.4901960784,1319038.6980392155
吉林省,220000,吉林市,220200,2003,2260544.407843137,2222833.980392157,4649133.77254902
吉林省,220000,辽源市,220400,2003,825583.3019607842,482505.97647058824,1319199.5490196084
吉林省,220000,四平市,220300,2003,1703238.2352941171,643105.9725490196,2349323.870588236
吉林省,220000,松原市,220700,2003,2432827.8352941186,429849.23529411765,2866111.411764707
吉林省,220000,通化市,220500,2003,1393270.2823529413,740164.5647058823,2370396.0941176475
吉林省,220000,长春市,220100,2003,5157114.039215686,3274052.3215686274,8437145.564705882
江苏省,320000,常州市,320400,2003,765801.611764706,2150424.7647058824,3898974.3529411764
江苏省,320000,淮安市,320800,2003,3566528.8078431375,1161422.262745098,5239013.788235294
江苏省,320000,连云港市,320700,2003,3577196.0392156867,930231.9803921569,4723183.180392158
江苏省,320000,南京市,320100,2003,1366816.411764706,3980158.9450980388,6285961.611764707
江苏省,320000,南通市,320600,2003,5957215.235294118,1272468.2352941176,7713531.780392157
江苏省,320000,苏州市,320500,2003,851275.3176470589,4291744.701960784,7018562.5372549025
江苏省,320000,宿迁市,321300,2003,4013064.0000000005,704442.2941176471,5225482.894117646
江苏省,320000,泰州市,321200,2003,2978417.780392157,1064860.717647059,4973950.803921569
江苏省,320000,无锡市,320200,2003,619615.4156862745,3325724.196078432,5290583.8705882365
江苏省,320000,徐州市,320300,2003,5941103.415686275,2869610.517647059,9172656.294117648
江苏省,320000,盐城市,320900,2003,6564355.823529412,1118626.325490196,8275799.109803921
江苏省,320000,扬州市,321000,2003,2444923.643137255,1582384.9647058824,4717452.301960785
江苏省,320000,镇江市,321100,2003,1347292.3764705886,1123258.4039215685,2990062.070588236
江西省,360000,抚州市,361000,2003,991008.3647058825,378609.0,3703042.2784313727
江西省,360000,赣州市,360700,2003,1041568.031372549,704795.0,7657624.643137256
江西省,360000,吉安市,360800,2003,1479406.0901960784,481080.17647058825,4542503.435294118
江西省,360000,景德镇市,360200,2003,380107.72941176465,446137.0,1545430.8196078432
江西省,360000,九江市,360400,2003,1589748.5647058825,363610.4588235294,4562928.015686275
江西省,360000,南昌市,360100,2003,1780308.2392156867,2017366.4705882352,4478675.325490199
江西省,360000,萍乡市,360300,2003,150788.29803921568,357366.0,1759046.7490196081
江西省,360000,上饶市,361100,2003,1560271.0,684755.0,6172848.294117647
江西省,360000,新余市,360500,2003,494426.3607843137,178508.0,1079134.4784313727
江西省,360000,宜春市,360900,2003,2129660.4588235295,512272.9843137255,5255907.6509803925
江西省,360000,鹰潭市,360600,2003,237720.40000000002,188641.0,1071154.1843137254
辽宁省,210000,鞍山市,210300,2003,1554336.9333333333,2073373.349019608,3679463.678431372
辽宁省,210000,本溪市,210500,2003,471323.9176470587,945925.3333333335,1621354.7882352937
辽宁省,210000,朝阳市,211300,2003,2726173.8078431375,572416.7137254903,3304044.3647058825
辽宁省,210000,大连市,210200,2003,2809778.847058824,2975620.921568627,6097309.83137255
辽宁省,210000,丹东市,210600,2003,1319434.3529411764,781142.6000000001,2403220.290196079
辽宁省,210000,抚顺市,210400,2003,676221.1411764706,1443845.7921568628,2346025.3529411755
辽宁省,210000,阜新市,210900,2003,1211103.5882352942,742461.4235294118,1953839.0117647056
辽宁省,210000,葫芦岛市,211400,2003,1944841.3960784315,674910.243137255,2651466.152941176
辽宁省,210000,锦州市,210700,2003,2059149.380392157,1126478.3058823529,3198054.8000000003
辽宁省,210000,辽阳市,211000,2003,823747.0941176475,1049851.8313725493,1908371.88627451
辽宁省,210000,盘锦市,211100,2003,540849.9176470588,751905.325490196,1307030.3176470583
辽宁省,210000,沈阳市,210100,2003,2537615.11372549,4906489.054901961,7450181.776470592
辽宁省,210000,铁岭市,211200,2003,2179535.211764706,697654.0196078431,2938939.227450981
辽宁省,210000,营口市,210800,2003,1191376.7843137258,1137430.905882353,2368397.7137254905
青海省,630000,海东市,630200,2003,1162092.2117647058,272910.33725490194,1441294.4156862742
青海省,630000,西宁市,630100,2003,781693.6392156867,1130434.2,1912286.0666666685
山东省,370000,滨州市,371600,2003,3206188.552941177,467358.8588235294,3689385.905882354
山东省,370000,德州市,371400,2003,4539426.588235294,937193.2117647058,5478195.160784314
山东省,370000,东营市,370500,2003,1216453.160784314,621511.1960784313,1867056.8078431373
山东省,370000,菏泽市,371700,2003,7383205.274509804,1094762.6784313726,8486808.705882356
山东省,370000,济南市,370100,2003,4395207.854901962,3058720.317647059,7468951.035294116
山东省,370000,济宁市,370800,2003,6271534.709803922,1598025.8470588233,7957091.262745098
山东省,370000,聊城市,371500,2003,4635172.690196078,961214.6196078432,5608557.945098041
山东省,370000,临沂市,371300,2003,8125406.82745098,2103653.7215686273,1.0296256886274511E7
山东省,370000,青岛市,370200,2003,4437705.603921568,3255564.1647058823,7758981.705882354
山东省,370000,日照市,371100,2003,2322888.662745098,432962.50588235294,2769747.866666667
山东省,370000,泰安市,370900,2003,4103283.4509803928,1316837.2784313727,5470490.862745099
山东省,370000,威海市,371000,2003,2034833.1803921568,581568.0705882354,2682985.6000000006
山东省,370000,潍坊市,370700,2003,6691063.756862746,2009419.3137254904,8814735.349019606
山东省,370000,烟台市,370600,2003,4976210.156862745,1827570.894117647,6878872.396078433
山东省,370000,枣庄市,370400,2003,2349906.6666666665,1302385.137254902,3690674.647058823
山东省,370000,淄博市,370300,2003,2413163.768627451,1814407.7607843138,4239671.88627451
山西省,140000,大同市,140200,2003,1660180.1568627448,1453359.8588235294,3114225.607843138
山西省,140000,晋城市,140500,2003,1486079.156862745,408260.0,2246656.9176470595
山西省,140000,晋中市,140700,2003,2043106.3725490195,980626.0745098039,3181114.780392156
山西省,140000,临汾市,141000,2003,2127979.431372549,1343088.780392157,4090708.239215687
山西省,140000,吕梁市,141100,2003,2629208.8941176473,742467.4392156862,3464490.227450981
山西省,140000,朔州市,140600,2003,1226275.4039215688,272124.0,1498463.1803921568
山西省,140000,太原市,140100,2003,874731.7647058823,2546501.4235294117,3455847.521568627
山西省,140000,忻州市,140900,2003,2679106.054901961,356599.4745098039,3047034.780392157
山西省,140000,阳泉市,140300,2003,650977.0431372549,642327.1333333333,1317640.1137254909
山西省,140000,运城市,140800,2003,3525983.0705882343,1242873.392156863,5011054.964705882
山西省,140000,长治市,140400,2003,2400527.250980392,753908.0,3242915.7137254914
陕西省,610000,安康市,610900,2003,531686.0078431373,257983.93333333332,2707009.7098039216
陕西省,610000,宝鸡市,610300,2003,2456487.3372549023,801075.0,3694888.3333333335
陕西省,610000,汉中市,610700,2003,1498549.6627450981,324873.0,3535164.149019608
陕西省,610000,商洛市,611000,2003,839229.2588235295,80850.0,2420183.207843137
陕西省,610000,铜川市,610200,2003,501345.45882352936,257791.53333333333,825145.4901960787
陕西省,610000,渭南市,610500,2003,4657442.854901961,715482.7725490195,5454024.290196079
陕西省,610000,西安市,610100,2003,3230901.231372549,4110967.968627451,7497094.0
陕西省,610000,咸阳市,610400,2003,4039667.1803921573,991838.0862745098,5141304.415686276
陕西省,610000,延安市,610600,2003,1882520.070588235,59502.0,2072745.819607843
陕西省,610000,榆林市,610800,2003,3029305.1960784313,191680.36470588236,3224131.0627450985
四川省,510000,巴中市,511900,2003,79158.91372549019,67874.0,3371096.8627450992
四川省,510000,成都市,510100,2003,5051540.5568627445,5201320.874509804,1.2946863419607842E7
四川省,510000,达州市,511700,2003,3435114.9529411765,372221.0,6071315.639215687
四川省,510000,德阳市,510600,2003,2674656.0274509806,690223.6431372549,3906633.239215685
四川省,510000,广安市,511600,2003,3453085.1568627446,127663.0,4207533.082352941
四川省,510000,广元市,510800,2003,169859.59215686275,249460.82745098037,3163381.8470588243
四川省,510000,乐山市,511100,2003,502855.79215686274,444948.0,3429025.011764706
四川省,510000,泸州市,510500,2003,1081093.5098039214,512087.5176470588,4063719.9843137274
四川省,510000,眉山市,511400,2003,2350327.2117647063,130242.20784313725,3349734.9137254898
四川省,510000,绵阳市,510700,2003,2463567.1019607843,829662.0,5377202.647058824
四川省,510000,南充市,511300,2003,3941603.3254901967,623126.1725490196,6924025.91764706
四川省,510000,内江市,511000,2003,1689715.9137254902,421744.3490196079,4295214.298039216
四川省,510000,攀枝花市,510400,2003,136932.03529411767,401551.9725490196,1127746.1960784316
四川省,510000,遂宁市,510900,2003,2254136.7058823532,325245.0,3606880.6588235297
四川省,510000,雅安市,511800,2003,327630.62352941185,198799.0,1592159.1215686274
四川省,510000,宜宾市,511500,2003,824115.7098039216,326571.4392156863,5225445.721568628
四川省,510000,资阳市,512000,2003,2085940.698039216,100966.36862745098,3423745.505882353
四川省,510000,自贡市,510300,2003,1338064.7137254903,556390.8274509804,3141492.5333333337
云南省,530000,保山市,530500,2003,1041941.6078431371,447573.6941176471,2428342.6588235297
云南省,530000,昆明市,530100,2003,1361364.0862745098,3495857.2901960784,5996009.513725491
云南省,530000,丽江市,530700,2003,635828.7725490195,128329.73333333334,1185925.7333333336
云南省,530000,临沧市,530900,2003,880104.9254901961,288688.3058823529,2413673.917647058
云南省,530000,普洱市,530800,2003,517019.9450980392,279090.8,2560058.1764705884
云南省,530000,曲靖市,530300,2003,2455122.764705882,612302.0,5678184.815686274
云南省,530000,玉溪市,530400,2003,682216.062745098,762928.4901960784,2150345.5960784312
云南省,530000,昭通市,530600,2003,1495878.2941176472,153852.57254901962,4717004.91764706
浙江省,330000,杭州市,330100,2003,315116.14901960787,4199371.341176472,7078734.215686277
浙江省,330000,湖州市,330500,2003,824914.3254901961,657240.1921568627,2716932.066666667
浙江省,330000,嘉兴市,330400,2003,2250622.843137255,1121973.156862745,3668952.780392156
浙江省,330000,金华市,330700,2003,634697.6509803921,1645708.4509803923,4682586.686274509
浙江省,330000,丽水市,331100,2003,183466.62352941177,408022.82352941175,2236859.3490196085
浙江省,330000,宁波市,330200,2003,940622.7647058824,3796918.2980392156,6155410.392156864
浙江省,330000,衢州市,330800,2003,422680.16862745094,429086.0,2262018.376470588
浙江省,330000,绍兴市,330600,2003,710283.3176470589,2102352.9294117647,4508872.364705881
浙江省,330000,台州市,331000,2003,1350215.9294117647,1818588.0,5345265.090196078
浙江省,330000,温州市,330300,2003,809704.6235294119,3846652.0,7825199.874509806
浙江省,330000,舟山市,330900,2003,38716.63137254902,274615.19215686276,983879.2078431374
甘肃省,620000,甘南藏族自治州,623000,2003,523325.94509803917,69690.65882352942,675736.4431372548
甘肃省,620000,临夏回族自治州,622900,2003,1661055.2235294117,222214.6,1906759.7607843138
贵州省,520000,黔东南苗族侗族自治州,522600,2003,235006.73725490196,206466.0,3993343.121568627
贵州省,520000,黔南布依族苗族自治州,522700,2003,519552.5137254903,194092.0,3685800.9058823525
贵州省,520000,黔西南布依族苗族自治州,522300,2003,1095439.650980392,140512.0,2967094.160784314
湖北省,420000,恩施土家族苗族自治州,422800,2003,363940.8666666667,208729.6588235294,3850432.2156862738
湖南省,430000,湘西土家族苗族自治州,433100,2003,258449.3411764706,100549.9725490196,2578395.6901960783
吉林省,220000,延边朝鲜族自治州,222400,2003,974106.8470588234,1142869.9529411765,2297799.647058823
青海省,630000,果洛藏族自治州,632600,2003,134808.14117647058,6012.0,141424.15686274515
青海省,630000,海北藏族自治州,632200,2003,239450.74901960784,31844.0,274107.2039215686
青海省,630000,海南藏族自治州,632500,2003,337812.2745098039,33989.0,389437.4274509803
青海省,630000,海西蒙古族藏族自治州,632800,2003,143376.2941176471,116944.0,403112.58823529404
青海省,630000,黄南藏族自治州,632300,2003,215750.7450980392,7082.541176470588,224021.19215686273
青海省,630000,玉树藏族自治州,632700,2003,271794.96078431373,805.0,276695.8352941176
四川省,510000,阿坝藏族羌族自治州,513200,2003,469695.8941176471,436.0,873112.1999999996
四川省,510000,甘孜藏族自治州,513300,2003,728210.5098039216,20018.0,937517.8745098037
四川省,510000,凉山彝族自治州,513400,2003,2031657.2901960784,397430.5176470588,4186197.0470588235
云南省,530000,楚雄彝族自治州,532300,2003,815088.2862745097,320167.9882352941,2635311.6392156864
云南省,530000,大理白族自治州,532900,2003,1667196.043137255,583047.0,3410567.494117647
云南省,530000,德宏傣族景颇族自治州,533100,2003,702718.0627450981,193172.88627450983,1123344.6470588234
云南省,530000,迪庆藏族自治州,533400,2003,161280.80392156861,18123.53725490196,355147.5450980392
云南省,530000,红河哈尼族彝族自治州,532500,2003,1628280.0274509806,738490.6980392158,4272613.83137255
云南省,530000,怒江傈僳族自治州,533300,2003,138364.14117647058,2327.0,507256.6588235294
云南省,530000,文山壮族苗族自治州,532600,2003,1327656.5764705883,153036.0,3383679.796078431
云南省,530000,西双版纳傣族自治州,532800,2003,295634.63137254905,52118.0,1027288.5333333334
海南省,460000,白沙黎族自治县,469025,2003,34012.07450980392,182.62745098039215,195495.1803921569
海南省,460000,保亭黎族苗族自治县,469029,2003,89666.10196078432,3441.0,155592.53333333338
海南省,460000,昌江黎族自治县,469026,2003,118708.65098039215,20794.235294117647,209637.07843137253
海南省,460000,澄迈县,469023,2003,50000.41960784314,37324.0,463914.1176470589
海南省,460000,定安县,469021,2003,45801.03921568627,21454.41176470588,270906.2705882353
海南省,460000,东方市,469007,2003,190940.5019607843,46208.76470588235,372850.95686274505
海南省,460000,乐东黎族自治县,469027,2003,338303.4666666666,8472.0,468383.76862745103
海南省,460000,临高县,469024,2003,11745.549019607843,37267.0,397862.4509803922
海南省,460000,陵水黎族自治县,469028,2003,231918.36078431376,20232.0,314351.894117647
海南省,460000,琼海市,469002,2003,253296.3176470588,43096.0,481422.6431372548
海南省,460000,琼中黎族苗族自治县,469030,2003,2944.705882352941,531.0,163836.27450980392
海南省,460000,屯昌县,469022,2003,139170.70588235295,20834.0,260151.6980392157
海南省,460000,万宁市,469006,2003,124475.09411764707,26495.0,514754.42745098035
海南省,460000,文昌市,469005,2003,47951.4705882353,12409.0,530039.2980392156
海南省,460000,五指山市,469001,2003,36695.98039215687,0.0,98342.9372549019
河南省,410000,济源市,419001,2003,349932.8039215687,170983.7568627451,635166.4627450979
湖北省,420000,潜江市,429005,2003,813945.9411764707,133550.79215686274,1019930.5568627454
湖北省,420000,神农架林区,429021,2003,5403.0,0.0,80271.41176470586
湖北省,420000,天门市,429006,2003,1512528.3411764705,131302.6980392157,1693980.0627450983
湖北省,420000,仙桃市,429004,2003,1016069.0941176473,158830.30980392155,1508785.4627450975
北京市,110000,北京市,110000,2003,2597320.1372549008,1.1372940701960785E7,1.4036064823529415E7
上海市,310000,上海市,310000,2003,1760309.9882352944,1.421405714509804E7,1.6992644807843138E7
天津市,120000,天津市,120000,2003,2936461.596078431,7034297.560784314,1.013195682745098E7
重庆市,500000,重庆市,500000,2003,1.4152884027450982E7,4914439.717647059,3.1637190498039227E7
内蒙古自治区,150000,阿拉善盟,152900,2003,40228.086274509806,24359.615686274512,208485.87843137246
内蒙古自治区,150000,锡林郭勒盟,152500,2003,887587.6823529411,123668.0,1018782.5254901958
内蒙古自治区,150000,兴安盟,152200,2003,1324100.2901960786,307704.62352941174,1645495.011764706
西藏自治区,540000,阿里地区,542500,2003,32089.199999999993,1.0,90574.47843137255
新疆维吾尔自治区,650000,阿克苏地区,652900,2003,1328702.3725490195,344865.0,2086503.070588236
新疆维吾尔自治区,650000,阿勒泰地区,654300,2003,456085.92549019615,40945.635294117645,572730.7725490197
新疆维吾尔自治区,650000,和田地区,653200,2003,735570.7450980393,102044.0,1829712.1568627453
新疆维吾尔自治区,650000,喀什地区,653100,2003,2541578.380392157,523130.0,3480174.211764706
新疆维吾尔自治区,650000,塔城地区,654200,2003,687832.1843137256,186045.90588235296,921059.7098039216
广西壮族自治区,450000,百色市,451000,2003,626491.968627451,266368.0,3446103.0901960786
广西壮族自治区,450000,北海市,450500,2003,709981.6980392158,535283.6745098039,1481288.5921568628
广西壮族自治区,450000,崇左市,451400,2003,1041694.4549019608,95322.0,2088740.0784313725
广西壮族自治区,450000,防城港市,450600,2003,182023.21568627452,77594.06274509804,761713.8313725491
广西壮族自治区,450000,贵港市,450800,2003,2575734.91372549,450877.3490196078,3951100.4000000004
广西壮族自治区,450000,桂林市,450300,2003,501631.11372549017,886738.0,4794800.466666668
广西壮族自治区,450000,河池市,451200,2003,421334.4627450981,168910.94509803923,3692954.949019607
广西壮族自治区,450000,贺州市,451100,2003,719159.3960784314,254991.0,2014135.4078431376
广西壮族自治区,450000,来宾市,451300,2003,1368951.4666666663,165832.89019607843,2176584.058823529
广西壮族自治区,450000,柳州市,450200,2003,581991.737254902,1343636.2156862745,3662962.2627450987
广西壮族自治区,450000,南宁市,450100,2003,2941485.443137255,2092922.9215686275,6199226.078431373
广西壮族自治区,450000,钦州市,450700,2003,998266.7960784314,231381.6588235294,3007633.2196078436
广西壮族自治区,450000,梧州市,450400,2003,282577.0,445105.0,2881452.4274509805
广西壮族自治区,450000,玉林市,450900,2003,1875741.4941176467,1431483.0196078431,5281001.505882353
内蒙古自治区,150000,巴彦淖尔市,150800,2003,1426989.6823529408,234517.0,1740416.5803921565
内蒙古自治区,150000,包头市,150200,2003,792825.396078431,1536670.5176470587,2330323.2431372553
内蒙古自治区,150000,赤峰市,150400,2003,3860433.407843137,723866.4117647059,4590579.611764706
内蒙古自治区,150000,鄂尔多斯市,150600,2003,1289816.7019607846,90986.73333333334,1423844.0901960784
内蒙古自治区,150000,呼和浩特市,150100,2003,1335887.854901961,1153794.0,2489971.1686274507
内蒙古自治区,150000,呼伦贝尔市,150700,2003,1580322.1529411764,985982.662745098,2821618.2901960774
内蒙古自治区,150000,通辽市,150500,2003,2766113.9137254898,375473.0,3142543.4470588225
内蒙古自治区,150000,乌海市,150300,2003,66016.37254901962,193891.94117647057,443790.33333333343
内蒙古自治区,150000,乌兰察布市,150900,2003,1962466.3176470587,392101.7137254902,2364645.854901961
宁夏回族自治区,640000,固原市,640400,2003,1289787.3333333333,42308.611764705885,1333853.3372549019
宁夏回族自治区,640000,石嘴山市,640200,2003,420697.84313725494,208372.18039215688,693487.7019607842
宁夏回族自治区,640000,吴忠市,640300,2003,1004134.3411764709,176197.61176470589,1184859.725490196
宁夏回族自治区,640000,银川市,640100,2003,754666.5176470585,664817.0,1427666.9843137255
宁夏回族自治区,640000,中卫市,640500,2003,961000.0352941173,60346.38823529412,1048216.4823529407
西藏自治区,540000,昌都市,540300,2003,554756.1058823529,11410.0,606505.5333333332
