province,province_id,city,city_id,year,urban_midlight,agriculture_midlight,total_midlight
云南省,530000,保山市,530500,2001,0.0,0.0,0.0
云南省,530000,昆明市,530100,2001,1.2447829877629,0.0,0.0
云南省,530000,丽江市,530700,2001,0.0,0.0,0.0
云南省,530000,临沧市,530900,2001,0.0,0.0,0.0
云南省,530000,普洱市,530800,2001,0.0,0.0,0.0
云南省,530000,曲靖市,530300,2001,0.0,0.0,0.0
云南省,530000,玉溪市,530400,2001,0.0,0.0,0.0
云南省,530000,昭通市,530600,2001,0.0,0.0,0.0
浙江省,330000,杭州市,330100,2001,1.7400424511743666,0.0,0.0
浙江省,330000,湖州市,330500,2001,1.6094979442226947,0.0,0.0
浙江省,330000,嘉兴市,330400,2001,1.3706895463356368,0.0,0.0
浙江省,330000,金华市,330700,2001,0.0,0.0,0.0
浙江省,330000,丽水市,331100,2001,0.0,0.0,0.0
浙江省,330000,宁波市,330200,2001,1.6292170891256044,0.0,0.0
浙江省,330000,衢州市,330800,2001,0.0,0.0,0.0
浙江省,330000,绍兴市,330600,2001,0.0,0.0,0.0
浙江省,330000,台州市,331000,2001,0.0,0.0,0.0
浙江省,330000,温州市,330300,2001,1.4656793635163532,0.0,0.0
浙江省,330000,舟山市,330900,2001,0.0,0.0,0.0
甘肃省,620000,甘南藏族自治州,623000,2001,0.0,0.0,0.0
甘肃省,620000,临夏回族自治州,622900,2001,0.0,0.0,0.0
贵州省,520000,黔东南苗族侗族自治州,522600,2001,0.0,0.0,0.0
贵州省,520000,黔南布依族苗族自治州,522700,2001,0.0,0.0,0.0
贵州省,520000,黔西南布依族苗族自治州,522300,2001,0.0,0.0,0.0
湖北省,420000,恩施土家族苗族自治州,422800,2001,0.0,0.0,0.0
湖南省,430000,湘西土家族苗族自治州,433100,2001,0.0,0.0,0.0
吉林省,220000,延边朝鲜族自治州,222400,2001,0.0,0.0,0.0
青海省,630000,果洛藏族自治州,632600,2001,0.0,0.0,0.0
青海省,630000,海北藏族自治州,632200,2001,0.0,0.0,0.0
青海省,630000,海南藏族自治州,632500,2001,0.0,0.0,0.0
青海省,630000,海西蒙古族藏族自治州,632800,2001,0.0,0.0,0.0
青海省,630000,黄南藏族自治州,632300,2001,0.0,0.0,0.0
青海省,630000,玉树藏族自治州,632700,2001,0.0,0.0,0.0
四川省,510000,阿坝藏族羌族自治州,513200,2001,0.0,0.0,0.0
四川省,510000,甘孜藏族自治州,513300,2001,0.0,0.0,0.0
四川省,510000,凉山彝族自治州,513400,2001,0.0,0.0,0.0
云南省,530000,楚雄彝族自治州,532300,2001,0.0,0.0,0.0
云南省,530000,大理白族自治州,532900,2001,0.0,0.0,0.0
云南省,530000,德宏傣族景颇族自治州,533100,2001,0.0,0.0,0.0
云南省,530000,迪庆藏族自治州,533400,2001,0.0,0.0,0.0
云南省,530000,红河哈尼族彝族自治州,532500,2001,0.0,0.0,0.0
云南省,530000,怒江傈僳族自治州,533300,2001,0.0,0.0,0.0
云南省,530000,文山壮族苗族自治州,532600,2001,0.0,0.0,0.0
云南省,530000,西双版纳傣族自治州,532800,2001,0.0,0.0,0.0
海南省,460000,白沙黎族自治县,469025,2001,0.0,0.0,0.0
海南省,460000,保亭黎族苗族自治县,469029,2001,5.942690849304199,0.0,0.0
海南省,460000,昌江黎族自治县,469026,2001,0.0,0.0,0.0
海南省,460000,澄迈县,469023,2001,0.0,0.0,0.0
海南省,460000,定安县,469021,2001,0.0,0.0,0.0
海南省,460000,东方市,469007,2001,0.0,0.0,0.0
海南省,460000,乐东黎族自治县,469027,2001,0.0,0.0,0.0
海南省,460000,临高县,469024,2001,0.0,0.0,0.0
海南省,460000,陵水黎族自治县,469028,2001,0.0,0.0,0.0
海南省,460000,琼海市,469002,2001,7.239085674285889,0.0,0.0
海南省,460000,琼中黎族苗族自治县,469030,2001,0.0,0.0,0.0
海南省,460000,屯昌县,469022,2001,2.260522484779358,0.0,0.0
海南省,460000,万宁市,469006,2001,0.0,0.0,0.0
海南省,460000,文昌市,469005,2001,0.0,0.0,0.0
海南省,460000,五指山市,469001,2001,0,0.0,0.0
河南省,410000,济源市,419001,2001,0.0,0.0,0.0
湖北省,420000,潜江市,429005,2001,0.0,0.0,0.0
湖北省,420000,神农架林区,429021,2001,0.0,0.0,0.0
湖北省,420000,天门市,429006,2001,0.0,0.0,0.0
湖北省,420000,仙桃市,429004,2001,0.0,0.0,0.0
北京市,110000,北京市,110000,2001,3.4376743635030294,0.0,0.0
上海市,310000,上海市,310000,2001,5.492953879980981,0.0,0.0
天津市,120000,天津市,120000,2001,0.5192910510363112,0.0,0.11081459562059216
重庆市,500000,重庆市,500000,2001,0.0,0.0,0.0
内蒙古自治区,150000,阿拉善盟,152900,2001,0.0,0.0,0.0
内蒙古自治区,150000,锡林郭勒盟,152500,2001,0.0,0.0,0.0
内蒙古自治区,150000,兴安盟,152200,2001,0.0,0.0,0.0
西藏自治区,540000,阿里地区,542500,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,阿克苏地区,652900,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,阿勒泰地区,654300,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,和田地区,653200,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,喀什地区,653100,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,塔城地区,654200,2001,0.0,0.0,0.0
广西壮族自治区,450000,百色市,451000,2001,1.6627679467201233,0.0,0.0
广西壮族自治区,450000,北海市,450500,2001,0.0,0.0,0.0
广西壮族自治区,450000,崇左市,451400,2001,0.0,0.0,0.0
广西壮族自治区,450000,防城港市,450600,2001,0.0,0.0,0.0
广西壮族自治区,450000,贵港市,450800,2001,0.0,0.0,0.0
广西壮族自治区,450000,桂林市,450300,2001,1.1868133959562883,0.0,0.0
广西壮族自治区,450000,河池市,451200,2001,1.160887638727824,0.0,0.0
广西壮族自治区,450000,贺州市,451100,2001,0.0,0.0,0.0
广西壮族自治区,450000,来宾市,451300,2001,0.0,0.0,0.0
广西壮族自治区,450000,柳州市,450200,2001,1.8725855597134293,0.0,0.0
广西壮族自治区,450000,南宁市,450100,2001,0.0,0.0,0.0
广西壮族自治区,450000,钦州市,450700,2001,0.0,0.0,0.0
广西壮族自治区,450000,梧州市,450400,2001,0.0,0.0,0.0
广西壮族自治区,450000,玉林市,450900,2001,0.0,0.0,0.0
内蒙古自治区,150000,巴彦淖尔市,150800,2001,0.0,0.0,0.0
内蒙古自治区,150000,包头市,150200,2001,2.4434879718252125,0.0,0.0
内蒙古自治区,150000,赤峰市,150400,2001,0.0,0.0,0.0
内蒙古自治区,150000,鄂尔多斯市,150600,2001,0.0,0.0,0.0
内蒙古自治区,150000,呼和浩特市,150100,2001,3.4620679998860777,0.0,0.0
内蒙古自治区,150000,呼伦贝尔市,150700,2001,0.0,0.0,0.0
内蒙古自治区,150000,通辽市,150500,2001,0.0,0.0,0.0
内蒙古自治区,150000,乌海市,150300,2001,1.7649453595589404,0.0,0.0
内蒙古自治区,150000,乌兰察布市,150900,2001,0.0,0.0,0.0
宁夏回族自治区,640000,固原市,640400,2001,0.0,0.0,0.0
宁夏回族自治区,640000,石嘴山市,640200,2001,1.116946728605973,0.0,0.0
宁夏回族自治区,640000,吴忠市,640300,2001,0.0,0.0,0.0
宁夏回族自治区,640000,银川市,640100,2001,2.7415752872343986,0.0,0.0
宁夏回族自治区,640000,中卫市,640500,2001,0.0,0.0,0.0
西藏自治区,540000,昌都市,540300,2001,0.0,0.0,0.0
西藏自治区,540000,拉萨市,540100,2001,11.212319374084473,0.0,0.0
西藏自治区,540000,林芝市,540400,2001,0.0,0.0,0.0
