country,province,city,id,year,urban_anpp,agriculture_anpp,overall_anpp
China,Guangdong Sheng,Shanwei,13040,2001,480.75281357513563,657.8159769699339,965.9737401586125
China,Guangdong Sheng,Heyuan,13041,2001,453.02477876106195,786.200263373801,1166.6890361102037
China,Guangdong Sheng,Yangjiang,13042,2001,456.7325119288842,647.3642921123954,922.0033945173927
China,Guangdong Sheng,Qingyuan,13043,2001,390.3392307692308,631.7434034995684,924.8707187895092
China,Guangdong Sheng,Dongguan,13044,2001,371.7835708145003,431.5638471927785,564.9121727387549
China,Guangdong Sheng,Zhongshan,13045,2001,293.18097740739955,374.2052112935481,423.34574306178627
China,Guangdong Sheng,Chaozhou,13046,2001,602.007051705898,782.3332832341964,1104.3317716564159
China,Guangdong Sheng,Jieyang,13047,2001,595.8941885293516,756.0376769408211,993.9436427067474
China,Guangdong Sheng,Yunfu,13048,2001,389.70740740740746,673.4854358192167,999.83058318255
China,Guangxi Zhuangzu Zizhiqu,Nanning,13049,2001,443.2343490304709,645.4476773181603,783.0078121330473
China,Guangxi Zhuangzu Zizhiqu,Liuzhou,13050,2001,367.36036585365844,603.5451634591791,687.495370500178
China,Guangxi Zhuangzu Zizhiqu,Guilin,13051,2001,470.2305389221557,667.2327392928057,778.2081663212892
China,Guangxi Zhuangzu Zizhiqu,Wuzhou,13052,2001,391.7302631578948,652.507450506428,1149.1865357570086
China,Guangxi Zhuangzu Zizhiqu,Qinzhou,13055,2001,454.644827586207,673.4305054994679,792.9280076851778
China,Guangxi Zhuangzu Zizhiqu,Guigang,13056,2001,382.9160714285714,594.128432308544,847.7605793901513
China,Guangxi Zhuangzu Zizhiqu,Yulin,13057,2001,459.0490566037736,634.3296752306974,904.3713231286092
China,Guangxi Zhuangzu Zizhiqu,Laibin,13059,2001,418.00588235294117,608.0692406921836,771.7381552753967
China,Guangxi Zhuangzu Zizhiqu,Hezhou,13060,2001,490.24857142857167,621.9071892596832,961.8872963462416
China,Guangxi Zhuangzu Zizhiqu,Baise,13061,2001,514.8101694915254,744.2742916588046,976.147869368645
China,Guangxi Zhuangzu Zizhiqu,Hechi,13062,2001,468.9718446601942,750.9199476590867,885.6901344890229
China,Guizhou Sheng,Guiyang,13063,2001,412.19519650655025,670.5153889364674,756.4989489847677
China,Guizhou Sheng,Liupanshui,13064,2001,315.6814814814815,673.3002810676719,746.4442638153213
China,Guizhou Sheng,Zunyi,13065,2001,424.91770833333345,647.6981064318074,698.6225860919578
China,Guizhou Sheng,Tongren,13066,2001,409.21428571428584,668.7494717833666,711.7161469244102
China,Guizhou Sheng,Qianxinan Buyei and Miao,13067,2001,525.575,737.6548707407101,850.9300965508451
China,Guizhou Sheng,Bijie,13068,2001,388.70000000000005,615.8066762654657,667.8707600273367
China,Guizhou Sheng,Anshun,13069,2001,439.5181818181818,702.1613799310998,773.641608716971
China,Guizhou Sheng,Qiandongnan Miao and Dong,13070,2001,445.49487179487187,699.2322944732998,799.134725782357
China,Guizhou Sheng,Qiannan Buyei and Miao,13071,2001,489.2085714285715,754.4839690775144,884.1364891967133
China,Hebei Sheng,Shijiazhuang,13075,2001,204.6661141250101,227.3509575700424,230.03985963776927
China,Hebei Sheng,Tangshan,13076,2001,218.35188342088486,270.50210241192093,266.4849636113182
China,Hebei Sheng,Qinhuangdao,13077,2001,261.19057714538536,358.2772895078835,353.2644404784193
China,Hebei Sheng,Handan,13078,2001,175.010526213459,214.33874135866202,214.05394294275416
China,Hebei Sheng,Xingtai,13079,2001,175.80079261855366,207.4878434938261,206.7188858403127
China,Hebei Sheng,Baoding,13080,2001,198.28880968334832,236.80958961388492,238.1031330302595
China,Hebei Sheng,Zhangjiakou,13081,2001,182.41236263736263,222.90897342562894,223.6475657440786
China,Hebei Sheng,Cangzhou,13083,2001,160.01497023925089,199.2527841843104,198.4171805691264
China,Hebei Sheng,Langfang,13084,2001,168.2962443408262,193.5119411021554,192.86020546876904
China,Hebei Sheng,Hengshui,13085,2001,165.70070754716986,193.5015193914101,193.13178754220453
China,Henan Sheng,Zhengzhou,13099,2001,219.2938836945558,257.15930393012235,253.4360299265367
China,Henan Sheng,Kaifeng,13100,2001,219.43571428571423,260.94769649322836,260.5478153702816
China,Henan Sheng,Luoyang,13101,2001,258.8298455367546,319.0316444937904,331.19449740216817
China,Henan Sheng,Pingdingshan,13102,2001,216.39248099268104,305.2292313121112,298.67723128305227
China,Henan Sheng,Anyang,13103,2001,238.85617820245574,242.71948009972198,245.51638166816616
China,Henan Sheng,Hebi,13104,2001,190.70990899284405,225.40368238876013,224.26303514916302
China,Henan Sheng,Xinxiang,13105,2001,221.87926353352054,250.96144602787845,243.9865285961904
China,Henan Sheng,Jiaozuo,13106,2001,229.83155704623775,276.988784734755,253.49456745542614
China,Henan Sheng,Puyang,13107,2001,218.2196404231843,250.0777550340896,249.86745589865282
China,Henan Sheng,Xuchang,13108,2001,244.46109637488945,288.2096997394593,287.13288158100147
China,Henan Sheng,Luohe,13109,2001,238.08272727272737,298.51928787454824,297.63667251877854
China,Henan Sheng,Sanmenxia,13110,2001,231.8425358369419,330.69696672589373,332.08859897267297
China,Henan Sheng,Nanyang,13111,2001,264.1476439790576,317.0242169377,343.0047951630173
China,Henan Sheng,Shangqiu,13112,2001,261.5626442233069,312.6890325794714,312.2858763924431
China,Henan Sheng,Xinyang,13113,2001,262.2827799045881,308.26998420963,314.22199289262306
China,Henan Sheng,Zhoukou,13114,2001,227.29894179894177,289.7690072789711,289.47491844133566
China,Henan Sheng,Zhumadian,13115,2001,239.54981684981684,317.3017319023329,315.1313426106469
China,Hubei Sheng,Wuhan,13117,2001,266.228684137162,362.59784568512015,338.082886250283
China,Hubei Sheng,Huangshi,13118,2001,331.6902502567512,492.2200424859443,507.307763343854
China,Hubei Sheng,Shiyan,13119,2001,361.9318643245901,490.1627712924214,497.4786839454699
China,Hubei Sheng,Yichang,13120,2001,337.68347044431044,444.6947504554947,552.2463909447675
China,Hubei Sheng,Xiangfan,13121,2001,263.83343676649827,335.54485011550753,381.8970181784067
China,Hubei Sheng,Ezhou,13122,2001,297.8852587383226,410.3339397969141,381.53379629989314
China,Hubei Sheng,Jingmen,13123,2001,279.55831353919245,359.1255869068838,341.12651428555984
China,Hubei Sheng,Xiaogan,13124,2001,260.31108189426317,314.87618934004286,310.2028411864024
China,Hubei Sheng,Jingzhou,13125,2001,278.30102722136616,382.79078013636365,379.0690134073415
China,Hubei Sheng,Huanggang,13126,2001,324.55619270694706,441.5964878813963,452.35491173548
China,Hubei Sheng,Xianning,13127,2001,338.04247311827964,460.0992838530168,511.17277945701886
China,Hubei Sheng,Enshi Tujia and Miao,13128,2001,478.2724137931034,628.8279773385689,688.6976760888354
China,Hubei Sheng,Shennongjia,13129,2001,283.99468478541326,346.3185232146216,399.32276173815364
China,Hunan Sheng,Changsha,13130,2001,380.44459654873236,455.4809887839862,536.8374992238772
China,Hunan Sheng,Zhuzhou,13131,2001,366.64258064516133,556.1101506265276,638.0208999510761
China,Hunan Sheng,Xiangtan,13132,2001,363.25365195382096,464.95148533572484,509.069665281947
China,Hunan Sheng,Hengyang,13133,2001,341.05428571428575,502.7797167568092,538.1581004999633
China,Hunan Sheng,Shaoyang,13134,2001,359.1282051282052,611.7409958095952,665.5387195187714
China,Hunan Sheng,Yueyang,13135,2001,278.1232340113317,438.1838160902706,491.71686041680965
China,Hunan Sheng,Changde,13136,2001,284.9392045454545,443.1357935146687,490.04030413133376
China,Hunan Sheng,Zhangjiajie,13137,2001,335.93809523809523,602.3071181077989,642.1114708477694
China,Hunan Sheng,Yiyang,13138,2001,287.1390243902439,422.96718082095805,472.2782581938937
China,Hunan Sheng,Chenzhou,13139,2001,400.09646017699123,679.8167667582679,737.8914925894379
China,Hunan Sheng,Yongzhou,13140,2001,313.4045454545455,587.9280483118622,671.8005570290477
China,Hunan Sheng,Huaihua,13141,2001,410.7134615384615,575.3334959415741,650.6359359622306
China,Hunan Sheng,Loudi,13142,2001,342.09384615384613,548.4422038498786,567.9579062833285
China,Hunan Sheng,Xiangxi Tujia and Miao,13143,2001,404.88863636363646,649.952652353138,666.397847821165
China,Jiangsu Sheng,Nanjing,13144,2001,329.09759404808506,444.63605382465664,424.1227092095926
China,Jiangsu Sheng,Wuxi,13145,2001,425.03538846347226,523.5303936090495,478.13513598807805
China,Jiangsu Sheng,Xuzhou,13146,2001,284.05095296358405,379.90691108938853,373.2954793793394
China,Jiangsu Sheng,Changzhou,13147,2001,407.3241556314079,492.01840817186167,455.371895006856
China,Jiangsu Sheng,Suzhou,13148,2001,417.52859077510755,555.5619008373402,476.7069600026049
China,Jiangsu Sheng,Nantong,13149,2001,424.9171892047862,613.715754997739,605.2891510935356
China,Jiangsu Sheng,Lianyungang,13150,2001,338.10343380064876,434.4717829772934,428.4603378103956
China,Jiangsu Sheng,Huai'an,13151,2001,339.9956298200514,433.21208525358736,425.57039742278687
China,Jiangsu Sheng,Yancheng,13152,2001,396.04356400566843,520.7972784378892,511.29431490869035
China,Jiangsu Sheng,Yangzhou,13153,2001,369.14678921963446,442.5889976611089,427.06746230051
China,Jiangsu Sheng,Zhenjiang,13154,2001,379.53695708125423,489.1637979794374,469.4277706187198
China,Jiangsu Sheng,Taizhou,13155,2001,391.195324261004,501.2043589473044,481.16614974848176
China,Jiangsu Sheng,Suqian,13156,2001,393.55839348450985,453.68296988486406,447.29245743172174
China,Jiangxi Sheng,Nanchang,13157,2001,368.66444097927257,480.65263850218537,479.21309233916156
China,Jiangxi Sheng,Jingdezhen,13158,2001,406.35286624203826,570.3173337139689,602.9588047680558
China,Jiangxi Sheng,Pingxiang,13159,2001,363.2921052631578,578.2954691528379,625.1385465344894
China,Jiangxi Sheng,Jiujiang,13160,2001,356.70065196439714,545.8025661340635,585.3659990403755
China,Jiangxi Sheng,Xinyu,13161,2001,428.3198312236287,530.6296779133652,583.2993633655194
China,Jiangxi Sheng,Yingtan,13162,2001,378.6581967213115,534.9136618430158,606.0984602804564
China,Jiangxi Sheng,Ganzhou,13163,2001,439.4070460704607,635.1618150693347,837.7308598665329
China,Jiangxi Sheng,Yichun,13164,2001,413.5047281323877,523.1306974970238,603.365361261267
China,Jiangxi Sheng,Shangrao,13165,2001,389.35089207037055,525.0585788845873,623.77304926117
China,Jiangxi Sheng,Ji'an,13166,2001,397.6815602836881,559.9242652668044,668.1915968473121
China,Jiangxi Sheng,Fuzhou,13167,2001,424.70633802816906,574.1203003286967,672.8906792349761
China,Nei Mongol Zizhiqu,Hohhot,13191,2001,151.92470588235295,140.76028588066157,140.76697807176996
China,Nei Mongol Zizhiqu,Baotou,13192,2001,106.64688796680498,101.37935957245995,101.21382492043118
China,Nei Mongol Zizhiqu,Wuhai,13193,2001,65.43750000000001,79.9157108127521,58.64391309399327
China,Nei Mongol Zizhiqu,Ordos,13200,2001,63.4,93.03946276913692,91.27095442054679
China,Nei Mongol Zizhiqu,Baynnur,13201,2001,67.9,102.33564885701657,98.62638878346684
China,Nei Mongol Zizhiqu,Alxa,13202,2001,0,87.30657695248784,78.99132485902658
China,Ningxia Huizu Zizhiqu,Yinchuan,13203,2001,137.8117117117117,171.74501470500394,165.4597707694976
China,Ningxia Huizu Zizhiqu,Shizuishan,13204,2001,86.45882352941179,116.948390787645,104.97382022594728
China,Ningxia Huizu Zizhiqu,Wuzhong,13205,2001,159.50000000000003,104.78315187274224,102.69328846121071
China,Ningxia Huizu Zizhiqu,Guyuan,13206,2001,0,188.52883826264892,189.63341408543715
China,Qinghai Sheng,Xining,13207,2001,234.31818181818184,302.8003169576049,303.46706918401424
China,Qinghai Sheng,Haidong,13208,2001,275.3752711496747,277.96472346552326,283.2458985073534
China,Qinghai Sheng,Haibei Tibetan,13209,2001,0,219.2827250000259,211.69107946842712
China,Qinghai Sheng,Huangnan Tibetan,13210,2001,0,297.5282061933885,297.32893040433623
China,Qinghai Sheng,Hainan Tibetan,13211,2001,0,198.8148952220203,191.3337282461991
China,Qinghai Sheng,Golog Tibetan,13212,2001,0,173.70316807911234,171.94095644848503
China,Qinghai Sheng,Haixi Mongol and Tibetan,13214,2001,0,71.19249007066873,64.46859709881298
China,Shaanxi Sheng,Xi'an,13215,2001,247.6171430066877,365.83993263050604,369.7555007511873
China,Shaanxi Sheng,Tongchuan,13216,2001,202.60113772672753,306.5647016196225,287.6316837235014
China,Shaanxi Sheng,Baoji,13217,2001,331.4424009976127,392.14369276390715,445.67648563528434
China,Shaanxi Sheng,Xianyang,13218,2001,233.28541122253256,312.7103104218241,303.4232031530848
China,Shaanxi Sheng,Weinan,13219,2001,209.078525454102,267.3393966191005,258.3002578685171
China,Shaanxi Sheng,Yan'an,13220,2001,160.9438596491228,198.71569962236612,211.3887619644412
China,Shaanxi Sheng,Hanzhong,13221,2001,308.1175675675675,445.2756750464608,487.52561654249234
China,Shaanxi Sheng,Ankang,13222,2001,385.18753403497755,486.9424895537441,505.0880933987008
China,Shaanxi Sheng,Shangluo,13223,2001,376.4862068965517,452.67827551655637,436.11221294528264
China,Shaanxi Sheng,Yulin,13224,2001,91.52708837772396,114.95229679025135,114.86307673523687
China,Shandong Sheng,Jinan,13225,2001,237.05800712026877,273.91925255664967,272.50016073504236
China,Shandong Sheng,Qingdao,13226,2001,319.6770492274472,433.5597355540949,429.44966085446623
China,Shandong Sheng,Zibo,13227,2001,241.42460025023308,307.9678463964463,302.9856241026288
China,Shandong Sheng,Zaozhuang,13228,2001,278.51485639833675,318.1063407965696,316.00482072931493
China,Shandong Sheng,Dongying,13229,2001,175.9869807268798,267.11234216393893,259.98404882838975
China,Shandong Sheng,Yantai,13230,2001,356.32874143118266,437.9534325198826,436.37636403905407
China,Shandong Sheng,Weifang,13231,2001,293.28971622997875,370.79933312496803,367.31857079442864
China,Shandong Sheng,Jining,13232,2001,273.4965683869624,309.06431260889536,305.72836623825214
China,Shandong Sheng,Tai'an,13233,2001,256.9145290319609,307.5720742855313,305.1527241680326
China,Shandong Sheng,Weihai,13234,2001,287.9123489272499,508.8689419186513,508.88570215180215
China,Shandong Sheng,Rizhao,13235,2001,338.8965449696741,412.67223874558823,411.57317630843573
China,Shandong Sheng,Laiwu,13236,2001,263.1234819923029,301.941023052826,299.0257751143144
China,Shandong Sheng,Linyi,13237,2001,314.04337984538563,355.19866590535435,353.24201750260687
China,Shandong Sheng,Dezhou,13238,2001,181.4183963147448,228.73028915675053,228.30628616995224
China,Shandong Sheng,Liaocheng,13239,2001,207.3191431931156,237.86722451721477,237.5173727698654
China,Shandong Sheng,Binzhou,13240,2001,216.88574802712012,244.08171316324572,241.70531790054233
China,Shandong Sheng,Heze,13241,2001,261.2414572864322,291.56062485663045,291.1584981368212
China,Shanghai Shi,Shanghai,13242,2001,479.88956400748725,615.1888638352775,554.6286244332366
China,Shanxi Sheng,Taiyuan,13244,2001,184.54604332321605,220.24960409568135,225.78973782689204
China,Shanxi Sheng,Datong,13245,2001,152.33459459459456,191.29256023627804,191.2418226676808
China,Shanxi Sheng,Yangquan,13246,2001,185.68142289201185,255.54579247577058,255.37263881061384
China,Shanxi Sheng,Changzhi,13247,2001,213.72704714640196,295.2235570511067,297.14340829842615
China,Shanxi Sheng,Jincheng,13248,2001,212.46604554865422,288.3256836022618,276.4761410912801
China,Shanxi Sheng,Shuozhou,13249,2001,134.29157894736844,164.49146554605755,164.47614719174058
China,Shanxi Sheng,Xinzhou,13250,2001,197.52638297872343,218.4756825349751,222.4491655898437
China,Shanxi Sheng,Luliang,13251,2001,197.1361314495586,189.732422041302,205.7483629545111
China,Shanxi Sheng,Jinzhong,13252,2001,216.9054909773446,259.9827256982462,265.64462000712217
China,Shanxi Sheng,Linfen,13253,2001,188.81578391678207,219.5219178824011,221.83236244397173
China,Shanxi Sheng,Yuncheng,13254,2001,191.50598359525046,243.38739208267666,242.69571755757903
China,Sichuan Sheng,Chengdu,13255,2001,338.17818716329316,422.6193615799391,495.47729711816294
China,Sichuan Sheng,Zigong,13256,2001,239.6056338028169,355.91455003433776,351.55485742088626
China,Sichuan Sheng,Panzhihua,13257,2001,295.94262295081967,627.3446093676313,764.331878221935
China,Sichuan Sheng,Luzhou,13258,2001,276.6838235294118,418.6865876710237,541.5932340684972
China,Sichuan Sheng,Deyang,13259,2001,319.3109545173512,385.20796483618045,427.21881636166256
China,Sichuan Sheng,Mianyang,13260,2001,292.7868421052632,364.85823742649876,537.8694552258967
China,Sichuan Sheng,Guangyuan,13261,2001,233.8356435643565,399.020434457222,489.4285327941706
China,Sichuan Sheng,Suining,13262,2001,230.79283126294,327.08794752445493,318.1082159978174
China,Sichuan Sheng,Leshan,13264,2001,267.2285714285714,443.08567657693794,615.3908725408027
China,Sichuan Sheng,Nanchong,13265,2001,245.8556851311954,317.82057120020363,321.66256616155573
China,Sichuan Sheng,Yibin,13266,2001,264.55960983493014,406.1071123577079,468.5071066079185
China,Sichuan Sheng,Guang'an,13267,2001,285.97977528089893,362.74871231207095,363.5312941135833
China,Sichuan Sheng,Dazhou,13268,2001,282.3815602836879,405.2624858013967,457.2266804329123
China,Sichuan Sheng,Ya'an,13269,2001,443.56122448979585,516.4770895407108,751.5004998916257
China,Sichuan Sheng,Ngawa Tibetan and Qiang,13270,2001,0,335.38909201304466,422.41007917806877
China,Sichuan Sheng,Garzê Tibetan,13271,2001,0,253.80686905420995,311.49895460975193
China,Sichuan Sheng,Liangshan Yi,13272,2001,477.0,575.1139140249289,754.6671583562646
China,Sichuan Sheng,Bazhong,13273,2001,345.9102564102564,412.11286236742666,471.7375354327567
China,Sichuan Sheng,Meishan,13274,2001,259.48935,395.53137683501336,464.42336851928155
China,Sichuan Sheng,Ziyang,13275,2001,271.6532467532467,340.33765097595676,334.67033105154644
China,Xinjiang Uygur Zizhiqu,Ürümqi,13280,2001,87.11659400830048,163.73031569054922,151.41433416706406
China,Xinjiang Uygur Zizhiqu,Karamay,13281,2001,45.5,56.79950789053564,51.893050408274476
China,Xinjiang Uygur Zizhiqu,Turfan,13282,2001,0,93.95272290562738,86.82261396795305
China,Xinjiang Uygur Zizhiqu,Changji Hui,13284,2001,89.08568822108936,116.69095724177762,111.45282796452587
China,Xinjiang Uygur Zizhiqu,Börtala Mongol,13285,2001,0,188.28811355716195,166.34703816072826
China,Xinjiang Uygur Zizhiqu,Bayin'gholin Mongol,13286,2001,0,170.31344529492384,141.59891001700666
China,Xinjiang Uygur Zizhiqu,Aksu,13287,2001,0,116.46418515580683,104.7539951757936
China,Xinjiang Uygur Zizhiqu,Kizilsu Kirghiz,13288,2001,0,114.23116324951638,95.89902367381082
China,Xinjiang Uygur Zizhiqu,Kashgar,13289,2001,0,122.05176795553375,111.56103458402382
China,Xinjiang Uygur Zizhiqu,Khotan,13290,2001,0,116.64793808795685,108.02224672013216
China,Xinjiang Uygur Zizhiqu,Ili Kazakh,13292,2001,135.5,339.56863390928515,333.52623200512966
China,Xinjiang Uygur Zizhiqu,Tacheng,13293,2001,0,160.9131126744543,148.51901181992784
China,Xinjiang Uygur Zizhiqu,Altay,13294,2001,0,171.66831847962507,168.04974445484248
China,Xinjiang Uygur Zizhiqu,Shihezi,13295,2001,89.535,134.5083057753152,131.4613864005686
China,Xizang Zizhiqu,Lhasa,13296,2001,0,179.8593064869632,164.51039331582928
China,Xizang Zizhiqu,Chamdo,13297,2001,0,216.24998272726853,211.40592238745378
China,Xizang Zizhiqu,Shannan,13298,2001,0,140.01634575403202,130.41670174778778
China,Xizang Zizhiqu,Shigatse,13299,2001,0,86.70743457878002,81.76659385829178
China,Xizang Zizhiqu,Nagchu,13300,2001,0,86.57125708273607,77.25462833456308
China,Xizang Zizhiqu,Ngari,13301,2001,0,54.40347267900919,48.41836580634176
China,Xizang Zizhiqu,Nyingtri,13302,2001,0,199.40222721060974,260.00635042007667
China,Yunnan Sheng,Kunming,13303,2001,526.6929936305731,684.2126578692918,840.1317292634535
China,Yunnan Sheng,Qujing,13304,2001,446.6916666666667,669.7354655448759,763.8804029750753
China,Yunnan Sheng,Yuxi,13305,2001,588.4544117647058,766.3701209392627,930.7035942339801
China,Yunnan Sheng,Zhaotong,13306,2001,421.9894168466524,623.944566100039,695.790071817695
China,Yunnan Sheng,Chuxiong Yi,13307,2001,531.3125000000001,704.1760534058112,896.5323223734533
China,Yunnan Sheng,Honghe Hani and Yi,13308,2001,564.3738095238098,758.64917069282,1031.1174102679383
China,Yunnan Sheng,Wenshan Zhuang and Miao,13309,2001,537.3537037037038,729.1014772822183,955.7812214206306
China,Yunnan Sheng,Dali Bai,13312,2001,568.5020408163265,781.4305038195142,977.2687859714785
China,Yunnan Sheng,Baoshan,13313,2001,628.067221030043,854.9804798165787,1073.5780485057774
China,Yunnan Sheng,Dehong Dai and Jingpo,13314,2001,586.4961189717018,832.8150243678164,1363.8781849694183
China,Yunnan Sheng,Lijiang,13315,2001,524.2435897435898,640.0445365270892,868.1074644569838
China,Yunnan Sheng,Nujiang Lisu,13316,2001,0,537.8688163845369,902.1123254804867
China,Yunnan Sheng,Dêqên Tibetan,13317,2001,0,371.1377850408002,704.1743688852334
China,Yunnan Sheng,Lincang,13318,2001,563.1199762187873,858.8984883478716,1103.0894933746229
China,Zhejiang Sheng,Hangzhou,13319,2001,398.7793942796237,525.8045607552436,656.8182810802148
China,Zhejiang Sheng,Ningbo,13320,2001,502.71134346486645,633.4856328209165,706.4436950857828
China,Zhejiang Sheng,Wenzhou,13321,2001,474.97367166963164,670.1154599912722,828.5599283970214
China,Zhejiang Sheng,Jiaxing,13322,2001,453.9730048256801,581.8290615023624,560.6021823676502
China,Zhejiang Sheng,Huzhou,13323,2001,388.7016523525569,523.7307872889771,554.6558206046133
China,Zhejiang Sheng,Shaoxing,13324,2001,389.6286401048641,595.2957572958289,641.6703523300287
China,Zhejiang Sheng,Jinhua,13325,2001,401.14351464435134,565.9437744749317,677.550817151499
China,Zhejiang Sheng,Quzhou,13326,2001,419.2477477477479,619.8791043416231,721.005179726086
China,Zhejiang Sheng,Zhoushan,13327,2001,454.611573875803,709.2093790349577,692.6347412167594
China,Zhejiang Sheng,Taizhou,13328,2001,548.7851099200076,683.9915969836359,788.4962901085785
