country,province,city,id,year,urban_anpp,agriculture_anpp,overall_anpp
China,Guangdong Sheng,Maoming,13036,2003,504.81392798888425,728.5758691090138,910.1539558789868
China,Guangdong Sheng,Zhaoqing,13037,2003,395.0592745724488,634.265215198386,1096.2741269113674
China,Guangdong Sheng,Huizhou,13038,2003,464.0249774598916,683.6031425954566,1090.0328655715205
China,Guangdong Sheng,Meizhou,13039,2003,480.97429303169343,754.7567433023701,1156.7668570692088
China,Guangdong Sheng,Shanwei,13040,2003,535.2279841390169,729.057735434954,1035.029404232166
China,Guangdong Sheng,Heyuan,13041,2003,420.3171232876712,811.644017085893,1194.534582033095
China,Guangdong Sheng,Yangjiang,13042,2003,496.58863305711935,732.4783988370888,1005.5523706108487
China,Guangdong Sheng,Qingyuan,13043,2003,407.84382716049384,676.9253937101107,970.1577954840393
China,Guangdong Sheng,Dongguan,13044,2003,357.764465224453,435.17944055227963,558.6443109829626
China,Guangdong Sheng,Zhongshan,13045,2003,308.95174783850507,376.25983558426316,447.7329636376267
China,Guangdong Sheng,Chaozhou,13046,2003,624.3460546212409,870.7960319374457,1174.1064958368122
China,Guangdong Sheng,Jieyang,13047,2003,624.04840416098,805.2610470658618,1047.2033831049323
China,Guangdong Sheng,Yunfu,13048,2003,421.08225806451605,715.9047342078276,1047.9789303811062
China,Guangxi Zhuangzu Zizhiqu,Nanning,13049,2003,467.4119700748127,694.0288486889281,824.5614430299667
China,Guangxi Zhuangzu Zizhiqu,Liuzhou,13050,2003,399.6273743016759,690.4887432590874,761.3478816893182
China,Guangxi Zhuangzu Zizhiqu,Guilin,13051,2003,479.36298342541437,672.2238387948262,801.1136237555778
China,Guangxi Zhuangzu Zizhiqu,Wuzhou,13052,2003,412.9237499999999,677.5822604530906,1171.7773965395284
China,Guangxi Zhuangzu Zizhiqu,Qinzhou,13055,2003,487.29516129032265,727.6569314895191,859.5261877028697
China,Guangxi Zhuangzu Zizhiqu,Guigang,13056,2003,418.9931034482759,629.7361703798969,886.579599249077
China,Guangxi Zhuangzu Zizhiqu,Yulin,13057,2003,502.71093750000006,687.3069259020666,957.2966570425774
China,Guangxi Zhuangzu Zizhiqu,Laibin,13059,2003,472.0326923076924,695.9713079878891,829.3067559919091
China,Guangxi Zhuangzu Zizhiqu,Hezhou,13060,2003,522.1902777777779,662.4355644391776,996.9214217829942
China,Guangxi Zhuangzu Zizhiqu,Baise,13061,2003,535.3274193548389,772.7376769346811,986.3606632562924
China,Guangxi Zhuangzu Zizhiqu,Hechi,13062,2003,514.0247706422018,786.4946982557799,902.1536833379165
China,Guizhou Sheng,Guiyang,13063,2003,423.58291666666673,704.2995005403246,787.6467270186488
China,Guizhou Sheng,Liupanshui,13064,2003,265.5333333333334,665.8268083534622,750.9522013714053
China,Guizhou Sheng,Zunyi,13065,2003,416.4713114754099,660.5526154661,706.3487686512063
China,Guizhou Sheng,Tongren,13066,2003,418.92666666666673,705.0232116214914,735.8293037220951
China,Guizhou Sheng,Qianxinan Buyei and Miao,13067,2003,487.15,730.82105815731,833.4025840917974
China,Guizhou Sheng,Bijie,13068,2003,360.62222222222226,588.5944898857431,643.0462104833222
China,Guizhou Sheng,Anshun,13069,2003,401.4363636363637,705.4866957813009,767.6138027658405
China,Guizhou Sheng,Qiandongnan Miao and Dong,13070,2003,425.6256410256411,707.4781972025751,799.250772626869
China,Guizhou Sheng,Qiannan Buyei and Miao,13071,2003,489.3657142857143,800.6013149045071,922.8019147096118
China,Hebei Sheng,Shijiazhuang,13075,2003,230.67640433280553,267.170678768299,274.24534189538105
China,Hebei Sheng,Tangshan,13076,2003,206.56994531171176,281.05029028646015,277.32263061323687
China,Hebei Sheng,Qinhuangdao,13077,2003,246.1515246381526,367.4431258850753,366.0618176878234
China,Hebei Sheng,Handan,13078,2003,234.67328465823022,296.00183195021054,296.60247251439085
China,Hebei Sheng,Xingtai,13079,2003,224.22301939980025,261.30634125972,262.914701931634
China,Hebei Sheng,Baoding,13080,2003,210.0624941187729,271.589874085714,276.58463197472645
China,Hebei Sheng,Zhangjiakou,13081,2003,233.00135135135133,308.1198170493023,310.53463589764533
China,Hebei Sheng,Cangzhou,13083,2003,157.47114508660889,210.00733940692794,208.95473119027204
China,Hebei Sheng,Langfang,13084,2003,174.56467206889204,205.38656746287552,204.56355638799042
China,Hebei Sheng,Hengshui,13085,2003,188.5591647331787,228.98048202021414,228.4723526104395
China,Henan Sheng,Zhengzhou,13099,2003,277.3632648988511,365.3665870111486,359.36908450916036
China,Henan Sheng,Kaifeng,13100,2003,285.2079545454545,396.0116181429049,394.87736296371514
China,Henan Sheng,Luoyang,13101,2003,296.37850833958623,414.29629079018673,457.27475887458525
China,Henan Sheng,Pingdingshan,13102,2003,286.269660448195,415.392991235008,417.5757316923508
China,Henan Sheng,Anyang,13103,2003,307.4704515658866,351.6512123679873,354.918306654461
China,Henan Sheng,Hebi,13104,2003,268.2014372962973,334.7815880538616,332.9780876990709
China,Henan Sheng,Xinxiang,13105,2003,281.8919102307832,380.2755331419769,377.2343596312414
China,Henan Sheng,Jiaozuo,13106,2003,284.61449756199136,393.4938003234414,385.7776917650133
China,Henan Sheng,Puyang,13107,2003,272.5713510407355,341.6932005355563,341.22936725765516
China,Henan Sheng,Xuchang,13108,2003,293.0075477304807,408.9879102989341,407.37440237563476
China,Henan Sheng,Luohe,13109,2003,319.59375,427.646361953703,426.24852121636667
China,Henan Sheng,Sanmenxia,13110,2003,320.37543116320745,430.17732382086723,462.87418590282175
China,Henan Sheng,Nanyang,13111,2003,329.71387808041504,435.4139670927065,470.3943345166532
China,Henan Sheng,Shangqiu,13112,2003,317.2315007765985,429.2903409221034,428.3821413675143
China,Henan Sheng,Xinyang,13113,2003,336.97480242985245,407.64986897609714,429.9184976217793
China,Henan Sheng,Zhoukou,13114,2003,302.2009950248757,449.2410102712038,448.3830989959194
China,Henan Sheng,Zhumadian,13115,2003,325.3762773722629,452.49798515326466,451.84199638584687
China,Hubei Sheng,Wuhan,13117,2003,284.89441775367555,422.7183207226522,394.3459173660401
China,Hubei Sheng,Huangshi,13118,2003,315.278482013538,475.28214166722177,496.24623374051544
China,Hubei Sheng,Shiyan,13119,2003,367.07267266310777,492.34853662328374,552.7169549454227
China,Hubei Sheng,Yichang,13120,2003,369.52719250121487,515.7508830988428,605.9507804908455
China,Hubei Sheng,Xiangfan,13121,2003,327.5777139466373,456.0786526389246,510.36543327703873
China,Hubei Sheng,Ezhou,13122,2003,316.674816305989,441.603548708066,405.67843848649903
China,Hubei Sheng,Jingmen,13123,2003,353.2039760560638,473.522161747801,486.3091725004258
China,Hubei Sheng,Xiaogan,13124,2003,331.59180656109976,428.5346867992843,438.4373806706543
China,Hubei Sheng,Jingzhou,13125,2003,301.7910849579253,443.596809801771,431.11508142913027
China,Hubei Sheng,Huanggang,13126,2003,325.19619689367795,473.4091367232989,513.8966337428882
China,Hubei Sheng,Xianning,13127,2003,342.5102150537634,494.3519053020568,546.2939893701061
China,Hubei Sheng,Enshi Tujia and Miao,13128,2003,470.23749999999995,623.6178226777829,703.3069233896122
China,Hubei Sheng,Shennongjia,13129,2003,347.8977882508578,456.19870993237396,508.18976792386616
China,Hunan Sheng,Changsha,13130,2003,341.0733977412821,480.9451356002957,554.9930726947687
China,Hunan Sheng,Zhuzhou,13131,2003,348.15903614457835,541.112146344562,636.0348596739416
China,Hunan Sheng,Xiangtan,13132,2003,357.5416349580967,501.784581463963,556.3941523305513
China,Hunan Sheng,Hengyang,13133,2003,340.0006944444444,525.1947594449722,561.652387428061
China,Hunan Sheng,Shaoyang,13134,2003,366.76250000000005,626.4983080466756,681.917350685028
China,Hunan Sheng,Yueyang,13135,2003,279.09200481308835,464.3013930811978,515.88732228469
China,Hunan Sheng,Changde,13136,2003,290.65925925925933,471.8075938243155,516.9201702510651
China,Hunan Sheng,Zhangjiajie,13137,2003,339.9200000000001,620.3110671182162,658.6228325376749
China,Hunan Sheng,Yiyang,13138,2003,310.9976923076924,453.9262357334812,500.19849469313306
China,Hunan Sheng,Chenzhou,13139,2003,386.3173228346456,683.6802725211087,763.1865835322884
China,Hunan Sheng,Yongzhou,13140,2003,303.34601769911507,588.7556365085686,676.9099311530923
China,Hunan Sheng,Huaihua,13141,2003,392.5904761904762,572.8178888294584,658.8428723375125
China,Hunan Sheng,Loudi,13142,2003,339.2833333333333,568.0077863861592,589.839403621139
China,Hunan Sheng,Xiangxi Tujia and Miao,13143,2003,385.7200000000001,657.0352407905461,677.6525706131853
China,Jiangsu Sheng,Nanjing,13144,2003,302.58190946025155,460.6347605640906,430.2317633498493
China,Jiangsu Sheng,Wuxi,13145,2003,340.0790593683239,452.4109958039621,406.7169646980094
China,Jiangsu Sheng,Xuzhou,13146,2003,328.3934908922612,449.2406085051096,440.22543326141783
China,Jiangsu Sheng,Changzhou,13147,2003,335.4852312571775,459.21438429270654,411.0279096845604
China,Jiangsu Sheng,Suzhou,13148,2003,315.73351847013015,468.0603878667116,385.2301682930024
China,Jiangsu Sheng,Nantong,13149,2003,371.16002998202555,556.8625219452454,547.1454813352624
China,Jiangsu Sheng,Lianyungang,13150,2003,327.44873394985547,478.46984283138386,469.8462732233491
China,Jiangsu Sheng,Huai'an,13151,2003,356.02298578199054,485.63344022233355,473.1964080783973
China,Jiangsu Sheng,Yancheng,13152,2003,377.59188505984315,544.7100019557959,533.8650993360764
China,Jiangsu Sheng,Yangzhou,13153,2003,344.26717715855256,466.10141002730285,444.9654519402448
China,Jiangsu Sheng,Zhenjiang,13154,2003,339.5207487497777,472.8373109868091,449.56073991216596
China,Jiangsu Sheng,Taizhou,13155,2003,346.2985122924012,496.97510281951236,474.30414151753234
China,Jiangsu Sheng,Suqian,13156,2003,368.66097163273616,493.247422892329,480.6545073478659
China,Jiangxi Sheng,Nanchang,13157,2003,279.2410849142204,433.03020714839084,438.38472851573323
China,Jiangxi Sheng,Jingdezhen,13158,2003,369.5925925925926,516.4828637573429,557.8055612098847
China,Jiangxi Sheng,Pingxiang,13159,2003,325.6806122448979,560.1822421629789,600.369984386204
China,Jiangxi Sheng,Jiujiang,13160,2003,318.4479016565664,500.8304938246112,557.7974118887252
China,Jiangxi Sheng,Xinyu,13161,2003,392.5141078838172,503.330789946849,566.7049134224116
China,Jiangxi Sheng,Yingtan,13162,2003,334.33855421686746,466.2597977932575,530.6118422990867
China,Jiangxi Sheng,Ganzhou,13163,2003,411.024178403756,642.1309986115607,855.593846465805
China,Jiangxi Sheng,Yichun,13164,2003,369.5954446854665,491.99930378120416,579.9071092633876
China,Jiangxi Sheng,Shangrao,13165,2003,335.34611653781616,462.41560306419296,556.2454150139074
China,Jiangxi Sheng,Ji'an,13166,2003,376.97724137931044,551.2475174917377,662.874609508289
China,Jiangxi Sheng,Fuzhou,13167,2003,360.48466666666667,531.8306940726029,626.7264781020504
China,Nei Mongol Zizhiqu,Hohhot,13191,2003,214.44011627906968,256.85943139717,256.722866072552
China,Nei Mongol Zizhiqu,Baotou,13192,2003,149.38492871690428,159.17666700866255,158.90650773041136
China,Nei Mongol Zizhiqu,Wuhai,13193,2003,79.77500000000002,103.89097068387441,77.96941526000433
China,Nei Mongol Zizhiqu,Ordos,13200,2003,87.25000000000001,136.2222539467332,133.46661183778446
China,Nei Mongol Zizhiqu,Baynnur,13201,2003,87.7,139.90033533842308,135.30367754162526
China,Nei Mongol Zizhiqu,Alxa,13202,2003,0,119.68803359556325,107.89652134308223
China,Ningxia Huizu Zizhiqu,Yinchuan,13203,2003,148.98264462809917,219.7190064414681,212.33158760165506
China,Ningxia Huizu Zizhiqu,Shizuishan,13204,2003,112.54647887323945,152.68678149968906,138.02621176613874
China,Ningxia Huizu Zizhiqu,Wuzhong,13205,2003,188.5,146.48860027020848,143.55306296971025
China,Ningxia Huizu Zizhiqu,Guyuan,13206,2003,0,245.78766059960634,247.76523152801374
China,Qinghai Sheng,Xining,13207,2003,237.6522727272727,323.2595737672895,324.03168029021055
China,Qinghai Sheng,Haidong,13208,2003,275.49305856832973,309.3034127567942,314.6512555764121
China,Qinghai Sheng,Haibei Tibetan,13209,2003,0,220.9091350576487,212.9799282542649
China,Qinghai Sheng,Huangnan Tibetan,13210,2003,0,297.79108309265865,297.6324879676608
China,Qinghai Sheng,Hainan Tibetan,13211,2003,0,208.42815335081568,200.9099725959895
China,Qinghai Sheng,Golog Tibetan,13212,2003,0,172.35267213902043,170.5638408642959
China,Qinghai Sheng,Haixi Mongol and Tibetan,13214,2003,0,79.47685265516718,71.96539352760702
China,Shaanxi Sheng,Xi'an,13215,2003,277.1882622633071,432.1564165343019,486.39489646203106
China,Shaanxi Sheng,Tongchuan,13216,2003,256.8436937261399,422.39339772824087,428.880399964669
China,Shaanxi Sheng,Baoji,13217,2003,363.80892953287093,461.014040133377,561.4687744056064
China,Shaanxi Sheng,Xianyang,13218,2003,284.10106005724566,397.8981669789278,401.35066700180283
China,Shaanxi Sheng,Weinan,13219,2003,288.3083694463143,368.8151760950107,375.98580537337875
China,Shaanxi Sheng,Yan'an,13220,2003,227.51578947368424,285.0473289738816,331.2882327417641
China,Shaanxi Sheng,Hanzhong,13221,2003,330.2321428571429,519.6131600195068,590.2511914760453
China,Shaanxi Sheng,Ankang,13222,2003,348.72037151862753,499.35255933414356,560.9060664135976
China,Shaanxi Sheng,Shangluo,13223,2003,388.4293103448276,504.9693692043864,549.5634991337246
China,Shaanxi Sheng,Yulin,13224,2003,117.83751853682651,167.22376359503886,167.11236783556916
China,Shandong Sheng,Jinan,13225,2003,236.38392897845617,303.6504623559032,301.5715743090351
China,Shandong Sheng,Qingdao,13226,2003,302.85210524480397,431.7169545261701,426.80377322882225
China,Shandong Sheng,Zibo,13227,2003,239.6831987038243,334.39083346652757,328.0523503504999
China,Shandong Sheng,Zaozhuang,13228,2003,312.78079443287453,383.9319919619901,379.89132508762026
China,Shandong Sheng,Dongying,13229,2003,167.46169232879765,270.18542079012025,261.9845256261731
China,Shandong Sheng,Yantai,13230,2003,330.48331919122654,460.83541906049254,458.4144792984381
China,Shandong Sheng,Weifang,13231,2003,278.48368799291643,373.58797534543817,369.86723526260755
China,Shandong Sheng,Jining,13232,2003,295.3226202444087,371.91079740595785,368.1944624469016
China,Shandong Sheng,Tai'an,13233,2003,256.4706877411852,346.45582190797376,343.4064692390402
China,Shandong Sheng,Weihai,13234,2003,289.6874846357367,537.3394105688999,537.9671619212543
China,Shandong Sheng,Rizhao,13235,2003,310.7700177084594,426.7898244356739,424.98523342654556
China,Shandong Sheng,Laiwu,13236,2003,274.8474736390628,333.74030043820795,329.42550777489726
China,Shandong Sheng,Linyi,13237,2003,317.09327855601833,391.52349315342474,388.56399723836705
China,Shandong Sheng,Dezhou,13238,2003,203.669476103656,269.20918744095144,268.57792307762566
China,Shandong Sheng,Liaocheng,13239,2003,236.76204713771014,310.87534646456845,309.95973340153915
China,Shandong Sheng,Binzhou,13240,2003,211.42503964922096,263.48653734127777,260.3358520920134
China,Shandong Sheng,Heze,13241,2003,298.03270142180105,376.5517203303613,375.7616441969248
China,Shanghai Shi,Shanghai,13242,2003,392.26457665739196,475.9429168338727,431.523410900925
China,Shanxi Sheng,Taiyuan,13244,2003,214.09037887679418,291.4612691990063,302.18730615273944
China,Shanxi Sheng,Datong,13245,2003,202.8660142348756,266.67344853238995,266.4988506978489
China,Shanxi Sheng,Yangquan,13246,2003,229.21850673635828,327.5041313714634,333.7110855953656
China,Shanxi Sheng,Changzhi,13247,2003,269.7845588235295,398.4034422140342,413.73371158393275
China,Shanxi Sheng,Jincheng,13248,2003,328.2503092783507,422.71829022359856,442.98953496474206
China,Shanxi Sheng,Shuozhou,13249,2003,183.54687500000009,257.13759949627286,257.1091339344944
China,Shanxi Sheng,Xinzhou,13250,2003,248.37805907172995,301.37604087818727,307.3734280858906
China,Shanxi Sheng,Luliang,13251,2003,241.3945813905099,268.814511323715,301.290793315667
China,Shanxi Sheng,Jinzhong,13252,2003,263.46922399382623,348.5652652599748,366.4660509109063
China,Shanxi Sheng,Linfen,13253,2003,266.70403514001845,332.28773591516733,349.33699518093323
China,Shanxi Sheng,Yuncheng,13254,2003,260.1261031751027,356.6678347216066,369.5999213487514
China,Sichuan Sheng,Chengdu,13255,2003,390.48475060224354,505.79743858543435,582.0725240161385
China,Sichuan Sheng,Zigong,13256,2003,332.1336206896551,440.1208178070923,436.5855997424138
China,Sichuan Sheng,Panzhihua,13257,2003,271.12741935483865,633.2629774469079,791.9603971663325
China,Sichuan Sheng,Luzhou,13258,2003,276.13932584269656,447.2821173643895,530.652000184131
China,Sichuan Sheng,Deyang,13259,2003,379.83814275542517,467.25719575633826,507.9915976171493
China,Sichuan Sheng,Mianyang,13260,2003,330.984584178499,455.73209114629657,621.9072891252557
China,Sichuan Sheng,Guangyuan,13261,2003,317.073786407767,489.4476487621176,613.6969029650506
China,Sichuan Sheng,Suining,13262,2003,274.1735020901067,411.2145306132558,402.01554212815614
China,Sichuan Sheng,Leshan,13264,2003,285.8952054794521,512.5000796427215,693.5585485976511
China,Sichuan Sheng,Nanchong,13265,2003,304.03868421052636,421.96719762131164,424.5307164624183
China,Sichuan Sheng,Yibin,13266,2003,265.1382482394367,438.963860848666,500.44534913874605
China,Sichuan Sheng,Guang'an,13267,2003,322.9543307086616,447.50628321914235,443.5152282985628
China,Sichuan Sheng,Dazhou,13268,2003,292.06250000000006,463.6714627991651,501.89438958307386
China,Sichuan Sheng,Ya'an,13269,2003,439.83333333333337,503.76158069116804,787.2443713327658
China,Sichuan Sheng,Ngawa Tibetan and Qiang,13270,2003,0,325.4782313125252,415.49832291602195
China,Sichuan Sheng,Garzê Tibetan,13271,2003,0,254.7955366450126,317.5101147100702
China,Sichuan Sheng,Liangshan Yi,13272,2003,452.86363636363643,594.3026593745864,782.922850085411
China,Sichuan Sheng,Bazhong,13273,2003,367.0926829268293,475.126076549038,550.7983700565624
China,Sichuan Sheng,Meishan,13274,2003,303.139680293501,505.1435100093611,578.7316381499832
China,Sichuan Sheng,Ziyang,13275,2003,344.94250000000005,457.99741865673633,446.07476973737704
China,Xinjiang Uygur Zizhiqu,Ürümqi,13280,2003,125.18137097617968,213.64758140049886,193.11579586681503
China,Xinjiang Uygur Zizhiqu,Karamay,13281,2003,55.6,80.65683571603256,74.50471105977796
China,Xinjiang Uygur Zizhiqu,Turfan,13282,2003,0,137.35074289962773,124.69301110294269
China,Xinjiang Uygur Zizhiqu,Changji Hui,13284,2003,135.3459082371881,146.01530833056262,139.051411017267
China,Xinjiang Uygur Zizhiqu,Börtala Mongol,13285,2003,0,230.23183959632823,201.73708876164835
China,Xinjiang Uygur Zizhiqu,Bayin'gholin Mongol,13286,2003,0,169.52195152057934,141.80347255017128
China,Xinjiang Uygur Zizhiqu,Aksu,13287,2003,0,140.3528520080325,125.70864899054612
China,Xinjiang Uygur Zizhiqu,Kizilsu Kirghiz,13288,2003,0,128.86577583051852,107.43266768176926
China,Xinjiang Uygur Zizhiqu,Kashgar,13289,2003,0,132.7244075708922,121.13034816313211
China,Xinjiang Uygur Zizhiqu,Khotan,13290,2003,0,141.18041695517152,130.09457287145
China,Xinjiang Uygur Zizhiqu,Ili Kazakh,13292,2003,182.5,364.87266520731146,355.97891992363293
China,Xinjiang Uygur Zizhiqu,Tacheng,13293,2003,0,192.47831182839474,176.95009098053296
China,Xinjiang Uygur Zizhiqu,Altay,13294,2003,0,174.83546055187495,170.7578208573967
China,Xinjiang Uygur Zizhiqu,Shihezi,13295,2003,105.765,168.58923716122956,164.18139025176808
China,Xizang Zizhiqu,Lhasa,13296,2003,0,185.6298577644671,170.6230709459394
China,Xizang Zizhiqu,Chamdo,13297,2003,0,214.65810343929522,213.090220673041
China,Xizang Zizhiqu,Shannan,13298,2003,0,151.29167071297584,139.73806392702406
China,Xizang Zizhiqu,Shigatse,13299,2003,0,82.82459352772531,78.04252263076178
China,Xizang Zizhiqu,Nagchu,13300,2003,0,87.14743719795948,77.72311858405239
China,Xizang Zizhiqu,Ngari,13301,2003,0,50.71310727889174,45.503373942584226
China,Xizang Zizhiqu,Nyingtri,13302,2003,0,203.47303144570625,262.2426379868862
China,Yunnan Sheng,Kunming,13303,2003,530.5433734939758,711.9420134618142,881.5584517863049
China,Yunnan Sheng,Qujing,13304,2003,394.22,684.2869739724359,780.8184459316657
China,Yunnan Sheng,Yuxi,13305,2003,619.9443037974684,829.0323817226405,1031.3003417514674
China,Yunnan Sheng,Zhaotong,13306,2003,363.5956803455724,608.7405405982016,690.1755115608147
China,Yunnan Sheng,Chuxiong Yi,13307,2003,553.1444444444444,733.2342660608285,951.8932312766382
China,Yunnan Sheng,Honghe Hani and Yi,13308,2003,558.5931818181818,805.090009891004,1083.7269361556798
China,Yunnan Sheng,Wenshan Zhuang and Miao,13309,2003,509.0406779661017,755.0049142358934,979.0977106181485
China,Yunnan Sheng,Dali Bai,13312,2003,546.3775510204083,801.722361046012,1026.850056429218
China,Yunnan Sheng,Baoshan,13313,2003,643.4703476482617,884.7662630675592,1157.1388528158398
China,Yunnan Sheng,Dehong Dai and Jingpo,13314,2003,635.0062149061766,910.7990067137944,1453.5212990174264
China,Yunnan Sheng,Lijiang,13315,2003,523.5205128205127,653.1784412164602,889.4537663491786
China,Yunnan Sheng,Nujiang Lisu,13316,2003,0,519.8078571693776,909.2524150638769
China,Yunnan Sheng,Dêqên Tibetan,13317,2003,0,368.1710540611582,698.3182872878198
China,Yunnan Sheng,Lincang,13318,2003,591.3562571756602,897.5405387253937,1187.4030729890796
China,Zhejiang Sheng,Hangzhou,13319,2003,334.1792850163647,481.22099281749007,588.262141125463
China,Zhejiang Sheng,Ningbo,13320,2003,428.0583033664181,588.2114083242526,653.4973027448359
China,Zhejiang Sheng,Wenzhou,13321,2003,477.1503589482684,699.212660619533,807.6976329866098
China,Zhejiang Sheng,Jiaxing,13322,2003,357.14187320305757,459.7719963103595,440.1919849180139
China,Zhejiang Sheng,Huzhou,13323,2003,315.75946743320424,436.0544150976093,465.84155076445154
China,Zhejiang Sheng,Shaoxing,13324,2003,320.89017548296863,547.7518179820099,573.5791420998648
China,Zhejiang Sheng,Jinhua,13325,2003,338.6899465240642,508.89401457749096,620.7355763025076
China,Zhejiang Sheng,Quzhou,13326,2003,354.30550847457636,567.9740513987299,665.2446463194361
China,Zhejiang Sheng,Zhoushan,13327,2003,433.1221369876028,695.9853052595737,690.245148270678
China,Zhejiang Sheng,Taizhou,13328,2003,510.164712140957,660.5431899655752,753.1523503416446
China,Zhejiang Sheng,Lishui,13329,2003,444.3372549019607,667.9165036952027,782.8445118228275
China,Anhui Sheng,Name Unknown,12994,2003,345.0427553444181,441.5262712000933,439.9527994834386
China,Beijing Shi,Name Unknown,13000,2003,205.47389612833427,265.0011623575704,261.9708779064795
China,Beijing Shi,Name Unknown,13001,2003,205.82084950744428,302.31968555668084,295.0383984807071
China,Chongqing Shi,Name Unknown,13002,2003,371.36973665714567,509.73875418612005,525.5888894368007
China,Chongqing Shi,Name Unknown,13003,2003,356.2529763921835,495.4331829792356,607.1735772701538
China,Chongqing Shi,Name Unknown,13004,2003,308.68685298495126,434.4053400235384,488.0069155668456
China,Qinghai Sheng,Name Unknown,13213,2003,0,107.72073478377882,100.98552364082451
China,Shanghai Shi,Name Unknown,13243,2003,414.2046592648821,546.7774548344981,499.8330335000851
China,Sichuan Sheng,Name Unknown,13263,2003,324.99871794871797,450.7317818577892,446.5776991842207
China,Tianjin Shi,Name Unknown,13278,2003,170.467553417943,221.0074990287315,195.47813938529367
China,Tianjin Shi,Name Unknown,13279,2003,174.04202757165345,228.35382389930405,225.47599641653164
China,Xinjiang Uygur Zizhiqu,Name Unknown,13291,2003,0,98.1768648398991,95.63033250466341
China,Hebei Sheng,Chengde,13082,2003,255.74873096446703,390.99108252304563,391.8452015760785
China,Heilongjiang Sheng,Harbin,13086,2003,252.21328413284132,370.4383896489588,467.75380560085824
China,Heilongjiang Sheng,Qiqihar,13087,2003,197.79910714285714,280.76832443786157,281.8134800728623
China,Heilongjiang Sheng,Jixi,13088,2003,239.15625000000003,420.41623290143036,475.29847076076913
China,Heilongjiang Sheng,Hegang,13089,2003,221.79937561616825,349.57739617928115,415.31053602379455
China,Heilongjiang Sheng,Shuangyashan,13090,2003,216.98000000000002,371.53215393263264,439.26279103352556
China,Heilongjiang Sheng,Daqing,13091,2003,153.39764347243127,265.4861357719959,264.7175962970334
China,Heilongjiang Sheng,Yichun,13092,2003,244.8662038322688,371.83085378406116,482.0850564476008
China,Heilongjiang Sheng,Jiamusi,13093,2003,233.6776930644368,346.6718739354442,372.614175565722
China,Heilongjiang Sheng,Qitaihe,13094,2003,249.42777777777783,390.372719925643,451.81997166301284
China,Heilongjiang Sheng,Mudanjiang,13095,2003,285.3196319018405,450.977963473278,587.7246345816048
China,Heilongjiang Sheng,Heihe,13096,2003,184.51666666666668,342.6504164572249,396.36363877861976
China,Heilongjiang Sheng,Suihua,13097,2003,193.01838089943172,311.0249014213094,338.18548371872845
China,Heilongjiang Sheng,Daxing'anling,13098,2003,196.1909090909091,315.88680751264013,421.1331430338133
China,Jilin Sheng,Changchun,13168,2003,269.3027632063317,363.4909555956358,363.91837282140267
China,Jilin Sheng,Jilin,13169,2003,296.26098588403,437.96380672075014,541.5189508563643
China,Jilin Sheng,Siping,13170,2003,270.757864471289,362.83862960044047,364.71210173919206
China,Jilin Sheng,Liaoyuan,13171,2003,315.88928571428573,446.2911163604067,454.42036033953366
China,Jilin Sheng,Tonghua,13172,2003,342.4176085890239,470.59591441907986,580.5399031968111
China,Jilin Sheng,Baishan,13173,2003,322.155770371249,500.65892470077335,627.0253271726552
China,Jilin Sheng,Songyuan,13174,2003,217.2742268041237,296.16799833693665,295.35212750408124
China,Jilin Sheng,Baicheng,13175,2003,181.1391304347826,232.79161653110364,232.71150109072883
China,Jilin Sheng,Yanbian Korean,13176,2003,269.119680584202,470.15815511600044,653.0838271126331
China,Liaoning Sheng,Shenyang,13177,2003,260.9817189521995,328.52873907609086,328.33940363161435
China,Liaoning Sheng,Dalian,13178,2003,310.24137864580905,463.18602048410196,467.16674359130053
China,Liaoning Sheng,Anshan,13179,2003,272.2781571233951,414.8847857273855,436.85875119082726
China,Liaoning Sheng,Fushun,13180,2003,275.0334289020535,468.1007003286825,570.0247877540966
China,Liaoning Sheng,Benxi,13181,2003,322.1152983377079,492.0439215290801,575.8764565822769
China,Liaoning Sheng,Dandong,13182,2003,322.16615574783685,495.7029027768277,558.7912907382179
China,Liaoning Sheng,Jinzhou,13183,2003,205.2807614413097,320.4688065638567,318.7596489638555
China,Liaoning Sheng,Fuxin,13185,2003,190.13431372549022,293.2019594319678,292.97783601347857
China,Liaoning Sheng,Liaoyang,13186,2003,298.54276178161825,366.8976197124293,403.5164217865967
China,Liaoning Sheng,Panjin,13187,2003,226.32142267569643,332.8972818210944,324.74361821596113
China,Liaoning Sheng,Tieling,13188,2003,276.6045419795836,384.7144661579714,417.0284888878261
China,Liaoning Sheng,Chaoyang,13189,2003,221.39414414414412,314.3849668845885,314.34593169861876
China,Liaoning Sheng,Huludao,13190,2003,222.97136456782113,360.75809134836345,359.7954020149725
China,Nei Mongol Zizhiqu,Chifeng,13194,2003,204.58088235294113,265.29763514604923,266.564138544176
China,Nei Mongol Zizhiqu,Hulunbuir,13195,2003,149.72,284.3105366344026,363.4137476957455
China,Nei Mongol Zizhiqu,Xing'an,13196,2003,197.1,309.48900937457506,324.7911258834404
China,Nei Mongol Zizhiqu,Tongliao,13197,2003,151.66285714285715,236.9091037997775,236.60912282547264
China,Nei Mongol Zizhiqu,Xilin Gol,13198,2003,0,203.2439894795127,202.94614367864187
China,Nei Mongol Zizhiqu,Ulaan Chab,13199,2003,168.6727272727273,221.08673252476183,218.83310218166423
