province,city,id,year,urban_sol,agriculture_sol,total_sol
Xinjiang Uygur Zizhiqu,Name Unknown,13291,2004,988.000657916069,650.8583820927375,2450.85532278547
Hebei Sheng,Chengde,13082,2004,4085.3060433864594,1465.2294180683061,5982.202640920059
Heilongjiang Sheng,Harbin,13086,2004,46702.39053452015,10663.199580430984,57492.78533935547
Heilongjiang Sheng,Qiqihar,13087,2004,15345.202625393867,2953.1667518615723,18365.207495331764
Heilongjiang Sheng,Jixi,13088,2004,4017.1464321370217,1918.2187630868425,6070.634963089345
Heilongjiang Sheng,Hegang,13089,2004,6526.29693209751,1811.665552706812,8365.48870953672
Heilongjiang Sheng,Shuangyashan,13090,2004,4802.293675691473,2186.1419076409993,7429.1725495964865
Heilongjiang Sheng,Daqing,13091,2004,28828.229098738408,16733.24107443632,45646.810578203666
Heilongjiang Sheng,Yichun,13092,2004,3954.9742222472732,1921.8463303196663,6944.409816363746
Heilongjiang Sheng,Jiamusi,13093,2004,9001.02425004875,2885.2743228907675,12271.067139238938
Heilongjiang Sheng,Qitaihe,13094,2004,4042.909344792366,848.8588792085648,5128.158812403679
Heilongjiang Sheng,Mudanjiang,13095,2004,10606.272823156096,1382.6185887425554,12443.730709528456
Heilongjiang Sheng,Heihe,13096,2004,4194.745808184848,2477.6053779947993,6701.6878538669325
Heilongjiang Sheng,Suihua,13097,2004,7908.920412355311,3152.374568302959,11227.468522820283
Heilongjiang Sheng,Daxing'anling,13098,2004,1559.3130699031494,839.0372406244278,3197.959613439616
Jilin Sheng,Changchun,13168,2004,42293.50681546996,4310.783084417324,46636.52684611246
Jilin Sheng,Jilin,13169,2004,14639.418085480203,2632.8087556890414,17801.469395833858
Jilin Sheng,Siping,13170,2004,5292.353456470079,1326.9535160237667,6619.306972493845
Jilin Sheng,Liaoyuan,13171,2004,2245.381133128615,459.0695707503487,2704.450703878964
Jilin Sheng,Tonghua,13172,2004,6427.009505842246,1216.7719790528802,9024.700385077327
Jilin Sheng,Baishan,13173,2004,2294.325024888095,277.06383499257703,3063.2570017155476
Jilin Sheng,Songyuan,13174,2004,4493.331187511425,1483.4066171192655,5976.737804630691
Jilin Sheng,Baicheng,13175,2004,4242.6759152412415,1204.3067347596675,5446.9826500009085
Jilin Sheng,Yanbian Korean,13176,2004,8610.283375897594,1484.8809342533934,10777.786956363565
Liaoning Sheng,Shenyang,13177,2004,52501.6095469774,5333.7398772422,57883.89675495672
Liaoning Sheng,Dalian,13178,2004,42936.05666666545,6082.459271038747,52347.56832733248
Liaoning Sheng,Anshan,13179,2004,18988.807934539924,2296.408059873768,21655.736682947478
Liaoning Sheng,Fushun,13180,2004,9167.2964118275,861.3563205134635,10249.209275333555
Liaoning Sheng,Benxi,13181,2004,5417.0779640824185,379.1718046459497,6689.70007257929
Liaoning Sheng,Dandong,13182,2004,4831.279703004688,1073.4619796911875,6560.040404058904
Liaoning Sheng,Jinzhou,13183,2004,9041.70322865832,1515.8358499564374,10561.076720630888
Liaoning Sheng,Fuxin,13185,2004,3759.362153984986,465.28365114529925,4226.823788414282
Liaoning Sheng,Liaoyang,13186,2004,8589.422331948841,1314.6876604804806,10288.610802090869
Liaoning Sheng,Panjin,13187,2004,9060.145774679091,855.7207604492412,9947.714754165387
Liaoning Sheng,Tieling,13188,2004,5880.726947645113,1827.099768272568,7723.0792418433175
Liaoning Sheng,Chaoyang,13189,2004,6483.344373753024,1861.5131898314348,8344.857563584459
Liaoning Sheng,Huludao,13190,2004,7398.745208554643,1619.9925160711887,9082.55504572298
Nei Mongol Zizhiqu,Chifeng,13194,2004,7022.598361239714,2881.4977821209854,9907.66785180148
Nei Mongol Zizhiqu,Hulunbuir,13195,2004,11343.48152444129,8635.218446432842,20537.976083430593
Nei Mongol Zizhiqu,Xing'an,13196,2004,2857.1393233537674,938.9510813642951,3940.946003406188
Nei Mongol Zizhiqu,Tongliao,13197,2004,3567.9824525117874,2650.869063138962,6218.851515650749
Nei Mongol Zizhiqu,Xilin Gol,13198,2004,4073.7037032842636,3750.348932147026,8014.714751601219
Nei Mongol Zizhiqu,Ulaan Chab,13199,2004,3698.3520189523697,6197.629369667932,9895.981388620301
Xinjiang Uygur Zizhiqu,Hami,13283,2004,1368.4521862268448,1380.075142979622,3972.105380738483
Liaoning Sheng,Name Unknown,13184,2004,11156.613450374323,1287.1972380909265,12495.314269971379
Guangdong Sheng,Zhanjiang,13035,2005,5045.509468927103,323.208961927657,5883.69166604117
Guangxi Zhuangzu Zizhiqu,Beihai,13053,2005,1907.0879534366081,419.28879701202993,2452.655224384981
Guangxi Zhuangzu Zizhiqu,Fangchenggang,13054,2005,533.7222248203615,11.197197794914246,681.9481899378346
Guangxi Zhuangzu Zizhiqu,Chongzuo,13058,2005,928.9650406070784,129.48209158345765,1330.2014778310177
Hainan Sheng,Hainan,13072,2005,4292.635442541161,1333.3765366432713,9149.0895459881
Hainan Sheng,Haikou,13073,2005,6340.854787869546,145.83569656587116,7137.134795037906
Hainan Sheng,Sanya,13074,2005,2400.544169298808,663.5141599898245,3746.6314322897033
Yunnan Sheng,Pu'er,13310,2005,1183.9157325043398,238.6101123861238,2291.190963867599
Yunnan Sheng,Xishuangbanna Dai,13311,2005,438.22791159152985,224.2696113577076,1182.8387475266177
Anhui Sheng,Hefei,12984,2005,20077.46191614235,861.7410522797528,21012.08634063169
Anhui Sheng,Wuhu,12985,2005,6508.679242239747,141.45777129332225,6947.142497973349
Anhui Sheng,Bengbu,12986,2005,2633.524186754694,164.0992487668991,2824.8965566401384
Anhui Sheng,Huainan,12987,2005,3018.0048355205377,339.59131200079827,3402.3393764168604
Anhui Sheng,Ma'anshan,12988,2005,6409.988394140262,584.1605847662571,7268.138453173637
Anhui Sheng,Huaibei,12989,2005,3334.733943308101,423.51683723926544,3812.5028172778148
Anhui Sheng,Tongling,12990,2005,1408.2838896830876,39.91194677352905,1674.5895564443927
Anhui Sheng,Anqing,12991,2005,3637.1186453361142,162.58100640773773,4099.541588118497
Anhui Sheng,Huangshan,12992,2005,1745.1256079673767,235.43140852451324,2578.388706849136
Anhui Sheng,Chuzhou,12993,2005,2714.3911943585263,318.1977681024402,3082.7272756707434
Anhui Sheng,Suzhou,12995,2005,3150.819530705377,209.32951283361396,3427.208242620674
Anhui Sheng,Lu'an,12996,2005,3196.1749705679276,259.6803448195551,3554.374538719888
Anhui Sheng,Xuancheng,12997,2005,1249.3103281259537,168.3910231590271,1604.0889075994492
Anhui Sheng,Chaohu,12998,2005,1620.990578681815,160.37608683109283,1992.4312223172656
Anhui Sheng,Chizhou,12999,2005,585.6526994050718,50.66089618206024,752.3769698376749
Fujian Sheng,Fuzhou,13005,2005,14664.754001934856,146.6482790708542,16615.93561253033
Fujian Sheng,Xiamen,13006,2005,21938.88072217212,298.45003809134164,24529.780285241555
Fujian Sheng,Putian,13007,2005,3108.4515176529976,68.63342881202698,3373.615071333156
Fujian Sheng,Sanming,13008,2005,2405.4497945308685,46.09208619594574,3431.481011867523
Fujian Sheng,Quanzhou,13009,2005,33589.01234752337,2130.673543888447,38166.12294728896
Fujian Sheng,Zhangzhou,13010,2005,5324.65514296971,219.9863872233559,6221.021257016705
Fujian Sheng,Nanping,13011,2005,1751.9621459245682,36.52156400680542,2558.190885782242
Fujian Sheng,Longyan,13012,2005,3785.6766448020935,88.46284246444702,4906.847211241722
Fujian Sheng,Ningde,13013,2005,1895.1495571183223,18.22952566661087,2379.0965673956216
Gansu Sheng,Lanzhou,13014,2005,20467.446723060046,4722.756090760231,25336.316527084742
Gansu Sheng,Jiayuguan,13015,2005,5201.401581525803,77.51036334037781,8139.116800069809
Gansu Sheng,Jinchang,13016,2005,2701.174847841263,252.10419988632202,3325.69859623909
Gansu Sheng,Baiyin,13017,2005,3542.226141691208,1863.0459203720093,5711.40897834301
Gansu Sheng,Tianshui,13018,2005,2499.4836705399493,488.04892741044364,3007.9494207120406
Gansu Sheng,Jiuquan,13019,2005,2903.247607946396,1416.9780313968658,7656.533517837524
Gansu Sheng,Zhangye,13020,2005,747.1839625835419,712.5109024047852,1678.5010948181152
Gansu Sheng,Wuwei,13021,2005,1349.5246560573578,794.1623501679477,2157.350434531885
Gansu Sheng,Dingxi,13022,2005,1170.1908761262894,443.72171461582184,1613.9125907421112
Gansu Sheng,Longnan,13023,2005,516.1813337802887,191.52625811100006,866.2069742974113
Gansu Sheng,Pingliang,13024,2005,1356.5392588227403,1214.0954901835498,2649.0728967895698
Gansu Sheng,Qingyang,13025,2005,1139.384466718225,2031.8424985880945,3172.4696352463143
Gansu Sheng,Linxia Hui,13026,2005,770.8325576782227,359.6789741516113,1137.6510171890259
Gansu Sheng,Gannan Tibetan,13027,2005,199.07362854480743,522.7696636190601,754.7558898201175
Guangdong Sheng,Guangzhou,13028,2005,91836.97838138974,3073.6173378032795,114972.82517488048
Guangdong Sheng,Shaoguan,13029,2005,2606.9774792194366,83.47489023208618,3619.045438885689
Guangdong Sheng,Shenzhen,13030,2005,98927.85885967413,1470.922083720974,115899.30680882231
Guangdong Sheng,Zhuhai,13031,2005,6681.313014309078,324.69401443846084,10558.102677123687
Guangdong Sheng,Shantou,13032,2005,20973.186798002207,142.84343100388844,22237.016642903345
Guangdong Sheng,Foshan,13033,2005,66806.63116574661,1992.238844033316,84016.28149811705
Guangdong Sheng,Jiangmen,13034,2005,11550.285859440823,626.2845562439339,16817.362872606634
Guangdong Sheng,Maoming,13036,2005,4263.27116355335,122.93694996179319,4846.602177413773
Guangdong Sheng,Zhaoqing,13037,2005,5058.372804675382,131.5520826807209,7711.499537116405
Guangdong Sheng,Huizhou,13038,2005,16986.28489878879,1301.6002419934553,25556.711263117137
Guangdong Sheng,Meizhou,13039,2005,5143.447645003655,95.52516520023346,6521.467678243974
Guangdong Sheng,Shanwei,13040,2005,2547.142548849536,229.1908853970322,3358.040334078845
Guangdong Sheng,Heyuan,13041,2005,3128.7568981801764,138.86755669116974,4849.903687212514
Guangdong Sheng,Yangjiang,13042,2005,3092.7736064714545,145.52695286273956,3794.575132865532
Guangdong Sheng,Qingyuan,13043,2005,3613.9945682287216,477.95678770542145,5997.796061045049
Guangdong Sheng,Dongguan,13044,2005,138610.15356845714,4309.132258889721,165265.94966258673
Guangdong Sheng,Zhongshan,13045,2005,30047.08795224312,1828.3467188708921,46560.02851848649
Guangdong Sheng,Chaozhou,13046,2005,8958.451813936701,181.4797565764072,9592.360453806672
Guangdong Sheng,Jieyang,13047,2005,6657.722882313823,34.74202871322632,6904.629799960175
Guangdong Sheng,Yunfu,13048,2005,1855.8897449918823,42.48197364807129,2521.9095510594984
Guangxi Zhuangzu Zizhiqu,Nanning,13049,2005,9592.295142173767,847.3507156292598,12262.992506257693
Guangxi Zhuangzu Zizhiqu,Liuzhou,13050,2005,3936.3303632736206,188.72401702404022,4648.97158241272
Guangxi Zhuangzu Zizhiqu,Guilin,13051,2005,4104.185264706612,91.69314467906952,4936.731842041016
Guangxi Zhuangzu Zizhiqu,Wuzhou,13052,2005,869.8860889673233,33.33763587474823,1275.1780200004578
Guangxi Zhuangzu Zizhiqu,Qinzhou,13055,2005,1916.7077372377994,136.36569062494763,2555.36129887665
Guangxi Zhuangzu Zizhiqu,Guigang,13056,2005,1165.4682912826538,147.92050623893738,1484.9052848815918
Guangxi Zhuangzu Zizhiqu,Yulin,13057,2005,2618.38236618042,40.54387807846069,2795.780699444752
Guangxi Zhuangzu Zizhiqu,Laibin,13059,2005,1311.0930273532867,223.58292472362518,1865.798666357994
Guangxi Zhuangzu Zizhiqu,Hezhou,13060,2005,523.907312631607,7.539151191711426,561.2746125193203
Guangxi Zhuangzu Zizhiqu,Baise,13061,2005,1011.6707631349564,156.3684123511408,1730.9913410616855
Guangxi Zhuangzu Zizhiqu,Hechi,13062,2005,775.4450142547196,89.02942192554474,1424.4522154499502
Guizhou Sheng,Guiyang,13063,2005,6762.927808761597,580.5243046283722,10441.002994966508
Guizhou Sheng,Liupanshui,13064,2005,857.5878678560257,393.6589183807373,2741.514255031885
Guizhou Sheng,Zunyi,13065,2005,2647.148598432541,408.1930630207062,4086.2980862781114
Guizhou Sheng,Tongren,13066,2005,444.610522905518,48.60723407315273,947.0908990696365
Guizhou Sheng,Qianxinan Buyei and Miao,13067,2005,804.8900703191757,173.41431868076324,1308.2515235367944
Guizhou Sheng,Bijie,13068,2005,372.10321617126465,498.9235421068528,1230.942202799928
Guizhou Sheng,Anshun,13069,2005,669.6267155408859,138.51821597323698,945.7778524945763
Guizhou Sheng,Qiandongnan Miao and Dong,13070,2005,894.7911158800125,49.55473721027374,1652.7981496446273
Guizhou Sheng,Qiannan Buyei and Miao,13071,2005,944.6518850326538,55.745823643721785,1494.6586793562947
Hebei Sheng,Shijiazhuang,13075,2005,42571.330422530926,1897.4402526570302,44502.88519883717
Hebei Sheng,Tangshan,13076,2005,37764.30368866313,6972.309400623452,44785.876458047416
Hebei Sheng,Qinhuangdao,13077,2005,13989.31193057322,2721.517722337386,16824.82939287775
Hebei Sheng,Handan,13078,2005,24332.428067166195,1737.9707697232566,26112.706301131435
Hebei Sheng,Xingtai,13079,2005,11101.661940088457,1978.1342178798188,13079.796157968278
Hebei Sheng,Baoding,13080,2005,25135.88408925066,2004.3473306641858,27252.079272144918
Hebei Sheng,Zhangjiakou,13081,2005,12757.279719114304,3264.5617773532867,16021.84149646759
Hebei Sheng,Cangzhou,13083,2005,15682.834235334863,4114.4289262406965,20001.149634774527
Hebei Sheng,Langfang,13084,2005,17203.04095848168,7575.220325299805,24778.261283781478
Hebei Sheng,Hengshui,13085,2005,6690.663767737501,1081.3901213711383,7772.053889108639
Henan Sheng,Zhengzhou,13099,2005,42550.73209667206,8529.882809299581,51460.613730606376
Henan Sheng,Kaifeng,13100,2005,6280.210207462311,897.6121615882014,7177.822369050512
Henan Sheng,Luoyang,13101,2005,14508.440185307521,2707.6426212871775,17664.20040528634
Henan Sheng,Pingdingshan,13102,2005,8461.98568434575,1019.5621691502777,9546.159764554453
Henan Sheng,Anyang,13103,2005,11882.24423583816,827.2961659459506,12709.54040178411
Henan Sheng,Hebi,13104,2005,2507.4682787610036,378.81205943518995,2887.3472878021353
Henan Sheng,Xinxiang,13105,2005,11473.969634637646,3555.49063371677,15053.040374732018
Henan Sheng,Jiaozuo,13106,2005,13157.926784586907,1948.3450067164852,15256.8762296125
Henan Sheng,Puyang,13107,2005,3947.614271662749,1056.7671705101052,5004.381442172855
Henan Sheng,Xuchang,13108,2005,7713.9035742222095,1146.1887612688774,8896.299499002625
Henan Sheng,Luohe,13109,2005,4579.10478738336,445.1605738681905,5038.479519309718
Henan Sheng,Sanmenxia,13110,2005,4864.603671215562,882.1801947832107,6218.09581888844
Henan Sheng,Nanyang,13111,2005,10090.693615317345,902.9770953486948,11189.144306189874
Henan Sheng,Shangqiu,13112,2005,6276.961908817291,1092.499033620311,7433.968316008998
Henan Sheng,Xinyang,13113,2005,4363.514975428581,242.34567093849182,4843.605126142502
Henan Sheng,Zhoukou,13114,2005,3849.5631316900253,557.7094634771347,4440.230478644371
Henan Sheng,Zhumadian,13115,2005,4029.714992183797,509.0457155989666,4538.760707782764
Hubei Sheng,Wuhan,13117,2005,48098.72192323208,529.4392848014832,54753.40491271019
Hubei Sheng,Huangshi,13118,2005,2575.604773291887,39.29251787942999,2917.495022177229
Hubei Sheng,Shiyan,13119,2005,3286.435886770136,25.162638597862394,3888.201446780037
Hubei Sheng,Yichang,13120,2005,3459.444173812866,284.1444825527715,5850.509949366719
Hubei Sheng,Xiangfan,13121,2005,6087.577731212915,212.90557777881622,6590.659382121703
Hubei Sheng,Ezhou,13122,2005,1447.7581161391502,6.41035820830102,1612.4455588971866
Hubei Sheng,Jingmen,13123,2005,2249.1443984199973,28.19364821910858,2434.9744041849585
Hubei Sheng,Xiaogan,13124,2005,3884.6198588609695,180.70188590685527,4149.2257434120365
Hubei Sheng,Jingzhou,13125,2005,3084.4983830451965,101.5340986251831,3386.2981799840927
Hubei Sheng,Huanggang,13126,2005,1462.52154091433,18.941493034362793,1640.9780223706189
Hubei Sheng,Xianning,13127,2005,1099.2821383476257,2.9184218645095825,1269.1369241074021
Hubei Sheng,Enshi Tujia and Miao,13128,2005,864.9181604385376,102.80582624697217,1587.045550897542
Hubei Sheng,Shennongjia,13129,2005,2678.64685820645,338.8553655385971,3144.2447494025323
Hunan Sheng,Changsha,13130,2005,24464.413711190224,133.51677304669923,27405.877476017617
Hunan Sheng,Zhuzhou,13131,2005,4325.650795290517,1.128596305847168,4967.741697850881
Hunan Sheng,Xiangtan,13132,2005,2981.1783113979827,18.454641971401138,3497.732968994683
Hunan Sheng,Hengyang,13133,2005,2126.683386683464,24.237512350082397,2595.5828610658646
Hunan Sheng,Shaoyang,13134,2005,1000.5221087932587,49.07112383842468,1172.800886631012
Hunan Sheng,Yueyang,13135,2005,4415.203243851662,29.357592225074768,4698.301671669998
Hunan Sheng,Changde,13136,2005,3880.359824180603,134.94169163703918,5259.662029385567
Hunan Sheng,Zhangjiajie,13137,2005,245.4386991262436,5.790701985359192,434.61066472530365
Hunan Sheng,Yiyang,13138,2005,1308.411135673523,40.57043659687042,1668.9910999256022
Hunan Sheng,Chenzhou,13139,2005,1868.4594002962112,4.72828733921051,2372.941297650337
Hunan Sheng,Yongzhou,13140,2005,2044.6558655500412,28.770072102546692,2572.8304481506348
Hunan Sheng,Huaihua,13141,2005,1679.2849444828782,25.170195698738098,2022.5067829566844
Hunan Sheng,Loudi,13142,2005,3337.5470076799393,64.01668083667755,3807.2619771045797
Hunan Sheng,Xiangxi Tujia and Miao,13143,2005,700.1158916950226,60.28279678026835,1264.0097495050993
Jiangsu Sheng,Nanjing,13144,2005,46779.83154889135,2501.744234462345,53395.92379001216
Jiangsu Sheng,Wuxi,13145,2005,41651.068303291,3407.0328531536406,49445.2106970759
Jiangsu Sheng,Xuzhou,13146,2005,19132.520322487868,1242.1906746153738,20560.175325868175
Jiangsu Sheng,Changzhou,13147,2005,25067.620253371726,688.2759768546796,27176.55821280947
Jiangsu Sheng,Suzhou,13148,2005,89685.20368809,5346.610659606784,107200.90076957589
Jiangsu Sheng,Nantong,13149,2005,15886.241896496102,3317.455913899459,19963.781401009186
Jiangsu Sheng,Lianyungang,13150,2005,7924.877253759609,916.0502871532066,9322.346419261483
Jiangsu Sheng,Huai'an,13151,2005,8735.154311537743,575.4999103546143,9928.845476388931
Jiangsu Sheng,Yancheng,13152,2005,10216.153211046669,2080.578717752064,12732.593930183673
Jiangsu Sheng,Yangzhou,13153,2005,11332.304985857945,1923.5774466407065,14376.105583157727
Jiangsu Sheng,Zhenjiang,13154,2005,10593.44330857922,1123.3547187440536,12991.209388257943
Jiangsu Sheng,Taizhou,13155,2005,10659.742101766082,2402.525439311009,13829.260574050046
Jiangsu Sheng,Suqian,13156,2005,5442.455293178558,503.3921698331833,6251.475963116627
Jiangxi Sheng,Nanchang,13157,2005,12338.839207172394,501.98117101192474,13724.856063961983
Jiangxi Sheng,Jingdezhen,13158,2005,1397.4402968883514,12.04040277004242,1867.878757071495
Jiangxi Sheng,Pingxiang,13159,2005,1356.2739788293839,1.007067322731018,1830.1800858974457
Jiangxi Sheng,Jiujiang,13160,2005,2404.5259071214527,69.23454821109772,3037.436758941295
Jiangxi Sheng,Xinyu,13161,2005,2447.758245110512,10.222235798835754,2526.5884126270516
Jiangxi Sheng,Yingtan,13162,2005,837.8867267370224,11.983586430549622,964.1264672279358
Jiangxi Sheng,Ganzhou,13163,2005,3656.8085840940475,91.90339720249176,4411.773837566376
Jiangxi Sheng,Yichun,13164,2005,3434.290495991707,278.818204164505,4515.829728245735
Jiangxi Sheng,Shangrao,13165,2005,2568.221237897873,60.70800483226776,3389.6489827357086
Jiangxi Sheng,Ji'an,13166,2005,1338.4298105239868,61.88481664657593,1725.4627219592824
Jiangxi Sheng,Fuzhou,13167,2005,1211.1588199138641,45.84858739376068,1434.9564381837845
Nei Mongol Zizhiqu,Hohhot,13191,2005,19276.951375484467,7071.651151638873,26348.602527123337
Nei Mongol Zizhiqu,Baotou,13192,2005,32637.515715241432,3201.0988891746483,35858.4384897377
Nei Mongol Zizhiqu,Wuhai,13193,2005,3545.748932003975,1104.1073083657843,12949.33657355776
Nei Mongol Zizhiqu,Ordos,13200,2005,4010.4979857655135,8001.703754253013,14257.455911158113
Nei Mongol Zizhiqu,Baynnur,13201,2005,2965.3817970752716,2029.933267235756,5256.094859957695
Nei Mongol Zizhiqu,Alxa,13202,2005,902.2602041959763,900.7710876997779,3738.0937665953356
Ningxia Huizu Zizhiqu,Yinchuan,13203,2005,16067.376711249352,10406.29396717221,26522.290438660923
Ningxia Huizu Zizhiqu,Shizuishan,13204,2005,1937.6541336774826,1925.4801339584237,6048.956583133866
Ningxia Huizu Zizhiqu,Wuzhong,13205,2005,2631.9553328752518,4153.750887956339,7058.573964193289
Ningxia Huizu Zizhiqu,Guyuan,13206,2005,1002.02579164505,1821.825307250023,2828.519409418106
Qinghai Sheng,Xining,13207,2005,7629.996177843973,1374.694491775363,9010.202974879041
Qinghai Sheng,Haidong,13208,2005,1225.8753834074619,1055.0250671363344,2312.150553618693
Qinghai Sheng,Haibei Tibetan,13209,2005,182.1548272371292,189.87373161315918,372.0285588502884
Qinghai Sheng,Huangnan Tibetan,13210,2005,38.42414343357086,236.3741389246548,274.79828235822566
Qinghai Sheng,Hainan Tibetan,13211,2005,100.95262265205383,311.2858521938324,518.0504888296127
Qinghai Sheng,Golog Tibetan,13212,2005,40.805391907691956,62.84303855895996,103.64843046665192
Qinghai Sheng,Haixi Mongol and Tibetan,13214,2005,1931.1793862581253,465.4041897058487,4526.115438818932
Shaanxi Sheng,Xi'an,13215,2005,53832.42072438913,3166.8035492672643,57314.38326367584
Shaanxi Sheng,Tongchuan,13216,2005,1421.7427846113837,673.2410673099405,2153.7681719181583
Shaanxi Sheng,Baoji,13217,2005,5203.4315956456985,555.9404945228614,5896.373646445836
Shaanxi Sheng,Xianyang,13218,2005,10032.74798397644,3350.759766962014,13507.477574781811
Shaanxi Sheng,Weinan,13219,2005,6530.6054145625985,1048.4367246473537,7870.219548363779
Shaanxi Sheng,Yan'an,13220,2005,2183.974726676941,17228.144654346914,19586.70251054904
Shaanxi Sheng,Hanzhong,13221,2005,1090.105553150177,342.53177535533905,1802.9174027442932
Shaanxi Sheng,Ankang,13222,2005,1926.375769241651,44.037954568862915,2171.596239884694
Shaanxi Sheng,Shangluo,13223,2005,781.1171884536743,185.16209471225739,1099.5404654166277
Shaanxi Sheng,Yulin,13224,2005,4695.309363607799,12069.579039361897,16876.350808701798
Shandong Sheng,Jinan,13225,2005,38251.58984293002,10437.937633006246,48808.63462090212
Shandong Sheng,Qingdao,13226,2005,59282.168380991156,8661.496879128848,68561.87414270474
Shandong Sheng,Zibo,13227,2005,37298.088242545775,5430.89980449209,42784.34325126246
Shandong Sheng,Zaozhuang,13228,2005,12190.40545630876,756.0128428772384,12959.65952824331
Shandong Sheng,Dongying,13229,2005,28803.751929535585,7276.432910210011,36132.61442105442
Shandong Sheng,Yantai,13230,2005,46804.903635332164,10828.317603431966,57890.48324408531
Shandong Sheng,Weifang,13231,2005,31038.766241194222,6957.192756156361,38529.72130380238
Shandong Sheng,Jining,13232,2005,18060.056391196624,4055.3948487384646,22176.75207602136
Shandong Sheng,Tai'an,13233,2005,10417.995444817168,3234.0342974307487,13700.528611667016
Shandong Sheng,Weihai,13234,2005,15176.40493499438,8896.035493623507,24389.251905151435
Shandong Sheng,Rizhao,13235,2005,10157.132717574343,3555.1504785182433,13777.862067950471
Shandong Sheng,Laiwu,13236,2005,7057.904473689958,733.6652207164203,7791.569694406378
Shandong Sheng,Linyi,13237,2005,22487.6209326702,1698.0166552814783,24272.680994795817
Shandong Sheng,Dezhou,13238,2005,11880.404468954779,3437.1547289156442,15324.54426883389
Shandong Sheng,Liaocheng,13239,2005,10437.032723637189,1832.6741518712513,12275.852210705887
Shandong Sheng,Binzhou,13240,2005,12038.613657236567,5340.656135357595,17380.447614945617
Shandong Sheng,Heze,13241,2005,8176.357182502747,1022.8036051988602,9199.160787701607
Shanghai Shi,Shanghai,13242,2005,200676.8988841333,7664.813691417844,215400.73362354666
Shanxi Sheng,Taiyuan,13244,2005,42650.873604186374,5499.178685102276,48641.58643583597
Shanxi Sheng,Datong,13245,2005,20553.744333445324,4218.894940374879,24772.639273820205
Shanxi Sheng,Yangquan,13246,2005,4674.559706330299,541.0904275562249,5309.494699278065
Shanxi Sheng,Changzhi,13247,2005,12887.812511205673,7951.476006663547,20995.06787685226
Shanxi Sheng,Jincheng,13248,2005,6850.602102160454,2302.3710744460423,9735.82383907636
Shanxi Sheng,Shuozhou,13249,2005,5471.399382948875,2722.6448563337326,8194.044239282608
Shanxi Sheng,Xinzhou,13250,2005,4237.697321462631,3607.557925047594,7911.520857275701
Shanxi Sheng,Luliang,13251,2005,13331.078848248837,10278.81933969423,23929.780312841078
Shanxi Sheng,Jinzhong,13252,2005,12610.811946474805,2660.801774872051,15779.067278922774
Shanxi Sheng,Linfen,13253,2005,18917.411350984195,6563.527787057558,30069.638193382936
Shanxi Sheng,Yuncheng,13254,2005,13667.213005564727,2572.8677537572153,16845.26648907521
Sichuan Sheng,Chengdu,13255,2005,28769.870947188956,1573.5643331667957,32046.824727187435
Sichuan Sheng,Zigong,13256,2005,701.3564212322235,31.897473454475403,893.6647388935089
Sichuan Sheng,Panzhihua,13257,2005,2683.9916821718216,1066.5948008878559,6907.753753383487
Sichuan Sheng,Luzhou,13258,2005,925.8757001161575,172.38716542720795,1422.7038872241974
Sichuan Sheng,Deyang,13259,2005,2854.1091874389085,360.0977770506167,3684.8930161709877
Sichuan Sheng,Mianyang,13260,2005,2785.6827260255814,186.3841621875763,3594.974248290062
Sichuan Sheng,Guangyuan,13261,2005,539.2007322311401,10.028934717178345,824.0351225137711
Sichuan Sheng,Suining,13262,2005,1915.7560160160065,225.9348829236685,2350.7862276282967
Sichuan Sheng,Leshan,13264,2005,584.6890344619751,15.88293743133545,850.4292728330574
Sichuan Sheng,Nanchong,13265,2005,4131.200753569603,556.5966173410416,5098.353955626488
Sichuan Sheng,Yibin,13266,2005,780.727576136589,65.7418247461319,1140.8621062082402
Sichuan Sheng,Guang'an,13267,2005,1209.8353422880173,427.6673529106028,1735.6413675504573
Sichuan Sheng,Dazhou,13268,2005,2517.8513852357864,453.72645126791565,3701.2582195856994
Sichuan Sheng,Ya'an,13269,2005,62.20184812873018,20.791367708935457,189.2846399929009
Sichuan Sheng,Ngawa Tibetan and Qiang,13270,2005,109.53239917755127,695.1002779740913,1394.0815077561958
Sichuan Sheng,Garzê Tibetan,13271,2005,115.12096738815308,556.746649219943,844.2764707350264
Sichuan Sheng,Liangshan Yi,13272,2005,1461.8770269337822,604.6838000157301,2888.721722685122
Sichuan Sheng,Bazhong,13273,2005,630.1338412761688,6.539037227630615,743.2784720056197
Sichuan Sheng,Meishan,13274,2005,490.10175824165344,51.68713843822479,607.9646284940196
Sichuan Sheng,Ziyang,13275,2005,578.9686850309372,52.79643976688385,706.661455154419
Xinjiang Uygur Zizhiqu,Ürümqi,13280,2005,37026.676081523714,2357.921028060072,39922.99437104627
Xinjiang Uygur Zizhiqu,Karamay,13281,2005,3641.3084083912418,2135.1408951745316,11944.745395446756
Xinjiang Uygur Zizhiqu,Turfan,13282,2005,1903.7893459796906,506.3978159427643,14407.180076078339
Xinjiang Uygur Zizhiqu,Changji Hui,13284,2005,6499.57545686002,4089.229648010871,12707.64585933732
Xinjiang Uygur Zizhiqu,Börtala Mongol,13285,2005,1380.6093687464208,1239.9792892932892,4109.130471393174
Xinjiang Uygur Zizhiqu,Bayin'gholin Mongol,13286,2005,6713.481891751289,2569.8366463184357,21722.294897286563
