province,city,id,year,urban_sol,agriculture_sol,total_sol
Guangdong Sheng,Heyuan,13041,2001,1082.4778215791666,55.17589773757785,1422.2543871243795
Guangdong Sheng,Yangjiang,13042,2001,3087.793134047003,89.72862017154694,3560.1614295337713
Guangdong Sheng,Qingyuan,13043,2001,2676.724862098694,370.0035555222455,3867.8347643576417
Guangdong Sheng,Dongguan,13044,2001,99203.54407840522,3381.9739394692815,115805.66818761126
Guangdong Sheng,Zhongshan,13045,2001,22142.404006351207,1164.068511873133,32351.672083260964
Guangdong Sheng,Chaozhou,13046,2001,6438.030504035482,51.74190744465473,6711.033782476537
Guangdong Sheng,Jieyang,13047,2001,6820.970086165971,20.748772382736206,6998.814385243959
Guangdong Sheng,Yunfu,13048,2001,1649.3342719938241,64.7187567949295,2072.0814390902424
Guangxi Zhuangzu Zizhiqu,Nanning,13049,2001,5841.5197023153305,267.29225718975067,6722.989253163338
Guangxi Zhuangzu Zizhiqu,Liuzhou,13050,2001,5060.995281815529,158.9670308828354,5676.677116751671
Guangxi Zhuangzu Zizhiqu,Guilin,13051,2001,2072.398746371269,59.01492238044739,2589.1859273910522
Guangxi Zhuangzu Zizhiqu,Wuzhou,13052,2001,592.8000049591064,17.886661291122437,725.5109655857086
Guangxi Zhuangzu Zizhiqu,Qinzhou,13055,2001,549.1882131099701,33.30189907550812,719.0269056558609
Guangxi Zhuangzu Zizhiqu,Guigang,13056,2001,823.5294536352158,27.718859314918518,958.9596469402313
Guangxi Zhuangzu Zizhiqu,Yulin,13057,2001,2098.233943581581,58.207451701164246,2251.779758453369
Guangxi Zhuangzu Zizhiqu,Laibin,13059,2001,531.9763103723526,78.3550398349762,794.9416855573654
Guangxi Zhuangzu Zizhiqu,Hezhou,13060,2001,333.2984892129898,10.257768273353577,381.0641596317291
Guangxi Zhuangzu Zizhiqu,Baise,13061,2001,841.8418254852295,71.0044971704483,1308.3320905012242
Guangxi Zhuangzu Zizhiqu,Hechi,13062,2001,544.0570856388878,33.396899461746216,942.0660052360273
Guizhou Sheng,Guiyang,13063,2001,2297.035085916519,77.3194500207901,3104.220337986946
Guizhou Sheng,Liupanshui,13064,2001,315.49721417099823,30.806354960273293,692.7259587021435
Guizhou Sheng,Zunyi,13065,2001,930.9010714292526,136.31432628631592,1513.2476406097412
Guizhou Sheng,Tongren,13066,2001,115.87537026405334,39.676662278642844,324.68228581793164
Guizhou Sheng,Qianxinan Buyei and Miao,13067,2001,572.6630135774612,97.15358984470367,887.0150548416026
Guizhou Sheng,Bijie,13068,2001,114.75654292106628,321.73509534667517,723.5653322584488
Guizhou Sheng,Anshun,13069,2001,354.578976392746,113.5882455517264,588.7306470847598
Guizhou Sheng,Qiandongnan Miao and Dong,13070,2001,476.0852383375168,24.559252738952637,910.7217037649716
Guizhou Sheng,Qiannan Buyei and Miao,13071,2001,417.36207818984985,53.14771559051439,818.8101049268947
Hebei Sheng,Shijiazhuang,13075,2001,24854.03074937942,482.87124818960825,25357.75667226595
Hebei Sheng,Tangshan,13076,2001,23579.8026151026,1448.0318262231117,25112.67878448963
Hebei Sheng,Qinhuangdao,13077,2001,11596.022873999556,867.0097167505937,12486.68496274387
Hebei Sheng,Handan,13078,2001,14714.26160843279,457.09899365901947,15201.858360599537
Hebei Sheng,Xingtai,13079,2001,7686.354824439217,520.18381635348,8215.187567408411
Hebei Sheng,Baoding,13080,2001,18382.47072636707,999.5159988800684,19410.624425328013
Hebei Sheng,Zhangjiakou,13081,2001,9298.274007439613,2100.6555678203995,11399.95667951855
Hebei Sheng,Cangzhou,13083,2001,11987.878621729215,2830.802194222749,14844.277213673497
Hebei Sheng,Langfang,13084,2001,14824.702533967356,3562.067362053722,18386.769896021076
Hebei Sheng,Hengshui,13085,2001,3550.9893656683903,212.97781615397508,3763.967181822365
Henan Sheng,Zhengzhou,13099,2001,27268.492593050003,1302.333561182022,28777.030970096588
Henan Sheng,Kaifeng,13100,2001,4634.617454648018,363.7816209933337,5058.004757537561
Henan Sheng,Luoyang,13101,2001,5596.452022075653,291.2937630480411,6066.456107101721
Henan Sheng,Pingdingshan,13102,2001,2524.2798827026404,51.321632504463196,2612.677049431614
Henan Sheng,Anyang,13103,2001,9039.189220000248,150.8623633553,9200.378890551772
Henan Sheng,Hebi,13104,2001,1681.648472670948,77.28790836334228,1773.5456595332014
Henan Sheng,Xinxiang,13105,2001,4891.718236446381,421.29474675655365,5336.947691679001
Henan Sheng,Jiaozuo,13106,2001,5471.560297608376,342.8777493425444,5926.2375697294865
Henan Sheng,Puyang,13107,2001,3221.1974206854316,956.6565198187734,4182.792623179566
Henan Sheng,Xuchang,13108,2001,2060.679787885909,174.87158012390137,2262.6164506790683
Henan Sheng,Luohe,13109,2001,2067.5101193731907,83.3319262266159,2167.796160156119
Henan Sheng,Sanmenxia,13110,2001,2220.3484671999427,92.21275664497824,2513.8744416040536
Henan Sheng,Nanyang,13111,2001,2881.0495431423187,169.33440613746643,3079.188096666336
Henan Sheng,Shangqiu,13112,2001,2497.2313104867935,146.4687377200407,2651.605867026834
Henan Sheng,Xinyang,13113,2001,1169.5948156118393,9.82091224193573,1227.7933918237686
Henan Sheng,Zhoukou,13114,2001,1503.339153289795,29.45212197303772,1535.0603048801422
Henan Sheng,Zhumadian,13115,2001,1677.962425092155,165.1463966369629,1849.2282590660393
Hubei Sheng,Wuhan,13117,2001,14980.601006388664,99.27859306335449,17007.152408003807
Hubei Sheng,Huangshi,13118,2001,977.7185917082955,14.516779868742999,1091.1373661036585
Hubei Sheng,Shiyan,13119,2001,1672.5489996989568,10.786784529685974,1886.671861799558
Hubei Sheng,Yichang,13120,2001,1173.9986056089401,71.15364396572113,1731.4734095601475
Hubei Sheng,Xiangfan,13121,2001,3348.0754622220993,86.92803287506104,3675.041724562645
Hubei Sheng,Ezhou,13122,2001,401.88803430912543,4.817765028336469,438.6192826392604
Hubei Sheng,Jingmen,13123,2001,962.0951066816555,16.186721324920654,1060.0952697599635
Hubei Sheng,Xiaogan,13124,2001,1120.9877713661567,39.80683922767639,1181.5517583828346
Hubei Sheng,Jingzhou,13125,2001,860.0871479511261,92.24334716796875,1002.4495211839676
Hubei Sheng,Huanggang,13126,2001,679.2292353737588,17.56654942035675,722.7009927857155
Hubei Sheng,Xianning,13127,2001,587.5874251127243,11.03363835811615,639.9618762329512
Hubei Sheng,Enshi Tujia and Miao,13128,2001,153.12939715385437,9.993906259536743,346.64936587530025
Hubei Sheng,Shennongjia,13129,2001,723.8192872622434,37.35369145870209,771.9786583998624
Hunan Sheng,Changsha,13130,2001,6062.4928151369095,43.03456920548982,6536.523408737837
Hunan Sheng,Zhuzhou,13131,2001,1571.0547481920205,1.0100458860397339,1727.3192667147691
Hunan Sheng,Xiangtan,13132,2001,837.1607060287513,7.083436283878251,941.069882308268
Hunan Sheng,Hengyang,13133,2001,737.1564077138901,22.54237651824951,992.8213217258453
Hunan Sheng,Shaoyang,13134,2001,385.7841180562973,23.27283775806427,461.7689960002899
Hunan Sheng,Yueyang,13135,2001,926.8771218061447,19.199537754058838,1003.0034377574921
Hunan Sheng,Changde,13136,2001,1340.9232782125473,133.81504094600677,1653.790901184082
Hunan Sheng,Zhangjiajie,13137,2001,109.04198980331421,1.817198634147644,167.126917719841
Hunan Sheng,Yiyang,13138,2001,272.5665692090988,2.358386993408203,314.32953691482544
Hunan Sheng,Chenzhou,13139,2001,1461.2245420217514,4.152048826217651,1747.7140873670578
Hunan Sheng,Yongzhou,13140,2001,717.6267609596252,1.1496154069900513,850.6357395648956
Hunan Sheng,Huaihua,13141,2001,727.1462172269821,9.968811869621277,858.9584019184113
Hunan Sheng,Loudi,13142,2001,394.7365070581436,4.68198037147522,422.5621762275696
Hunan Sheng,Xiangxi Tujia and Miao,13143,2001,164.67592871189117,39.747283260027565,288.5413244167964
Jiangsu Sheng,Nanjing,13144,2001,17927.899610180015,577.0144054889679,19362.690873641128
Jiangsu Sheng,Wuxi,13145,2001,15456.738211172235,407.8424280741636,16297.631357170554
Jiangsu Sheng,Xuzhou,13146,2001,7875.538911907813,202.67839447704017,8114.561531314663
Jiangsu Sheng,Changzhou,13147,2001,7537.453766496509,35.90268574508966,7666.579191060628
Jiangsu Sheng,Suzhou,13148,2001,22497.34631536241,733.2563087005242,24378.5559039747
Jiangsu Sheng,Nantong,13149,2001,7292.454468110029,403.6576963663101,7857.951270832735
Jiangsu Sheng,Lianyungang,13150,2001,3723.814738391895,421.6280881348778,4321.661801951539
Jiangsu Sheng,Huai'an,13151,2001,3343.8447130918503,421.0083508491516,3861.2386848926544
Jiangsu Sheng,Yancheng,13152,2001,3807.436699271202,196.20159137248993,4044.248465736707
Jiangsu Sheng,Yangzhou,13153,2001,4411.371890151734,465.20564614137015,4924.08145737648
Jiangsu Sheng,Zhenjiang,13154,2001,3059.4499498862847,329.9691107890185,3453.751151756679
Jiangsu Sheng,Taizhou,13155,2001,4875.027181333654,720.9169440045075,5655.133403308719
Jiangsu Sheng,Suqian,13156,2001,1893.1250501305449,76.9021772146225,2006.59224719113
Jiangxi Sheng,Nanchang,13157,2001,4738.290333867073,51.661155104637146,4985.198091362505
Jiangxi Sheng,Jingdezhen,13158,2001,610.7418378591537,0.0,659.2417629957199
Jiangxi Sheng,Pingxiang,13159,2001,288.1728047132492,0.0,330.6218453645706
Jiangxi Sheng,Jiujiang,13160,2001,767.142732074214,33.394699811935425,877.8382877807992
Jiangxi Sheng,Xinyu,13161,2001,1015.8140008449554,0.0,1027.5404336298213
Jiangxi Sheng,Yingtan,13162,2001,421.275567650795,2.0695648193359375,430.561550617218
Jiangxi Sheng,Ganzhou,13163,2001,1623.9048405885696,54.82719421386719,1902.2890053987503
Jiangxi Sheng,Yichun,13164,2001,630.3686878681183,11.07886528968811,706.4265178442001
Jiangxi Sheng,Shangrao,13165,2001,961.2223570346832,22.0950710773468,1127.740071570172
Jiangxi Sheng,Ji'an,13166,2001,595.8906283378601,21.33870017528534,739.4235042487874
Jiangxi Sheng,Fuzhou,13167,2001,697.024961233139,6.8900306224823,768.1949421167374
Nei Mongol Zizhiqu,Hohhot,13191,2001,16807.507249474525,2744.7022812366486,19607.809895157814
Nei Mongol Zizhiqu,Baotou,13192,2001,21977.01762008667,1136.6120084524155,23154.980237722397
Nei Mongol Zizhiqu,Wuhai,13193,2001,2433.35240316391,148.0930462327658,4800.5942851679
Nei Mongol Zizhiqu,Ordos,13200,2001,1985.7385728985655,2134.9776803713216,4894.774794728615
Nei Mongol Zizhiqu,Baynnur,13201,2001,3250.4990108013153,812.5140575862398,4251.892613599347
Nei Mongol Zizhiqu,Alxa,13202,2001,591.5010404586792,446.47063667961197,1741.4598422536662
Ningxia Huizu Zizhiqu,Yinchuan,13203,2001,6857.378901362419,1994.2221277638978,8942.925981967122
Ningxia Huizu Zizhiqu,Shizuishan,13204,2001,1627.3534079790115,344.75045200843437,2803.285380283524
Ningxia Huizu Zizhiqu,Wuzhong,13205,2001,1330.4230422973633,1310.4667597120883,2923.747401132303
Ningxia Huizu Zizhiqu,Guyuan,13206,2001,271.71859407424927,430.3523339033127,708.4329208135605
Qinghai Sheng,Xining,13207,2001,7061.735956518323,591.6227996349335,7685.881796090276
Qinghai Sheng,Haidong,13208,2001,442.11955106959624,695.8688126863218,1249.1466333997016
Qinghai Sheng,Haibei Tibetan,13209,2001,52.94235408306122,62.54560786322051,121.63272386625701
Qinghai Sheng,Huangnan Tibetan,13210,2001,55.663084506988525,332.1724239835552,393.0190460929683
Qinghai Sheng,Hainan Tibetan,13211,2001,80.40069258213043,358.7986704111099,515.099222779274
Qinghai Sheng,Golog Tibetan,13212,2001,2.1776719093322754,13.202645778656006,15.380317687988281
Qinghai Sheng,Haixi Mongol and Tibetan,13214,2001,752.8150471448898,94.58459436893463,1740.6488237380981
Shaanxi Sheng,Xi'an,13215,2001,25308.67631730192,652.643564191519,26078.448642025272
Shaanxi Sheng,Tongchuan,13216,2001,418.14990425109863,169.21220099925995,659.3804143667221
Shaanxi Sheng,Baoji,13217,2001,1937.1492619547191,100.17178906132193,2108.3096285011256
Shaanxi Sheng,Xianyang,13218,2001,3134.584459419811,698.5609170170391,3915.180360854841
Shaanxi Sheng,Weinan,13219,2001,2093.1006539658,151.3692161835876,2348.792632580271
Shaanxi Sheng,Yan'an,13220,2001,1012.1288838386536,3911.7504249123967,4991.084071329061
Shaanxi Sheng,Hanzhong,13221,2001,931.7707811594009,193.594531416893,1241.3036317825317
Shaanxi Sheng,Ankang,13222,2001,329.25952489890307,20.8426730632782,413.9644292167589
Shaanxi Sheng,Shangluo,13223,2001,359.6005024909973,37.77419686317444,499.0416805968565
Shaanxi Sheng,Yulin,13224,2001,3312.3699269215267,2293.701749841372,5812.291134970328
Shandong Sheng,Jinan,13225,2001,25864.107059848542,1450.165021474221,27402.071915421297
Shandong Sheng,Qingdao,13226,2001,64662.95174399731,2970.538040844132,68258.12844351692
Shandong Sheng,Zibo,13227,2001,17512.488530677907,1096.3009912444095,18641.487027260835
Shandong Sheng,Zaozhuang,13228,2001,2889.5396036573484,63.62736535072327,2954.241345233543
Shandong Sheng,Dongying,13229,2001,16070.751582790823,2876.262878343638,19009.40307410558
Shandong Sheng,Yantai,13230,2001,27018.005688550424,3481.0916416228984,30776.458878191315
Shandong Sheng,Weifang,13231,2001,13934.7619257955,1202.9197414968528,15169.764924609895
Shandong Sheng,Jining,13232,2001,7745.740126460206,510.79706481297814,8273.045496703597
Shandong Sheng,Tai'an,13233,2001,5179.029517069985,502.30845882425126,5965.457823549532
Shandong Sheng,Weihai,13234,2001,10319.596026275205,3787.626978507229,14329.930413623884
Shandong Sheng,Rizhao,13235,2001,3747.306451094384,419.9615990764955,4172.887945266799
Shandong Sheng,Laiwu,13236,2001,2639.278548745548,68.92537426948547,2708.2039230150335
Shandong Sheng,Linyi,13237,2001,6342.107915878296,263.45710333842857,6627.38865300674
Shandong Sheng,Dezhou,13238,2001,7798.31901076962,1212.7706733619466,9015.500266387884
Shandong Sheng,Liaocheng,13239,2001,4668.680850477313,458.96985451707656,5127.650704994389
Shandong Sheng,Binzhou,13240,2001,3930.9576732009064,1435.7994287387999,5463.246593789493
Shandong Sheng,Heze,13241,2001,3639.394675711557,161.72394649140975,3812.1395349694235
Shanghai Shi,Shanghai,13242,2001,130029.90804259123,2896.2243529375864,134412.0503682464
Shanxi Sheng,Taiyuan,13244,2001,34588.59448056455,1676.186460438429,37016.24945413412
Shanxi Sheng,Datong,13245,2001,14402.405553460121,3101.9854811009236,17554.816406684764
Shanxi Sheng,Yangquan,13246,2001,2682.534247636795,109.47132754325867,2862.4891266822815
Shanxi Sheng,Changzhi,13247,2001,6212.781351566315,1719.7573881149292,8035.973394476666
Shanxi Sheng,Jincheng,13248,2001,4335.182623267174,301.3985186815262,5284.974610447884
Shanxi Sheng,Shuozhou,13249,2001,3457.6517654657364,1130.9269849061966,4604.149794578552
Shanxi Sheng,Xinzhou,13250,2001,2795.8358973026275,2076.116147185307,4947.114205397344
Shanxi Sheng,Luliang,13251,2001,4129.008612582263,3022.501139241106,7357.664494183484
Shanxi Sheng,Jinzhong,13252,2001,5654.712401057224,431.0283090876598,6167.120612388499
Shanxi Sheng,Linfen,13253,2001,9031.970563639847,3198.6664223138023,15426.181769766994
Shanxi Sheng,Yuncheng,13254,2001,6002.617397579024,570.3314436557246,6866.248019245559
Sichuan Sheng,Chengdu,13255,2001,17588.213559076834,885.3459694109711,18979.01073475071
Sichuan Sheng,Zigong,13256,2001,592.4526693820953,35.42420208454132,673.312303185463
Sichuan Sheng,Panzhihua,13257,2001,2836.752135515213,319.1474855081708,5098.9999136106635
Sichuan Sheng,Luzhou,13258,2001,287.5639274120331,90.3391500711441,504.0548286437988
Sichuan Sheng,Deyang,13259,2001,1002.4979805651833,133.9191164559009,1181.8156137396309
Sichuan Sheng,Mianyang,13260,2001,2863.1919578313828,386.3310990333557,3590.24271607399
Sichuan Sheng,Guangyuan,13261,2001,204.29748570919037,3.466967821121216,274.7490531206131
Sichuan Sheng,Suining,13262,2001,680.9066667556763,10.869216844147328,744.6739463058173
Sichuan Sheng,Leshan,13264,2001,294.56145882606506,6.4145507101919135,342.5188395406686
Sichuan Sheng,Nanchong,13265,2001,1218.7424203157425,66.49881422519684,1418.0941226482391
Sichuan Sheng,Yibin,13266,2001,502.30651438236237,25.12072002887726,624.4250632566565
Sichuan Sheng,Guang'an,13267,2001,226.1581255197525,49.35177111204933,290.93130695399117
Sichuan Sheng,Dazhou,13268,2001,426.6725867986679,50.42617832632626,547.1965164997998
Sichuan Sheng,Ya'an,13269,2001,72.45359635353088,10.980769634246826,137.05851590633392
Sichuan Sheng,Ngawa Tibetan and Qiang,13270,2001,12.011171460151672,277.9580630797966,653.3505299825295
Sichuan Sheng,Garzê Tibetan,13271,2001,78.6122533082962,348.2216729664335,552.8191115402708
Sichuan Sheng,Liangshan Yi,13272,2001,841.5733491205701,263.2357979881997,1471.2118412625555
Sichuan Sheng,Bazhong,13273,2001,249.5916532278061,1.2220404148101807,317.6039540164611
Sichuan Sheng,Meishan,13274,2001,384.72171783447266,70.38044936610203,480.7011975409938
Sichuan Sheng,Ziyang,13275,2001,521.643471121788,49.755868673324585,594.9972225427628
Xinjiang Uygur Zizhiqu,Ürümqi,13280,2001,33913.75745913562,1362.4305440014482,36086.46086015749
Xinjiang Uygur Zizhiqu,Karamay,13281,2001,4180.657460391288,1139.6460529860328,12592.42431285054
Xinjiang Uygur Zizhiqu,Turfan,13282,2001,1752.0798516273499,392.1031268835068,12797.609761238098
Xinjiang Uygur Zizhiqu,Changji Hui,13284,2001,9308.065193683025,3333.570884174459,16334.11225812108
Xinjiang Uygur Zizhiqu,Börtala Mongol,13285,2001,1185.213430001689,595.0055856704712,2058.9768415380927
Xinjiang Uygur Zizhiqu,Bayin'gholin Mongol,13286,2001,6066.297470569611,1334.0022342205048,16613.251499557027
Xinjiang Uygur Zizhiqu,Aksu,13287,2001,2200.1687821149826,1836.9555650949478,12900.601093583948
Xinjiang Uygur Zizhiqu,Kizilsu Kirghiz,13288,2001,235.50949382781982,47.822386741638184,365.5022990703583
Xinjiang Uygur Zizhiqu,Kashgar,13289,2001,2875.8479150533676,1734.670710325241,7510.967443227768
Xinjiang Uygur Zizhiqu,Khotan,13290,2001,331.09880089759827,253.64333367347717,629.7167989282048
Xinjiang Uygur Zizhiqu,Ili Kazakh,13292,2001,4234.493146777153,781.8066703081131,5083.911797165871
Xinjiang Uygur Zizhiqu,Tacheng,13293,2001,3900.0142628389253,1088.266482591629,6501.201878251748
Xinjiang Uygur Zizhiqu,Altay,13294,2001,1449.6388719081879,594.7861352177227,2473.602716824588
Xinjiang Uygur Zizhiqu,Shihezi,13295,2001,2970.137977770263,1492.423770529616,4599.799260099262
Xizang Zizhiqu,Lhasa,13296,2001,1884.9543336629868,657.6500149726868,2639.4193444013595
Xizang Zizhiqu,Chamdo,13297,2001,115.82504165172577,84.95095424418356,202.01942567591573
Xizang Zizhiqu,Shannan,13298,2001,18.22200059890747,295.20852515089746,314.53121992933984
Xizang Zizhiqu,Shigatse,13299,2001,4.8391735553741455,172.00261783599854,189.2464987039566
Xizang Zizhiqu,Nagchu,13300,2001,38.998425245285034,66.81073462963104,123.0338864326477
Xizang Zizhiqu,Ngari,13301,2001,1.2441043853759766,1.1577398777008057,23.472113847732544
Xizang Zizhiqu,Nyingtri,13302,2001,25.30961799621582,39.14882135391235,69.10917234420776
Yunnan Sheng,Kunming,13303,2001,30904.526885006475,1293.837648759636,33326.88865860163
Yunnan Sheng,Qujing,13304,2001,3709.4495625767054,1380.2885801656573,7734.510248633459
Yunnan Sheng,Yuxi,13305,2001,5067.5839651004935,653.0523423653023,6235.206897484088
Yunnan Sheng,Zhaotong,13306,2001,637.4018639302722,192.4347185373306,969.5291239514071
Yunnan Sheng,Chuxiong Yi,13307,2001,1280.5785759687424,337.7144076403449,2024.7495419460183
Yunnan Sheng,Honghe Hani and Yi,13308,2001,4122.178391105521,1244.4034766678717,6233.793120639932
Yunnan Sheng,Wenshan Zhuang and Miao,13309,2001,1038.0337718725204,176.08385705947876,1385.435715205529
Yunnan Sheng,Dali Bai,13312,2001,2818.025705933571,375.3212817355698,3710.238255792973
Yunnan Sheng,Baoshan,13313,2001,1090.1538779735565,151.26030278205872,1389.8441288050483
Yunnan Sheng,Dehong Dai and Jingpo,13314,2001,813.0131604386311,144.75219114107244,1000.4976337858275
Yunnan Sheng,Lijiang,13315,2001,1029.5938262939453,93.81981836393767,1254.9780436141818
Yunnan Sheng,Nujiang Lisu,13316,2001,22.83989691734314,50.9795319257998,223.2107378613715
Yunnan Sheng,Dêqên Tibetan,13317,2001,124.57984495162964,52.57084882259369,194.36019623279572
Yunnan Sheng,Lincang,13318,2001,955.5723406076431,300.5757031440735,1665.2884299236184
Zhejiang Sheng,Hangzhou,13319,2001,21125.04704010066,622.5343979008057,24017.92118433971
Zhejiang Sheng,Ningbo,13320,2001,16457.089186291134,1146.4061630767933,18538.00854534682
Zhejiang Sheng,Wenzhou,13321,2001,14034.26873850355,664.725470033814,16541.534610067163
Zhejiang Sheng,Jiaxing,13322,2001,7115.722666046198,1185.6186571312887,8498.490769492879
Zhejiang Sheng,Huzhou,13323,2001,4328.56709716881,302.16574377733116,5589.014557994113
Zhejiang Sheng,Shaoxing,13324,2001,6177.25826783227,378.7811997254689,7211.50201198821
Zhejiang Sheng,Jinhua,13325,2001,9180.091175675392,293.2230099439621,10591.127051830292
Zhejiang Sheng,Quzhou,13326,2001,1394.6046985387802,48.88612234592438,1898.4097583293915
Zhejiang Sheng,Zhoushan,13327,2001,831.9618440394308,64.5526032447815,1070.478112692459
Zhejiang Sheng,Taizhou,13328,2001,6663.758855484513,645.3071027783786,8318.772836992319
Zhejiang Sheng,Lishui,13329,2001,816.0456563234329,13.554269790649414,1184.553307056427
Anhui Sheng,Name Unknown,12994,2001,2839.5961203575134,76.72394680976868,2940.781452178955
Beijing Shi,Name Unknown,13000,2001,199552.83726844518,3806.630133259063,204146.1993268341
Beijing Shi,Name Unknown,13001,2001,30759.48693715731,4490.667568412015,35558.066613990646
