city,year,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,10+12+14
Börtala Mongol,2002,13285,7.312808672,,0.528403141,0.176161828,2.950693831,,3.018988234,6.060025827,262.1309359,15424.31541,62.39616806,1779.602029,65.27897383,,61.90914026,6054.093785,1271.581771,17203.91744
Bayin'gholin Mongol,2002,13286,0.910016469,,12.09147848,6.192829723,85.12271351,,44.00981,12.74793563,52.55018221,44438.57929,323.7919092,2430.251748,277.9789053,,1814.047724,423060.0606,2211.091143,46868.83103
Aksu,2002,13287,1.484875344,1.582766834,,,,,39.21397151,12.10187204,139.10204,23045.48723,23.62079994,6858.884049,246.8171354,,1522.832506,100191.155,114.5138438,29904.37128
Kizilsu Kirghiz,2002,13288,,,0.196060516,,0.588479156,0.77748725,57.23901458,36.84426748,4.253293813,16453.09968,0.194127344,404.9620447,26.31796487,,594.3860037,49695.8887,38.89495,16858.06173
Kashgar,2002,13289,,,,,,,223.6090274,2.549096234,21.62509339,17358.35069,1.741767328,6149.246335,232.8443119,0.779566859,3713.277012,84754.43329,148.1027281,23508.3766
Khotan,2002,13290,,0.610210141,,,,,28.36656354,7.841544656,0.398369906,12760.94082,,1201.124764,49.5202703,,3798.371389,204371.9908,28.12696513,13962.06558
Ili Kazakh,2002,13292,111.3316404,,19.90249056,40.65429159,844.8483382,,0.180134203,396.6899537,1051.502145,31909.00993,17.08024161,14317.7615,305.3838672,184.3546255,500.2148836,3601.404776,0.368799594,46411.12606
Tacheng,2002,13293,47.99374973,,0.174368672,14.79330663,13.52673498,,2.858902297,48.11163928,265.4452536,56409.28761,27.21485944,5694.280132,409.1482165,8.31668575,479.5827767,30659.15635,263.2603474,62111.88443
Altay,2002,13294,130.5215075,,44.22709642,52.50463927,292.667911,3.620519063,2.321822578,516.2853903,134.871581,81033.16205,59.81844344,959.3577921,159.815374,,77.44408564,35625.47037,1071.35612,81992.51984
Shihezi,2002,13295,,,,,,,,,0.536745875,185.8746766,,332.2637297,41.85730723,,,15.75886323,,518.1384064
Lhasa,2002,13296,,,,,,,1.733523609,,,24862.45328,5.565420156,422.6808463,29.00861475,,217.0709622,3306.787477,684.2817395,25285.13412
Chamdo,2002,13297,2053.671822,0.438903484,,165.3515852,449.4611588,19.62320591,,4197.40894,187.3772686,89171.52468,21.19711728,263.9497321,22.17240831,,1290.337086,13322.69373,10.55753738,89435.47442
Shannan,2002,13298,205.6340717,,,65.9445017,414.0212749,,11.0425424,93.32001325,9.988453323,35018.85462,68.97268659,114.7457794,2.836335297,,679.5788296,8458.146258,856.1859362,35133.6004
Shigatse,2002,13299,207.6510375,6.080822215,,231.3524858,289.1064126,,818.8945496,251.6358804,21.05969862,126010.9928,22.77083916,231.2909376,8.713081984,,1621.24336,47721.45431,2064.749397,126242.2837
Nagchu,2002,13300,63.79246066,,,2.792553219,69.08826834,,239.5903361,101.7754236,5.773514875,247478.6398,84.56817336,103.9761921,4.038272953,,2141.413604,130867.8738,11522.13728,247582.616
Ngari,2002,13301,,0.203540531,,,,0.422528531,5378.013704,,,72470.66996,6.175219547,,2.089928703,,3254.079008,203539.6617,5151.87637,72470.66996
Nyingtri,2002,13302,6545.485533,504.7060902,0.503708125,930.6023499,6121.134297,3.915578453,41.40717113,3861.205329,391.1637122,33150.66417,179.7316992,41.16838855,8.220562484,,5737.772558,19600.76398,33.17578062,33191.83256
Kunming,2002,13303,436.0736107,651.11152,,190.9412475,928.2892735,0.031811032,,2842.279058,8581.538318,2326.725735,62.03580959,3324.779767,873.2662749,138.8114043,,4.750221375,268.4179938,5790.316906
Qujing,2002,13304,568.8134667,177.3936847,,114.900037,662.9679213,4.002274047,,1707.845094,17471.52371,2116.474995,6.723795938,4322.020179,306.890793,1068.916682,,,,7507.411855
Yuxi,2002,13305,228.2230845,1955.063683,,45.22871488,1796.601763,,,2915.41458,5417.988786,575.4616612,62.81762101,1408.79944,417.3252767,18.79769857,,4.9653625,252.9851956,2003.0588
Zhaotong,2002,13306,49.15977253,39.04632495,,1607.783242,1439.956135,,,8795.998154,5190.123607,1062.654695,0.878128312,2804.591279,126.762262,926.5025752,,,,4793.748549
Chuxiong Yi,2002,13307,1795.396165,3205.165267,,57.97714044,1568.422123,0.223485234,0.896849125,6185.563143,12931.40164,752.1107086,0.224641953,1627.852026,147.5013427,107.8850261,,1.550908591,1.347975094,2487.847761
Honghe Hani and Yi,2002,13308,44.12303664,3787.660792,,134.5852829,1993.627721,,,3578.709003,14920.15363,3787.095596,25.75324884,3618.767912,357.7451217,221.4673226,,1.364203109,38.73777864,7627.330831
Wenshan Zhuang and Miao,2002,13309,24.90396409,553.8374566,,124.6417109,1464.656714,,1.138207906,6790.21069,15596.80449,5279.20499,2.501938156,1257.221143,98.12738256,678.909632,,0.455621969,0.227799469,7215.335764
Dali Bai,2002,13312,2424.224088,909.8328994,,187.7306526,2817.61192,,,7405.620683,10007.83885,1119.018041,51.73516144,2907.245729,218.0967516,16.37142367,,8.517051375,210.4680584,4042.635194
Baoshan,2002,13313,2635.741176,1637.255772,,52.45732018,2538.511188,,,3911.530903,5831.56188,786.7747573,0.900678813,2011.429676,181.4516061,81.27463438,,,,2879.479068
Dehong Dai and Jingpo,2002,13314,1144.951314,4309.30911,,10.82778398,1089.963485,,,2072.725897,849.4345556,129.720924,2.489415219,1553.42092,99.06993756,47.14971605,,,,1730.29156
Lijiang,2002,13315,2558.580864,145.5894813,,74.14035012,1667.468141,22.31343911,0.441479844,8659.96673,4509.306226,1824.731268,13.78486238,745.1953572,66.74505648,1.111930406,3.767994047,76.329683,82.53089794,2571.038555
Nujiang Lisu,2002,13316,1660.208047,261.3920076,,1085.910066,4214.66731,,0.660297125,3704.363734,817.4351363,2101.49732,1.099708125,135.424014,4.422594797,,8.524092966,56.84642675,,2236.921334
Dêqên Tibetan,2002,13317,4807.745816,14.20299308,,777.7530195,2979.660354,28.02429792,0.876074563,8251.825433,392.501269,5724.26188,7.23345685,98.93800741,19.1151604,,15.84435491,547.5703521,,5823.199888
Lincang,2002,13318,969.4441618,2175.547989,,82.81483182,4019.207771,,,4695.358214,8940.096031,284.2991643,6.558220844,1767.368782,88.457065,204.5115487,,,,2256.179495
Hangzhou,2002,13319,665.176882,202.6659863,,310.2393468,3068.596403,,0.430628781,8322.538216,1685.688688,44.97090926,225.6342876,139.3669767,1139.343823,449.6357738,,8.947598152,379.6861535,633.9736598
Ningbo,2002,13320,137.608438,513.4681487,,60.04192505,762.5743319,,0.432133344,2303.057222,1802.679638,69.90072085,226.4343009,981.6354799,1123.6354,243.8347175,,12.45368676,127.0824153,1295.370918
Wenzhou,2002,13321,295.0525063,1221.282403,,2.187907828,1080.284741,0.220000844,0.439901828,5174.923755,1786.580784,71.60984147,122.6638855,337.1667917,719.0160379,326.4060932,,12.03110493,88.11350643,735.1827264
Jiaxing,2002,13322,,,,,,,,,372.611774,4.254391427,55.95007585,1957.846895,400.8667791,1150.961668,,1.179257809,68.57371759,3113.062954
Huzhou,2002,13323,41.87592716,,0.213903797,26.84653985,517.7037018,,,1687.833632,1676.399691,5.350818234,182.6525037,317.2752629,255.6547166,1161.825218,,0.214100031,792.0613443,1484.4513
Shaoxing,2002,13324,232.9297481,101.8431075,,45.19263019,1091.724191,,0.215449313,3359.686795,1448.64788,67.75389281,76.51554245,303.2197948,717.1252133,576.426428,,0.216347281,22.40898876,947.4001156
Jinhua,2002,13325,373.6705077,350.9519578,,41.87038188,1992.174438,,,4530.643537,2164.104164,12.18766569,13.63183616,487.6419388,653.8049007,581.1949868,,,14.33781902,1081.024591
Quzhou,2002,13326,571.606132,620.2954123,,18.69233275,1450.128583,,,3666.214527,1708.208341,22.22274172,9.817723625,176.037031,192.1284886,488.4295599,,,4.394161837,686.6893326
Zhoushan,2002,13327,0.215670109,2.373852641,,22.85973938,17.04135809,,,160.6693207,393.6879272,15.2350625,188.5989764,25.46768696,74.25185022,20.27500508,,23.40122404,104.6388622,60.97775454
Taizhou,2002,13328,237.6400976,777.3950582,,31.40928842,1252.512202,,,3088.938003,1882.695422,47.04214761,135.4067493,764.6296914,536.772584,306.119434,,9.677587596,120.6234345,1117.791273
Lishui,2002,13329,1258.401978,2823.817198,,10.84915526,4331.941815,,,7767.353053,510.4360539,53.15247636,15.80700253,103.229254,116.4830294,47.49541878,,0.21959625,2.839650156,203.8771492
Name Unknown,2002,12994,,,,,,,,,216.5581524,9.229638521,6.449040296,17917.07523,440.7241627,43.79173195,,,47.28321219,17970.0966
Name Unknown,2002,13000,,,,246.8484075,11.69010006,395.0911236,,362.2579573,491.0148167,1382.867429,2.873267734,1652.022721,2381.053807,,,,5.168595438,3034.890149
Name Unknown,2002,13001,,,,1219.473646,9.502381688,994.8212419,,657.2839734,294.8027965,3259.1107,51.95336519,2120.33418,830.3988665,,,2.658537672,58.98808425,5379.44488
Name Unknown,2002,13002,33.95440638,29.78759473,,2.807202953,402.7451543,,,2710.335514,3938.400665,72.47834818,76.0609067,68.27553998,600.1091522,4323.250397,,32.87012098,2.354488484,4464.004285
Name Unknown,2002,13003,103.489888,142.5149235,,2455.288452,4800.262206,,,27960.00587,9004.509062,210.8348243,121.2697673,312.9710738,236.9904209,14716.15252,,25.83374612,15.42894666,15239.95842
Name Unknown,2002,13004,20.58510789,52.63611467,,54.48417774,828.8222793,,,1877.673725,2348.183752,15.30623933,52.33609741,21.10857209,76.02915753,4289.972138,,5.437838188,,4326.386949
Name Unknown,2002,13213,2.920686673,,,,,,0.201759422,35.52886766,0.207305828,164690.6638,12.85647658,112.3817037,13.8389253,,722.8777692,29385.07485,1955.197779,164803.0455
Name Unknown,2002,13243,,,,,,,,,680.4512258,60.85498061,107.6367769,1387.283326,563.9146605,166.3497244,,4.809578259,113.1087831,1614.488031
Name Unknown,2002,13263,0.216659734,15.18731427,,,0.433253328,,,,3013.217157,,,,95.6393467,2286.004107,,,,2286.004107
Name Unknown,2002,13278,,,,,,,,,1.742669078,408.1417875,75.22434226,935.0713601,1674.489515,,,69.61804989,703.5371034,1343.213148
Name Unknown,2002,13279,,,,39.2340247,,8.564112973,,11.20555911,3.448082656,707.3486298,37.17407411,6601.899658,564.0560543,,,9.747313723,219.472818,7309.248288
Name Unknown,2002,13291,,,,,,,,,,1007.821137,,118.2409413,38.02181085,,,71.64143577,1.961420781,1126.062079
Chengde,2002,13082,0.750834688,,0.837929006,3586.848547,41.27594295,434.8418887,,558.1632583,2195.817464,23424.61408,8.937976302,9052.58801,124.1008717,1.687759609,,,,32478.88985
Harbin,2002,13086,,,1.750684625,19298.06036,311.6806454,,,2519.225051,484.7152146,1173.846541,48.30810373,27646.46733,858.8188437,263.0523901,,11.87509695,166.8359346,29083.36626
Qiqihar,2002,13087,0.167458328,,,180.4945875,0.1668095,,,4.333323453,186.4324885,9123.031842,60.39722056,32488.14,369.4298697,3.966994642,,18.95676425,40.06408895,41615.13884
Jixi,2002,13088,,,1.762059063,4111.517163,32.34714556,,,1419.403243,2529.549666,338.5894697,85.73168131,11059.72504,244.5774606,1435.078313,,4.731136,1275.967964,12833.39283
Hegang,2002,13089,,,0.676369094,4273.758266,665.1883158,,,672.2151628,151.1415067,538.1335814,20.08345078,7511.051015,154.4748823,17.71292205,,0.875396653,266.7428004,8066.897519
Shuangyashan,2002,13090,,,0.095018479,5598.519577,12.25241564,,,1040.464422,1758.523366,237.056819,21.4760741,12573.80761,188.6420257,720.5315282,,,75.99650036,13531.39596
Daqing,2002,13091,,,,,,,,,,12613.32046,151.8837082,6691.832258,420.7664895,,,266.7108769,491.4467331,19305.15272
Yichun,2002,13092,1.171880609,,0.512278219,16458.27345,9086.492525,,,3163.057309,445.6578077,731.6013181,9.855322224,1952.397973,194.8346035,29.31975075,,2.788192558,110.1466477,2713.319042
Jiamusi,2002,13093,,,,2774.956099,119.8451506,,,698.5474285,1497.758149,995.7015107,37.56420699,24250.0236,239.2983186,643.1775402,,5.442311054,481.8366763,25888.90265
Qitaihe,2002,13094,0.174562672,,0.174216078,1055.921578,19.51831019,,,642.0036649,146.039402,61.25945023,1.220136875,2866.054685,160.5976878,93.10094346,,1.743478656,10.45776536,3020.415079
Mudanjiang,2002,13095,,,2.672873453,21803.31235,978.0295172,,,3662.351089,390.9564758,913.6444125,68.32919985,10520.7448,408.0717448,314.3648386,,0.537158453,55.66519789,11748.75405
Heihe,2002,13096,,,1.163864281,14765.90318,1585.522736,,,6734.548043,16694.23965,1646.290593,101.5510706,24680.79703,188.8055848,521.3697361,,13.98796312,105.527323,26848.45736
Suihua,2002,13097,,,,4589.282119,208.1268423,,,455.6728429,769.9387109,3645.025139,162.9393675,24521.69358,352.3829715,,,25.08414328,89.08266843,28166.71872
Daxing'anling,2002,13098,,,2308.778187,4504.300723,6365.412844,,84.07765173,45216.74986,3332.499036,995.5635553,18.34824981,331.1521667,176.0995455,,,,0.471848594,1326.715722
Changchun,2002,13168,,,,90.63616689,16.56799442,,,12.83612191,22.05399435,394.2196038,16.91593811,19144.69698,675.8720861,21.83755626,,7.7408605,46.61352624,19560.75414
Jilin,2002,13169,,,2.17947875,12263.1339,59.80585262,,,2226.447658,335.7464483,227.5725816,101.9276855,11396.79267,487.0393273,829.3369909,,7.060510172,72.44866248,12453.70224
Siping,2002,13170,,,,128.8141559,3.638492594,,,12.01938108,27.87023455,717.2313658,6.941288517,13564.63049,260.7703769,15.8463888,,11.0064267,15.546304,14297.70824
Liaoyuan,2002,13171,,,,181.7756412,5.261333908,,,156.2376865,52.17566436,14.17680488,1.833791875,4446.444454,94.732221,57.67169981,,,0.366000781,4518.292959
Tonghua,2002,13172,,,0.741088406,7308.641356,120.2245686,,,2608.198984,99.72211488,71.49711121,10.86901182,4893.798618,201.2903762,358.2223897,,0.110956873,6.65083916,5323.518118
Baishan,2002,13173,,,4.431721328,10453.96332,2748.368418,,,3226.59734,17.98272333,148.9426675,1.591709746,583.5687843,163.203962,182.4108913,,2.888377017,8.889027475,914.9223432
Songyuan,2002,13174,,,,,,,,,,6788.81791,52.14065473,13403.5464,183.6542156,0.356317906,,196.3507429,301.5535566,20192.72063
Baicheng,2002,13175,,,,,,,,,,20587.28404,32.45543129,4467.824096,179.2723542,,,70.1393175,121.5763778,25055.10814
Yanbian Korean,2002,13176,,,13.15335809,30215.47993,3798.238197,,,2889.14795,45.22001652,564.6274964,10.52679865,5706.564481,340.5520054,254.5057037,,,12.09654096,6525.697681
Shenyang,2002,13177,,,,9.330476138,22.30512559,,,63.47275592,15.29867174,344.2919247,15.06540544,11515.8236,895.8554045,8.819360659,,,122.8208652,11868.93488
Dalian,2002,13178,6.374043939,,0.194610578,191.6377647,8.79715546,,,157.6187186,151.9475056,3298.90363,148.1376901,7558.557984,690.9334931,,,39.54772899,633.9365461,10857.46161
Anshan,2002,13179,,,,873.025141,19.22362467,,,845.9290261,1214.340303,889.7892071,1.894999609,4898.058066,497.5169925,48.67508379,,,1.878048897,5836.522357
Fushun,2002,13180,,,0.185063016,5955.698335,155.2291767,,,2712.823037,59.48248403,228.8997585,21.25366923,1993.267161,279.9404714,24.08693904,,,29.75988603,2246.253858
Benxi,2002,13181,,,1.312735578,4894.267942,89.33675602,,,1808.432235,56.10911718,210.0970618,16.69941344,901.0068337,199.5029317,0.926240299,,0.563189594,37.08976602,1112.030136
Dandong,2002,13182,,,0.188444594,4890.177798,31.48821076,,,2708.584074,1686.811918,1193.33074,52.06424545,3802.812628,221.070122,2.841711719,,0.489260442,195.4565645,4998.985079
Jinzhou,2002,13183,,,,43.32958398,1.680336719,,,,7.649406931,775.6965876,1.03218159,8904.529971,326.6271366,,,59.19625397,92.81570939,9680.226559
Fuxin,2002,13185,,,,0.557438766,,,,,,3641.755943,0.919588844,6547.714881,155.6300806,,,1.671513422,5.748225328,10189.47082
Liaoyang,2002,13186,,,,782.1943914,34.47102307,,,791.056196,89.99021377,150.5502429,20.68567284,2446.291591,399.6947335,2.842319045,,,34.62869987,2599.684152
Panjin,2002,13187,,,,,,,,,60.1024451,599.2865271,25.2120414,2469.58664,307.6743083,,,99.62610668,183.0949624,3068.873167
Tieling,2002,13188,,,,1337.333384,67.89574384,,,989.8989117,468.7548933,255.1980575,24.52332484,9779.049154,192.842582,18.34834146,,0.549959531,22.51240153,10052.59555
Chaoyang,2002,13189,,,,46.1056224,,13.46469415,,0.566458281,20.69066785,12966.96218,5.786926406,7247.58569,156.1473335,,,7.089044234,14.75843627,20214.54787
Huludao,2002,13190,,,,180.5666342,0.377293813,32.16048211,,0.380920625,18.2947857,2871.24389,16.87292404,5737.808348,270.9123216,,,2.998849036,85.30984183,8609.052239
Chifeng,2002,13194,1.493558453,,0.450123762,553.4381504,19.91675112,,168.036202,87.36962251,108.3106773,79824.75659,8.397197016,5866.09537,479.3714638,0.3680445,,365.751544,225.5828391,85691.22
Hulunbuir,2002,13195,306.5808429,,12069.09624,18950.67875,6323.875947,,60.84805906,67020.2102,20132.06793,92087.45248,42.4658192,33892.12797,916.265718,935.0808173,,194.5415775,2141.907053,126914.6613
Xing'an,2002,13196,,,5.098576922,1588.521098,133.7824661,,,1542.736062,1312.670614,45791.20712,4.316750547,2516.878036,192.9945757,59.24087769,,22.49337894,31.44000728,48367.32604
Tongliao,2002,13197,,,,3.702167609,,,98.5947589,,0.352611672,49619.74108,4.897579625,8824.509758,243.8304359,19.73746808,,99.70671013,19.99350391,58463.9883
Xilin Gol,2002,13198,,,,103.5100063,,,0.719670781,0.003639089,57.6902613,195591.3019,16.48518913,266.3058622,173.405268,0.515452875,1.452949797,3714.223917,224.5151104,195858.1232
Ulaan Chab,2002,13199,,,0.376534625,2.274812063,0.948507797,,,,,52458.63562,8.517054078,350.4416404,177.644346,,,2914.76858,106.8942273,52809.07726
Hami,2002,13283,8.361180094,,,,,,,,23.22825077,10968.77491,10.16784714,248.6875987,96.42114409,,51.50094591,126701.3416,82.32682658,11217.46251
Name Unknown,2002,13184,,,,328.4992112,,,,270.9935772,419.6607629,614.3086699,6.898930766,3038.557034,348.4781144,11.56178714,,13.64689035,235.2707236,3664.427491
Zhanjiang,2003,13035,,,,,,,0.232149266,,6284.437939,575.7665046,132.1469772,2779.736647,292.1391847,1777.343902,,22.22835716,449.8458392,5132.847054
Beihai,2003,13053,0.231534734,1.688093186,,,,,,0.63820375,830.5309051,245.7102271,65.92921112,1713.906865,115.9630441,123.9091896,,7.932549529,63.30590042,2083.526281
Fangchenggang,2003,13054,,1402.184765,,0.230559891,2.309085109,,,1240.097871,2458.054695,29.06810179,55.55326104,476.7179187,34.16938331,85.16503849,,0.916577816,32.47307135,590.951059
Chongzuo,2003,13058,0.456659641,2410.007372,,,44.29095274,,,6426.067315,12877.32785,669.8159299,49.679031,6151.111889,300.1480671,1124.145155,,0.229661188,88.6601403,7945.072973
Hainan,2003,13072,,5283.900189,,4.925931658,0.235010594,,3.522926875,7136.109488,12964.19181,2497.695628,135.1374742,2357.883615,221.0603012,1632.254895,,12.91260324,262.8271475,6487.834138
Haikou,2003,13073,,1.636794266,,,,,,,261.7579379,0.594887796,0.055915287,24.22910688,102.585372,21.02758489,,1.889177645,6.089028663,45.85157956
Sanya,2003,13074,0.265787974,237.0770303,,1.76935405,0.407555825,,,194.8002866,148.755548,164.1909896,10.43668159,59.08275538,40.36201153,1.091164771,,0.082426963,10.85793995,224.3649098
Pu'er,2003,13310,520.6942906,15090.06018,,9.687924569,5419.786729,,,16239.01543,5911.849645,295.1359379,,867.3507989,97.52535132,31.82113144,,,,1194.307868
Xishuangbanna Dai,2003,13311,0.2308665,10478.15535,,14.4713424,721.266179,,,6215.4226,787.2811647,271.6347732,0.230902,617.0114482,41.7971015,22.39871472,,,,911.0449362
Hefei,2003,12984,,,,4.377651235,1.271625688,,,8.019366132,121.4169724,71.90788133,39.46325173,6338.265332,472.528745,146.578366,,,279.5360923,6556.751579
Wuhu,2003,12985,,,,4.914435844,85.19197521,,,404.9794506,1239.988595,10.03659092,9.352404413,590.1767567,180.6811428,720.6624852,,0.778809046,86.50300006,1320.875833
Bengbu,2003,12986,,,,,,,,,122.3182403,121.6232417,84.4644034,5133.515261,290.9833596,0.625753359,,0.418387406,182.1054916,5255.764256
Huainan,2003,12987,,,,,,,,,105.4433707,48.20601944,16.54599482,1552.112069,262.9157112,7.447901973,,,83.02455651,1607.76599
Ma'anshan,2003,12988,,,,2.142326672,13.73611283,,,0.424187391,524.3635852,38.40653309,113.6064637,377.8326016,162.4403014,344.6993953,,1.816830186,107.3168887,760.93853
Huaibei,2003,12989,,,,,,,,,41.21988771,4.550754078,1.448715891,2027.426832,205.6302867,2.490853469,,,3.311133984,2034.468439
Tongling,2003,12990,,,,0.855486781,64.53995349,,,134.2862419,373.4919694,2.340394471,16.01922286,89.75517618,75.46949052,266.3737026,,1.740513526,57.84070932,358.4692733
Anqing,2003,12991,27.55503451,,,359.2346872,920.2930476,,,4067.052015,3092.650209,66.2091487,232.7448707,3073.687693,197.6317015,2322.362858,,8.424606796,1245.281853,5462.259699
Huangshan,2003,12992,464.3983155,165.6695747,,244.4544634,2923.767492,,,4750.490955,374.4108478,28.27164261,17.80067832,201.6186769,73.27366528,285.1655544,,,24.33503331,515.0558739
Chuzhou,2003,12993,3.570786547,,,176.5126635,26.08741113,,,178.4474429,538.3826652,248.3649941,101.8945801,10929.24832,254.8391894,442.0232369,,0.836910375,453.7924519,11619.63655
Suzhou,2003,12995,,,,0.620055891,,,,,169.8777476,13.71448708,0.83232446,9798.871373,341.6743016,70.05154549,,,5.796260781,9882.637405
Lu'an,2003,12996,,,,632.556099,905.267826,,,5238.777036,642.6858685,198.7043768,137.4557265,9027.705567,162.0296049,1252.650959,,2.105838484,479.4894691,10479.0609
Xuancheng,2003,12997,37.17416971,,,216.8627343,2012.861689,,,4917.86771,1407.855775,50.8320165,63.34873045,1222.623718,91.36128123,1970.857323,,,164.1996996,3244.313058
Chaohu,2003,12998,,,,18.88619425,120.9400788,,,106.9056869,2212.721082,25.77918494,96.92391748,3901.080346,161.8552917,1939.331561,,1.227246787,800.3496723,5866.191092
Chizhou,2003,12999,14.97548959,105.7476606,,439.2072753,1753.907206,,,3489.594456,1053.211436,66.72958496,110.7914964,606.9985085,50.11169139,438.6111357,,2.921756068,233.9302028,1112.339229
Fuzhou,2003,13005,21.25542453,2000.976816,,,201.3417994,,,4460.092685,2898.163031,217.3634934,159.358445,311.5147721,951.206293,97.36233831,,16.55996182,287.5707115,626.2406039
Xiamen,2003,13006,,212.6851898,,,,0.225988656,,129.9384119,648.0714616,39.46602148,5.854496823,25.93108699,490.7476078,95.33592198,,2.800010447,32.73754969,160.7330305
Putian,2003,13007,,935.4118679,,,12.20420381,,,751.8767001,1087.635486,78.99441599,14.05667648,198.9717863,573.1665512,225.0248071,,8.828377811,60.37729688,502.9910094
Sanming,2003,13008,88.79097548,7998.225946,,2.220915109,1806.160071,,,11052.80044,1229.709333,190.8240452,21.88491616,105.8521322,122.5868457,38.44106925,,,6.568704199,335.1172466
Quanzhou,2003,13009,8.801605587,1820.145261,,,67.77402363,0.225683719,0.452352469,2559.279649,3704.899932,194.9008993,22.26773859,379.3087079,1494.121772,644.0763442,,6.780588014,81.2866011,1218.285951
Zhangzhou,2003,13010,0.227937469,1874.469691,,,5.097888171,,,2851.676417,4758.92569,81.57176341,46.00835142,260.1748841,697.1280867,2366.34778,,16.41369948,147.5470893,2708.094427
Nanping,2003,13011,406.5475484,7105.892543,,5.006102642,2289.961664,,,14435.12303,1152.775819,244.0418507,17.48557914,137.5241824,124.6833776,62.69854545,,,26.98424713,444.2645785
Longyan,2003,13012,21.88051349,9154.623054,,,369.2478751,,,6996.511469,2317.566664,82.48160348,5.927986119,193.4142576,177.0165277,101.7612321,,,1.809393938,377.6570932
Ningde,2003,13013,60.94533658,1348.347649,,0.374242657,662.2320051,,,8098.777231,1847.975016,97.11502112,208.0118408,45.59204654,114.6819949,73.05061356,,4.354725569,164.5271403,215.7576812
Lanzhou,2003,13014,5.760233287,,,11.73160139,15.58573083,,15.60034192,0.199774016,0.405133563,12609.24346,7.606726787,299.8402935,465.7345704,,,25.7813634,,12909.08375
Jiayuguan,2003,13015,,,,,,,,,,124.9772683,,20.37692764,25.12740733,,1.152041313,1517.665283,,145.3541959
Jinchang,2003,13016,,,,,,,,,,3680.187481,0.19641725,757.0965844,72.15060622,,,2955.975211,,4437.284065
Baiyin,2003,13017,,,,,,,272.8993027,,,17980.5701,1.193671938,310.852449,194.4617756,0.809066891,,1029.590795,,18292.23161
Tianshui,2003,13018,,,,2518.102296,224.1393022,,,254.1188871,75.17083965,1904.00199,,8846.40001,90.31766615,11.43020763,,,,10761.83221
Jiuquan,2003,13019,,,,,,,1.144218656,,,8760.075019,,1638.234953,214.127169,,339.5041598,135022.2854,7.216495797,10398.30997
Zhangye,2003,13020,20.7131148,,,,,,,0.592042156,49.71384363,22689.23588,108.7556729,3245.766522,134.3270263,,15.03130794,13357.53156,0.786948875,25935.0024
Wuwei,2003,13021,20.86902347,,,,35.48153454,,0.197774484,76.81777293,21.60984195,13566.53861,49.26336802,3176.903725,174.449859,,,15860.83176,3.130036234,16743.44234
Dingxi,2003,13022,,,,95.39624922,30.07666212,,,20.41637108,3.923900231,14218.43408,,5305.850929,84.96585005,,,,,19524.28501
Longnan,2003,13023,,,,5798.076807,2719.573524,,,3211.286501,1809.812605,3643.001252,,8619.801455,48.10706238,2245.580914,,,,14508.38362
Pingliang,2003,13024,,,,379.5816811,15.24387395,0.204435625,,3.870309344,89.91780038,1901.231519,,8291.22991,36.04927416,69.15044868,,,,10261.61188
Qingyang,2003,13025,,,,1395.444805,55.26573451,7.250265453,,114.7984301,51.89022265,18588.33608,,6421.051542,24.4378605,0.202737922,,,,25009.59036
Linxia Hui,2003,13026,,,,36.73074254,26.76509757,,,5.297428688,0.203540531,4772.537152,2.021507047,2940.876557,109.1240357,,,29.72411078,79.90314823,7713.413709
Gannan Tibetan,2003,13027,8.933908384,,,484.2622421,1242.922128,,,3366.276901,455.1860497,30832.61048,0.824943734,760.5463473,40.68310217,1.246408141,,30.33935997,0.2061685,31594.40323
Guangzhou,2003,13028,0.228250125,781.5652221,,,1.141544234,,,553.3872145,3852.650563,158.2407912,121.902074,25.21128544,1458.142536,136.9502342,,26.48376424,65.65985648,320.4023108
Shaoguan,2003,13029,77.66845063,6920.36083,,0.451157875,538.7569458,,,5131.891471,4841.95922,226.2870937,25.87392899,581.0718543,240.3254967,46.41241382,,0.225956641,14.01335564,853.7713618
Shenzhen,2003,13030,1.21111004,198.1396706,,,1.190515644,,,76.04062057,583.3223301,49.80142783,19.93778306,0.459189922,968.2981404,,,5.507083647,53.63382998,50.26061775
Zhuhai,2003,13031,4.14359175,50.20558891,,0.1122057,0.230688547,,,21.81947807,644.8160595,98.14459822,272.642309,32.96841909,161.5270749,,,28.27661262,56.3301102,131.1130173
Shantou,2003,13032,0.73859546,35.78799631,,,0.213957018,,,2.31180984,683.4116169,93.60203255,96.2646568,98.90668954,846.6340115,12.81330845,,4.587679266,86.0473021,205.3220305
Foshan,2003,13033,2.061903438,90.251362,,,0.373579504,,0.687202375,25.6551208,1658.152637,115.8727713,257.808147,13.70425113,1419.42801,6.6459255,,129.4729289,132.2928685,136.222948
Jiangmen,2003,13034,7.35219788,941.0860786,,0.352784936,11.88495306,,,335.6566509,5265.187246,171.518317,300.6162682,681.8414204,437.5453626,663.5071801,,23.78560378,193.9987966,1516.866918
Maoming,2003,13036,,512.0488249,,,3.264949416,,,1468.353522,7432.521684,198.9039414,17.56275211,362.4561306,257.221151,1084.228566,,1.473806564,56.9492948,1645.588638
